year,pgisced97,sex,ple0097,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,No answer / don't know,male,Statutory health insurance,0.88493,117,117,0.82685,0.94300
1999,No answer / don't know,female,Statutory health insurance,0.86728,140,140,0.81088,0.92368
1999,Pre-primary Level,male,Statutory health insurance,0.74633,128,128,0.67065,0.82200
1999,Pre-primary Level,female,Statutory health insurance,0.83390,139,139,0.77181,0.89600
1999,Primary Level,male,Statutory health insurance,0.99316,173,173,0.98085,1.00548
1999,Primary Level,female,Statutory health insurance,0.99711,250,250,0.99043,1.00378
1999,Lower Secondary Level,male,Statutory health insurance,0.95546,845,845,0.94154,0.96938
1999,Lower Secondary Level,female,Statutory health insurance,0.96029,1504,1552,0.95057,0.97001
1999,Lower Secondary Level,female,Private health insurance,0.03471,48,1552,0.02560,0.04381
1999,Upper Secondary Level,male,Statutory health insurance,0.88674,3119,3464,0.87618,0.89729
1999,Upper Secondary Level,male,Private health insurance,0.09790,293,3464,0.08800,0.10780
1999,Upper Secondary Level,male,No insurance,0.01536,52,3464,0.01126,0.01946
1999,Upper Secondary Level,female,Statutory health insurance,0.93562,3264,3453,0.92743,0.94381
1999,Upper Secondary Level,female,Private health insurance,0.06058,189,3453,0.05262,0.06854
1999,Post-secondary Non-tertiary Level,male,Statutory health insurance,0.84356,204,204,0.79358,0.89353
1999,Post-secondary Non-tertiary Level,female,Statutory health insurance,0.94418,251,251,0.91572,0.97264
1999,First Stage of Tertiary Education,male,Statutory health insurance,0.81469,411,478,0.77982,0.84956
1999,First Stage of Tertiary Education,male,Private health insurance,0.16631,67,478,0.13289,0.19973
1999,First Stage of Tertiary Education,female,Statutory health insurance,0.84756,285,326,0.80848,0.88664
1999,First Stage of Tertiary Education,female,Private health insurance,0.15162,41,326,0.11262,0.19061
1999,Second Stage of Tertiary Education,male,Statutory health insurance,0.69433,786,1068,0.66668,0.72197
1999,Second Stage of Tertiary Education,male,Private health insurance,0.29787,282,1068,0.27043,0.32532
1999,Second Stage of Tertiary Education,female,Statutory health insurance,0.78265,733,877,0.75534,0.80996
1999,Second Stage of Tertiary Education,female,Private health insurance,0.21350,144,877,0.18636,0.24063
2000,Pre-primary Level,male,Statutory health insurance,0.80739,195,235,0.75686,0.85792
2000,Pre-primary Level,male,Private health insurance,0.18871,40,235,0.13858,0.23884
2000,Pre-primary Level,female,Statutory health insurance,0.82134,215,257,0.77442,0.86827
2000,Pre-primary Level,female,Private health insurance,0.17512,42,257,0.12857,0.22168
2000,Primary Level,male,Statutory health insurance,0.98928,166,166,0.97356,1.00499
2000,Primary Level,female,Statutory health insurance,0.98027,232,232,0.96233,0.99820
2000,Lower Secondary Level,male,Statutory health insurance,0.96365,1116,1151,0.95283,0.97447
2000,Lower Secondary Level,male,Private health insurance,0.03360,35,1151,0.02319,0.04402
2000,Lower Secondary Level,female,Statutory health insurance,0.96432,2319,2384,0.95688,0.97177
2000,Lower Secondary Level,female,Private health insurance,0.03111,65,2384,0.02414,0.03808
2000,Upper Secondary Level,male,Statutory health insurance,0.88929,5612,6263,0.88151,0.89706
2000,Upper Secondary Level,male,Private health insurance,0.10023,588,6263,0.09279,0.10767
2000,Upper Secondary Level,male,No insurance,0.01048,63,6263,0.00796,0.01300
2000,Upper Secondary Level,female,Statutory health insurance,0.93901,6117,6512,0.93319,0.94482
2000,Upper Secondary Level,female,Private health insurance,0.05948,395,6512,0.05373,0.06522
2000,Post-secondary Non-tertiary Level,male,Statutory health insurance,0.86946,441,500,0.83990,0.89902
2000,Post-secondary Non-tertiary Level,male,Private health insurance,0.12637,59,500,0.09722,0.15553
2000,Post-secondary Non-tertiary Level,female,Statutory health insurance,0.91391,567,608,0.89160,0.93622
2000,Post-secondary Non-tertiary Level,female,Private health insurance,0.07802,41,608,0.05668,0.09936
2000,First Stage of Tertiary Education,male,Statutory health insurance,0.84545,910,1062,0.82370,0.86720
2000,First Stage of Tertiary Education,male,Private health insurance,0.14347,152,1062,0.12238,0.16457
2000,First Stage of Tertiary Education,female,Statutory health insurance,0.91702,738,804,0.89795,0.93610
2000,First Stage of Tertiary Education,female,Private health insurance,0.08138,66,804,0.06247,0.10030
2000,Second Stage of Tertiary Education,male,Statutory health insurance,0.67115,1478,2143,0.65126,0.69105
2000,Second Stage of Tertiary Education,male,Private health insurance,0.32126,665,2143,0.30148,0.34103
2000,Second Stage of Tertiary Education,female,Statutory health insurance,0.75627,1282,1649,0.73554,0.77700
2000,Second Stage of Tertiary Education,female,Private health insurance,0.23946,367,1649,0.21886,0.26007
2001,No answer / don't know,male,Statutory health insurance,0.90438,55,55,0.82595,0.98282
2001,No answer / don't know,female,Statutory health insurance,0.95976,57,57,0.90828,1.01123
2001,Pre-primary Level,male,Statutory health insurance,0.78872,208,255,0.73852,0.83893
2001,Pre-primary Level,male,Private health insurance,0.20063,47,255,0.15138,0.24988
2001,Pre-primary Level,female,Statutory health insurance,0.82687,234,281,0.78255,0.87119
2001,Pre-primary Level,female,Private health insurance,0.16672,47,281,0.12306,0.21037
2001,Primary Level,male,Statutory health insurance,0.98287,131,131,0.96056,1.00517
2001,Primary Level,female,Statutory health insurance,0.99237,179,179,0.97958,1.00515
2001,Lower Secondary Level,male,Statutory health insurance,0.96348,963,963,0.95163,0.97534
2001,Lower Secondary Level,female,Statutory health insurance,0.96803,2025,2077,0.96046,0.97560
2001,Lower Secondary Level,female,Private health insurance,0.02946,52,2077,0.02218,0.03673
2001,Upper Secondary Level,male,Statutory health insurance,0.88397,5037,5639,0.87561,0.89233
2001,Upper Secondary Level,male,Private health insurance,0.10225,532,5639,0.09434,0.11015
2001,Upper Secondary Level,male,No insurance,0.01379,70,5639,0.01074,0.01683
2001,Upper Secondary Level,female,Statutory health insurance,0.94186,5576,5925,0.93590,0.94782
2001,Upper Secondary Level,female,Private health insurance,0.05728,349,5925,0.05136,0.06320
2001,Post-secondary Non-tertiary Level,male,Statutory health insurance,0.86775,417,475,0.83725,0.89825
2001,Post-secondary Non-tertiary Level,male,Private health insurance,0.12765,58,475,0.09761,0.15769
2001,Post-secondary Non-tertiary Level,female,Statutory health insurance,0.90685,546,587,0.88332,0.93039
2001,Post-secondary Non-tertiary Level,female,Private health insurance,0.08851,41,587,0.06551,0.11150
2001,First Stage of Tertiary Education,male,Statutory health insurance,0.83732,817,954,0.81389,0.86076
2001,First Stage of Tertiary Education,male,Private health insurance,0.15104,137,954,0.12830,0.17377
2001,First Stage of Tertiary Education,female,Statutory health insurance,0.91243,651,711,0.89164,0.93322
2001,First Stage of Tertiary Education,female,Private health insurance,0.08704,60,711,0.06631,0.10778
2001,Second Stage of Tertiary Education,male,Statutory health insurance,0.67262,1370,1982,0.65195,0.69328
2001,Second Stage of Tertiary Education,male,Private health insurance,0.32028,612,1982,0.29973,0.34083
2001,Second Stage of Tertiary Education,female,Statutory health insurance,0.74364,1192,1549,0.72188,0.76539
2001,Second Stage of Tertiary Education,female,Private health insurance,0.25221,357,1549,0.23058,0.27385
2002,No answer / don't know,male,Statutory health insurance,0.93905,95,95,0.89068,0.98741
2002,No answer / don't know,female,Statutory health insurance,0.97097,82,82,0.93440,1.00753
2002,Pre-primary Level,male,Statutory health insurance,0.85226,237,294,0.81163,0.89289
2002,Pre-primary Level,male,Private health insurance,0.14718,57,294,0.10661,0.18775
2002,Pre-primary Level,female,Statutory health insurance,0.87348,258,315,0.83671,0.91025
2002,Pre-primary Level,female,Private health insurance,0.12652,57,315,0.08975,0.16329
2002,Primary Level,male,Statutory health insurance,0.96961,115,115,0.93810,1.00112
2002,Primary Level,female,Statutory health insurance,0.97496,166,166,0.95112,0.99880
2002,Lower Secondary Level,male,Statutory health insurance,0.96400,906,944,0.95211,0.97589
2002,Lower Secondary Level,male,Private health insurance,0.03300,38,944,0.02160,0.04440
2002,Lower Secondary Level,female,Statutory health insurance,0.96873,1878,1941,0.96098,0.97647
2002,Lower Secondary Level,female,Private health insurance,0.03030,63,1941,0.02268,0.03793
2002,Upper Secondary Level,male,Statutory health insurance,0.89081,4894,5562,0.88261,0.89900
2002,Upper Secondary Level,male,Private health insurance,0.10037,615,5562,0.09247,0.10827
2002,Upper Secondary Level,male,No insurance,0.00882,53,5562,0.00636,0.01128
2002,Upper Secondary Level,female,Statutory health insurance,0.94214,5587,6010,0.93623,0.94804
2002,Upper Secondary Level,female,Private health insurance,0.05715,423,6010,0.05128,0.06302
2002,Post-secondary Non-tertiary Level,male,Statutory health insurance,0.88795,425,490,0.85999,0.91591
