year,quintil_oecd,sex,ple0097,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,1st Quintile,male,Statutory health insurance,0.97248,1112,1112,0.96286,0.98210
1999,1st Quintile,female,Statutory health insurance,0.97908,1427,1427,0.97165,0.98651
1999,2nd Quintile,male,Statutory health insurance,0.95018,1320,1368,0.93865,0.96172
1999,2nd Quintile,male,Private health insurance,0.04112,48,1368,0.03060,0.05165
1999,2nd Quintile,female,Statutory health insurance,0.97496,1459,1459,0.96694,0.98298
1999,3rd Quintile,male,Statutory health insurance,0.90621,1245,1342,0.89061,0.92181
1999,3rd Quintile,male,Private health insurance,0.07666,97,1342,0.06242,0.09090
1999,3rd Quintile,female,Statutory health insurance,0.95272,1391,1454,0.94181,0.96364
1999,3rd Quintile,female,Private health insurance,0.04456,63,1454,0.03395,0.05517
1999,4th Quintile,male,Statutory health insurance,0.85092,1177,1346,0.83189,0.86996
1999,4th Quintile,male,Private health insurance,0.12714,169,1346,0.10934,0.14494
1999,4th Quintile,female,Statutory health insurance,0.90877,1272,1384,0.89360,0.92395
1999,4th Quintile,female,Private health insurance,0.08738,112,1384,0.07250,0.10226
1999,5th Quintile,male,Statutory health insurance,0.65568,929,1332,0.63015,0.68120
1999,5th Quintile,male,Private health insurance,0.33480,403,1332,0.30945,0.36016
1999,5th Quintile,female,Statutory health insurance,0.77808,1017,1255,0.75508,0.80108
1999,5th Quintile,female,Private health insurance,0.21461,238,1255,0.19188,0.23733
2000,1st Quintile,male,Statutory health insurance,0.97198,1095,1095,0.96220,0.98176
2000,1st Quintile,female,Statutory health insurance,0.98950,1438,1438,0.98423,0.99477
2000,2nd Quintile,male,Statutory health insurance,0.95806,1242,1288,0.94711,0.96902
2000,2nd Quintile,male,Private health insurance,0.03289,46,1288,0.02315,0.04263
2000,2nd Quintile,female,Statutory health insurance,0.96163,1394,1439,0.95170,0.97155
2000,2nd Quintile,female,Private health insurance,0.03630,45,1439,0.02664,0.04597
2000,3rd Quintile,male,Statutory health insurance,0.90585,1231,1329,0.89014,0.92156
2000,3rd Quintile,male,Private health insurance,0.08126,98,1329,0.06657,0.09596
2000,3rd Quintile,female,Statutory health insurance,0.95858,1323,1385,0.94808,0.96908
2000,3rd Quintile,female,Private health insurance,0.04093,62,1385,0.03050,0.05137
2000,4th Quintile,male,Statutory health insurance,0.85503,1164,1342,0.83618,0.87387
2000,4th Quintile,male,Private health insurance,0.13475,178,1342,0.11647,0.15302
2000,4th Quintile,female,Statutory health insurance,0.90883,1216,1332,0.89337,0.92430
2000,4th Quintile,female,Private health insurance,0.08818,116,1332,0.07295,0.10341
2000,5th Quintile,male,Statutory health insurance,0.63566,879,1292,0.60941,0.66191
2000,5th Quintile,male,Private health insurance,0.35276,413,1292,0.32670,0.37883
2000,5th Quintile,female,Statutory health insurance,0.77690,985,1228,0.75361,0.80020
2000,5th Quintile,female,Private health insurance,0.22069,243,1228,0.19748,0.24389
2001,1st Quintile,male,Statutory health insurance,0.95897,1594,1636,0.94936,0.96859
2001,1st Quintile,male,Private health insurance,0.02815,42,1636,0.02013,0.03616
2001,1st Quintile,female,Statutory health insurance,0.97598,2178,2218,0.96961,0.98236
2001,1st Quintile,female,Private health insurance,0.02039,40,2218,0.01451,0.02627
2001,2nd Quintile,male,Statutory health insurance,0.93717,1927,2016,0.92657,0.94776
2001,2nd Quintile,male,Private health insurance,0.05144,89,2016,0.04180,0.06109
2001,2nd Quintile,female,Statutory health insurance,0.96911,2247,2309,0.96205,0.97617
2001,2nd Quintile,female,Private health insurance,0.02772,62,2309,0.02102,0.03441
2001,3rd Quintile,male,Statutory health insurance,0.91862,2030,2184,0.90715,0.93009
2001,3rd Quintile,male,Private health insurance,0.07074,154,2184,0.05999,0.08150
2001,3rd Quintile,female,Statutory health insurance,0.95065,2217,2332,0.94186,0.95945
2001,3rd Quintile,female,Private health insurance,0.04839,115,2332,0.03968,0.05710
2001,4th Quintile,male,Statutory health insurance,0.84825,1941,2276,0.83351,0.86300
2001,4th Quintile,male,Private health insurance,0.13874,335,2276,0.12454,0.15295
2001,4th Quintile,female,Statutory health insurance,0.90716,2091,2308,0.89531,0.91900
2001,4th Quintile,female,Private health insurance,0.09169,217,2308,0.07992,0.10347
2001,5th Quintile,male,Statutory health insurance,0.62753,1505,2305,0.60778,0.64727
2001,5th Quintile,male,Private health insurance,0.36282,800,2305,0.34318,0.38245
2001,5th Quintile,female,Statutory health insurance,0.77688,1727,2199,0.75947,0.79428
2001,5th Quintile,female,Private health insurance,0.22157,472,2199,0.20420,0.23893
2002,1st Quintile,male,Statutory health insurance,0.96324,1441,1441,0.95352,0.97296
2002,1st Quintile,female,Statutory health insurance,0.97861,1944,1980,0.97224,0.98499
2002,1st Quintile,female,Private health insurance,0.01790,36,1980,0.01206,0.02374
2002,2nd Quintile,male,Statutory health insurance,0.95310,1726,1803,0.94333,0.96286
2002,2nd Quintile,male,Private health insurance,0.04347,77,1803,0.03406,0.05289
2002,2nd Quintile,female,Statutory health insurance,0.96846,2051,2109,0.96100,0.97592
2002,2nd Quintile,female,Private health insurance,0.02985,58,2109,0.02258,0.03711
2002,3rd Quintile,male,Statutory health insurance,0.91449,1763,1925,0.90200,0.92699
2002,3rd Quintile,male,Private health insurance,0.07676,162,1925,0.06486,0.08866
2002,3rd Quintile,female,Statutory health insurance,0.95007,1985,2088,0.94073,0.95942
2002,3rd Quintile,female,Private health insurance,0.04763,103,2088,0.03850,0.05677
2002,4th Quintile,male,Statutory health insurance,0.86246,1877,2171,0.84797,0.87696
2002,4th Quintile,male,Private health insurance,0.13156,294,2171,0.11734,0.14578
2002,4th Quintile,female,Statutory health insurance,0.91653,1981,2178,0.90491,0.92815
2002,4th Quintile,female,Private health insurance,0.08296,197,2178,0.07137,0.09455
2002,5th Quintile,male,Statutory health insurance,0.67460,1699,2524,0.65632,0.69289
2002,5th Quintile,male,Private health insurance,0.31537,825,2524,0.29724,0.33350
2002,5th Quintile,female,Statutory health insurance,0.82204,1973,2437,0.80685,0.83722
2002,5th Quintile,female,Private health insurance,0.17665,464,2437,0.16151,0.19180
2003,1st Quintile,male,Statutory health insurance,0.96453,1403,1403,0.95485,0.97421
2003,1st Quintile,female,Statutory health insurance,0.97865,1914,1953,0.97224,0.98506
2003,1st Quintile,female,Private health insurance,0.01659,39,1953,0.01093,0.02226
2003,2nd Quintile,male,Statutory health insurance,0.95712,1679,1750,0.94762,0.96661
2003,2nd Quintile,male,Private health insurance,0.03767,71,1750,0.02875,0.04659
2003,2nd Quintile,female,Statutory health insurance,0.97925,2054,2095,0.97315,0.98536
2003,2nd Quintile,female,Private health insurance,0.01829,41,2095,0.01255,0.02402
2003,3rd Quintile,male,Statutory health insurance,0.91051,1821,1979,0.89793,0.92309
2003,3rd Quintile,male,Private health insurance,0.07973,158,1979,0.06780,0.09167
2003,3rd Quintile,female,Statutory health insurance,0.93998,1943,2062,0.92973,0.95024
2003,3rd Quintile,female,Private health insurance,0.05740,119,2062,0.04736,0.06744
2003,4th Quintile,male,Statutory health insurance,0.85823,1870,2192,0.84363,0.87284
2003,4th Quintile,male,Private health insurance,0.13098,322,2192,0.11685,0.14510
2003,4th Quintile,female,Statutory health insurance,0.92073,2016,2236,0.90953,0.93193
2003,4th Quintile,female,Private health insurance,0.07827,220,2236,0.06713,0.08941
2003,5th Quintile,male,Statutory health insurance,0.63351,1938,3206,0.61683,0.65019
2003,5th Quintile,male,Private health insurance,0.35827,1268,3206,0.34167,0.37487
2003,5th Quintile,female,Statutory health insurance,0.76841,2259,3101,0.75356,0.78326
2003,5th Quintile,female,Private health insurance,0.23001,842,3101,0.21519,0.24482
2004,1st Quintile,male,Statutory health insurance,0.97100,1320,1362,0.96208,0.97991
2004,1st Quintile,male,Private health insurance,0.02900,42,1362,0.02009,0.03792
2004,1st Quintile,female,Statutory health insurance,0.97921,1831,1878,0.97275,0.98566
2004,1st Quintile,female,Private health insurance,0.02079,47,1878,0.01434,0.02725
2004,2nd Quintile,male,Statutory health insurance,0.96852,1657,1718,0.96026,0.97678
2004,2nd Quintile,male,Private health insurance,0.03148,61,1718,0.02322,0.03974
2004,2nd Quintile,female,Statutory health insurance,0.97843,1994,2037,0.97212,0.98474
2004,2nd Quintile,female,Private health insurance,0.02157,43,2037,0.01526,0.02788
2004,3rd Quintile,male,Statutory health insurance,0.92826,1777,1918,0.91670,0.93981
2004,3rd Quintile,male,Private health insurance,0.07174,141,1918,0.06019,0.08330
2004,3rd Quintile,female,Statutory health insurance,0.94981,1949,2053,0.94036,0.95925
2004,3rd Quintile,female,Private health insurance,0.05019,104,2053,0.04075,0.05964
2004,4th Quintile,male,Statutory health insurance,0.87072,1828,2128,0.85646,0.88497
2004,4th Quintile,male,Private health insurance,0.12928,300,2128,0.11503,0.14354
2004,4th Quintile,female,Statutory health insurance,0.92631,1974,2188,0.91536,0.93726
2004,4th Quintile,female,Private health insurance,0.07369,214,2188,0.06274,0.08464
2004,5th Quintile,male,Statutory health insurance,0.62872,1863,3132,0.61180,0.64564
2004,5th Quintile,male,Private health insurance,0.37128,1269,3132,0.35436,0.38820
2004,5th Quintile,female,Statutory health insurance,0.77590,2188,3013,0.76101,0.79079
2004,5th Quintile,female,Private health insurance,0.22410,825,3013,0.20921,0.23899
2005,1st Quintile,male,Statutory health insurance,0.97045,1271,1312,0.96128,0.97962
2005,1st Quintile,male,Private health insurance,0.02955,41,1312,0.02038,0.03872
2005,1st Quintile,female,Statutory health insurance,0.98223,1768,1805,0.97613,0.98833
2005,1st Quintile,female,Private health insurance,0.01777,37,1805,0.01167,0.02387
2005,2nd Quintile,male,Statutory health insurance,0.96845,1588,1640,0.95999,0.97691
2005,2nd Quintile,male,Private health insurance,0.03155,52,1640,0.02309,0.04001
2005,2nd Quintile,female,Statutory health insurance,0.98029,1907,1953,0.97412,0.98646
2005,2nd Quintile,female,Private health insurance,0.01971,46,1953,0.01354,0.02588
2005,3rd Quintile,male,Statutory health insurance,0.92490,1618,1752,0.91255,0.93724
2005,3rd Quintile,male,Private health insurance,0.07510,134,1752,0.06276,0.08745
2005,3rd Quintile,female,Statutory health insurance,0.96088,1857,1944,0.95226,0.96950
2005,3rd Quintile,female,Private health insurance,0.03912,87,1944,0.03050,0.04774
2005,4th Quintile,male,Statutory health insurance,0.87109,1804,2115,0.85680,0.88537
2005,4th Quintile,male,Private health insurance,0.12891,311,2115,0.11463,0.14320
2005,4th Quintile,female,Statutory health insurance,0.92235,1953,2143,0.91102,0.93369
2005,4th Quintile,female,Private health insurance,0.07765,190,2143,0.06631,0.08898
2005,5th Quintile,male,Statutory health insurance,0.63123,1747,2926,0.61375,0.64872
2005,5th Quintile,male,Private health insurance,0.36877,1179,2926,0.35128,0.38625
2005,5th Quintile,female,Statutory health insurance,0.75436,2029,2859,0.73858,0.77014
2005,5th Quintile,female,Private health insurance,0.24564,830,2859,0.22986,0.26142
2006,1st Quintile,male,Statutory health insurance,0.97563,1184,1220,0.96698,0.98429
2006,1st Quintile,male,Private health insurance,0.02437,36,1220,0.01571,0.03302
2006,1st Quintile,female,Statutory health insurance,0.97937,1658,1697,0.97260,0.98613
2006,1st Quintile,female,Private health insurance,0.02063,39,1697,0.01387,0.02740
2006,2nd Quintile,male,Statutory health insurance,0.95873,1417,1481,0.94859,0.96886
2006,2nd Quintile,male,Private health insurance,0.04127,64,1481,0.03114,0.05141
2006,2nd Quintile,female,Statutory health insurance,0.97718,1767,1813,0.97031,0.98406
2006,2nd Quintile,female,Private health insurance,0.02282,46,1813,0.01594,0.02969
2006,3rd Quintile,male,Statutory health insurance,0.93199,1566,1691,0.91999,0.94399
2006,3rd Quintile,male,Private health insurance,0.06801,125,1691,0.05601,0.08001
2006,3rd Quintile,female,Statutory health insurance,0.96078,1774,1855,0.95194,0.96962
2006,3rd Quintile,female,Private health insurance,0.03922,81,1855,0.03038,0.04806
2006,4th Quintile,male,Statutory health insurance,0.86238,1639,1937,0.84703,0.87772
2006,4th Quintile,male,Private health insurance,0.13762,298,1937,0.12228,0.15297
2006,4th Quintile,female,Statutory health insurance,0.90867,1793,2003,0.89605,0.92129
2006,4th Quintile,female,Private health insurance,0.09133,210,2003,0.07871,0.10395
2006,5th Quintile,male,Statutory health insurance,0.61909,1650,2788,0.60106,0.63712
2006,5th Quintile,male,Private health insurance,0.38091,1138,2788,0.36288,0.39894
2006,5th Quintile,female,Statutory health insurance,0.77417,1956,2703,0.75841,0.78994
2006,5th Quintile,female,Private health insurance,0.22583,747,2703,0.21006,0.24159
2007,1st Quintile,male,Statutory health insurance,0.96771,1276,1322,0.95818,0.97724
2007,1st Quintile,male,Private health insurance,0.03229,46,1322,0.02276,0.04182
2007,1st Quintile,female,Statutory health insurance,0.98063,1795,1839,0.97433,0.98693
2007,1st Quintile,female,Private health insurance,0.01937,44,1839,0.01307,0.02567
2007,2nd Quintile,male,Statutory health insurance,0.95569,1517,1585,0.94555,0.96582
2007,2nd Quintile,male,Private health insurance,0.04431,68,1585,0.03418,0.05445
2007,2nd Quintile,female,Statutory health insurance,0.97302,1845,1896,0.96572,0.98031
2007,2nd Quintile,female,Private health insurance,0.02698,51,1896,0.01969,0.03428
2007,3rd Quintile,male,Statutory health insurance,0.93498,1683,1816,0.92364,0.94632
2007,3rd Quintile,male,Private health insurance,0.06502,133,1816,0.05368,0.07636
2007,3rd Quintile,female,Statutory health insurance,0.95695,1908,2007,0.94806,0.96583
2007,3rd Quintile,female,Private health insurance,0.04305,99,2007,0.03417,0.05194
2007,4th Quintile,male,Statutory health insurance,0.85623,1771,2114,0.84127,0.87119
2007,4th Quintile,male,Private health insurance,0.14377,343,2114,0.12881,0.15873
2007,4th Quintile,female,Statutory health insurance,0.90479,1906,2155,0.89239,0.91718
2007,4th Quintile,female,Private health insurance,0.09521,249,2155,0.08282,0.10761
2007,5th Quintile,male,Statutory health insurance,0.61224,1658,2795,0.59417,0.63031
2007,5th Quintile,male,Private health insurance,0.38776,1137,2795,0.36969,0.40583
2007,5th Quintile,female,Statutory health insurance,0.76688,2001,2757,0.75109,0.78266
2007,5th Quintile,female,Private health insurance,0.23312,756,2757,0.21734,0.24891
2008,1st Quintile,male,Statutory health insurance,0.95920,1190,1239,0.94818,0.97022
2008,1st Quintile,male,Private health insurance,0.04080,49,1239,0.02978,0.05182
2008,1st Quintile,female,Statutory health insurance,0.98016,1695,1732,0.97359,0.98673
2008,1st Quintile,female,Private health insurance,0.01984,37,1732,0.01327,0.02641
2008,2nd Quintile,male,Statutory health insurance,0.95367,1452,1530,0.94314,0.96421
2008,2nd Quintile,male,Private health insurance,0.04633,78,1530,0.03579,0.05686
2008,2nd Quintile,female,Statutory health insurance,0.97864,1791,1838,0.97203,0.98525
2008,2nd Quintile,female,Private health insurance,0.02136,47,1838,0.01475,0.02797
2008,3rd Quintile,male,Statutory health insurance,0.92511,1678,1836,0.91306,0.93715
2008,3rd Quintile,male,Private health insurance,0.07489,158,1836,0.06285,0.08694
2008,3rd Quintile,female,Statutory health insurance,0.95283,1869,1972,0.94347,0.96219
2008,3rd Quintile,female,Private health insurance,0.04717,103,1972,0.03781,0.05653
2008,4th Quintile,male,Statutory health insurance,0.85859,1611,1931,0.84305,0.87414
2008,4th Quintile,male,Private health insurance,0.14141,320,1931,0.12586,0.15695
2008,4th Quintile,female,Statutory health insurance,0.90418,1716,1939,0.89108,0.91729
2008,4th Quintile,female,Private health insurance,0.09582,223,1939,0.08271,0.10892
2008,5th Quintile,male,Statutory health insurance,0.62467,1604,2647,0.60622,0.64312
2008,5th Quintile,male,Private health insurance,0.37533,1043,2647,0.35688,0.39378
2008,5th Quintile,female,Statutory health insurance,0.78288,1904,2606,0.76705,0.79872
2008,5th Quintile,female,Private health insurance,0.21712,702,2606,0.20128,0.23295
2009,1st Quintile,male,Statutory health insurance,0.96380,1152,1194,0.95320,0.97440
2009,1st Quintile,male,Private health insurance,0.03620,42,1194,0.02560,0.04680
2009,1st Quintile,female,Statutory health insurance,0.98079,1635,1668,0.97420,0.98738
2009,1st Quintile,female,Private health insurance,0.01921,33,1668,0.01262,0.02580
2009,2nd Quintile,male,Statutory health insurance,0.96127,1351,1409,0.95119,0.97135
2009,2nd Quintile,male,Private health insurance,0.03873,58,1409,0.02865,0.04881
2009,2nd Quintile,female,Statutory health insurance,0.97295,1704,1749,0.96535,0.98056
2009,2nd Quintile,female,Private health insurance,0.02705,45,1749,0.01944,0.03465
2009,3rd Quintile,male,Statutory health insurance,0.91972,1520,1656,0.90663,0.93281
2009,3rd Quintile,male,Private health insurance,0.08028,136,1656,0.06719,0.09337
2009,3rd Quintile,female,Statutory health insurance,0.95581,1662,1747,0.94617,0.96545
2009,3rd Quintile,female,Private health insurance,0.04419,85,1747,0.03455,0.05383
2009,4th Quintile,male,Statutory health insurance,0.83848,1519,1863,0.82176,0.85519
