year,regtyp,ple0097,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,Urban regions,Statutory health insurance,0.87634,7925,8889,0.86949,0.88318
1999,Urban regions,Private health insurance,0.11524,893,8889,0.10861,0.12188
1999,Urban regions,No insurance,0.00842,71,8889,0.00652,0.01032
1999,Rural regions,Statutory health insurance,0.91254,4424,4780,0.90453,0.92055
1999,Rural regions,Private health insurance,0.07933,317,4780,0.07166,0.08699
1999,Rural regions,No insurance,0.00813,39,4780,0.00558,0.01068
2000,Urban regions,Statutory health insurance,0.87279,13791,15729,0.86758,0.87800
2000,Urban regions,Private health insurance,0.12097,1846,15729,0.11588,0.12607
2000,Urban regions,No insurance,0.00624,92,15729,0.00501,0.00747
2000,Rural regions,Statutory health insurance,0.91092,7632,8352,0.90481,0.91703
2000,Rural regions,Private health insurance,0.08389,673,8352,0.07794,0.08983
2000,Rural regions,No insurance,0.00520,47,8352,0.00365,0.00674
2001,Urban regions,Statutory health insurance,0.86777,12519,14330,0.86222,0.87331
2001,Urban regions,Private health insurance,0.12571,1726,14330,0.12028,0.13114
2001,Urban regions,No insurance,0.00652,85,14330,0.00520,0.00784
2001,Rural regions,Statutory health insurance,0.91130,6939,7585,0.90490,0.91770
2001,Rural regions,Private health insurance,0.08187,601,7585,0.07570,0.08805
2001,Rural regions,No insurance,0.00683,45,7585,0.00497,0.00868
2002,Urban regions,Statutory health insurance,0.87463,12758,15290,0.86938,0.87988
2002,Urban regions,Private health insurance,0.12102,2461,15290,0.11585,0.12619
2002,Urban regions,No insurance,0.00435,71,15290,0.00331,0.00540
2002,Rural regions,Statutory health insurance,0.91192,6852,7723,0.90560,0.91824
2002,Rural regions,Private health insurance,0.08291,825,7723,0.07676,0.08906
2002,Rural regions,No insurance,0.00517,46,7723,0.00357,0.00677
2003,Urban regions,Statutory health insurance,0.87438,12324,14737,0.86903,0.87973
2003,Urban regions,Private health insurance,0.12030,2332,14737,0.11505,0.12556
2003,Urban regions,No insurance,0.00532,81,14737,0.00414,0.00649
2003,Rural regions,Statutory health insurance,0.91042,6574,7399,0.90391,0.91693
2003,Rural regions,Private health insurance,0.08279,780,7399,0.07651,0.08907
2003,Rural regions,No insurance,0.00679,45,7399,0.00492,0.00866
2004,Urban regions,Statutory health insurance,0.88170,11976,14253,0.87640,0.88700
2004,Urban regions,Private health insurance,0.11830,2277,14253,0.11300,0.12360
2004,Rural regions,Statutory health insurance,0.91483,6408,7177,0.90837,0.92129
2004,Rural regions,Private health insurance,0.08517,769,7177,0.07871,0.09163
2005,Urban regions,Statutory health insurance,0.88222,11436,13631,0.87681,0.88763
2005,Urban regions,Private health insurance,0.11778,2195,13631,0.11237,0.12319
2005,Rural regions,Statutory health insurance,0.91171,6108,6821,0.90498,0.91844
2005,Rural regions,Private health insurance,0.08829,713,6821,0.08156,0.09502
2006,Urban regions,Statutory health insurance,0.87745,12045,14377,0.87209,0.88281
2006,Urban regions,Private health insurance,0.12255,2332,14377,0.11719,0.12791
2006,Rural regions,Statutory health insurance,0.90503,6599,7416,0.89836,0.91170
2006,Rural regions,Private health insurance,0.09497,817,7416,0.08830,0.10164
2007,Urban regions,Statutory health insurance,0.87765,11197,13345,0.87209,0.88321
2007,Urban regions,Private health insurance,0.12235,2148,13345,0.11679,0.12791
2007,Rural regions,Statutory health insurance,0.90208,6165,6944,0.89509,0.90907
2007,Rural regions,Private health insurance,0.09792,779,6944,0.09093,0.10491
2008,Urban regions,Statutory health insurance,0.87924,10647,12673,0.87357,0.88491
2008,Urban regions,Private health insurance,0.12076,2026,12673,0.11509,0.12643
