year,bula_h,migback,ple0097,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,Schleswig-Holstein,No migration background,Statutory health insurance,0.85717,247,286,0.81655,0.89780
1999,Schleswig-Holstein,No migration background,Private health insurance,0.11265,39,286,0.07595,0.14936
1999,Hamburg,No migration background,Statutory health insurance,0.90056,98,98,0.84100,0.96011
1999,Lower Saxony,No migration background,Statutory health insurance,0.87272,814,924,0.85121,0.89422
1999,Lower Saxony,No migration background,Private health insurance,0.10616,110,924,0.08629,0.12604
1999,Lower Saxony,Direct migration background,Statutory health insurance,0.94450,171,171,0.91008,0.97891
1999,Lower Saxony,Indirect migration background,Statutory health insurance,0.97889,49,49,0.93823,1.01956
1999,Bremen,No migration background,Statutory health insurance,0.96969,67,67,0.92833,1.01105
1999,North Rhine-Westphalia,No migration background,Statutory health insurance,0.85770,1668,1946,0.84217,0.87322
1999,North Rhine-Westphalia,No migration background,Private health insurance,0.13599,278,1946,0.12076,0.15122
1999,North Rhine-Westphalia,Direct migration background,Statutory health insurance,0.96143,549,549,0.94531,0.97756
1999,North Rhine-Westphalia,Indirect migration background,Statutory health insurance,0.92760,154,154,0.88654,0.96867
1999,Hesse,No migration background,Statutory health insurance,0.85487,523,604,0.82675,0.88298
1999,Hesse,No migration background,Private health insurance,0.14191,81,604,0.11405,0.16976
1999,Hesse,Direct migration background,Statutory health insurance,0.90831,219,219,0.87000,0.94662
1999,Hesse,Indirect migration background,Statutory health insurance,0.97004,57,57,0.92539,1.01469
1999,"Rhineland-Palatinate, Saarland",No migration background,Statutory health insurance,0.84184,515,598,0.81257,0.87111
1999,"Rhineland-Palatinate, Saarland",No migration background,Private health insurance,0.15259,83,598,0.12374,0.18144
1999,"Rhineland-Palatinate, Saarland",Direct migration background,Statutory health insurance,0.97746,148,148,0.95346,1.00145
1999,Baden-Wuerttemberg,No migration background,Statutory health insurance,0.86906,874,1005,0.84819,0.88993
1999,Baden-Wuerttemberg,No migration background,Private health insurance,0.12134,131,1005,0.10115,0.14154
1999,Baden-Wuerttemberg,Direct migration background,Statutory health insurance,0.95236,534,534,0.93428,0.97044
1999,Baden-Wuerttemberg,Indirect migration background,Statutory health insurance,0.93829,154,154,0.90017,0.97642
1999,Bavaria,No migration background,Statutory health insurance,0.83550,1187,1375,0.81589,0.85510
1999,Bavaria,No migration background,Private health insurance,0.15670,188,1375,0.13748,0.17592
1999,Bavaria,Direct migration background,Statutory health insurance,0.88125,299,299,0.84452,0.91798
1999,Bavaria,Indirect migration background,Statutory health insurance,0.93614,82,82,0.88290,0.98939
1999,Berlin,No migration background,Statutory health insurance,0.85895,385,444,0.82654,0.89136
1999,Berlin,No migration background,Private health insurance,0.14105,59,444,0.10864,0.17346
1999,Berlin,Direct migration background,Statutory health insurance,0.99118,47,47,0.96417,1.01820
1999,Brandenburg,No migration background,Statutory health insurance,0.95156,553,553,0.93365,0.96947
1999,Mecklenburg-Western Pomerania,No migration background,Statutory health insurance,0.93137,359,359,0.90517,0.95756
1999,Saxony,No migration background,Statutory health insurance,0.95760,1062,1104,0.94571,0.96949
1999,Saxony,No migration background,Private health insurance,0.03723,42,1104,0.02605,0.04840
1999,Saxony-Anhalt,No migration background,Statutory health insurance,0.96617,632,632,0.95207,0.98028
1999,Thuringa,No migration background,Statutory health insurance,0.96150,664,664,0.94686,0.97615
2000,Schleswig-Holstein,No migration background,Statutory health insurance,0.83627,517,623,0.80719,0.86535
2000,Schleswig-Holstein,No migration background,Private health insurance,0.15076,106,623,0.12264,0.17888
2000,Schleswig-Holstein,Direct migration background,Statutory health insurance,0.98421,65,65,0.95366,1.01475
2000,Hamburg,No migration background,Statutory health insurance,0.87033,220,259,0.82934,0.91133
2000,Hamburg,No migration background,Private health insurance,0.12967,39,259,0.08867,0.17066
2000,Lower Saxony,No migration background,Statutory health insurance,0.88199,1505,1708,0.86669,0.89730
2000,Lower Saxony,No migration background,Private health insurance,0.10956,203,1708,0.09474,0.12437
2000,Lower Saxony,Direct migration background,Statutory health insurance,0.94499,237,237,0.91590,0.97408
2000,Lower Saxony,Indirect migration background,Statutory health insurance,0.96592,57,57,0.91841,1.01344
2000,Bremen,No migration background,Statutory health insurance,0.93754,138,138,0.89702,0.97806
2000,Bremen,Direct migration background,Statutory health insurance,0.96708,32,32,0.90427,1.02989
2000,North Rhine-Westphalia,No migration background,Statutory health insurance,0.85934,3415,3986,0.84855,0.87014
2000,North Rhine-Westphalia,No migration background,Private health insurance,0.13439,571,3986,0.12380,0.14498
2000,North Rhine-Westphalia,Direct migration background,Statutory health insurance,0.94088,857,891,0.92538,0.95637
2000,North Rhine-Westphalia,Direct migration background,Private health insurance,0.05287,34,891,0.03816,0.06757
2000,North Rhine-Westphalia,Indirect migration background,Statutory health insurance,0.93442,212,212,0.90101,0.96782
2000,Hesse,No migration background,Statutory health insurance,0.85731,1056,1221,0.83768,0.87693
2000,Hesse,No migration background,Private health insurance,0.13737,165,1221,0.11805,0.15668
2000,Hesse,Direct migration background,Statutory health insurance,0.92089,337,337,0.89203,0.94975
2000,Hesse,Indirect migration background,Statutory health insurance,0.93160,77,77,0.87485,0.98836
2000,"Rhineland-Palatinate, Saarland",No migration background,Statutory health insurance,0.86650,1012,1181,0.84710,0.88591
