year,pgisced97,sampreg,ple0097,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,No answer / don't know,West,Statutory health insurance,0.86459,215,215,0.81875,0.91044
1999,No answer / don't know,East,Statutory health insurance,0.94963,42,42,0.88268,1.01658
1999,Pre-primary Level,West,Statutory health insurance,0.76453,172,213,0.70742,0.82165
1999,Pre-primary Level,West,Private health insurance,0.23547,41,213,0.17835,0.29258
1999,Pre-primary Level,East,Statutory health insurance,0.88484,95,95,0.82031,0.94937
1999,Primary Level,West,Statutory health insurance,0.99704,408,408,0.99177,1.00232
1999,Lower Secondary Level,West,Statutory health insurance,0.95493,1982,2056,0.94596,0.96390
1999,Lower Secondary Level,West,Private health insurance,0.03906,74,2056,0.03068,0.04744
1999,Lower Secondary Level,East,Statutory health insurance,0.99376,367,367,0.98569,1.00183
1999,Upper Secondary Level,West,Statutory health insurance,0.89575,4376,4853,0.88715,0.90435
1999,Upper Secondary Level,West,Private health insurance,0.09320,426,4853,0.08502,0.10138
1999,Upper Secondary Level,West,No insurance,0.01105,51,4853,0.00811,0.01399
1999,Upper Secondary Level,East,Statutory health insurance,0.96842,2007,2063,0.96088,0.97597
1999,Upper Secondary Level,East,Private health insurance,0.02711,56,2063,0.02010,0.03412
1999,Post-secondary Non-tertiary Level,West,Statutory health insurance,0.89947,389,425,0.87085,0.92809
1999,Post-secondary Non-tertiary Level,West,Private health insurance,0.09060,36,425,0.06328,0.11793
1999,Post-secondary Non-tertiary Level,East,Statutory health insurance,0.86522,66,66,0.78220,0.94824
1999,First Stage of Tertiary Education,West,Statutory health insurance,0.79589,467,562,0.76254,0.82924
1999,First Stage of Tertiary Education,West,Private health insurance,0.18988,95,562,0.15742,0.22233
1999,First Stage of Tertiary Education,East,Statutory health insurance,0.96069,229,229,0.93546,0.98591
1999,Second Stage of Tertiary Education,West,Statutory health insurance,0.65414,737,1091,0.62590,0.68237
1999,Second Stage of Tertiary Education,West,Private health insurance,0.33843,354,1091,0.31034,0.36652
1999,Second Stage of Tertiary Education,East,Statutory health insurance,0.91459,782,854,0.89584,0.93335
1999,Second Stage of Tertiary Education,East,Private health insurance,0.08227,72,854,0.06383,0.10071
2000,No answer / don't know,West,Statutory health insurance,0.91437,34,34,0.81891,1.00984
2000,Pre-primary Level,West,Statutory health insurance,0.77478,277,351,0.73102,0.81855
2000,Pre-primary Level,West,Private health insurance,0.22291,74,351,0.17931,0.26651
2000,Pre-primary Level,East,Statutory health insurance,0.94209,133,133,0.90225,0.98194
2000,Primary Level,West,Statutory health insurance,0.98460,379,379,0.97219,0.99702
2000,Lower Secondary Level,West,Statutory health insurance,0.96102,2930,3026,0.95412,0.96792
2000,Lower Secondary Level,West,Private health insurance,0.03511,96,3026,0.02855,0.04167
2000,Lower Secondary Level,East,Statutory health insurance,0.98782,505,505,0.97824,0.99740
2000,Upper Secondary Level,West,Statutory health insurance,0.90154,8594,9537,0.89556,0.90752
2000,Upper Secondary Level,West,Private health insurance,0.09188,882,9537,0.08608,0.09767
2000,Upper Secondary Level,West,No insurance,0.00659,61,9537,0.00496,0.00821
2000,Upper Secondary Level,East,Statutory health insurance,0.96551,3135,3236,0.95923,0.97180
2000,Upper Secondary Level,East,Private health insurance,0.03108,101,3236,0.02510,0.03706
