year,bula_h,quintil_oecd,ple0097,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,Schleswig-Holstein,2nd Quintile,Statutory health insurance,0.88454,60,60,0.80299,0.96609
1999,Schleswig-Holstein,3rd Quintile,Statutory health insurance,0.86227,51,51,0.76675,0.95779
1999,Schleswig-Holstein,4th Quintile,Statutory health insurance,0.87189,56,56,0.78356,0.96021
1999,Schleswig-Holstein,5th Quintile,Statutory health insurance,0.77586,67,67,0.67525,0.87647
1999,Hamburg,4th Quintile,Statutory health insurance,0.98492,39,39,0.94617,1.02367
1999,Lower Saxony,1st Quintile,Statutory health insurance,0.97687,197,197,0.95583,0.99792
1999,Lower Saxony,2nd Quintile,Statutory health insurance,0.98849,216,216,0.97424,1.00275
1999,Lower Saxony,3rd Quintile,Statutory health insurance,0.91763,222,222,0.88139,0.95388
1999,Lower Saxony,4th Quintile,Statutory health insurance,0.87999,211,211,0.83604,0.92394
1999,Lower Saxony,5th Quintile,Statutory health insurance,0.69990,188,263,0.64440,0.75539
1999,Lower Saxony,5th Quintile,Private health insurance,0.27555,75,263,0.22144,0.32965
1999,North Rhine-Westphalia,1st Quintile,Statutory health insurance,0.97649,531,531,0.96360,0.98939
1999,North Rhine-Westphalia,2nd Quintile,Statutory health insurance,0.96289,527,527,0.94673,0.97904
1999,North Rhine-Westphalia,3rd Quintile,Statutory health insurance,0.88304,400,444,0.85311,0.91296
1999,North Rhine-Westphalia,3rd Quintile,Private health insurance,0.10573,44,444,0.07709,0.13436
1999,North Rhine-Westphalia,4th Quintile,Statutory health insurance,0.88380,477,541,0.85677,0.91083
1999,North Rhine-Westphalia,4th Quintile,Private health insurance,0.10985,64,541,0.08347,0.13622
1999,North Rhine-Westphalia,5th Quintile,Statutory health insurance,0.72734,436,600,0.69168,0.76300
1999,North Rhine-Westphalia,5th Quintile,Private health insurance,0.26472,164,600,0.22938,0.30005
1999,Hesse,1st Quintile,Statutory health insurance,0.94394,158,158,0.90796,0.97993
1999,Hesse,2nd Quintile,Statutory health insurance,0.96518,166,166,0.93721,0.99315
1999,Hesse,3rd Quintile,Statutory health insurance,0.95045,156,156,0.91628,0.98461
1999,Hesse,4th Quintile,Statutory health insurance,0.88748,165,165,0.83912,0.93585
1999,Hesse,5th Quintile,Statutory health insurance,0.70100,154,209,0.63878,0.76322
1999,Hesse,5th Quintile,Private health insurance,0.29900,55,209,0.23678,0.36122
1999,"Rhineland-Palatinate, Saarland",1st Quintile,Statutory health insurance,0.98277,141,141,0.96121,1.00433
1999,"Rhineland-Palatinate, Saarland",2nd Quintile,Statutory health insurance,0.93441,145,145,0.89398,0.97485
1999,"Rhineland-Palatinate, Saarland",3rd Quintile,Statutory health insurance,0.89991,144,144,0.85072,0.94910
1999,"Rhineland-Palatinate, Saarland",4th Quintile,Statutory health insurance,0.78117,139,170,0.71884,0.84351
1999,"Rhineland-Palatinate, Saarland",4th Quintile,Private health insurance,0.20230,31,170,0.14174,0.26287
1999,"Rhineland-Palatinate, Saarland",5th Quintile,Statutory health insurance,0.71831,112,146,0.64510,0.79153
1999,"Rhineland-Palatinate, Saarland",5th Quintile,Private health insurance,0.27425,34,146,0.20163,0.34687
1999,Baden-Wuerttemberg,1st Quintile,Statutory health insurance,0.97144,315,315,0.95301,0.98986
1999,Baden-Wuerttemberg,2nd Quintile,Statutory health insurance,0.97376,328,328,0.95643,0.99108
1999,Baden-Wuerttemberg,3rd Quintile,Statutory health insurance,0.94362,356,356,0.91963,0.96762
1999,Baden-Wuerttemberg,4th Quintile,Statutory health insurance,0.89672,310,310,0.86279,0.93065
1999,Baden-Wuerttemberg,5th Quintile,Statutory health insurance,0.72162,253,339,0.67383,0.76940
1999,Baden-Wuerttemberg,5th Quintile,Private health insurance,0.26884,86,339,0.22157,0.31610
1999,Bavaria,1st Quintile,Statutory health insurance,0.96096,249,249,0.93686,0.98507
1999,Bavaria,2nd Quintile,Statutory health insurance,0.95000,261,261,0.92351,0.97650
1999,Bavaria,3rd Quintile,Statutory health insurance,0.94562,343,343,0.92159,0.96966
1999,Bavaria,4th Quintile,Statutory health insurance,0.83656,396,455,0.80254,0.87057
1999,Bavaria,4th Quintile,Private health insurance,0.15098,59,455,0.11805,0.18392
1999,Bavaria,5th Quintile,Statutory health insurance,0.65551,319,433,0.61069,0.70032
1999,Bavaria,5th Quintile,Private health insurance,0.33939,114,433,0.29474,0.38404
1999,Berlin,1st Quintile,Statutory health insurance,0.97252,102,102,0.94064,1.00440
1999,Berlin,2nd Quintile,Statutory health insurance,0.97938,67,67,0.94510,1.01367
1999,Berlin,3rd Quintile,Statutory health insurance,0.91319,97,97,0.85687,0.96952
1999,Berlin,4th Quintile,Statutory health insurance,0.89600,115,115,0.83997,0.95204
1999,Berlin,5th Quintile,Statutory health insurance,0.64958,72,72,0.53860,0.76055
1999,Brandenburg,1st Quintile,Statutory health insurance,0.99809,116,116,0.99012,1.00607
1999,Brandenburg,2nd Quintile,Statutory health insurance,0.96401,158,158,0.93487,0.99315
1999,Brandenburg,3rd Quintile,Statutory health insurance,0.96608,148,148,0.93682,0.99535
1999,Brandenburg,4th Quintile,Statutory health insurance,0.90822,87,87,0.84720,0.96924
1999,Brandenburg,5th Quintile,Statutory health insurance,0.87734,62,62,0.79501,0.95966
1999,Mecklenburg-Western Pomerania,1st Quintile,Statutory health insurance,0.98803,89,89,0.96531,1.01075
1999,Mecklenburg-Western Pomerania,2nd Quintile,Statutory health insurance,0.95685,107,107,0.91817,0.99553
1999,Mecklenburg-Western Pomerania,3rd Quintile,Statutory health insurance,0.97468,76,76,0.93913,1.01023
1999,Mecklenburg-Western Pomerania,4th Quintile,Statutory health insurance,0.89265,40,40,0.79549,0.98980
1999,Mecklenburg-Western Pomerania,5th Quintile,Statutory health insurance,0.73393,56,56,0.61714,0.85072
1999,Saxony,1st Quintile,Statutory health insurance,0.98394,237,237,0.96790,0.99998
1999,Saxony,2nd Quintile,Statutory health insurance,0.97546,347,347,0.95916,0.99177
1999,Saxony,3rd Quintile,Statutory health insurance,0.97165,259,259,0.95140,0.99190
1999,Saxony,4th Quintile,Statutory health insurance,0.94400,185,185,0.91078,0.97722
1999,Saxony,5th Quintile,Statutory health insurance,0.81839,73,73,0.72934,0.90744
1999,Saxony-Anhalt,1st Quintile,Statutory health insurance,0.98821,159,159,0.97138,1.00504
1999,Saxony-Anhalt,2nd Quintile,Statutory health insurance,0.97997,170,170,0.95885,1.00109
1999,Saxony-Anhalt,3rd Quintile,Statutory health insurance,0.97065,167,167,0.94497,0.99633
1999,Saxony-Anhalt,4th Quintile,Statutory health insurance,0.92700,120,120,0.88026,0.97374
1999,Saxony-Anhalt,5th Quintile,Statutory health insurance,0.90567,50,50,0.82382,0.98751
1999,Thuringa,1st Quintile,Statutory health insurance,0.99422,162,162,0.98252,1.00593
1999,Thuringa,2nd Quintile,Statutory health insurance,0.97529,185,185,0.95286,0.99772
1999,Thuringa,3rd Quintile,Statutory health insurance,0.94531,185,185,0.91246,0.97817
1999,Thuringa,4th Quintile,Statutory health insurance,0.97374,95,95,0.94142,1.00607
1999,Thuringa,5th Quintile,Statutory health insurance,0.86539,62,62,0.77974,0.95104
2000,Schleswig-Holstein,1st Quintile,Statutory health insurance,0.98354,42,42,0.94458,1.02249
2000,Schleswig-Holstein,2nd Quintile,Statutory health insurance,0.95547,46,46,0.89520,1.01574
2000,Schleswig-Holstein,3rd Quintile,Statutory health insurance,0.82707,62,62,0.73216,0.92197
2000,Schleswig-Holstein,4th Quintile,Statutory health insurance,0.95243,52,52,0.89401,1.01085
2000,Schleswig-Holstein,5th Quintile,Statutory health insurance,0.76249,63,63,0.65656,0.86842
2000,Lower Saxony,1st Quintile,Statutory health insurance,0.98612,188,188,0.96934,1.00289
2000,Lower Saxony,2nd Quintile,Statutory health insurance,0.96972,189,189,0.94523,0.99422
2000,Lower Saxony,3rd Quintile,Statutory health insurance,0.89268,223,223,0.85196,0.93340
2000,Lower Saxony,4th Quintile,Statutory health insurance,0.91479,215,215,0.87738,0.95220
2000,Lower Saxony,5th Quintile,Statutory health insurance,0.70015,177,248,0.64301,0.75730
2000,Lower Saxony,5th Quintile,Private health insurance,0.29985,71,248,0.24270,0.35699
2000,North Rhine-Westphalia,1st Quintile,Statutory health insurance,0.99126,491,491,0.98301,0.99950
2000,North Rhine-Westphalia,2nd Quintile,Statutory health insurance,0.92947,497,497,0.90694,0.95200
2000,North Rhine-Westphalia,3rd Quintile,Statutory health insurance,0.92167,420,451,0.89685,0.94650
2000,North Rhine-Westphalia,3rd Quintile,Private health insurance,0.07331,31,451,0.04923,0.09739
2000,North Rhine-Westphalia,4th Quintile,Statutory health insurance,0.84287,444,521,0.81159,0.87415
2000,North Rhine-Westphalia,4th Quintile,Private health insurance,0.14685,77,521,0.11642,0.17727
2000,North Rhine-Westphalia,5th Quintile,Statutory health insurance,0.72377,437,604,0.68808,0.75946
2000,North Rhine-Westphalia,5th Quintile,Private health insurance,0.26403,167,604,0.22885,0.29922
2000,Hesse,1st Quintile,Statutory health insurance,0.95633,151,151,0.92362,0.98903
2000,Hesse,2nd Quintile,Statutory health insurance,0.91416,153,153,0.86963,0.95869
2000,Hesse,3rd Quintile,Statutory health insurance,0.97334,149,149,0.94739,0.99929
2000,Hesse,4th Quintile,Statutory health insurance,0.83596,178,178,0.78140,0.89051
2000,Hesse,5th Quintile,Statutory health insurance,0.70214,130,175,0.63418,0.77009
2000,Hesse,5th Quintile,Private health insurance,0.28945,45,175,0.22207,0.35684
2000,"Rhineland-Palatinate, Saarland",1st Quintile,Statutory health insurance,0.99675,145,145,0.98746,1.00605
2000,"Rhineland-Palatinate, Saarland",2nd Quintile,Statutory health insurance,0.97461,152,152,0.94952,0.99970
2000,"Rhineland-Palatinate, Saarland",3rd Quintile,Statutory health insurance,0.88723,116,116,0.82942,0.94504
2000,"Rhineland-Palatinate, Saarland",4th Quintile,Statutory health insurance,0.82568,142,142,0.76306,0.88831
2000,"Rhineland-Palatinate, Saarland",5th Quintile,Statutory health insurance,0.71212,115,151,0.63966,0.78458
2000,"Rhineland-Palatinate, Saarland",5th Quintile,Private health insurance,0.28563,36,151,0.21334,0.35792
2000,Baden-Wuerttemberg,1st Quintile,Statutory health insurance,0.97454,339,339,0.95774,0.99133
2000,Baden-Wuerttemberg,2nd Quintile,Statutory health insurance,0.95784,334,334,0.93626,0.97942
2000,Baden-Wuerttemberg,3rd Quintile,Statutory health insurance,0.95826,288,288,0.93512,0.98140
2000,Baden-Wuerttemberg,4th Quintile,Statutory health insurance,0.90839,303,337,0.87754,0.93924
2000,Baden-Wuerttemberg,4th Quintile,Private health insurance,0.08733,34,337,0.05714,0.11752
2000,Baden-Wuerttemberg,5th Quintile,Statutory health insurance,0.69214,258,339,0.64293,0.74136
2000,Baden-Wuerttemberg,5th Quintile,Private health insurance,0.29159,81,339,0.24314,0.34004
2000,Bavaria,1st Quintile,Statutory health insurance,0.97399,260,260,0.95461,0.99338
2000,Bavaria,2nd Quintile,Statutory health insurance,0.94944,274,274,0.92346,0.97543
2000,Bavaria,3rd Quintile,Statutory health insurance,0.92467,317,317,0.89557,0.95377
2000,Bavaria,4th Quintile,Statutory health insurance,0.85752,344,397,0.82310,0.89195
2000,Bavaria,4th Quintile,Private health insurance,0.13635,53,397,0.10255,0.17015
2000,Bavaria,5th Quintile,Statutory health insurance,0.63801,320,448,0.59346,0.68257
2000,Bavaria,5th Quintile,Private health insurance,0.36036,128,448,0.31585,0.40487
2000,Berlin,1st Quintile,Statutory health insurance,0.99570,99,99,0.98274,1.00866
2000,Berlin,2nd Quintile,Statutory health insurance,0.98869,78,78,0.96507,1.01231
2000,Berlin,3rd Quintile,Statutory health insurance,0.89005,78,78,0.82017,0.95992
2000,Berlin,4th Quintile,Statutory health insurance,0.90711,103,103,0.85077,0.96344
2000,Berlin,5th Quintile,Statutory health insurance,0.68697,71,71,0.57833,0.79560
2000,Brandenburg,1st Quintile,Statutory health insurance,0.98268,142,142,0.96115,1.00422
2000,Brandenburg,2nd Quintile,Statutory health insurance,0.98451,137,137,0.96376,1.00527
2000,Brandenburg,3rd Quintile,Statutory health insurance,0.93103,128,128,0.88696,0.97510
2000,Brandenburg,4th Quintile,Statutory health insurance,0.95381,111,111,0.91458,0.99303
2000,Brandenburg,5th Quintile,Statutory health insurance,0.81818,50,50,0.71018,0.92617
2000,Mecklenburg-Western Pomerania,1st Quintile,Statutory health insurance,0.98994,81,81,0.96807,1.01181
2000,Mecklenburg-Western Pomerania,2nd Quintile,Statutory health insurance,0.97127,110,110,0.93991,1.00263
2000,Mecklenburg-Western Pomerania,3rd Quintile,Statutory health insurance,0.96125,82,82,0.91922,1.00328
2000,Mecklenburg-Western Pomerania,4th Quintile,Statutory health insurance,0.86258,51,51,0.76714,0.95801
2000,Mecklenburg-Western Pomerania,5th Quintile,Statutory health insurance,0.67970,36,36,0.52512,0.83428
2000,Saxony,1st Quintile,Statutory health insurance,0.97942,244,244,0.96157,0.99727
2000,Saxony,2nd Quintile,Statutory health insurance,0.99508,309,309,0.98726,1.00289
2000,Saxony,3rd Quintile,Statutory health insurance,0.96748,295,295,0.94721,0.98776
2000,Saxony,4th Quintile,Statutory health insurance,0.91568,171,171,0.87391,0.95745
2000,Saxony,5th Quintile,Statutory health insurance,0.77141,61,61,0.66516,0.87767
2000,Saxony-Anhalt,1st Quintile,Statutory health insurance,0.98562,157,157,0.96693,1.00430
2000,Saxony-Anhalt,2nd Quintile,Statutory health insurance,0.98117,158,158,0.95990,1.00243
2000,Saxony-Anhalt,3rd Quintile,Statutory health insurance,0.98033,156,156,0.95846,1.00219
2000,Saxony-Anhalt,4th Quintile,Statutory health insurance,0.95363,115,115,0.91503,0.99223
2000,Saxony-Anhalt,5th Quintile,Statutory health insurance,0.83277,63,63,0.73988,0.92566
2000,Thuringa,1st Quintile,Statutory health insurance,0.96766,152,152,0.93945,0.99588
2000,Thuringa,2nd Quintile,Statutory health insurance,0.97706,157,157,0.95356,1.00055
2000,Thuringa,3rd Quintile,Statutory health insurance,0.97538,200,200,0.95384,0.99691
2000,Thuringa,4th Quintile,Statutory health insurance,0.95403,120,120,0.91640,0.99166
2000,Thuringa,5th Quintile,Statutory health insurance,0.82597,44,44,0.71265,0.93929
2001,Schleswig-Holstein,2nd Quintile,Statutory health insurance,0.91413,117,117,0.86315,0.96512
2001,Schleswig-Holstein,3rd Quintile,Statutory health insurance,0.91207,103,103,0.85711,0.96703
2001,Schleswig-Holstein,4th Quintile,Statutory health insurance,0.85966,124,124,0.79828,0.92104
