"ple0097","year","bula_h","regtyp","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Gesetzliche KV","1999","Schleswig-Holstein","Staedtischer Raum","134","0.821702362886171","0.762942016046172","0.88046270972617"
"Gesetzliche KV","1999","Schleswig-Holstein","Laendlicher Raum","141","0.900105406713566","0.85364256411717","0.946568249309961"
"Gesetzliche KV","1999","Hamburg","Staedtischer Raum","127","0.897929355048431","0.847601061506447","0.948257648590414"
"Gesetzliche KV","1999","Hamburg","Laendlicher Raum","","","",""
"Gesetzliche KV","1999","Niedersachsen","Staedtischer Raum","509","0.870378485977535","0.842924412771051","0.89783255918402"
"Gesetzliche KV","1999","Niedersachsen","Laendlicher Raum","525","0.896586876735631","0.872037618917837","0.921136134553426"
"Gesetzliche KV","1999","Bremen","Staedtischer Raum","84","0.965377915970624","0.927395868644891","1.00335996329636"
"Gesetzliche KV","1999","Bremen","Laendlicher Raum","","","",""
"Gesetzliche KV","1999","Nordrhein-Westfalen","Staedtischer Raum","2316","0.876737891782189","0.864166952211312","0.889308831353065"
"Gesetzliche KV","1999","Nordrhein-Westfalen","Laendlicher Raum","55","0.817890287623109","0.724781600489889","0.910998974756329"
"Gesetzliche KV","1999","Hessen","Staedtischer Raum","673","0.864024948408552","0.839559387581444","0.888490509235659"
"Gesetzliche KV","1999","Hessen","Laendlicher Raum","126","0.902998981625079","0.854148335551985","0.951849627698172"
"Gesetzliche KV","1999","Rheinland-Pfalz,Saarland","Staedtischer Raum","522","0.859890700501091","0.831953952437412","0.887827448564769"
"Gesetzliche KV","1999","Rheinland-Pfalz,Saarland","Laendlicher Raum","159","0.873334268687012","0.824473768541702","0.922194768832322"
"Gesetzliche KV","1999","Baden-Wuerttemberg","Staedtischer Raum","1389","0.900592192321113","0.88559469872711","0.915589685915116"
"Gesetzliche KV","1999","Baden-Wuerttemberg","Laendlicher Raum","173","0.827946646877339","0.775507659205502","0.880385634549176"
"Gesetzliche KV","1999","Bayern","Staedtischer Raum","737","0.816027962996169","0.790162343339486","0.841893582652852"
"Gesetzliche KV","1999","Bayern","Laendlicher Raum","831","0.876112751315865","0.854938896960308","0.897286605671423"
"Gesetzliche KV","1999","Saarland","Staedtischer Raum","","","",""
"Gesetzliche KV","1999","Saarland","Laendlicher Raum","","","",""
"Gesetzliche KV","1999","Berlin","Staedtischer Raum","453","0.875489629450866","0.846974671051589","0.904004587850143"
"Gesetzliche KV","1999","Berlin","Laendlicher Raum","","","",""
"Gesetzliche KV","1999","Brandenburg","Staedtischer Raum","31","0.801228653828248","0.672640087396214","0.929817220260283"
"Gesetzliche KV","1999","Brandenburg","Laendlicher Raum","540","0.964948885840118","0.949703260063923","0.980194511616313"
"Gesetzliche KV","1999","Mecklenburg-Vorpommern","Staedtischer Raum","49","0.928383921792015","0.858964781829212","0.997803061754819"
"Gesetzliche KV","1999","Mecklenburg-Vorpommern","Laendlicher Raum","319","0.927280671474643","0.899958583379614","0.954602759569672"
"Gesetzliche KV","1999","Sachsen","Staedtischer Raum","529","0.946148346388356","0.927469682833429","0.964827009943283"
"Gesetzliche KV","1999","Sachsen","Laendlicher Raum","572","0.970892654841829","0.957327992396848","0.98445731728681"
"Gesetzliche KV","1999","Sachsen-Anhalt","Staedtischer Raum","131","0.959180112585311","0.925924525364689","0.992435699805933"
"Gesetzliche KV","1999","Sachsen-Anhalt","Laendlicher Raum","535","0.966818611944554","0.951930813821046","0.981706410068062"
"Gesetzliche KV","1999","Thueringen","Staedtischer Raum","217","0.962090815821045","0.93719226186936","0.986989369772729"
"Gesetzliche KV","1999","Thueringen","Laendlicher Raum","472","0.964423118736668","0.948072191916351","0.980774045556986"
"Private KV","1999","Schleswig-Holstein","Staedtischer Raum","24","","",""
"Private KV","1999","Schleswig-Holstein","Laendlicher Raum","15","","",""
"Private KV","1999","Hamburg","Staedtischer Raum","11","","",""
"Private KV","1999","Hamburg","Laendlicher Raum","","","",""
"Private KV","1999","Niedersachsen","Staedtischer Raum","56","0.106386261604434","0.0811844441652243","0.131588079043644"
"Private KV","1999","Niedersachsen","Laendlicher Raum","59","0.08900098349422","0.0660442174898754","0.111957749498565"
"Private KV","1999","Bremen","Staedtischer Raum","3","","",""
"Private KV","1999","Bremen","Laendlicher Raum","","","",""
"Private KV","1999","Nordrhein-Westfalen","Staedtischer Raum","293","0.117450073257365","0.105138477643436","0.129761668871293"
"Private KV","1999","Nordrhein-Westfalen","Laendlicher Raum","8","","",""
"Private KV","1999","Hessen","Staedtischer Raum","78","0.130412471886096","0.10637556214771","0.154449381624482"
"Private KV","1999","Hessen","Laendlicher Raum","15","","",""
"Private KV","1999","Rheinland-Pfalz,Saarland","Staedtischer Raum","68","0.13571169001948","0.108146645818564","0.163276734220396"
"Private KV","1999","Rheinland-Pfalz,Saarland","Laendlicher Raum","16","","",""
"Private KV","1999","Baden-Wuerttemberg","Staedtischer Raum","129","0.0903388319281997","0.0759700017611354","0.104707662095264"
"Private KV","1999","Baden-Wuerttemberg","Laendlicher Raum","24","","",""
"Private KV","1999","Bayern","Staedtischer Raum","117","0.174966732288342","0.149603305533605","0.200330159043078"
"Private KV","1999","Bayern","Laendlicher Raum","91","0.117224659514861","0.09654986493202","0.137899454097702"
"Private KV","1999","Saarland","Staedtischer Raum","","","",""
"Private KV","1999","Saarland","Laendlicher Raum","","","",""
"Private KV","1999","Berlin","Staedtischer Raum","60","0.123843171118071","0.0953938810324","0.152292461203741"
"Private KV","1999","Berlin","Laendlicher Raum","","","",""
"Private KV","1999","Brandenburg","Staedtischer Raum","6","","",""
"Private KV","1999","Brandenburg","Laendlicher Raum","15","","",""
"Private KV","1999","Mecklenburg-Vorpommern","Staedtischer Raum","4","","",""
"Private KV","1999","Mecklenburg-Vorpommern","Laendlicher Raum","25","","",""
"Private KV","1999","Sachsen","Staedtischer Raum","26","","",""
"Private KV","1999","Sachsen","Laendlicher Raum","16","","",""
"Private KV","1999","Sachsen-Anhalt","Staedtischer Raum","5","","",""
"Private KV","1999","Sachsen-Anhalt","Laendlicher Raum","20","","",""
"Private KV","1999","Thueringen","Staedtischer Raum","7","","",""
"Private KV","1999","Thueringen","Laendlicher Raum","19","","",""
"Weder-noch","1999","Schleswig-Holstein","Staedtischer Raum","5","","",""
"Weder-noch","1999","Schleswig-Holstein","Laendlicher Raum","4","","",""
"Weder-noch","1999","Hamburg","Staedtischer Raum","1","","",""
"Weder-noch","1999","Hamburg","Laendlicher Raum","","","",""
"Weder-noch","1999","Niedersachsen","Staedtischer Raum","10","","",""
"Weder-noch","1999","Niedersachsen","Laendlicher Raum","7","","",""
"Weder-noch","1999","Bremen","Staedtischer Raum","2","","",""
"Weder-noch","1999","Bremen","Laendlicher Raum","","","",""
"Weder-noch","1999","Nordrhein-Westfalen","Staedtischer Raum","18","","",""
"Weder-noch","1999","Nordrhein-Westfalen","Laendlicher Raum","3","","",""
"Weder-noch","1999","Hessen","Staedtischer Raum","3","","",""
"Weder-noch","1999","Hessen","Laendlicher Raum","","","",""
"Weder-noch","1999","Rheinland-Pfalz,Saarland","Staedtischer Raum","3","","",""
"Weder-noch","1999","Rheinland-Pfalz,Saarland","Laendlicher Raum","3","","",""
"Weder-noch","1999","Baden-Wuerttemberg","Staedtischer Raum","11","","",""
"Weder-noch","1999","Baden-Wuerttemberg","Laendlicher Raum","2","","",""
"Weder-noch","1999","Bayern","Staedtischer Raum","8","","",""
"Weder-noch","1999","Bayern","Laendlicher Raum","8","","",""
"Weder-noch","1999","Saarland","Staedtischer Raum","","","",""
"Weder-noch","1999","Saarland","Laendlicher Raum","","","",""
"Weder-noch","1999","Berlin","Staedtischer Raum","2","","",""
"Weder-noch","1999","Berlin","Laendlicher Raum","","","",""
"Weder-noch","1999","Brandenburg","Staedtischer Raum","","","",""
"Weder-noch","1999","Brandenburg","Laendlicher Raum","4","","",""
"Weder-noch","1999","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Weder-noch","1999","Mecklenburg-Vorpommern","Laendlicher Raum","3","","",""
"Weder-noch","1999","Sachsen","Staedtischer Raum","6","","",""
"Weder-noch","1999","Sachsen","Laendlicher Raum","2","","",""
"Weder-noch","1999","Sachsen-Anhalt","Staedtischer Raum","","","",""
