year,quintil_oecd,ple0097,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1999,1st Quintile,Statutory health insurance,0.9741012756088133,17396,0.9717409462145745,0.9764616050030521
1999,1st Quintile,Private health insurance,0.021646695013529185,17396,0.01948410083677468,0.02380928919028369
1999,1st Quintile,No insurance,0.004252029377657518,17396,0.003285078938309272,0.005218979817005764
1999,2nd Quintile,Statutory health insurance,0.9697391304347827,17396,0.9671934755031956,0.9722847853663698
1999,2nd Quintile,Private health insurance,0.025043478260869566,17396,0.022721429582069578,0.027365526939669555
1999,2nd Quintile,No insurance,0.0052173913043478265,17396,0.004146803802871175,0.006287978805824478
1999,3rd Quintile,Statutory health insurance,0.933380581148122,17396,0.9296749586677974,0.9370862036284465
1999,3rd Quintile,Private health insurance,0.05634301913536499,17396,0.05291645781785112,0.05976958045287886
1999,3rd Quintile,No insurance,0.010276399716513111,17396,0.008777720000905587,0.011775079432120635
1999,4th Quintile,Statutory health insurance,0.8852517985611511,17396,0.8805155146877565,0.8899880824345457
1999,4th Quintile,Private health insurance,0.10323741007194244,17396,0.09871584626804371,0.10775897387584117
1999,4th Quintile,No insurance,0.011510791366906475,17396,0.009925642957323606,0.013095939776489344
1999,5th Quintile,Statutory health insurance,0.7470249520153551,17396,0.7405648739005108,0.7534850301301994
1999,5th Quintile,Private health insurance,0.24414587332053742,17396,0.2377621352377859,0.25052961140328894
1999,5th Quintile,No insurance,0.008829174664107486,17396,0.007439011805359591,0.010219337522855382
2000,1st Quintile,Statutory health insurance,0.979110251450677,30607,0.977508009514044,0.9807124933873099
2000,1st Quintile,Private health insurance,0.016247582205029015,30607,0.01483119182815313,0.0176639725819049
2000,1st Quintile,No insurance,0.0046421663442940036,30607,0.003880621191344112,0.005403711497243895
2000,2nd Quintile,Statutory health insurance,0.9670647846543612,30607,0.9650653660551316,0.9690642032535908
2000,2nd Quintile,Private health insurance,0.02859211002533478,30607,0.02672500131040736,0.0304592187402622
2000,2nd Quintile,No insurance,0.004343105320304018,30607,0.003606388266992592,0.005079822373615444
