year,migback,quintil_oecd,ple0097,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,No migration background,1st Quintile,Statutory health insurance,0.97474,1649,1690,0.96725,0.98222
1999,No migration background,1st Quintile,Private health insurance,0.02401,41,1690,0.01671,0.03131
1999,No migration background,2nd Quintile,Statutory health insurance,0.96095,2062,2131,0.95272,0.96917
1999,No migration background,2nd Quintile,Private health insurance,0.03177,69,2131,0.02433,0.03922
1999,No migration background,3rd Quintile,Statutory health insurance,0.92312,2137,2290,0.91220,0.93403
1999,No migration background,3rd Quintile,Private health insurance,0.06597,153,2290,0.05580,0.07614
1999,No migration background,4th Quintile,Statutory health insurance,0.86696,2046,2345,0.85321,0.88071
1999,No migration background,4th Quintile,Private health insurance,0.11904,268,2345,0.10593,0.13215
1999,No migration background,4th Quintile,No insurance,0.01400,31,2345,0.00924,0.01875
1999,No migration background,5th Quintile,Statutory health insurance,0.71338,1754,2344,0.69507,0.73169
1999,No migration background,5th Quintile,Private health insurance,0.27944,590,2344,0.26127,0.29761
1999,Direct migration background,1st Quintile,Statutory health insurance,0.98467,709,709,0.97562,0.99372
1999,Direct migration background,2nd Quintile,Statutory health insurance,0.97076,578,578,0.95701,0.98451
1999,Direct migration background,3rd Quintile,Statutory health insurance,0.96742,384,384,0.94964,0.98520
1999,Direct migration background,4th Quintile,Statutory health insurance,0.96889,303,303,0.94931,0.98847
1999,Direct migration background,5th Quintile,Statutory health insurance,0.71408,155,192,0.64999,0.77816
1999,Direct migration background,5th Quintile,Private health insurance,0.27657,37,192,0.21313,0.34001
1999,Indirect migration background,1st Quintile,Statutory health insurance,0.96174,181,181,0.93372,0.98976
1999,Indirect migration background,2nd Quintile,Statutory health insurance,0.98757,139,139,0.96909,1.00606
1999,Indirect migration background,3rd Quintile,Statutory health insurance,0.98292,115,115,0.95913,1.00671
1999,Indirect migration background,4th Quintile,Statutory health insurance,0.96511,100,100,0.92897,1.00126
1999,Indirect migration background,5th Quintile,Statutory health insurance,0.74970,37,37,0.60820,0.89121
2000,No migration background,1st Quintile,Statutory health insurance,0.97901,1645,1678,0.97215,0.98587
2000,No migration background,1st Quintile,Private health insurance,0.01844,33,1678,0.01200,0.02488
2000,No migration background,2nd Quintile,Statutory health insurance,0.95471,1971,2055,0.94572,0.96371
2000,No migration background,2nd Quintile,Private health insurance,0.03926,84,2055,0.03086,0.04766
2000,No migration background,3rd Quintile,Statutory health insurance,0.92735,2115,2264,0.91665,0.93804
2000,No migration background,3rd Quintile,Private health insurance,0.06495,149,2264,0.05479,0.07510
2000,No migration background,4th Quintile,Statutory health insurance,0.87285,2004,2273,0.85916,0.88655
2000,No migration background,4th Quintile,Private health insurance,0.12114,269,2273,0.10772,0.13456
2000,No migration background,5th Quintile,Statutory health insurance,0.70195,1645,2250,0.68305,0.72086
2000,No migration background,5th Quintile,Private health insurance,0.29073,605,2250,0.27196,0.30950
2000,Direct migration background,1st Quintile,Statutory health insurance,0.99171,717,717,0.98506,0.99835
2000,Direct migration background,2nd Quintile,Statutory health insurance,0.97873,516,516,0.96627,0.99119
2000,Direct migration background,3rd Quintile,Statutory health insurance,0.96149,329,329,0.94066,0.98231
2000,Direct migration background,4th Quintile,Statutory health insurance,0.93933,286,286,0.91162,0.96705
2000,Direct migration background,5th Quintile,Statutory health insurance,0.70301,164,204,0.64015,0.76587
2000,Direct migration background,5th Quintile,Private health insurance,0.29699,40,204,0.23413,0.35985
2000,Indirect migration background,1st Quintile,Statutory health insurance,0.98396,171,171,0.96507,1.00285
2000,Indirect migration background,2nd Quintile,Statutory health insurance,0.99016,149,149,0.97425,1.00606
2000,Indirect migration background,3rd Quintile,Statutory health insurance,0.97150,110,110,0.94026,1.00274
2000,Indirect migration background,4th Quintile,Statutory health insurance,0.90755,90,90,0.84738,0.96773
2000,Indirect migration background,5th Quintile,Statutory health insurance,0.81858,55,55,0.71579,0.92136
2001,No migration background,1st Quintile,Statutory health insurance,0.97008,2647,2713,0.96367,0.97649
2001,No migration background,1st Quintile,Private health insurance,0.02419,66,2713,0.01840,0.02997
2001,No migration background,2nd Quintile,Statutory health insurance,0.95117,3272,3406,0.94394,0.95841
2001,No migration background,2nd Quintile,Private health insurance,0.04221,134,3406,0.03545,0.04896
2001,No migration background,3rd Quintile,Statutory health insurance,0.92953,3576,3831,0.92143,0.93764
2001,No migration background,3rd Quintile,Private health insurance,0.06526,255,3831,0.05744,0.07309
2001,No migration background,4th Quintile,Statutory health insurance,0.87038,3541,4062,0.86004,0.88071
2001,No migration background,4th Quintile,Private health insurance,0.12167,521,4062,0.11161,0.13172
2001,No migration background,5th Quintile,Statutory health insurance,0.69634,2935,4113,0.68229,0.71040
2001,No migration background,5th Quintile,Private health insurance,0.29778,1178,4113,0.28380,0.31176
2001,Direct migration background,1st Quintile,Statutory health insurance,0.96572,944,944,0.95411,0.97733
2001,Direct migration background,2nd Quintile,Statutory health insurance,0.97359,713,713,0.96181,0.98537
2001,Direct migration background,3rd Quintile,Statutory health insurance,0.96719,533,533,0.95205,0.98233
2001,Direct migration background,4th Quintile,Statutory health insurance,0.93751,362,362,0.91254,0.96248
2001,Direct migration background,5th Quintile,Statutory health insurance,0.70216,218,290,0.64943,0.75488
2001,Direct migration background,5th Quintile,Private health insurance,0.29590,72,290,0.24327,0.34852
2001,Indirect migration background,1st Quintile,Statutory health insurance,0.96303,181,181,0.93547,0.99060
2001,Indirect migration background,2nd Quintile,Statutory health insurance,0.94141,189,189,0.90783,0.97498
2001,Indirect migration background,3rd Quintile,Statutory health insurance,0.95458,138,138,0.91971,0.98944
2001,Indirect migration background,4th Quintile,Statutory health insurance,0.93834,129,129,0.89667,0.98001
2001,Indirect migration background,5th Quintile,Statutory health insurance,0.77235,79,79,0.67929,0.86541
2002,No migration background,1st Quintile,Statutory health insurance,0.97166,2371,2422,0.96506,0.97827
2002,No migration background,1st Quintile,Private health insurance,0.02386,51,2422,0.01778,0.02994
2002,No migration background,2nd Quintile,Statutory health insurance,0.95374,2924,3051,0.94629,0.96119
2002,No migration background,2nd Quintile,Private health insurance,0.04331,127,3051,0.03609,0.05053
2002,No migration background,3rd Quintile,Statutory health insurance,0.92824,3208,3452,0.91963,0.93685
2002,No migration background,3rd Quintile,Private health insurance,0.06571,244,3452,0.05745,0.07398
2002,No migration background,4th Quintile,Statutory health insurance,0.88096,3377,3840,0.87072,0.89121
2002,No migration background,4th Quintile,Private health insurance,0.11544,463,3840,0.10533,0.12555
2002,No migration background,5th Quintile,Statutory health insurance,0.74225,3319,4545,0.72954,0.75497
2002,No migration background,5th Quintile,Private health insurance,0.25185,1191,4545,0.23923,0.26447
2002,No migration background,5th Quintile,No insurance,0.00589,35,4545,0.00367,0.00812
2002,Direct migration background,1st Quintile,Statutory health insurance,0.97557,835,835,0.96509,0.98605
2002,Direct migration background,2nd Quintile,Statutory health insurance,0.99625,698,698,0.99171,1.00079
2002,Direct migration background,3rd Quintile,Statutory health insurance,0.97031,418,418,0.95402,0.98660
2002,Direct migration background,4th Quintile,Statutory health insurance,0.95167,353,353,0.92927,0.97408
2002,Direct migration background,5th Quintile,Statutory health insurance,0.75189,260,332,0.70536,0.79842
2002,Direct migration background,5th Quintile,Private health insurance,0.24603,72,332,0.19963,0.29243
2002,Indirect migration background,1st Quintile,Statutory health insurance,0.95778,179,179,0.92824,0.98732
2002,Indirect migration background,2nd Quintile,Statutory health insurance,0.96993,155,155,0.94296,0.99690
2002,Indirect migration background,3rd Quintile,Statutory health insurance,0.93061,122,122,0.88533,0.97589
2002,Indirect migration background,4th Quintile,Statutory health insurance,0.97355,128,128,0.94564,1.00146
2002,Indirect migration background,5th Quintile,Statutory health insurance,0.81978,93,93,0.74124,0.89833
2003,No migration background,1st Quintile,Statutory health insurance,0.96985,2360,2422,0.96304,0.97667
2003,No migration background,1st Quintile,Private health insurance,0.02455,62,2422,0.01839,0.03072
2003,No migration background,2nd Quintile,Statutory health insurance,0.96525,2985,3085,0.95879,0.97171
2003,No migration background,2nd Quintile,Private health insurance,0.03072,100,3085,0.02463,0.03681
2003,No migration background,3rd Quintile,Statutory health insurance,0.92088,3173,3429,0.91185,0.92992
2003,No migration background,3rd Quintile,Private health insurance,0.07196,256,3429,0.06330,0.08061
2003,No migration background,4th Quintile,Statutory health insurance,0.88141,3371,3886,0.87125,0.89158
2003,No migration background,4th Quintile,Private health insurance,0.11213,515,3886,0.10220,0.12205
2003,No migration background,5th Quintile,Statutory health insurance,0.69210,3833,5843,0.68027,0.70394
2003,No migration background,5th Quintile,Private health insurance,0.30353,1976,5843,0.29174,0.31532
2003,No migration background,5th Quintile,No insurance,0.00437,34,5843,0.00268,0.00606
2003,Direct migration background,1st Quintile,Statutory health insurance,0.98479,782,782,0.97621,0.99338
2003,Direct migration background,2nd Quintile,Statutory health insurance,0.98762,602,602,0.97877,0.99646
2003,Direct migration background,3rd Quintile,Statutory health insurance,0.95451,444,444,0.93510,0.97391
2003,Direct migration background,4th Quintile,Statutory health insurance,0.95023,389,389,0.92859,0.97187
2003,Direct migration background,5th Quintile,Statutory health insurance,0.73105,246,349,0.68447,0.77764
2003,Direct migration background,5th Quintile,Private health insurance,0.26485,103,349,0.21849,0.31121
2003,Indirect migration background,1st Quintile,Statutory health insurance,0.95350,175,175,0.92221,0.98479
2003,Indirect migration background,2nd Quintile,Statutory health insurance,0.97166,146,146,0.94465,0.99867
2003,Indirect migration background,3rd Quintile,Statutory health insurance,0.94746,147,147,0.91127,0.98365
2003,Indirect migration background,4th Quintile,Statutory health insurance,0.92056,126,126,0.87315,0.96797
2003,Indirect migration background,5th Quintile,Statutory health insurance,0.83547,118,149,0.77574,0.89521
2003,Indirect migration background,5th Quintile,Private health insurance,0.12827,31,149,0.07440,0.18215
2004,No migration background,1st Quintile,Statutory health insurance,0.97218,2221,2300,0.96545,0.97890
2004,No migration background,1st Quintile,Private health insurance,0.02782,79,2300,0.02110,0.03455
2004,No migration background,2nd Quintile,Statutory health insurance,0.96824,2874,2976,0.96194,0.97454
2004,No migration background,2nd Quintile,Private health insurance,0.03176,102,2976,0.02546,0.03806
2004,No migration background,3rd Quintile,Statutory health insurance,0.93584,3127,3346,0.92754,0.94415
2004,No migration background,3rd Quintile,Private health insurance,0.06416,219,3346,0.05585,0.07246
2004,No migration background,4th Quintile,Statutory health insurance,0.89108,3353,3837,0.88122,0.90094
2004,No migration background,4th Quintile,Private health insurance,0.10892,484,3837,0.09906,0.11878
2004,No migration background,5th Quintile,Statutory health insurance,0.69382,3698,5656,0.68181,0.70584
2004,No migration background,5th Quintile,Private health insurance,0.30618,1958,5656,0.29416,0.31819
2004,Direct migration background,1st Quintile,Statutory health insurance,0.98345,750,750,0.97432,0.99259
2004,Direct migration background,3rd Quintile,Statutory health insurance,0.96771,438,438,0.95114,0.98429
2004,Direct migration background,4th Quintile,Statutory health insurance,0.95146,328,328,0.92817,0.97475
2004,Direct migration background,5th Quintile,Statutory health insurance,0.72231,244,345,0.67498,0.76963
2004,Direct migration background,5th Quintile,Private health insurance,0.27769,101,345,0.23037,0.32502
2004,Indirect migration background,1st Quintile,Statutory health insurance,0.98828,180,180,0.97252,1.00405
2004,Indirect migration background,2nd Quintile,Statutory health insurance,0.97834,158,158,0.95557,1.00111
2004,Indirect migration background,3rd Quintile,Statutory health insurance,0.93113,161,161,0.89189,0.97037
2004,Indirect migration background,4th Quintile,Statutory health insurance,0.94824,121,121,0.90860,0.98788
2004,Indirect migration background,5th Quintile,Statutory health insurance,0.83943,109,144,0.77926,0.89961
2004,Indirect migration background,5th Quintile,Private health insurance,0.16057,35,144,0.10039,0.22074
2005,No migration background,1st Quintile,Statutory health insurance,0.97329,2142,2209,0.96657,0.98002
2005,No migration background,1st Quintile,Private health insurance,0.02671,67,2209,0.01998,0.03343
2005,No migration background,2nd Quintile,Statutory health insurance,0.97093,2810,2902,0.96482,0.97704
2005,No migration background,2nd Quintile,Private health insurance,0.02907,92,2902,0.02296,0.03518
2005,No migration background,3rd Quintile,Statutory health insurance,0.93557,2912,3121,0.92696,0.94419
2005,No migration background,3rd Quintile,Private health insurance,0.06443,209,3121,0.05581,0.07304
2005,No migration background,4th Quintile,Statutory health insurance,0.89089,3282,3743,0.88090,0.90088
2005,No migration background,4th Quintile,Private health insurance,0.10911,461,3743,0.09912,0.11910
2005,No migration background,5th Quintile,Statutory health insurance,0.68291,3441,5318,0.67040,0.69542
2005,No migration background,5th Quintile,Private health insurance,0.31709,1877,5318,0.30458,0.32960
2005,Direct migration background,1st Quintile,Statutory health insurance,0.98485,691,691,0.97573,0.99396
2005,Direct migration background,2nd Quintile,Statutory health insurance,0.99264,539,539,0.98542,0.99986
2005,Direct migration background,3rd Quintile,Statutory health insurance,0.99022,408,408,0.98066,0.99978
2005,Direct migration background,4th Quintile,Statutory health insurance,0.94922,337,337,0.92574,0.97269
2005,Direct migration background,5th Quintile,Statutory health insurance,0.71919,227,326,0.67033,0.76804
2005,Direct migration background,5th Quintile,Private health insurance,0.28081,99,326,0.23196,0.32967
2005,Indirect migration background,1st Quintile,Statutory health insurance,0.98836,206,206,0.97368,1.00304
2005,Indirect migration background,2nd Quintile,Statutory health insurance,0.98671,146,146,0.96806,1.00535
2005,Indirect migration background,3rd Quintile,Statutory health insurance,0.98047,155,155,0.95862,1.00233
2005,Indirect migration background,4th Quintile,Statutory health insurance,0.90564,138,138,0.85669,0.95459
2005,Indirect migration background,5th Quintile,Statutory health insurance,0.84797,108,141,0.78850,0.90745
2005,Indirect migration background,5th Quintile,Private health insurance,0.15203,33,141,0.09255,0.21150
2006,No migration background,1st Quintile,Statutory health insurance,0.97268,2036,2100,0.96570,0.97965
2006,No migration background,1st Quintile,Private health insurance,0.02732,64,2100,0.02035,0.03430
2006,No migration background,2nd Quintile,Statutory health insurance,0.96327,2568,2672,0.95614,0.97040
2006,No migration background,2nd Quintile,Private health insurance,0.03673,104,2672,0.02960,0.04386
2006,No migration background,3rd Quintile,Statutory health insurance,0.94161,2804,2995,0.93321,0.95001
2006,No migration background,3rd Quintile,Private health insurance,0.05839,191,2995,0.04999,0.06679
2006,No migration background,4th Quintile,Statutory health insurance,0.88069,3019,3484,0.86992,0.89145
2006,No migration background,4th Quintile,Private health insurance,0.11931,465,3484,0.10855,0.13008
2006,No migration background,5th Quintile,Statutory health insurance,0.68383,3273,5032,0.67098,0.69668
2006,No migration background,5th Quintile,Private health insurance,0.31617,1759,5032,0.30332,0.32902
2006,Direct migration background,1st Quintile,Statutory health insurance,0.99369,611,611,0.98741,0.99997
2006,Direct migration background,2nd Quintile,Statutory health insurance,0.99406,490,490,0.98724,1.00087
2006,Direct migration background,3rd Quintile,Statutory health insurance,0.96915,384,384,0.95184,0.98647
2006,Direct migration background,4th Quintile,Statutory health insurance,0.92946,294,294,0.90014,0.95878
2006,Direct migration background,5th Quintile,Statutory health insurance,0.71889,229,323,0.66978,0.76799
2006,Direct migration background,5th Quintile,Private health insurance,0.28111,94,323,0.23201,0.33022
2006,Indirect migration background,1st Quintile,Statutory health insurance,0.97165,195,195,0.94829,0.99500
2006,Indirect migration background,2nd Quintile,Statutory health insurance,0.98999,126,126,0.97254,1.00744
2006,Indirect migration background,3rd Quintile,Statutory health insurance,0.97675,152,152,0.95272,1.00079
2006,Indirect migration background,4th Quintile,Statutory health insurance,0.88447,119,119,0.82680,0.94215
2006,Indirect migration background,5th Quintile,Statutory health insurance,0.85817,104,136,0.79931,0.91702
2006,Indirect migration background,5th Quintile,Private health insurance,0.14183,32,136,0.08298,0.20069
2007,No migration background,1st Quintile,Statutory health insurance,0.96910,2282,2364,0.96212,0.97608
2007,No migration background,1st Quintile,Private health insurance,0.03090,82,2364,0.02392,0.03788
2007,No migration background,2nd Quintile,Statutory health insurance,0.95844,2723,2835,0.95110,0.96579
