year,pgisced97,ple0097,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,No answer / don't know,Statutory health insurance,0.87519,257,257,0.83470,0.91567
1999,Pre-primary Level,Statutory health insurance,0.79051,267,316,0.74557,0.83545
1999,Pre-primary Level,Private health insurance,0.20724,49,316,0.16248,0.25201
1999,Primary Level,Statutory health insurance,0.99546,423,423,0.98905,1.00188
1999,Lower Secondary Level,Statutory health insurance,0.95879,2349,2425,0.95087,0.96670
1999,Lower Secondary Level,Private health insurance,0.03553,76,2425,0.02816,0.04290
1999,Upper Secondary Level,Statutory health insurance,0.91069,6383,6929,0.90397,0.91740
1999,Upper Secondary Level,Private health insurance,0.07961,482,6929,0.07324,0.08599
1999,Upper Secondary Level,No insurance,0.00970,64,6929,0.00739,0.01201
1999,Post-secondary Non-tertiary Level,Statutory health insurance,0.89627,455,498,0.86946,0.92307
1999,Post-secondary Non-tertiary Level,Private health insurance,0.09132,43,498,0.06599,0.11664
1999,First Stage of Tertiary Education,Statutory health insurance,0.82839,696,804,0.80231,0.85447
1999,First Stage of Tertiary Education,Private health insurance,0.16019,108,804,0.13482,0.18556
1999,Second Stage of Tertiary Education,Statutory health insurance,0.73101,1519,1945,0.71129,0.75072
1999,Second Stage of Tertiary Education,Private health insurance,0.26283,426,1945,0.24326,0.28240
2000,No answer / don't know,Statutory health insurance,0.91618,35,35,0.82303,1.00933
2000,Pre-primary Level,Statutory health insurance,0.81435,410,492,0.77996,0.84874
2000,Pre-primary Level,Private health insurance,0.18193,82,492,0.14781,0.21606
2000,Primary Level,Statutory health insurance,0.98427,398,398,0.97204,0.99651
2000,Lower Secondary Level,Statutory health insurance,0.96412,3435,3535,0.95799,0.97025
2000,Lower Secondary Level,Private health insurance,0.03186,100,3535,0.02607,0.03765
2000,Upper Secondary Level,Statutory health insurance,0.91445,11729,12786,0.90960,0.91929
2000,Upper Secondary Level,Private health insurance,0.07961,983,12786,0.07492,0.08430
2000,Upper Secondary Level,No insurance,0.00594,74,12786,0.00461,0.00728
2000,Post-secondary Non-tertiary Level,Statutory health insurance,0.89280,1008,1108,0.87457,0.91102
2000,Post-secondary Non-tertiary Level,Private health insurance,0.10099,100,1108,0.08324,0.11874
2000,First Stage of Tertiary Education,Statutory health insurance,0.87600,1648,1866,0.86104,0.89096
2000,First Stage of Tertiary Education,Private health insurance,0.11697,218,1866,0.10239,0.13156
2000,Second Stage of Tertiary Education,Statutory health insurance,0.70653,2760,3792,0.69203,0.72102
2000,Second Stage of Tertiary Education,Private health insurance,0.28726,1032,3792,0.27286,0.30167
2001,No answer / don't know,Statutory health insurance,0.93022,112,112,0.88283,0.97762
2001,Pre-primary Level,Statutory health insurance,0.80657,442,536,0.77310,0.84005
2001,Pre-primary Level,Private health insurance,0.18476,94,536,0.15187,0.21764
2001,Primary Level,Statutory health insurance,0.98801,310,310,0.97587,1.00014
2001,Lower Secondary Level,Statutory health insurance,0.96667,2988,3069,0.96032,0.97302
2001,Lower Secondary Level,Private health insurance,0.02889,81,3069,0.02296,0.03482
2001,Upper Secondary Level,Statutory health insurance,0.91334,10613,11572,0.90822,0.91847
2001,Upper Secondary Level,Private health insurance,0.07943,881,11572,0.07450,0.08436
2001,Upper Secondary Level,No insurance,0.00723,78,11572,0.00568,0.00877
2001,Post-secondary Non-tertiary Level,Statutory health insurance,0.88847,963,1062,0.86953,0.90742
2001,Post-secondary Non-tertiary Level,Private health insurance,0.10690,99,1062,0.08831,0.12550
2001,First Stage of Tertiary Education,Statutory health insurance,0.86862,1468,1665,0.85239,0.88486
2001,First Stage of Tertiary Education,Private health insurance,0.12437,197,1665,0.10851,0.14022
2001,Second Stage of Tertiary Education,Statutory health insurance,0.70245,2562,3531,0.68736,0.71753
2001,Second Stage of Tertiary Education,Private health insurance,0.29169,969,3531,0.27669,0.30668
2002,No answer / don't know,Statutory health insurance,0.95337,177,177,0.92222,0.98452
2002,Pre-primary Level,Statutory health insurance,0.86236,495,609,0.83497,0.88974
2002,Pre-primary Level,Private health insurance,0.13735,114,609,0.10999,0.16471
2002,Primary Level,Statutory health insurance,0.97257,281,281,0.95344,0.99170
2002,Lower Secondary Level,Statutory health insurance,0.96730,2784,2885,0.96081,0.97379
2002,Lower Secondary Level,Private health insurance,0.03112,101,2885,0.02478,0.03745
2002,Upper Secondary Level,Statutory health insurance,0.91683,10481,11580,0.91180,0.92186
2002,Upper Secondary Level,Private health insurance,0.07846,1038,11580,0.07356,0.08335
2002,Upper Secondary Level,No insurance,0.00471,61,11580,0.00346,0.00596
2002,Post-secondary Non-tertiary Level,Statutory health insurance,0.90444,1032,1158,0.88750,0.92138
2002,Post-secondary Non-tertiary Level,Private health insurance,0.08788,126,1158,0.07157,0.10419
2002,First Stage of Tertiary Education,Statutory health insurance,0.87599,1482,1729,0.86045,0.89153
2002,First Stage of Tertiary Education,Private health insurance,0.11732,247,1729,0.10215,0.13249
2002,Second Stage of Tertiary Education,Statutory health insurance,0.69781,2878,4526,0.68443,0.71119
2002,Second Stage of Tertiary Education,Private health insurance,0.29778,1648,4526,0.28446,0.31110
2003,No answer / don't know,Statutory health insurance,0.92841,219,219,0.89419,0.96264
2003,Pre-primary Level,Statutory health insurance,0.83737,498,611,0.80809,0.86666
2003,Pre-primary Level,Private health insurance,0.15534,113,611,0.12659,0.18408
2003,Primary Level,Statutory health insurance,0.96097,264,264,0.93757,0.98438
2003,Lower Secondary Level,Statutory health insurance,0.97496,2649,2720,0.96909,0.98084
2003,Lower Secondary Level,Private health insurance,0.02195,71,2720,0.01645,0.02746
2003,Upper Secondary Level,Statutory health insurance,0.91571,10033,11096,0.91054,0.92088
2003,Upper Secondary Level,Private health insurance,0.07790,998,11096,0.07292,0.08289
2003,Upper Secondary Level,No insurance,0.00639,65,11096,0.00490,0.00787
2003,Post-secondary Non-tertiary Level,Statutory health insurance,0.90541,1023,1147,0.88847,0.92235
2003,Post-secondary Non-tertiary Level,Private health insurance,0.09112,124,1147,0.07446,0.10778
2003,First Stage of Tertiary Education,Statutory health insurance,0.87225,1436,1676,0.85627,0.88824
2003,First Stage of Tertiary Education,Private health insurance,0.12205,240,1676,0.10637,0.13772
2003,Second Stage of Tertiary Education,Statutory health insurance,0.70157,2776,4319,0.68793,0.71522
2003,Second Stage of Tertiary Education,Private health insurance,0.29380,1543,4319,0.28021,0.30738
2004,No answer / don't know,Statutory health insurance,0.94431,244,244,0.91547,0.97314
2004,Pre-primary Level,Statutory health insurance,0.87582,499,627,0.84998,0.90165
2004,Pre-primary Level,Private health insurance,0.12418,128,627,0.09835,0.15002
2004,Primary Level,Statutory health insurance,0.98781,251,251,0.97421,1.00141
2004,Lower Secondary Level,Statutory health insurance,0.97878,2488,2557,0.97319,0.98436
2004,Lower Secondary Level,Private health insurance,0.02122,69,2557,0.01564,0.02681
2004,Upper Secondary Level,Statutory health insurance,0.92296,9758,10692,0.91791,0.92802
2004,Upper Secondary Level,Private health insurance,0.07704,934,10692,0.07198,0.08209
2004,Post-secondary Non-tertiary Level,Statutory health insurance,0.90246,1019,1146,0.88528,0.91965
2004,Post-secondary Non-tertiary Level,Private health insurance,0.09754,127,1146,0.08035,0.11472
2004,First Stage of Tertiary Education,Statutory health insurance,0.88480,1402,1624,0.86927,0.90034
2004,First Stage of Tertiary Education,Private health insurance,0.11520,222,1624,0.09966,0.13073
2004,Second Stage of Tertiary Education,Statutory health insurance,0.70240,2723,4265,0.68867,0.71612
2004,Second Stage of Tertiary Education,Private health insurance,0.29760,1542,4265,0.28388,0.31133
2005,No answer / don't know,Statutory health insurance,0.93577,278,278,0.90690,0.96464
2005,Pre-primary Level,Statutory health insurance,0.86608,510,643,0.83974,0.89243
2005,Pre-primary Level,Private health insurance,0.13392,133,643,0.10757,0.16026
2005,Primary Level,Statutory health insurance,0.96875,237,237,0.94655,0.99095
2005,Lower Secondary Level,Statutory health insurance,0.98256,2308,2365,0.97728,0.98783
2005,Lower Secondary Level,Private health insurance,0.01744,57,2365,0.01217,0.02272
2005,Upper Secondary Level,Statutory health insurance,0.92208,9243,10122,0.91686,0.92730
2005,Upper Secondary Level,Private health insurance,0.07792,879,10122,0.07270,0.08314
2005,Post-secondary Non-tertiary Level,Statutory health insurance,0.91469,1001,1119,0.89832,0.93107
2005,Post-secondary Non-tertiary Level,Private health insurance,0.08531,118,1119,0.06893,0.10168
