year,migback,sampreg,ple0097,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,No migration background,West,Statutory health insurance,0.85620,6173,7208,0.84810,0.86430
1999,No migration background,West,Private health insurance,0.13430,963,7208,0.12642,0.14217
1999,No migration background,West,No insurance,0.00951,72,7208,0.00727,0.01175
1999,No migration background,East,Statutory health insurance,0.95379,3475,3633,0.94696,0.96062
1999,No migration background,East,Private health insurance,0.04142,158,3633,0.03494,0.04790
1999,Direct migration background,West,Statutory health insurance,0.93806,2021,2085,0.92771,0.94841
1999,Direct migration background,West,Private health insurance,0.05569,64,2085,0.04584,0.06553
1999,Direct migration background,East,Statutory health insurance,0.98219,108,108,0.95713,1.00725
1999,Indirect migration background,West,Statutory health insurance,0.94798,552,552,0.92944,0.96652
2000,No migration background,West,Statutory health insurance,0.85436,12146,14292,0.84858,0.86015
2000,No migration background,West,Private health insurance,0.13959,2056,14292,0.13390,0.14527
2000,No migration background,West,No insurance,0.00605,90,14292,0.00478,0.00732
2000,No migration background,East,Statutory health insurance,0.94880,5357,5647,0.94305,0.95455
2000,No migration background,East,Private health insurance,0.04831,290,5647,0.04272,0.05390
2000,Direct migration background,West,Statutory health insurance,0.93663,3001,3134,0.92810,0.94516
2000,Direct migration background,West,Private health insurance,0.05514,133,3134,0.04715,0.06313
2000,Direct migration background,East,Statutory health insurance,0.97359,146,146,0.94749,0.99969
2000,Indirect migration background,West,Statutory health insurance,0.94107,750,785,0.92458,0.95755
2000,Indirect migration background,West,Private health insurance,0.04489,35,785,0.03040,0.05939
2001,No migration background,West,Statutory health insurance,0.85213,10980,12946,0.84601,0.85824
2001,No migration background,West,Private health insurance,0.14118,1881,12946,0.13519,0.14718
2001,No migration background,West,No insurance,0.00669,85,12946,0.00528,0.00809
2001,No migration background,East,Statutory health insurance,0.94397,4992,5266,0.93776,0.95018
2001,No migration background,East,Private health insurance,0.05109,274,5266,0.04514,0.05704
2001,Direct migration background,West,Statutory health insurance,0.93428,2650,2778,0.92507,0.94350
2001,Direct migration background,West,Private health insurance,0.05868,128,2778,0.04994,0.06742
2001,Direct migration background,East,Statutory health insurance,0.97737,120,120,0.95064,1.00409
2001,Indirect migration background,West,Statutory health insurance,0.92734,695,734,0.90854,0.94613
2001,Indirect migration background,West,Private health insurance,0.05663,39,734,0.03989,0.07336
2002,No migration background,West,Statutory health insurance,0.85651,11384,14157,0.85073,0.86228
2002,No migration background,West,Private health insurance,0.13885,2689,14157,0.13315,0.14454
2002,No migration background,West,No insurance,0.00465,84,14157,0.00353,0.00577
2002,No migration background,East,Statutory health insurance,0.94581,4904,5270,0.93969,0.95192
2002,No migration background,East,Private health insurance,0.04943,366,5270,0.04358,0.05528
2002,Direct migration background,West,Statutory health insurance,0.94402,2501,2674,0.93531,0.95274
2002,Direct migration background,West,Private health insurance,0.05254,173,2674,0.04408,0.06100
2002,Direct migration background,East,Statutory health insurance,0.97861,114,114,0.95194,1.00529
2002,Indirect migration background,West,Statutory health insurance,0.93443,685,741,0.91660,0.95227
2002,Indirect migration background,West,Private health insurance,0.05640,56,741,0.03978,0.07302
2003,No migration background,West,Statutory health insurance,0.85539,10913,13538,0.84946,0.86131
2003,No migration background,West,Private health insurance,0.13859,2536,13538,0.13277,0.14441
2003,No migration background,West,No insurance,0.00602,89,13538,0.00472,0.00733
2003,No migration background,East,Statutory health insurance,0.94270,4810,5185,0.93637,0.94903
2003,No migration background,East,Private health insurance,0.05268,375,5185,0.04660,0.05876
2003,Direct migration background,West,Statutory health insurance,0.94847,2361,2503,0.93981,0.95714
2003,Direct migration background,West,Private health insurance,0.04687,142,2503,0.03858,0.05515
2003,Direct migration background,East,Statutory health insurance,0.96512,102,102,0.92934,1.00090
2003,Indirect migration background,West,Statutory health insurance,0.93007,681,738,0.91166,0.94848
2003,Indirect migration background,West,Private health insurance,0.05641,57,738,0.03975,0.07307
2004,No migration background,West,Statutory health insurance,0.86199,10591,13057,0.85607,0.86791
2004,No migration background,West,Private health insurance,0.13801,2466,13057,0.13209,0.14393
2004,No migration background,East,Statutory health insurance,0.94639,4684,5060,0.94019,0.95260
2004,No migration background,East,Private health insurance,0.05361,376,5060,0.04740,0.05981
2004,Direct migration background,West,Statutory health insurance,0.95276,2280,2424,0.94431,0.96121
2004,Direct migration background,West,Private health insurance,0.04724,144,2424,0.03879,0.05569
2004,Direct migration background,East,Statutory health insurance,0.97783,100,100,0.94882,1.00683
2004,Indirect migration background,West,Statutory health insurance,0.94478,695,754,0.92846,0.96109
2004,Indirect migration background,West,Private health insurance,0.05522,59,754,0.03891,0.07154
2005,No migration background,West,Statutory health insurance,0.86012,10097,12454,0.85403,0.86621
2005,No migration background,West,Private health insurance,0.13988,2357,12454,0.13379,0.14597
2005,No migration background,East,Statutory health insurance,0.94745,4491,4841,0.94116,0.95373
