year,quintil_oecd,regtyp,ple0097,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,1st Quintile,Urban regions,Statutory health insurance,0.97456,1625,1659,0.96698,0.98214
1999,1st Quintile,Urban regions,Private health insurance,0.02053,34,1659,0.01370,0.02735
1999,1st Quintile,Rural regions,Statutory health insurance,0.97962,914,914,0.97045,0.98878
1999,2nd Quintile,Urban regions,Statutory health insurance,0.95932,1669,1723,0.94999,0.96865
1999,2nd Quintile,Urban regions,Private health insurance,0.03300,54,1723,0.02456,0.04144
1999,2nd Quintile,Rural regions,Statutory health insurance,0.96989,1110,1110,0.95984,0.97995
1999,3rd Quintile,Urban regions,Statutory health insurance,0.91495,1578,1698,0.90168,0.92822
1999,3rd Quintile,Urban regions,Private health insurance,0.07512,120,1698,0.06257,0.08766
1999,3rd Quintile,Rural regions,Statutory health insurance,0.95818,1058,1098,0.94633,0.97003
1999,3rd Quintile,Rural regions,Private health insurance,0.03237,40,1098,0.02189,0.04284
1999,4th Quintile,Urban regions,Statutory health insurance,0.88228,1655,1852,0.86759,0.89696
1999,4th Quintile,Urban regions,Private health insurance,0.10521,197,1852,0.09124,0.11919
1999,4th Quintile,Rural regions,Statutory health insurance,0.87289,794,878,0.85084,0.89493
1999,4th Quintile,Rural regions,Private health insurance,0.11304,84,878,0.09208,0.13399
1999,5th Quintile,Urban regions,Statutory health insurance,0.70927,1398,1886,0.68877,0.72977
1999,5th Quintile,Urban regions,Private health insurance,0.28411,488,1886,0.26375,0.30447
1999,5th Quintile,Rural regions,Statutory health insurance,0.72983,548,701,0.69694,0.76273
1999,5th Quintile,Rural regions,Private health insurance,0.25556,153,701,0.22324,0.28787
2000,1st Quintile,Urban regions,Statutory health insurance,0.98334,1573,1573,0.97701,0.98967
2000,1st Quintile,Rural regions,Statutory health insurance,0.98038,960,960,0.97160,0.98916
2000,2nd Quintile,Urban regions,Statutory health insurance,0.95213,1639,1705,0.94199,0.96226
2000,2nd Quintile,Urban regions,Private health insurance,0.04153,66,1705,0.03206,0.05100
2000,2nd Quintile,Rural regions,Statutory health insurance,0.97411,997,997,0.96425,0.98397
2000,3rd Quintile,Urban regions,Statutory health insurance,0.92599,1514,1615,0.91321,0.93876
2000,3rd Quintile,Urban regions,Private health insurance,0.06808,101,1615,0.05579,0.08037
2000,3rd Quintile,Rural regions,Statutory health insurance,0.94444,1040,1099,0.93089,0.95799
2000,3rd Quintile,Rural regions,Private health insurance,0.04786,59,1099,0.03523,0.06049
2000,4th Quintile,Urban regions,Statutory health insurance,0.87349,1583,1798,0.85812,0.88886
2000,4th Quintile,Urban regions,Private health insurance,0.11920,215,1798,0.10422,0.13418
2000,4th Quintile,Rural regions,Statutory health insurance,0.90258,797,876,0.88293,0.92223
2000,4th Quintile,Rural regions,Private health insurance,0.09251,79,876,0.07332,0.11171
2000,5th Quintile,Urban regions,Statutory health insurance,0.69731,1359,1857,0.67641,0.71821
2000,5th Quintile,Urban regions,Private health insurance,0.29437,498,1857,0.27364,0.31511
2000,5th Quintile,Rural regions,Statutory health insurance,0.72614,505,663,0.69217,0.76011
2000,5th Quintile,Rural regions,Private health insurance,0.27049,158,663,0.23665,0.30433
2001,1st Quintile,Urban regions,Statutory health insurance,0.95972,2364,2432,0.95190,0.96754
2001,1st Quintile,Urban regions,Private health insurance,0.03133,68,2432,0.02440,0.03825
2001,1st Quintile,Rural regions,Statutory health insurance,0.98653,1408,1408,0.98050,0.99255
2001,2nd Quintile,Urban regions,Statutory health insurance,0.95114,2503,2605,0.94286,0.95942
2001,2nd Quintile,Urban regions,Private health insurance,0.04073,102,2605,0.03314,0.04832
2001,2nd Quintile,Rural regions,Statutory health insurance,0.95923,1671,1720,0.94988,0.96858
2001,2nd Quintile,Rural regions,Private health insurance,0.03559,49,1720,0.02683,0.04434
2001,3rd Quintile,Urban regions,Statutory health insurance,0.92918,2646,2830,0.91973,0.93863
2001,3rd Quintile,Urban regions,Private health insurance,0.06519,184,2830,0.05609,0.07429
2001,3rd Quintile,Rural regions,Statutory health insurance,0.94586,1601,1686,0.93506,0.95667
2001,3rd Quintile,Rural regions,Private health insurance,0.04810,85,1686,0.03789,0.05832
2001,4th Quintile,Urban regions,Statutory health insurance,0.87889,2619,2978,0.86717,0.89061
2001,4th Quintile,Urban regions,Private health insurance,0.11595,359,2978,0.10445,0.12745
2001,4th Quintile,Rural regions,Statutory health insurance,0.87450,1413,1606,0.85830,0.89071
2001,4th Quintile,Rural regions,Private health insurance,0.11411,193,1606,0.09856,0.12967
2001,5th Quintile,Urban regions,Statutory health insurance,0.68395,2386,3398,0.66831,0.69958
2001,5th Quintile,Urban regions,Private health insurance,0.31056,1012,3398,0.29500,0.32612
2001,5th Quintile,Rural regions,Statutory health insurance,0.74630,846,1106,0.72064,0.77195
2001,5th Quintile,Rural regions,Private health insurance,0.24673,260,1106,0.22131,0.27215
2002,1st Quintile,Urban regions,Statutory health insurance,0.96573,2110,2158,0.95805,0.97341
2002,1st Quintile,Urban regions,Private health insurance,0.02718,48,2158,0.02032,0.03404
2002,1st Quintile,Rural regions,Statutory health insurance,0.98370,1275,1275,0.97675,0.99066
2002,2nd Quintile,Urban regions,Statutory health insurance,0.95735,2274,2368,0.94921,0.96549
2002,2nd Quintile,Urban regions,Private health insurance,0.04034,94,2368,0.03241,0.04827
2002,2nd Quintile,Rural regions,Statutory health insurance,0.96834,1503,1544,0.95961,0.97708
2002,2nd Quintile,Rural regions,Private health insurance,0.02885,41,1544,0.02050,0.03720
2002,3rd Quintile,Urban regions,Statutory health insurance,0.92646,2370,2561,0.91635,0.93657
2002,3rd Quintile,Urban regions,Private health insurance,0.06788,191,2561,0.05814,0.07762
2002,3rd Quintile,Rural regions,Statutory health insurance,0.94533,1378,1452,0.93364,0.95703
2002,3rd Quintile,Rural regions,Private health insurance,0.04964,74,1452,0.03846,0.06081
2002,4th Quintile,Urban regions,Statutory health insurance,0.89053,2436,2750,0.87885,0.90220
2002,4th Quintile,Urban regions,Private health insurance,0.10714,314,2750,0.09558,0.11871
2002,4th Quintile,Rural regions,Statutory health insurance,0.88598,1422,1599,0.87040,0.90156
2002,4th Quintile,Rural regions,Private health insurance,0.10873,177,1599,0.09346,0.12399
2002,5th Quintile,Urban regions,Statutory health insurance,0.73181,2647,3661,0.71745,0.74616
2002,5th Quintile,Urban regions,Private health insurance,0.26337,1014,3661,0.24910,0.27764
2002,5th Quintile,Rural regions,Statutory health insurance,0.78283,1025,1300,0.76041,0.80526
2002,5th Quintile,Rural regions,Private health insurance,0.20800,275,1300,0.18593,0.23007
2003,1st Quintile,Urban regions,Statutory health insurance,0.96601,2117,2173,0.95838,0.97363
2003,1st Quintile,Urban regions,Private health insurance,0.02599,56,2173,0.01930,0.03268
2003,1st Quintile,Rural regions,Statutory health insurance,0.98608,1200,1200,0.97944,0.99271
2003,2nd Quintile,Urban regions,Statutory health insurance,0.96707,2216,2290,0.95976,0.97438
2003,2nd Quintile,Urban regions,Private health insurance,0.02886,74,2290,0.02200,0.03572
2003,2nd Quintile,Rural regions,Statutory health insurance,0.97275,1517,1555,0.96466,0.98085
2003,2nd Quintile,Rural regions,Private health insurance,0.02414,38,1555,0.01651,0.03177
2003,3rd Quintile,Urban regions,Statutory health insurance,0.92445,2366,2556,0.91420,0.93470
2003,3rd Quintile,Urban regions,Private health insurance,0.07034,190,2556,0.06042,0.08025
2003,3rd Quintile,Rural regions,Statutory health insurance,0.92656,1398,1485,0.91329,0.93983
2003,3rd Quintile,Rural regions,Private health insurance,0.06528,87,1485,0.05271,0.07785
2003,4th Quintile,Urban regions,Statutory health insurance,0.88686,2511,2886,0.87530,0.89842
2003,4th Quintile,Urban regions,Private health insurance,0.10936,375,2886,0.09797,0.12075
2003,4th Quintile,Rural regions,Statutory health insurance,0.89345,1375,1542,0.87804,0.90885
2003,4th Quintile,Rural regions,Private health insurance,0.09570,167,1542,0.08101,0.11038
2003,5th Quintile,Urban regions,Statutory health insurance,0.68285,3114,4749,0.66962,0.69609
2003,5th Quintile,Urban regions,Private health insurance,0.31255,1635,4749,0.29937,0.32574
2003,5th Quintile,Rural regions,Statutory health insurance,0.74245,1083,1558,0.72073,0.76418
2003,5th Quintile,Rural regions,Private health insurance,0.25107,475,1558,0.22953,0.27261
2004,1st Quintile,Urban regions,Statutory health insurance,0.97064,1987,2053,0.96334,0.97795
2004,1st Quintile,Urban regions,Private health insurance,0.02936,66,2053,0.02205,0.03666
2004,1st Quintile,Rural regions,Statutory health insurance,0.98543,1164,1164,0.97854,0.99231
2004,2nd Quintile,Urban regions,Statutory health insurance,0.97080,2226,2294,0.96390,0.97769
2004,2nd Quintile,Urban regions,Private health insurance,0.02920,68,2294,0.02231,0.03610
2004,2nd Quintile,Rural regions,Statutory health insurance,0.97958,1425,1461,0.97233,0.98684
2004,2nd Quintile,Rural regions,Private health insurance,0.02042,36,1461,0.01316,0.02767
2004,3rd Quintile,Urban regions,Statutory health insurance,0.93962,2326,2491,0.93026,0.94897
2004,3rd Quintile,Urban regions,Private health insurance,0.06038,165,2491,0.05103,0.06974
2004,3rd Quintile,Rural regions,Statutory health insurance,0.93823,1400,1480,0.92596,0.95050
2004,3rd Quintile,Rural regions,Private health insurance,0.06177,80,1480,0.04950,0.07404
2004,4th Quintile,Urban regions,Statutory health insurance,0.90063,2475,2833,0.88961,0.91165
2004,4th Quintile,Urban regions,Private health insurance,0.09937,358,2833,0.08835,0.11039
2004,4th Quintile,Rural regions,Statutory health insurance,0.89156,1327,1483,0.87573,0.90739
2004,4th Quintile,Rural regions,Private health insurance,0.10844,156,1483,0.09261,0.12427
2004,5th Quintile,Urban regions,Statutory health insurance,0.68112,2959,4579,0.66762,0.69462
2004,5th Quintile,Urban regions,Private health insurance,0.31888,1620,4579,0.30538,0.33238
2004,5th Quintile,Rural regions,Statutory health insurance,0.75050,1092,1566,0.72906,0.77194
2004,5th Quintile,Rural regions,Private health insurance,0.24950,474,1566,0.22806,0.27094
2005,1st Quintile,Urban regions,Statutory health insurance,0.97114,1965,2028,0.96385,0.97843
2005,1st Quintile,Urban regions,Private health insurance,0.02886,63,2028,0.02157,0.03615
2005,1st Quintile,Rural regions,Statutory health insurance,0.98926,1074,1074,0.98309,0.99543
2005,2nd Quintile,Urban regions,Statutory health insurance,0.97202,2101,2172,0.96508,0.97895
2005,2nd Quintile,Urban regions,Private health insurance,0.02798,71,2172,0.02105,0.03492
2005,2nd Quintile,Rural regions,Statutory health insurance,0.98009,1394,1394,0.97275,0.98743
2005,3rd Quintile,Urban regions,Statutory health insurance,0.94750,2150,2285,0.93836,0.95665
2005,3rd Quintile,Urban regions,Private health insurance,0.05250,135,2285,0.04335,0.06164
2005,3rd Quintile,Rural regions,Statutory health insurance,0.93579,1325,1411,0.92299,0.94858
2005,3rd Quintile,Rural regions,Private health insurance,0.06421,86,1411,0.05142,0.07701
2005,4th Quintile,Urban regions,Statutory health insurance,0.89720,2420,2776,0.88590,0.90850
2005,4th Quintile,Urban regions,Private health insurance,0.10280,356,2776,0.09150,0.11410
2005,4th Quintile,Rural regions,Statutory health insurance,0.89455,1337,1482,0.87890,0.91019
2005,4th Quintile,Rural regions,Private health insurance,0.10545,145,1482,0.08981,0.12110
2005,5th Quintile,Urban regions,Statutory health insurance,0.67775,2798,4368,0.66389,0.69161
2005,5th Quintile,Urban regions,Private health insurance,0.32225,1570,4368,0.30839,0.33611
2005,5th Quintile,Rural regions,Statutory health insurance,0.72542,978,1417,0.70218,0.74867
2005,5th Quintile,Rural regions,Private health insurance,0.27458,439,1417,0.25133,0.29782
2006,1st Quintile,Urban regions,Statutory health insurance,0.97711,1829,1881,0.97035,0.98387
2006,1st Quintile,Urban regions,Private health insurance,0.02289,52,1881,0.01613,0.02965
2006,1st Quintile,Rural regions,Statutory health insurance,0.97909,1013,1013,0.97027,0.98791
2006,2nd Quintile,Urban regions,Statutory health insurance,0.96776,1927,2005,0.96002,0.97549
2006,2nd Quintile,Urban regions,Private health insurance,0.03224,78,2005,0.02451,0.03998
2006,2nd Quintile,Rural regions,Statutory health insurance,0.97110,1257,1289,0.96195,0.98025
2006,2nd Quintile,Rural regions,Private health insurance,0.02890,32,1289,0.01975,0.03805
2006,3rd Quintile,Urban regions,Statutory health insurance,0.94599,2024,2167,0.93647,0.95551
2006,3rd Quintile,Urban regions,Private health insurance,0.05401,143,2167,0.04449,0.06353
2006,3rd Quintile,Rural regions,Statutory health insurance,0.94806,1316,1379,0.93634,0.95977
2006,3rd Quintile,Rural regions,Private health insurance,0.05194,63,1379,0.04023,0.06366
2006,4th Quintile,Urban regions,Statutory health insurance,0.88747,2258,2617,0.87536,0.89958
2006,4th Quintile,Urban regions,Private health insurance,0.11253,359,2617,0.10042,0.12464
2006,4th Quintile,Rural regions,Statutory health insurance,0.88017,1174,1323,0.86267,0.89768
2006,4th Quintile,Rural regions,Private health insurance,0.11983,149,1323,0.10232,0.13733
2006,5th Quintile,Urban regions,Statutory health insurance,0.68104,2648,4098,0.66677,0.69532
2006,5th Quintile,Urban regions,Private health insurance,0.31896,1450,4098,0.30468,0.33323
2006,5th Quintile,Rural regions,Statutory health insurance,0.72328,958,1393,0.69978,0.74678
2006,5th Quintile,Rural regions,Private health insurance,0.27672,435,1393,0.25322,0.30022
2007,1st Quintile,Urban regions,Statutory health insurance,0.97353,1938,2006,0.96650,0.98056
2007,1st Quintile,Urban regions,Private health insurance,0.02647,68,2006,0.01944,0.03350
2007,1st Quintile,Rural regions,Statutory health insurance,0.97800,1133,1133,0.96945,0.98654
2007,2nd Quintile,Urban regions,Statutory health insurance,0.96578,2028,2107,0.95801,0.97354
2007,2nd Quintile,Urban regions,Private health insurance,0.03422,79,2107,0.02646,0.04199
2007,2nd Quintile,Rural regions,Statutory health insurance,0.96434,1334,1374,0.95453,0.97415
2007,2nd Quintile,Rural regions,Private health insurance,0.03566,40,1374,0.02585,0.04547
