year,regtyp,sampreg,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Urban regions,West,Self-employed,0.03894,393,8640,0.03486,0.04302
1985,Urban regions,West,Blue-collar worker,0.16242,2396,8640,0.15464,0.17020
1985,Urban regions,West,Civil servant,0.03818,343,8640,0.03414,0.04222
1985,Urban regions,West,White-collar worker,0.18413,1692,8640,0.17596,0.19230
1985,Urban regions,West,Apprentice/ Trainee/ Intern,0.08037,871,8640,0.07464,0.08611
1985,Urban regions,West,Not employed: Pensioner,0.19050,1204,8640,0.18222,0.19878
1985,Urban regions,West,Not employed: registered unemployed,0.03071,380,8640,0.02707,0.03435
1985,Urban regions,West,Not employed: no further information,0.11322,1361,8640,0.10654,0.11990
1985,Rural regions,West,Self-employed,0.05767,163,2326,0.04820,0.06715
1985,Rural regions,West,Blue-collar worker,0.14907,545,2326,0.13459,0.16355
1985,Rural regions,West,Civil servant,0.04310,124,2326,0.03485,0.05136
1985,Rural regions,West,White-collar worker,0.13612,393,2326,0.12218,0.15006
1985,Rural regions,West,Apprentice/ Trainee/ Intern,0.07898,226,2326,0.06802,0.08994
1985,Rural regions,West,Not employed: Pensioner,0.20459,399,2326,0.18820,0.22099
1985,Rural regions,West,Not employed: registered unemployed,0.03951,123,2326,0.03159,0.04742
1985,Rural regions,West,Not employed: no further information,0.11193,353,2326,0.09912,0.12475
1986,Urban regions,West,Self-employed,0.03838,375,8336,0.03426,0.04251
1986,Urban regions,West,Blue-collar worker,0.16370,2318,8336,0.15575,0.17164
1986,Urban regions,West,Civil servant,0.03736,326,8336,0.03329,0.04143
1986,Urban regions,West,White-collar worker,0.18344,1616,8336,0.17513,0.19175
1986,Urban regions,West,Apprentice/ Trainee/ Intern,0.07879,879,8336,0.07301,0.08458
1986,Urban regions,West,Not employed: Pensioner,0.19434,1159,8336,0.18585,0.20284
1986,Urban regions,West,Not employed: Military/Community Service,0.00391,33,8336,0.00257,0.00525
1986,Urban regions,West,Not employed: registered unemployed,0.02832,351,8336,0.02476,0.03188
1986,Urban regions,West,Not employed: no further information,0.11287,1279,8336,0.10607,0.11966
1986,Rural regions,West,Self-employed,0.05991,158,2212,0.05001,0.06980
1986,Rural regions,West,Blue-collar worker,0.15132,529,2212,0.13639,0.16626
1986,Rural regions,West,Civil servant,0.04365,121,2212,0.03513,0.05217
1986,Rural regions,West,White-collar worker,0.13974,381,2212,0.12529,0.15419
1986,Rural regions,West,Apprentice/ Trainee/ Intern,0.07350,215,2212,0.06262,0.08437
1986,Rural regions,West,Not employed: Pensioner,0.19822,364,2212,0.18160,0.21484
1986,Rural regions,West,Not employed: registered unemployed,0.03791,110,2212,0.02995,0.04587
1986,Rural regions,West,Not employed: no further information,0.11073,334,2212,0.09765,0.12381
1987,Urban regions,West,Self-employed,0.03864,372,8227,0.03448,0.04281
1987,Urban regions,West,Blue-collar worker,0.16949,2289,8227,0.16138,0.17760
1987,Urban regions,West,Civil servant,0.03777,327,8227,0.03365,0.04189
1987,Urban regions,West,White-collar worker,0.18418,1591,8227,0.17580,0.19256
1987,Urban regions,West,Apprentice/ Trainee/ Intern,0.07185,869,8227,0.06627,0.07743
1987,Urban regions,West,Not employed: Pensioner,0.19179,1140,8227,0.18328,0.20030
1987,Urban regions,West,Not employed: Military/Community Service,0.00522,42,8227,0.00366,0.00678
1987,Urban regions,West,Not employed: registered unemployed,0.03041,367,8227,0.02670,0.03412
1987,Urban regions,West,Not employed: no further information,0.11047,1230,8227,0.10370,0.11725
1987,Rural regions,West,Self-employed,0.06133,160,2192,0.05129,0.07138
1987,Rural regions,West,Blue-collar worker,0.15785,541,2192,0.14258,0.17312
1987,Rural regions,West,Civil servant,0.04398,116,2192,0.03539,0.05256
1987,Rural regions,West,White-collar worker,0.14851,400,2192,0.13362,0.16340
1987,Rural regions,West,Apprentice/ Trainee/ Intern,0.06581,214,2192,0.05543,0.07619
1987,Rural regions,West,Not employed: Pensioner,0.19625,355,2192,0.17962,0.21288
1987,Rural regions,West,Not employed: registered unemployed,0.03223,104,2192,0.02483,0.03962
1987,Rural regions,West,Not employed: no further information,0.10397,302,2192,0.09119,0.11675
1988,Urban regions,West,Self-employed,0.03760,350,7892,0.03340,0.04180
1988,Urban regions,West,Blue-collar worker,0.16250,2141,7892,0.15436,0.17064
1988,Urban regions,West,Civil servant,0.03856,307,7892,0.03431,0.04281
1988,Urban regions,West,White-collar worker,0.19716,1596,7892,0.18838,0.20594
1988,Urban regions,West,Apprentice/ Trainee/ Intern,0.07134,807,7892,0.06566,0.07702
1988,Urban regions,West,Not employed: Pensioner,0.19214,1116,7892,0.18345,0.20083
1988,Urban regions,West,Not employed: Military/Community Service,0.00461,40,7892,0.00311,0.00610
1988,Urban regions,West,Not employed: registered unemployed,0.02939,345,7892,0.02566,0.03312
1988,Urban regions,West,Not employed: no further information,0.10674,1190,7892,0.09993,0.11355
1988,Rural regions,West,Self-employed,0.06227,151,2045,0.05179,0.07274
1988,Rural regions,West,Blue-collar worker,0.15678,514,2045,0.14102,0.17254
1988,Rural regions,West,Civil servant,0.04114,103,2045,0.03253,0.04975
1988,Rural regions,West,White-collar worker,0.14084,353,2045,0.12576,0.15592
1988,Rural regions,West,Apprentice/ Trainee/ Intern,0.06150,186,2045,0.05108,0.07191
1988,Rural regions,West,Not employed: Pensioner,0.20039,341,2045,0.18303,0.21774
1988,Rural regions,West,Not employed: registered unemployed,0.04031,112,2045,0.03179,0.04884
1988,Rural regions,West,Not employed: no further information,0.10317,285,2045,0.08999,0.11636
1989,Urban regions,West,Self-employed,0.03659,329,7684,0.03239,0.04079
1989,Urban regions,West,Blue-collar worker,0.16086,2094,7684,0.15264,0.16907
1989,Urban regions,West,Civil servant,0.03636,284,7684,0.03217,0.04054
1989,Urban regions,West,White-collar worker,0.20774,1655,7684,0.19867,0.21681
1989,Urban regions,West,Apprentice/ Trainee/ Intern,0.07222,751,7684,0.06643,0.07800
1989,Urban regions,West,Not employed: Pensioner,0.19439,1114,7684,0.18554,0.20324
1989,Urban regions,West,Not employed: Military/Community Service,0.00371,37,7684,0.00235,0.00507
1989,Urban regions,West,Not employed: registered unemployed,0.02224,246,7684,0.01895,0.02554
1989,Urban regions,West,Not employed: no further information,0.10676,1174,7684,0.09985,0.11366
1989,Rural regions,West,Self-employed,0.05412,130,1947,0.04407,0.06418
1989,Rural regions,West,Blue-collar worker,0.16076,499,1947,0.14444,0.17708
1989,Rural regions,West,Civil servant,0.04379,100,1947,0.03469,0.05288
1989,Rural regions,West,White-collar worker,0.15123,364,1947,0.13531,0.16715
1989,Rural regions,West,Apprentice/ Trainee/ Intern,0.06186,175,1947,0.05116,0.07256
1989,Rural regions,West,Not employed: Pensioner,0.20312,328,1947,0.18525,0.22100
1989,Rural regions,West,Not employed: registered unemployed,0.03053,78,1947,0.02289,0.03817
1989,Rural regions,West,Not employed: no further information,0.10446,273,1947,0.09087,0.11805
1990,Urban regions,West,Self-employed,0.03890,339,7485,0.03452,0.04328
1990,Urban regions,West,Blue-collar worker,0.16259,2038,7485,0.15423,0.17095
1990,Urban regions,West,Civil servant,0.03806,282,7485,0.03372,0.04239
1990,Urban regions,West,White-collar worker,0.20583,1594,7485,0.19667,0.21499
1990,Urban regions,West,Apprentice/ Trainee/ Intern,0.06947,704,7485,0.06371,0.07523
1990,Urban regions,West,Not employed: Pensioner,0.18973,1145,7485,0.18085,0.19862
1990,Urban regions,West,Not employed: Military/Community Service,0.00439,42,7485,0.00289,0.00588
1990,Urban regions,West,Not employed: registered unemployed,0.02160,247,7485,0.01831,0.02490
1990,Urban regions,West,Not employed: no further information,0.10341,1094,7485,0.09651,0.11031
1990,Urban regions,East,Self-employed,0.01655,31,1448,0.00998,0.02313
1990,Urban regions,East,Blue-collar worker,0.22130,450,1448,0.19991,0.24269
1990,Urban regions,East,White-collar worker,0.30091,620,1448,0.27728,0.32454
1990,Urban regions,East,Apprentice/ Trainee/ Intern,0.04005,79,1448,0.02994,0.05015
1990,Urban regions,East,Not employed: Pensioner,0.15510,199,1448,0.13645,0.17375
1990,Urban regions,East,Not employed: no further information,0.03420,69,1448,0.02483,0.04356
1990,Rural regions,West,Self-employed,0.04954,115,1938,0.03988,0.05921
1990,Rural regions,West,Blue-collar worker,0.16935,511,1938,0.15265,0.18605
1990,Rural regions,West,Civil servant,0.04280,95,1938,0.03379,0.05181
1990,Rural regions,West,White-collar worker,0.16931,399,1938,0.15261,0.18602
1990,Rural regions,West,Apprentice/ Trainee/ Intern,0.06092,163,1938,0.05027,0.07157
1990,Rural regions,West,Not employed: Pensioner,0.19945,334,1938,0.18165,0.21724
1990,Rural regions,West,Not employed: registered unemployed,0.02810,69,1938,0.02074,0.03546
1990,Rural regions,West,Not employed: no further information,0.09741,252,1938,0.08421,0.11062
1990,Rural regions,East,Self-employed,0.02064,77,2843,0.01541,0.02587
1990,Rural regions,East,Blue-collar worker,0.27715,1075,2843,0.26070,0.29361
1990,Rural regions,East,White-collar worker,0.23275,947,2843,0.21721,0.24828
1990,Rural regions,East,Apprentice/ Trainee/ Intern,0.04281,184,2843,0.03537,0.05026
1990,Rural regions,East,Not employed: Pensioner,0.16824,424,2843,0.15448,0.18199
1990,Rural regions,East,Not employed: no further information,0.03572,136,2843,0.02890,0.04254
1991,Urban regions,West,Self-employed,0.03899,336,7403,0.03458,0.04340
1991,Urban regions,West,Blue-collar worker,0.16154,2030,7403,0.15315,0.16992
1991,Urban regions,West,Civil servant,0.03753,281,7403,0.03320,0.04186
1991,Urban regions,West,White-collar worker,0.21101,1664,7403,0.20171,0.22031
1991,Urban regions,West,Apprentice/ Trainee/ Intern,0.06402,689,7403,0.05844,0.06960
1991,Urban regions,West,Not employed: Pensioner,0.19621,1155,7403,0.18716,0.20525
1991,Urban regions,West,Not employed: registered unemployed,0.01959,222,7403,0.01644,0.02275
1991,Urban regions,West,Not employed: no further information,0.09695,1026,7403,0.09021,0.10369
1991,Urban regions,East,Self-employed,0.02332,40,1303,0.01512,0.03152
1991,Urban regions,East,Blue-collar worker,0.20353,353,1303,0.18166,0.22540
1991,Urban regions,East,White-collar worker,0.27132,497,1303,0.24717,0.29547
1991,Urban regions,East,Apprentice/ Trainee/ Intern,0.04372,79,1303,0.03261,0.05483
1991,Urban regions,East,Not employed: Pensioner,0.16726,197,1303,0.14699,0.18753
1991,Urban regions,East,Not employed: registered unemployed,0.05632,94,1303,0.04380,0.06885
1991,Urban regions,East,Not employed: no further information,0.02532,43,1303,0.01678,0.03385
1991,Rural regions,West,Self-employed,0.05143,124,1979,0.04170,0.06116
1991,Rural regions,West,Blue-collar worker,0.16579,508,1979,0.14940,0.18218
1991,Rural regions,West,Civil servant,0.04224,97,1979,0.03338,0.05111
1991,Rural regions,West,White-collar worker,0.16999,408,1979,0.15343,0.18654
1991,Rural regions,West,Apprentice/ Trainee/ Intern,0.06900,194,1979,0.05783,0.08017
1991,Rural regions,West,Not employed: Pensioner,0.19830,334,1979,0.18073,0.21587
1991,Rural regions,West,Not employed: registered unemployed,0.02051,56,1979,0.01426,0.02676
1991,Rural regions,West,Not employed: no further information,0.09478,258,1979,0.08187,0.10769
1991,Rural regions,East,Self-employed,0.02863,102,2687,0.02232,0.03493
1991,Rural regions,East,Blue-collar worker,0.24599,881,2687,0.22970,0.26227
1991,Rural regions,East,White-collar worker,0.19057,736,2687,0.17572,0.20543
1991,Rural regions,East,Apprentice/ Trainee/ Intern,0.03756,168,2687,0.03037,0.04475
1991,Rural regions,East,Not employed: Pensioner,0.20047,467,2687,0.18533,0.21561
1991,Rural regions,East,Not employed: registered unemployed,0.06768,235,2687,0.05818,0.07718
1991,Rural regions,East,Not employed: no further information,0.03085,98,2687,0.02431,0.03739
1992,Urban regions,West,Self-employed,0.04012,341,7315,0.03562,0.04462
1992,Urban regions,West,Blue-collar worker,0.15270,1896,7315,0.14446,0.16094
1992,Urban regions,West,Civil servant,0.03448,261,7315,0.03030,0.03867
1992,Urban regions,West,White-collar worker,0.21440,1699,7315,0.20500,0.22381
1992,Urban regions,West,Apprentice/ Trainee/ Intern,0.06366,675,7315,0.05806,0.06925
1992,Urban regions,West,Not employed: Pensioner,0.19764,1169,7315,0.18851,0.20676
1992,Urban regions,West,Not employed: registered unemployed,0.02542,272,7315,0.02181,0.02903
1992,Urban regions,West,Not employed: no further information,0.09734,1002,7315,0.09054,0.10413
1992,Urban regions,East,Self-employed,0.03198,47,1281,0.02234,0.04161
1992,Urban regions,East,Blue-collar worker,0.15903,280,1281,0.13899,0.17906
1992,Urban regions,East,White-collar worker,0.25048,447,1281,0.22675,0.27422
1992,Urban regions,East,Apprentice/ Trainee/ Intern,0.05101,103,1281,0.03895,0.06306
1992,Urban regions,East,Not employed: Pensioner,0.19080,230,1281,0.16927,0.21232
1992,Urban regions,East,Not employed: registered unemployed,0.10543,174,1281,0.08860,0.12225
1992,Rural regions,West,Self-employed,0.04864,112,1959,0.03911,0.05817
1992,Rural regions,West,Blue-collar worker,0.15801,488,1959,0.14186,0.17417
1992,Rural regions,West,Civil servant,0.04126,95,1959,0.03245,0.05007
1992,Rural regions,West,White-collar worker,0.17435,415,1959,0.15754,0.19115
1992,Rural regions,West,Apprentice/ Trainee/ Intern,0.06411,182,1959,0.05326,0.07496
1992,Rural regions,West,Not employed: Pensioner,0.20302,339,1959,0.18520,0.22083
1992,Rural regions,West,Not employed: registered unemployed,0.02036,61,1959,0.01411,0.02662
1992,Rural regions,West,Not employed: no further information,0.09968,267,1959,0.08641,0.11295
1992,Rural regions,East,Self-employed,0.02738,98,2523,0.02101,0.03374
1992,Rural regions,East,Blue-collar worker,0.19884,691,2523,0.18326,0.21442
1992,Rural regions,East,White-collar worker,0.17066,622,2523,0.15597,0.18534
1992,Rural regions,East,Apprentice/ Trainee/ Intern,0.05314,207,2523,0.04439,0.06190
1992,Rural regions,East,Not employed: Pensioner,0.23681,516,2523,0.22022,0.25340
1992,Rural regions,East,Not employed: registered unemployed,0.10879,337,2523,0.09664,0.12094
1992,Rural regions,East,Not employed: no further information,0.01528,52,2523,0.01049,0.02007
1993,Urban regions,West,Self-employed,0.04137,347,7259,0.03678,0.04595
1993,Urban regions,West,Blue-collar worker,0.15508,1836,7259,0.14675,0.16340
1993,Urban regions,West,Civil servant,0.03783,280,7259,0.03344,0.04222
1993,Urban regions,West,White-collar worker,0.20808,1678,7259,0.19874,0.21742
1993,Urban regions,West,Apprentice/ Trainee/ Intern,0.06229,653,7259,0.05673,0.06785
1993,Urban regions,West,Not employed: Pensioner,0.19635,1190,7259,0.18721,0.20549
1993,Urban regions,West,Not employed: registered unemployed,0.02994,312,7259,0.02602,0.03386
1993,Urban regions,West,Not employed: no further information,0.09247,963,7259,0.08581,0.09914
1993,Urban regions,East,Self-employed,0.03329,55,1272,0.02343,0.04315
1993,Urban regions,East,Blue-collar worker,0.15426,272,1272,0.13440,0.17412
1993,Urban regions,East,White-collar worker,0.23754,419,1272,0.21414,0.26094
1993,Urban regions,East,Apprentice/ Trainee/ Intern,0.06443,119,1272,0.05093,0.07793
1993,Urban regions,East,Not employed: Pensioner,0.19320,243,1272,0.17149,0.21491
1993,Urban regions,East,Not employed: registered unemployed,0.10124,164,1272,0.08465,0.11782
1993,Rural regions,West,Self-employed,0.05033,112,1964,0.04066,0.06000
1993,Rural regions,West,Blue-collar worker,0.15441,483,1964,0.13843,0.17040
1993,Rural regions,West,Civil servant,0.04144,94,1964,0.03262,0.05026
1993,Rural regions,West,White-collar worker,0.18008,427,1964,0.16308,0.19708
1993,Rural regions,West,Apprentice/ Trainee/ Intern,0.05713,160,1964,0.04687,0.06740
1993,Rural regions,West,Not employed: Pensioner,0.20647,338,1964,0.18857,0.22438
1993,Rural regions,West,Not employed: registered unemployed,0.02900,85,1964,0.02158,0.03642
1993,Rural regions,West,Not employed: no further information,0.09508,265,1964,0.08211,0.10806
1993,Rural regions,East,Self-employed,0.03095,108,2479,0.02413,0.03777
1993,Rural regions,East,Blue-collar worker,0.17932,622,2479,0.16421,0.19442
1993,Rural regions,East,White-collar worker,0.16039,582,2479,0.14594,0.17484
1993,Rural regions,East,Apprentice/ Trainee/ Intern,0.05814,223,2479,0.04893,0.06736
1993,Rural regions,East,Not employed: Pensioner,0.24225,539,2479,0.22538,0.25912
1993,Rural regions,East,Not employed: registered unemployed,0.11582,351,2479,0.10322,0.12842
1993,Rural regions,East,Not employed: no further information,0.01573,54,2479,0.01083,0.02063
1994,Urban regions,West,Self-employed,0.04161,344,7140,0.03698,0.04625
1994,Urban regions,West,Blue-collar worker,0.14171,1663,7140,0.13362,0.14980
1994,Urban regions,West,Civil servant,0.03763,280,7140,0.03322,0.04205
1994,Urban regions,West,White-collar worker,0.21181,1692,7140,0.20233,0.22129
1994,Urban regions,West,Apprentice/ Trainee/ Intern,0.05633,583,7140,0.05098,0.06168
1994,Urban regions,West,Not employed: Pensioner,0.20224,1206,7140,0.19292,0.21156
1994,Urban regions,West,Not employed: registered unemployed,0.03787,404,7140,0.03344,0.04229
1994,Urban regions,West,Not employed: no further information,0.09372,968,7140,0.08696,0.10048
1994,Urban regions,East,Self-employed,0.03394,56,1254,0.02391,0.04396
1994,Urban regions,East,Blue-collar worker,0.15431,260,1254,0.13431,0.17431
1994,Urban regions,East,White-collar worker,0.23979,421,1254,0.21615,0.26343
1994,Urban regions,East,Apprentice/ Trainee/ Intern,0.06108,118,1254,0.04782,0.07434
1994,Urban regions,East,Not employed: Pensioner,0.20133,245,1254,0.17912,0.22353
1994,Urban regions,East,Not employed: registered unemployed,0.09608,154,1254,0.07976,0.11239
1994,Rural regions,West,Self-employed,0.04685,114,1920,0.03740,0.05631
1994,Rural regions,West,Blue-collar worker,0.14755,439,1920,0.13168,0.16341
1994,Rural regions,West,Civil servant,0.04977,104,1920,0.04004,0.05950
1994,Rural regions,West,White-collar worker,0.16991,422,1920,0.15311,0.18672
1994,Rural regions,West,Apprentice/ Trainee/ Intern,0.05435,151,1920,0.04420,0.06449
1994,Rural regions,West,Not employed: Pensioner,0.19890,323,1920,0.18104,0.21676
