year,age_gr,quintil_oecd,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,17-29 y.,1st Quintile,Blue-collar worker,0.15780,161,766,0.13197,0.18363
1984,17-29 y.,1st Quintile,White-collar worker,0.09133,56,766,0.07091,0.11174
1984,17-29 y.,1st Quintile,Apprentice/ Trainee/ Intern,0.41478,275,766,0.37986,0.44969
1984,17-29 y.,1st Quintile,Not employed: registered unemployed,0.10477,74,766,0.08307,0.12648
1984,17-29 y.,1st Quintile,Not employed: no further information,0.19180,200,766,0.16390,0.21970
1984,17-29 y.,2nd Quintile,Blue-collar worker,0.18608,156,659,0.15635,0.21582
1984,17-29 y.,2nd Quintile,White-collar worker,0.15457,84,659,0.12695,0.18219
1984,17-29 y.,2nd Quintile,Apprentice/ Trainee/ Intern,0.41552,261,659,0.37787,0.45318
1984,17-29 y.,2nd Quintile,Not employed: registered unemployed,0.06560,43,659,0.04668,0.08452
1984,17-29 y.,2nd Quintile,Not employed: no further information,0.12994,115,659,0.10425,0.15563
1984,17-29 y.,3rd Quintile,Blue-collar worker,0.24648,180,621,0.21256,0.28041
1984,17-29 y.,3rd Quintile,White-collar worker,0.19839,116,621,0.16700,0.22978
1984,17-29 y.,3rd Quintile,Apprentice/ Trainee/ Intern,0.35061,224,621,0.31305,0.38817
1984,17-29 y.,3rd Quintile,Not employed: registered unemployed,0.05662,38,621,0.03843,0.07481
1984,17-29 y.,3rd Quintile,Not employed: no further information,0.08274,63,621,0.06105,0.10442
1984,17-29 y.,4th Quintile,Blue-collar worker,0.27719,232,674,0.24337,0.31101
1984,17-29 y.,4th Quintile,Civil servant,0.06107,39,674,0.04298,0.07917
1984,17-29 y.,4th Quintile,White-collar worker,0.24023,159,674,0.20796,0.27251
1984,17-29 y.,4th Quintile,Apprentice/ Trainee/ Intern,0.31171,212,674,0.27672,0.34671
1984,17-29 y.,4th Quintile,Not employed: no further information,0.03855,32,674,0.02401,0.05310
1984,17-29 y.,5th Quintile,Blue-collar worker,0.20054,132,485,0.16487,0.23621
1984,17-29 y.,5th Quintile,Civil servant,0.07349,39,485,0.05024,0.09674
1984,17-29 y.,5th Quintile,White-collar worker,0.35111,187,485,0.30858,0.39363
1984,17-29 y.,5th Quintile,Apprentice/ Trainee/ Intern,0.24930,127,485,0.21076,0.28784
1984,30-45 y.,1st Quintile,Blue-collar worker,0.29055,294,722,0.25741,0.32369
1984,30-45 y.,1st Quintile,White-collar worker,0.11671,60,722,0.09328,0.14015
1984,30-45 y.,1st Quintile,Not employed: registered unemployed,0.08967,58,722,0.06881,0.11052
1984,30-45 y.,1st Quintile,Not employed: no further information,0.38404,310,722,0.34854,0.41955
1984,30-45 y.,2nd Quintile,Self-employed,0.04265,32,717,0.02785,0.05745
1984,30-45 y.,2nd Quintile,Blue-collar worker,0.36110,344,717,0.32592,0.39628
1984,30-45 y.,2nd Quintile,White-collar worker,0.24179,135,717,0.21043,0.27315
1984,30-45 y.,2nd Quintile,Not employed: no further information,0.25864,206,717,0.22657,0.29072
1984,30-45 y.,3rd Quintile,Self-employed,0.05232,39,735,0.03621,0.06843
1984,30-45 y.,3rd Quintile,Blue-collar worker,0.31099,307,735,0.27750,0.34447
1984,30-45 y.,3rd Quintile,Civil servant,0.07875,48,735,0.05926,0.09824
1984,30-45 y.,3rd Quintile,White-collar worker,0.31101,196,735,0.27752,0.34450
1984,30-45 y.,3rd Quintile,Not employed: no further information,0.21310,145,735,0.18347,0.24272
1984,30-45 y.,4th Quintile,Self-employed,0.08226,58,752,0.06261,0.10191
1984,30-45 y.,4th Quintile,Blue-collar worker,0.26129,298,752,0.22987,0.29271
1984,30-45 y.,4th Quintile,Civil servant,0.08277,51,752,0.06306,0.10247
1984,30-45 y.,4th Quintile,White-collar worker,0.39746,250,752,0.36246,0.43246
1984,30-45 y.,4th Quintile,Not employed: no further information,0.13304,95,752,0.10875,0.15733
1984,30-45 y.,5th Quintile,Self-employed,0.13583,110,775,0.11169,0.15997
1984,30-45 y.,5th Quintile,Blue-collar worker,0.13009,154,775,0.10639,0.15379
1984,30-45 y.,5th Quintile,Civil servant,0.16197,109,775,0.13601,0.18792
1984,30-45 y.,5th Quintile,White-collar worker,0.46530,328,775,0.43016,0.50044
1984,30-45 y.,5th Quintile,Not employed: no further information,0.09539,74,775,0.07470,0.11609
1984,46-65 y.,1st Quintile,Blue-collar worker,0.18391,158,505,0.15008,0.21773
1984,46-65 y.,1st Quintile,Not employed: Pensioner,0.35540,135,505,0.31362,0.39719
1984,46-65 y.,1st Quintile,Not employed: registered unemployed,0.05702,45,505,0.03678,0.07727
1984,46-65 y.,1st Quintile,Not employed: no further information,0.28910,167,505,0.24952,0.32868
1984,46-65 y.,2nd Quintile,Blue-collar worker,0.28406,233,592,0.24770,0.32042
1984,46-65 y.,2nd Quintile,White-collar worker,0.12118,66,592,0.09487,0.14749
1984,46-65 y.,2nd Quintile,Not employed: Pensioner,0.25088,126,592,0.21593,0.28584
1984,46-65 y.,2nd Quintile,Not employed: no further information,0.26110,167,592,0.22569,0.29652
1984,46-65 y.,3rd Quintile,Blue-collar worker,0.29690,275,642,0.26153,0.33227
1984,46-65 y.,3rd Quintile,White-collar worker,0.16552,97,642,0.13675,0.19430
1984,46-65 y.,3rd Quintile,Not employed: Pensioner,0.21850,125,642,0.18651,0.25049
1984,46-65 y.,3rd Quintile,Not employed: no further information,0.22733,145,642,0.19488,0.25977
1984,46-65 y.,4th Quintile,Self-employed,0.06643,45,746,0.04855,0.08431
1984,46-65 y.,4th Quintile,Blue-collar worker,0.23801,248,746,0.20743,0.26859
1984,46-65 y.,4th Quintile,Civil servant,0.04784,32,746,0.03251,0.06316
1984,46-65 y.,4th Quintile,White-collar worker,0.23017,155,746,0.19994,0.26039
1984,46-65 y.,4th Quintile,Not employed: Pensioner,0.20042,124,746,0.17167,0.22916
1984,46-65 y.,4th Quintile,Not employed: no further information,0.19455,142,746,0.16613,0.22298
1984,46-65 y.,5th Quintile,Self-employed,0.15210,129,868,0.12819,0.17600
1984,46-65 y.,5th Quintile,Blue-collar worker,0.15132,183,868,0.12746,0.17517
1984,46-65 y.,5th Quintile,Civil servant,0.09326,75,868,0.07390,0.11261
1984,46-65 y.,5th Quintile,White-collar worker,0.32213,263,868,0.29103,0.35324
1984,46-65 y.,5th Quintile,Not employed: Pensioner,0.14554,109,868,0.12206,0.16901
1984,46-65 y.,5th Quintile,Not employed: no further information,0.12621,109,868,0.10410,0.14831
1984,66 and older,1st Quintile,Not employed: Pensioner,0.86719,296,335,0.83079,0.90359
1984,66 and older,1st Quintile,Not employed: no further information,0.09223,39,335,0.06120,0.12326
1984,66 and older,2nd Quintile,Not employed: Pensioner,0.90888,247,247,0.87292,0.94484
1984,66 and older,3rd Quintile,Not employed: Pensioner,0.93296,220,220,0.89984,0.96608
1984,66 and older,4th Quintile,Not employed: Pensioner,0.87715,178,178,0.82879,0.92551
1984,66 and older,5th Quintile,Not employed: Pensioner,0.88290,167,167,0.83399,0.93181
1985,17-29 y.,1st Quintile,Blue-collar worker,0.17239,166,748,0.14530,0.19947
1985,17-29 y.,1st Quintile,White-collar worker,0.10340,59,748,0.08156,0.12523
1985,17-29 y.,1st Quintile,Apprentice/ Trainee/ Intern,0.41379,279,748,0.37847,0.44911
1985,17-29 y.,1st Quintile,Not employed: registered unemployed,0.12663,89,748,0.10278,0.15048
1985,17-29 y.,1st Quintile,Not employed: no further information,0.13575,155,748,0.11119,0.16031
1985,17-29 y.,2nd Quintile,Blue-collar worker,0.18689,137,550,0.15428,0.21950
1985,17-29 y.,2nd Quintile,White-collar worker,0.15770,70,550,0.12721,0.18818
1985,17-29 y.,2nd Quintile,Apprentice/ Trainee/ Intern,0.40100,219,550,0.36000,0.44200
1985,17-29 y.,2nd Quintile,Not employed: registered unemployed,0.07346,41,550,0.05164,0.09529
1985,17-29 y.,2nd Quintile,Not employed: no further information,0.11745,83,550,0.09052,0.14438
1985,17-29 y.,3rd Quintile,Blue-collar worker,0.23974,193,608,0.20578,0.27370
1985,17-29 y.,3rd Quintile,White-collar worker,0.19905,104,608,0.16728,0.23081
1985,17-29 y.,3rd Quintile,Apprentice/ Trainee/ Intern,0.40289,239,608,0.36387,0.44190
1985,17-29 y.,3rd Quintile,Not employed: registered unemployed,0.03948,31,608,0.02399,0.05497
1985,17-29 y.,3rd Quintile,Not employed: no further information,0.05239,41,608,0.03466,0.07011
1985,17-29 y.,4th Quintile,Blue-collar worker,0.26392,178,557,0.22728,0.30055
1985,17-29 y.,4th Quintile,Civil servant,0.07196,40,557,0.05048,0.09344
1985,17-29 y.,4th Quintile,White-collar worker,0.25733,151,557,0.22099,0.29367
1985,17-29 y.,4th Quintile,Apprentice/ Trainee/ Intern,0.30573,188,557,0.26744,0.34403
1985,17-29 y.,5th Quintile,Blue-collar worker,0.23190,126,424,0.19168,0.27212
1985,17-29 y.,5th Quintile,White-collar worker,0.32140,155,424,0.27689,0.36590
1985,17-29 y.,5th Quintile,Apprentice/ Trainee/ Intern,0.30663,143,424,0.26269,0.35057
1985,30-45 y.,1st Quintile,Blue-collar worker,0.30750,264,649,0.27196,0.34303
1985,30-45 y.,1st Quintile,White-collar worker,0.16752,76,649,0.13876,0.19627
1985,30-45 y.,1st Quintile,Not employed: registered unemployed,0.13699,75,649,0.11052,0.16346
1985,30-45 y.,1st Quintile,Not employed: no further information,0.30589,234,649,0.27042,0.34137
1985,30-45 y.,2nd Quintile,Self-employed,0.05656,35,706,0.03951,0.07362
1985,30-45 y.,2nd Quintile,Blue-collar worker,0.32892,306,706,0.29424,0.36360
1985,30-45 y.,2nd Quintile,White-collar worker,0.22552,128,706,0.19467,0.25637
1985,30-45 y.,2nd Quintile,Not employed: registered unemployed,0.05312,41,706,0.03656,0.06967
1985,30-45 y.,2nd Quintile,Not employed: no further information,0.25093,196,706,0.21892,0.28293
1985,30-45 y.,3rd Quintile,Blue-collar worker,0.28737,252,584,0.25063,0.32410
1985,30-45 y.,3rd Quintile,Civil servant,0.07279,38,584,0.05170,0.09387
1985,30-45 y.,3rd Quintile,White-collar worker,0.32952,172,584,0.29137,0.36768
1985,30-45 y.,3rd Quintile,Not employed: no further information,0.21004,122,584,0.17698,0.24311
1985,30-45 y.,4th Quintile,Self-employed,0.06370,44,656,0.04499,0.08240
1985,30-45 y.,4th Quintile,Blue-collar worker,0.24656,226,656,0.21356,0.27957
1985,30-45 y.,4th Quintile,Civil servant,0.09231,55,656,0.07014,0.11447
1985,30-45 y.,4th Quintile,White-collar worker,0.44311,256,656,0.40507,0.48116
1985,30-45 y.,4th Quintile,Not employed: no further information,0.11566,75,656,0.09117,0.14016
1985,30-45 y.,5th Quintile,Self-employed,0.13691,103,689,0.11123,0.16260
1985,30-45 y.,5th Quintile,Blue-collar worker,0.13241,121,689,0.10709,0.15774
1985,30-45 y.,5th Quintile,Civil servant,0.15384,100,689,0.12688,0.18080
1985,30-45 y.,5th Quintile,White-collar worker,0.46230,307,689,0.42504,0.49955
1985,30-45 y.,5th Quintile,Not employed: no further information,0.08339,58,689,0.06273,0.10405
1985,46-65 y.,1st Quintile,Blue-collar worker,0.15931,142,504,0.12732,0.19129
1985,46-65 y.,1st Quintile,White-collar worker,0.07559,34,504,0.05249,0.09870
1985,46-65 y.,1st Quintile,Not employed: Pensioner,0.34820,131,504,0.30657,0.38984
1985,46-65 y.,1st Quintile,Not employed: registered unemployed,0.09735,54,504,0.07144,0.12326
1985,46-65 y.,1st Quintile,Not employed: no further information,0.24880,143,504,0.21101,0.28658
1985,46-65 y.,2nd Quintile,Blue-collar worker,0.25880,183,529,0.22144,0.29616
1985,46-65 y.,2nd Quintile,White-collar worker,0.10728,57,529,0.08089,0.13368
1985,46-65 y.,2nd Quintile,Not employed: Pensioner,0.26741,114,529,0.22966,0.30516
1985,46-65 y.,2nd Quintile,Not employed: registered unemployed,0.04518,31,529,0.02746,0.06289
1985,46-65 y.,2nd Quintile,Not employed: no further information,0.25812,144,529,0.22079,0.29545
1985,46-65 y.,3rd Quintile,Blue-collar worker,0.28314,258,615,0.24751,0.31878
1985,46-65 y.,3rd Quintile,White-collar worker,0.16206,102,615,0.13292,0.19121
1985,46-65 y.,3rd Quintile,Not employed: Pensioner,0.24049,131,615,0.20668,0.27429
1985,46-65 y.,3rd Quintile,Not employed: no further information,0.18439,124,615,0.15371,0.21506
1985,46-65 y.,4th Quintile,Self-employed,0.07404,47,661,0.05406,0.09401
1985,46-65 y.,4th Quintile,Blue-collar worker,0.25187,230,661,0.21875,0.28498
1985,46-65 y.,4th Quintile,White-collar worker,0.26284,161,661,0.22926,0.29643
1985,46-65 y.,4th Quintile,Not employed: Pensioner,0.16403,96,661,0.13578,0.19228
1985,46-65 y.,4th Quintile,Not employed: no further information,0.18325,127,661,0.15374,0.21277
1985,46-65 y.,5th Quintile,Self-employed,0.12879,102,787,0.10538,0.15221
1985,46-65 y.,5th Quintile,Blue-collar worker,0.13729,149,787,0.11323,0.16135
1985,46-65 y.,5th Quintile,Civil servant,0.10925,79,787,0.08744,0.13106
1985,46-65 y.,5th Quintile,White-collar worker,0.33289,248,787,0.29994,0.36583
1985,46-65 y.,5th Quintile,Not employed: Pensioner,0.16517,115,787,0.13921,0.19113
