year,regtyp,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Urban regions,Self-employed,0.03894,393,8640,0.03486,0.04302
1985,Urban regions,Blue-collar worker,0.16242,2396,8640,0.15464,0.17020
1985,Urban regions,Civil servant,0.03818,343,8640,0.03414,0.04222
1985,Urban regions,White-collar worker,0.18413,1692,8640,0.17596,0.19230
1985,Urban regions,Apprentice/ Trainee/ Intern,0.08037,871,8640,0.07464,0.08611
1985,Urban regions,Not employed: Pensioner,0.19050,1204,8640,0.18222,0.19878
1985,Urban regions,Not employed: registered unemployed,0.03071,380,8640,0.02707,0.03435
1985,Urban regions,Not employed: no further information,0.11322,1361,8640,0.10654,0.11990
1985,Rural regions,Self-employed,0.05767,163,2326,0.04820,0.06715
1985,Rural regions,Blue-collar worker,0.14907,545,2326,0.13459,0.16355
1985,Rural regions,Civil servant,0.04310,124,2326,0.03485,0.05136
1985,Rural regions,White-collar worker,0.13612,393,2326,0.12218,0.15006
1985,Rural regions,Apprentice/ Trainee/ Intern,0.07898,226,2326,0.06802,0.08994
1985,Rural regions,Not employed: Pensioner,0.20459,399,2326,0.18820,0.22099
1985,Rural regions,Not employed: registered unemployed,0.03951,123,2326,0.03159,0.04742
1985,Rural regions,Not employed: no further information,0.11193,353,2326,0.09912,0.12475
1986,Urban regions,Self-employed,0.03838,375,8336,0.03426,0.04251
1986,Urban regions,Blue-collar worker,0.16370,2318,8336,0.15575,0.17164
1986,Urban regions,Civil servant,0.03736,326,8336,0.03329,0.04143
1986,Urban regions,White-collar worker,0.18344,1616,8336,0.17513,0.19175
1986,Urban regions,Apprentice/ Trainee/ Intern,0.07879,879,8336,0.07301,0.08458
1986,Urban regions,Not employed: Pensioner,0.19434,1159,8336,0.18585,0.20284
1986,Urban regions,Not employed: Military/Community Service,0.00391,33,8336,0.00257,0.00525
1986,Urban regions,Not employed: registered unemployed,0.02832,351,8336,0.02476,0.03188
1986,Urban regions,Not employed: no further information,0.11287,1279,8336,0.10607,0.11966
1986,Rural regions,Self-employed,0.05991,158,2212,0.05001,0.06980
1986,Rural regions,Blue-collar worker,0.15132,529,2212,0.13639,0.16626
1986,Rural regions,Civil servant,0.04365,121,2212,0.03513,0.05217
1986,Rural regions,White-collar worker,0.13974,381,2212,0.12529,0.15419
1986,Rural regions,Apprentice/ Trainee/ Intern,0.07350,215,2212,0.06262,0.08437
1986,Rural regions,Not employed: Pensioner,0.19822,364,2212,0.18160,0.21484
1986,Rural regions,Not employed: registered unemployed,0.03791,110,2212,0.02995,0.04587
1986,Rural regions,Not employed: no further information,0.11073,334,2212,0.09765,0.12381
1987,Urban regions,Self-employed,0.03864,372,8227,0.03448,0.04281
1987,Urban regions,Blue-collar worker,0.16949,2289,8227,0.16138,0.17760
1987,Urban regions,Civil servant,0.03777,327,8227,0.03365,0.04189
1987,Urban regions,White-collar worker,0.18418,1591,8227,0.17580,0.19256
1987,Urban regions,Apprentice/ Trainee/ Intern,0.07185,869,8227,0.06627,0.07743
1987,Urban regions,Not employed: Pensioner,0.19179,1140,8227,0.18328,0.20030
1987,Urban regions,Not employed: Military/Community Service,0.00522,42,8227,0.00366,0.00678
1987,Urban regions,Not employed: registered unemployed,0.03041,367,8227,0.02670,0.03412
1987,Urban regions,Not employed: no further information,0.11047,1230,8227,0.10370,0.11725
1987,Rural regions,Self-employed,0.06133,160,2192,0.05129,0.07138
1987,Rural regions,Blue-collar worker,0.15785,541,2192,0.14258,0.17312
1987,Rural regions,Civil servant,0.04398,116,2192,0.03539,0.05256
1987,Rural regions,White-collar worker,0.14851,400,2192,0.13362,0.16340
1987,Rural regions,Apprentice/ Trainee/ Intern,0.06581,214,2192,0.05543,0.07619
1987,Rural regions,Not employed: Pensioner,0.19625,355,2192,0.17962,0.21288
1987,Rural regions,Not employed: registered unemployed,0.03223,104,2192,0.02483,0.03962
1987,Rural regions,Not employed: no further information,0.10397,302,2192,0.09119,0.11675
1988,Urban regions,Self-employed,0.03760,350,7892,0.03340,0.04180
1988,Urban regions,Blue-collar worker,0.16250,2141,7892,0.15436,0.17064
1988,Urban regions,Civil servant,0.03856,307,7892,0.03431,0.04281
1988,Urban regions,White-collar worker,0.19716,1596,7892,0.18838,0.20594
1988,Urban regions,Apprentice/ Trainee/ Intern,0.07134,807,7892,0.06566,0.07702
1988,Urban regions,Not employed: Pensioner,0.19214,1116,7892,0.18345,0.20083
1988,Urban regions,Not employed: Military/Community Service,0.00461,40,7892,0.00311,0.00610
1988,Urban regions,Not employed: registered unemployed,0.02939,345,7892,0.02566,0.03312
1988,Urban regions,Not employed: no further information,0.10674,1190,7892,0.09993,0.11355
1988,Rural regions,Self-employed,0.06227,151,2045,0.05179,0.07274
1988,Rural regions,Blue-collar worker,0.15678,514,2045,0.14102,0.17254
1988,Rural regions,Civil servant,0.04114,103,2045,0.03253,0.04975
1988,Rural regions,White-collar worker,0.14084,353,2045,0.12576,0.15592
1988,Rural regions,Apprentice/ Trainee/ Intern,0.06150,186,2045,0.05108,0.07191
1988,Rural regions,Not employed: Pensioner,0.20039,341,2045,0.18303,0.21774
1988,Rural regions,Not employed: registered unemployed,0.04031,112,2045,0.03179,0.04884
1988,Rural regions,Not employed: no further information,0.10317,285,2045,0.08999,0.11636
1989,Urban regions,Self-employed,0.03659,329,7684,0.03239,0.04079
1989,Urban regions,Blue-collar worker,0.16086,2094,7684,0.15264,0.16907
1989,Urban regions,Civil servant,0.03636,284,7684,0.03217,0.04054
1989,Urban regions,White-collar worker,0.20774,1655,7684,0.19867,0.21681
