"year","bildungsniveau","regtyp","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lowerconfidence_mean","upperconfidence_mean","minimum","maximum","lowerconfidence_median","upperconfidence_median"
"2005","(Fach-)Abitur","Laendlicher Raum","3.14","2.5","549","1","2","4","5","7","3.01","3.27","1","7","3","3"
"2005","(Fach-)Abitur","Staedtischer Raum","3.13","2.5","1735","1","2","4","5","7","3.05","3.21","1","7","3","3"
"2005","(noch) kein Abschluss","Laendlicher Raum","3.09","2.5","258","1","1","4","6","7","2.88","3.3","1","7","3","3"
"2005","(noch) kein Abschluss","Staedtischer Raum","3.37","2.5","636","1","2","5","6","7","3.23","3.51","1","7","3","3"
"2005","AkademikerIn","Laendlicher Raum","2.99","2.5","1218","1","2","4","5","7","2.9","3.08","1","7","3","3"
"2005","AkademikerIn","Staedtischer Raum","2.96","2.5","2930","1","2","4","5","7","2.9","3.02","1","7","3","3"
"2005","Hauptschule","Laendlicher Raum","3.24","2.5","2598","1","2","4","6","7","3.17","3.31","1","7","3","3"
"2005","Hauptschule","Staedtischer Raum","3.21","2.5","4895","1","2","4","6","7","3.16","3.26","1","7","3","3"
"2005","Realschule","Laendlicher Raum","3.42","2.5","2178","1","2","4","6","7","3.35","3.49","1","7","3","4"
"2005","Realschule","Staedtischer Raum","3.23","2.5","3176","1","2","4","6","7","3.17","3.29","1","7","3","3"
"2006","(Fach-)Abitur","Laendlicher Raum","","","","","","","","","","","","","",""
"2006","(Fach-)Abitur","Staedtischer Raum","","","","","","","","","","","","","",""
"2006","(noch) kein Abschluss","Laendlicher Raum","","","","","","","","","","","","","",""
"2006","(noch) kein Abschluss","Staedtischer Raum","","","","","","","","","","","","","",""
"2006","AkademikerIn","Laendlicher Raum","","","","","","","","","","","","","",""
"2006","AkademikerIn","Staedtischer Raum","","","","","","","","","","","","","",""
"2006","Hauptschule","Laendlicher Raum","","","","","","","","","","","","","",""
"2006","Hauptschule","Staedtischer Raum","","","","","","","","","","","","","",""
"2006","Realschule","Laendlicher Raum","","","","","","","","","","","","","",""
"2006","Realschule","Staedtischer Raum","","","","","","","","","","","","","",""
"2007","(Fach-)Abitur","Laendlicher Raum","","","","","","","","","","","","","",""
"2007","(Fach-)Abitur","Staedtischer Raum","","","","","","","","","","","","","",""
"2007","(noch) kein Abschluss","Laendlicher Raum","","","","","","","","","","","","","",""
"2007","(noch) kein Abschluss","Staedtischer Raum","","","","","","","","","","","","","",""
"2007","AkademikerIn","Laendlicher Raum","","","","","","","","","","","","","",""
"2007","AkademikerIn","Staedtischer Raum","","","","","","","","","","","","","",""
"2007","Hauptschule","Laendlicher Raum","","","","","","","","","","","","","",""
"2007","Hauptschule","Staedtischer Raum","","","","","","","","","","","","","",""
"2007","Realschule","Laendlicher Raum","","","","","","","","","","","","","",""
"2007","Realschule","Staedtischer Raum","","","","","","","","","","","","","",""
"2008","(Fach-)Abitur","Laendlicher Raum","","","","","","","","","","","","","",""
"2008","(Fach-)Abitur","Staedtischer Raum","","","","","","","","","","","","","",""
"2008","(noch) kein Abschluss","Laendlicher Raum","","","","","","","","","","","","","",""
"2008","(noch) kein Abschluss","Staedtischer Raum","","","","","","","","","","","","","",""
"2008","AkademikerIn","Laendlicher Raum","","","","","","","","","","","","","",""
"2008","AkademikerIn","Staedtischer Raum","","","","","","","","","","","","","",""
"2008","Hauptschule","Laendlicher Raum","","","","","","","","","","","","","",""
"2008","Hauptschule","Staedtischer Raum","","","","","","","","","","","","","",""
"2008","Realschule","Laendlicher Raum","","","","","","","","","","","","","",""
"2008","Realschule","Staedtischer Raum","","","","","","","","","","","","","",""
"2009","(Fach-)Abitur","Laendlicher Raum","","","","","","","","","","","","","",""
"2009","(Fach-)Abitur","Staedtischer Raum","","","","","","","","","","","","","",""
"2009","(noch) kein Abschluss","Laendlicher Raum","","","","","","","","","","","","","",""
"2009","(noch) kein Abschluss","Staedtischer Raum","","","","","","","","","","","","","",""
"2009","AkademikerIn","Laendlicher Raum","","","","","","","","","","","","","",""
"2009","AkademikerIn","Staedtischer Raum","","","","","","","","","","","","","",""
"2009","Hauptschule","Laendlicher Raum","","","","","","","","","","","","","",""
"2009","Hauptschule","Staedtischer Raum","","","","","","","","","","","","","",""
"2009","Realschule","Laendlicher Raum","","","","","","","","","","","","","",""
"2009","Realschule","Staedtischer Raum","","","","","","","","","","","","","",""
"2010","(Fach-)Abitur","Laendlicher Raum","3.06","2.5","484","1","2","4","5","7","2.93","3.19","1","7","3","3"
"2010","(Fach-)Abitur","Staedtischer Raum","3.17","2.5","1408","1","2","4","5","7","3.09","3.25","1","7","3","3"
"2010","(noch) kein Abschluss","Laendlicher Raum","3.18","2.5","107","1","2","4","5","7","2.84","3.52","1","7","2","3"
"2010","(noch) kein Abschluss","Staedtischer Raum","3.51","2.5","303","1","2","5","6","7","3.31","3.71","1","7","3","3"
"2010","AkademikerIn","Laendlicher Raum","3.11","2.5","1127","1","2","4","5","7","3.02","3.2","1","7","3","3"
"2010","AkademikerIn","Staedtischer Raum","2.98","2.5","2695","1","2","4","5","7","2.92","3.04","1","7","3","3"
"2010","Hauptschule","Laendlicher Raum","3.44","2.5","2023","1","2","5","6","7","3.36","3.52","1","7","3","3"
"2010","Hauptschule","Staedtischer Raum","3.21","2.5","3546","1","2","4","6","7","3.15","3.27","1","7","3","3"
"2010","Realschule","Laendlicher Raum","3.38","2.5","1872","1","2","5","6","7","3.3","3.46","1","7","3","3"
"2010","Realschule","Staedtischer Raum","3.28","2.5","2584","1","2","4","6","7","3.22","3.34","1","7","3","3"
"2011","(Fach-)Abitur","Laendlicher Raum","","","","","","","","","","","","","",""
"2011","(Fach-)Abitur","Staedtischer Raum","","","","","","","","","","","","","",""
"2011","(noch) kein Abschluss","Laendlicher Raum","","","","","","","","","","","","","",""
"2011","(noch) kein Abschluss","Staedtischer Raum","","","","","","","","","","","","","",""
"2011","AkademikerIn","Laendlicher Raum","","","","","","","","","","","","","",""
"2011","AkademikerIn","Staedtischer Raum","","","","","","","","","","","","","",""
"2011","Hauptschule","Laendlicher Raum","","","","","","","","","","","","","",""
"2011","Hauptschule","Staedtischer Raum","","","","","","","","","","","","","",""
"2011","Realschule","Laendlicher Raum","","","","","","","","","","","","","",""
"2011","Realschule","Staedtischer Raum","","","","","","","","","","","","","",""
"2012","(Fach-)Abitur","Laendlicher Raum","","","","","","","","","","","","","",""
"2012","(Fach-)Abitur","Staedtischer Raum","","","","","","","","","","","","","",""
"2012","(noch) kein Abschluss","Laendlicher Raum","","","","","","","","","","","","","",""
"2012","(noch) kein Abschluss","Staedtischer Raum","","","","","","","","","","","","","",""
"2012","AkademikerIn","Laendlicher Raum","","","","","","","","","","","","","",""
"2012","AkademikerIn","Staedtischer Raum","","","","","","","","","","","","","",""
"2012","Hauptschule","Laendlicher Raum","","","","","","","","","","","","","",""
"2012","Hauptschule","Staedtischer Raum","","","","","","","","","","","","","",""
"2012","Realschule","Laendlicher Raum","","","","","","","","","","","","","",""
"2012","Realschule","Staedtischer Raum","","","","","","","","","","","","","",""
"2013","(Fach-)Abitur","Laendlicher Raum","","","","","","","","","","","","","",""
"2013","(Fach-)Abitur","Staedtischer Raum","","","","","","","","","","","","","",""
"2013","(noch) kein Abschluss","Laendlicher Raum","","","","","","","","","","","","","",""
"2013","(noch) kein Abschluss","Staedtischer Raum","","","","","","","","","","","","","",""
"2013","AkademikerIn","Laendlicher Raum","","","","","","","","","","","","","",""
"2013","AkademikerIn","Staedtischer Raum","","","","","","","","","","","","","",""
"2013","Hauptschule","Laendlicher Raum","","","","","","","","","","","","","",""
"2013","Hauptschule","Staedtischer Raum","","","","","","","","","","","","","",""
"2013","Realschule","Laendlicher Raum","","","","","","","","","","","","","",""
"2013","Realschule","Staedtischer Raum","","","","","","","","","","","","","",""
"2014","(Fach-)Abitur","Laendlicher Raum","","","","","","","","","","","","","",""
"2014","(Fach-)Abitur","Staedtischer Raum","","","","","","","","","","","","","",""
"2014","(noch) kein Abschluss","Laendlicher Raum","","","","","","","","","","","","","",""
"2014","(noch) kein Abschluss","Staedtischer Raum","","","","","","","","","","","","","",""
"2014","AkademikerIn","Laendlicher Raum","","","","","","","","","","","","","",""
"2014","AkademikerIn","Staedtischer Raum","","","","","","","","","","","","","",""
"2014","Hauptschule","Laendlicher Raum","","","","","","","","","","","","","",""
"2014","Hauptschule","Staedtischer Raum","","","","","","","","","","","","","",""
"2014","Realschule","Laendlicher Raum","","","","","","","","","","","","","",""
"2014","Realschule","Staedtischer Raum","","","","","","","","","","","","","",""
"2015","(Fach-)Abitur","Laendlicher Raum","2.62","1.5","1092","1","1","3","5","7","2.53","2.71","1","7","2","2"
"2015","(Fach-)Abitur","Staedtischer Raum","2.69","1.5","3016","1","1","4","5","7","2.63","2.75","1","7","2","2"
"2015","(noch) kein Abschluss","Laendlicher Raum","3.11","2.5","290","1","2","4","6","7","2.9","3.32","1","7","2","3"
"2015","(noch) kein Abschluss","Staedtischer Raum","3.03","2.5","644","1","1","4","6","7","2.89","3.17","1","7","2","3"
"2015","AkademikerIn","Laendlicher Raum","2.67","1.5","1752","1","1","4","5","6","2.6","2.74","1","7","2","2"
"2015","AkademikerIn","Staedtischer Raum","2.6","1.5","4619","1","2","4","5","7","2.56","2.64","1","7","2","2"
"2015","Hauptschule","Laendlicher Raum","3","2.5","2974","1","1","4","6","7","2.94","3.06","1","7","2","3"
"2015","Hauptschule","Staedtischer Raum","2.94","1.5","4754","1","1","4","6","7","2.89","2.99","1","7","2","3"
"2015","Realschule","Laendlicher Raum","2.99","2.5","2858","1","2","4","5","7","2.93","3.05","1","7","3","3"
"2015","Realschule","Staedtischer Raum","2.89","1.5","3692","1","2","4","5","7","2.84","2.94","1","7","2","2"
"2016","(Fach-)Abitur","Laendlicher Raum","1.71","1","133","1","1","2","3","7","1.48","1.94","1","7","1","1"
"2016","(Fach-)Abitur","Staedtischer Raum","1.92","1","376","1","1","3","4","7","1.77","2.07","1","7","1","1"
"2016","(noch) kein Abschluss","Laendlicher Raum","2.58","1","307","1","1","5","6","7","2.35","2.81","1","7","1","1"
"2016","(noch) kein Abschluss","Staedtischer Raum","2.59","1.5","680","1","1","4","6","7","2.45","2.73","1","7","1","1"
"2016","AkademikerIn","Laendlicher Raum","2.11","1","168","1","1","3","6","7","1.89","2.33","1","7","1","1"
"2016","AkademikerIn","Staedtischer Raum","2.35","1","425","1","1","3","5","7","2.22","2.48","1","7","1","1"
"2016","Hauptschule","Laendlicher Raum","2.19","1.5","172","1","1","2","5","7","1.92","2.46","1","7","1","1"
"2016","Hauptschule","Staedtischer Raum","2.58","1.5","455","1","1","4","5","7","2.43","2.73","1","7","1","1"
"2016","Realschule","Laendlicher Raum","","","","","","","","","","","","","",""
"2016","Realschule","Staedtischer Raum","","","","","","","","","","","","","",""
"2017","(Fach-)Abitur","Laendlicher Raum","1.78","1","103","1","1","2","4","7","1.55","2.01","1","7","1","1"
"2017","(Fach-)Abitur","Staedtischer Raum","1.58","1","198","1","1","2","3","7","1.39","1.77","1","7","1","1"
"2017","(noch) kein Abschluss","Laendlicher Raum","1.47","1","233","1","1","1","2","7","1.26","1.68","1","7","1","1"
"2017","(noch) kein Abschluss","Staedtischer Raum","1.83","1","477","1","1","2","5","7","1.69","1.97","1","7","1","1"
"2017","AkademikerIn","Laendlicher Raum","1.73","1","84","1","1","2","4","7","1.49","1.97","1","7","1","1"
"2017","AkademikerIn","Staedtischer Raum","1.64","1","227","1","1","2","3","7","1.46","1.82","1","7","1","1"
"2017","Hauptschule","Laendlicher Raum","1.35","1","146","1","1","1","2","7","1.14","1.56","1","7","1","1"
"2017","Hauptschule","Staedtischer Raum","1.74","1","250","1","1","2","4","7","1.57","1.91","1","7","1","1"
"2017","Realschule","Laendlicher Raum","","","","","","","","","","","","","",""
"2017","Realschule","Staedtischer Raum","","","","","","","","","","","","","",""
"2018","(Fach-)Abitur","Laendlicher Raum","","","","","","","","","","","","","",""
"2018","(Fach-)Abitur","Staedtischer Raum","2.5","1","33","1","1","3","6","7","1.9","3.1","1","7","1","1"
"2018","(noch) kein Abschluss","Laendlicher Raum","1.95","1","57","1","1","2","5","7","1.47","2.43","1","7","1","1"
"2018","(noch) kein Abschluss","Staedtischer Raum","2.19","1","88","1","1","3","6","7","1.84","2.54","1","7","1","1"
"2018","AkademikerIn","Laendlicher Raum","","","","","","","","","","","","","",""
"2018","AkademikerIn","Staedtischer Raum","","","","","","","","","","","","","",""
"2018","Hauptschule","Laendlicher Raum","1.54","1","33","1","1","2","3","6","1.04","2.04","1","6","1","1"
"2018","Hauptschule","Staedtischer Raum","2.09","1","51","1","1","4","4","5","1.67","2.51","1","7","1","2"
"2018","Realschule","Laendlicher Raum","","","","","","","","","","","","","",""
"2018","Realschule","Staedtischer Raum","","","","","","","","","","","","","",""
"2019","(Fach-)Abitur","Laendlicher Raum","","","","","","","","","","","","","",""
"2019","(Fach-)Abitur","Staedtischer Raum","","","","","","","","","","","","","",""
"2019","(noch) kein Abschluss","Laendlicher Raum","1.63","1","58","1","1","2","3","7","1.28","1.98","1","7","1","1"
"2019","(noch) kein Abschluss","Staedtischer Raum","2.15","1","70","1","1","3","5","7","1.7","2.6","1","7","1","3"
"2019","AkademikerIn","Laendlicher Raum","","","","","","","","","","","","","",""
"2019","AkademikerIn","Staedtischer Raum","","","","","","","","","","","","","",""
"2019","Hauptschule","Laendlicher Raum","","","","","","","","","","","","","",""
"2019","Hauptschule","Staedtischer Raum","1.86","1.5","31","1","1","2","3","7","1.16","2.56","1","7","1","3"
"2019","Realschule","Laendlicher Raum","","","","","","","","","","","","","",""
"2019","Realschule","Staedtischer Raum","","","","","","","","","","","","","",""
"2020","(Fach-)Abitur","Laendlicher Raum","2.64","1.5","1299","1","2","4","5","7","2.56","2.72","1","7","2","2"
"2020","(Fach-)Abitur","Staedtischer Raum","2.49","1.5","3741","1","1","3","5","7","2.44","2.54","1","7","2","2"
"2020","(noch) kein Abschluss","Laendlicher Raum","2.97","2.5","603","1","1","4","5","7","2.83","3.11","1","7","1","2"
"2020","(noch) kein Abschluss","Staedtischer Raum","2.92","1.5","1641","1","1","4","6","7","2.84","3","1","7","1","2"
"2020","AkademikerIn","Laendlicher Raum","2.57","1.5","2035","1","2","3","5","7","2.51","2.63","1","7","2","2"
"2020","AkademikerIn","Staedtischer Raum","2.58","1.5","5721","1","2","3","5","6","2.54","2.62","1","7","2","2"
"2020","Hauptschule","Laendlicher Raum","2.98","2.5","2484","1","1","4","6","7","2.91","3.05","1","7","2","3"
"2020","Hauptschule","Staedtischer Raum","2.86","1.5","4224","1","1","4","5","7","2.81","2.91","1","7","2","2"
"2020","Realschule","Laendlicher Raum","2.82","1.5","2761","1","2","4","5","7","2.76","2.88","1","7","2","3"
"2020","Realschule","Staedtischer Raum","2.74","1.5","3487","1","1","4","5","7","2.69","2.79","1","7","2","2"
