year,pgisced97,quintil_oecd,plj0175,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,No answer / don't know,1st Quintile,Yes,0.85712,116,116,0.79316,0.92108
2012,No answer / don't know,2nd Quintile,Yes,0.87236,49,49,0.77796,0.96676
2012,No answer / don't know,3rd Quintile,Yes,0.88761,56,56,0.80414,0.97109
2012,No answer / don't know,4th Quintile,Yes,0.95768,52,52,0.90242,1.01293
2012,No answer / don't know,5th Quintile,Yes,0.86850,37,37,0.75811,0.97890
2012,Pre-primary Level,1st Quintile,Yes,0.72169,61,61,0.60829,0.83509
2012,Pre-primary Level,2nd Quintile,Yes,0.77829,78,78,0.68551,0.87107
2012,Pre-primary Level,3rd Quintile,Yes,0.89383,73,73,0.82268,0.96499
2012,Pre-primary Level,4th Quintile,Yes,0.85969,68,68,0.77653,0.94285
2012,Pre-primary Level,5th Quintile,Yes,0.91643,67,67,0.84967,0.98320
2012,Primary Level,1st Quintile,Yes,0.91440,129,129,0.86594,0.96287
2012,Lower Secondary Level,1st Quintile,Yes,0.89875,714,799,0.87782,0.91968
2012,Lower Secondary Level,1st Quintile,No,0.10125,85,799,0.08032,0.12218
2012,Lower Secondary Level,2nd Quintile,Yes,0.92278,453,500,0.89936,0.94620
2012,Lower Secondary Level,2nd Quintile,No,0.07722,47,500,0.05380,0.10064
2012,Lower Secondary Level,3rd Quintile,Yes,0.89447,342,379,0.86350,0.92545
2012,Lower Secondary Level,3rd Quintile,No,0.10553,37,379,0.07455,0.13650
2012,Lower Secondary Level,4th Quintile,Yes,0.91741,211,211,0.88018,0.95464
2012,Lower Secondary Level,5th Quintile,Yes,0.93999,101,101,0.89344,0.98654
2012,Upper Secondary Level,1st Quintile,Yes,0.94690,2308,2455,0.93802,0.95577
2012,Upper Secondary Level,1st Quintile,No,0.05310,147,2455,0.04423,0.06198
2012,Upper Secondary Level,2nd Quintile,Yes,0.93598,2386,2559,0.92650,0.94547
2012,Upper Secondary Level,2nd Quintile,No,0.06402,173,2559,0.05453,0.07350
2012,Upper Secondary Level,3rd Quintile,Yes,0.93202,2267,2411,0.92197,0.94207
2012,Upper Secondary Level,3rd Quintile,No,0.06798,144,2411,0.05793,0.07803
2012,Upper Secondary Level,4th Quintile,Yes,0.95874,2054,2159,0.95035,0.96713
2012,Upper Secondary Level,4th Quintile,No,0.04126,105,2159,0.03287,0.04965
2012,Upper Secondary Level,5th Quintile,Yes,0.92975,1525,1606,0.91725,0.94225
2012,Upper Secondary Level,5th Quintile,No,0.07025,81,1606,0.05775,0.08275
2012,Post-secondary Non-tertiary Level,1st Quintile,Yes,0.93196,202,202,0.89715,0.96677
2012,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.90898,229,229,0.87165,0.94632
2012,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.96318,314,314,0.94232,0.98405
2012,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.91556,333,333,0.88566,0.94547
2012,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.92140,286,286,0.89016,0.95264
2012,First Stage of Tertiary Education,1st Quintile,Yes,0.92528,130,130,0.87990,0.97065
2012,First Stage of Tertiary Education,2nd Quintile,Yes,0.95773,260,260,0.93322,0.98223
2012,First Stage of Tertiary Education,3rd Quintile,Yes,0.95810,335,335,0.93661,0.97959
2012,First Stage of Tertiary Education,4th Quintile,Yes,0.95087,374,374,0.92894,0.97281
2012,First Stage of Tertiary Education,5th Quintile,Yes,0.94728,361,361,0.92420,0.97037
2012,Second Stage of Tertiary Education,1st Quintile,Yes,0.90857,271,271,0.87419,0.94295
2012,Second Stage of Tertiary Education,2nd Quintile,Yes,0.94572,452,452,0.92481,0.96663
2012,Second Stage of Tertiary Education,3rd Quintile,Yes,0.90460,711,763,0.88374,0.92546
2012,Second Stage of Tertiary Education,3rd Quintile,No,0.09540,52,763,0.07454,0.11626
2012,Second Stage of Tertiary Education,4th Quintile,Yes,0.95098,1112,1174,0.93862,0.96334
2012,Second Stage of Tertiary Education,4th Quintile,No,0.04902,62,1174,0.03666,0.06138
2012,Second Stage of Tertiary Education,5th Quintile,Yes,0.95203,2297,2408,0.94349,0.96057
2012,Second Stage of Tertiary Education,5th Quintile,No,0.04797,111,2408,0.03943,0.05651
2013,No answer / don't know,1st Quintile,Yes,0.95440,142,142,0.91997,0.98883
