year,regtyp,plj0175,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,Urban regions,Yes,0.92795,13987,15097,0.92382,0.93207
2012,Urban regions,No,0.07205,1110,15097,0.06793,0.07618
2012,Rural regions,Yes,0.94551,8872,9357,0.94091,0.95011
2012,Rural regions,No,0.05449,485,9357,0.04989,0.05909
2013,Urban regions,Yes,0.91873,13434,15222,0.91439,0.92307
2013,Urban regions,No,0.08127,1788,15222,0.07693,0.08561
2013,Rural regions,Yes,0.95250,8398,8916,0.94808,0.95691
2013,Rural regions,No,0.04750,518,8916,0.04309,0.05192
2014,Urban regions,Yes,0.94792,12142,12994,0.94410,0.95174
2014,Urban regions,No,0.05208,852,12994,0.04826,0.05590
2014,Rural regions,Yes,0.96690,7686,8025,0.96298,0.97081
2014,Rural regions,No,0.03310,339,8025,0.02919,0.03702
2015,Urban regions,Yes,0.93451,11612,12686,0.93020,0.93881
2015,Urban regions,No,0.06549,1074,12686,0.06119,0.06980
2015,Rural regions,Yes,0.95568,7380,7804,0.95111,0.96025
2015,Rural regions,No,0.04432,424,7804,0.03975,0.04889
2016,Urban regions,Yes,0.93467,10863,11820,0.93022,0.93913
2016,Urban regions,No,0.06533,957,11820,0.06087,0.06978
2016,Rural regions,Yes,0.95383,6837,7253,0.94900,0.95866
2016,Rural regions,No,0.04617,416,7253,0.04134,0.05100
2017,Urban regions,Yes,0.93070,12261,13371,0.92639,0.93500
2017,Urban regions,No,0.06930,1110,13371,0.06500,0.07361
2017,Rural regions,Yes,0.95940,7766,8171,0.95512,0.96368
2017,Rural regions,No,0.04060,405,8171,0.03632,0.04488
2018,Urban regions,Yes,0.92820,11929,13068,0.92377,0.93262
2018,Urban regions,No,0.07180,1139,13068,0.06738,0.07623
2018,Rural regions,Yes,0.95748,7401,7812,0.95300,0.96195
2018,Rural regions,No,0.04252,411,7812,0.03805,0.04700
2020,Urban regions,Yes,0.93350,11637,12685,0.92916,0.93784
2020,Urban regions,No,0.06650,1048,12685,0.06216,0.07084
2020,Rural regions,Yes,0.95507,6885,7285,0.95031,0.95983
2020,Rural regions,No,0.04493,400,7285,0.04017,0.04969
2021,Urban regions,Yes,0.92271,8257,9038,0.91720,0.92821
2021,Urban regions,No,0.07729,781,9038,0.07179,0.08280
2021,Rural regions,Yes,0.95178,4791,5088,0.94589,0.95767
2021,Rural regions,No,0.04822,297,5088,0.04233,0.05411
2022,Urban regions,Yes,0.91237,11331,12502,0.90741,0.91732
2022,Urban regions,No,0.08763,1171,12502,0.08268,0.09259
2022,Rural regions,Yes,0.94684,7028,7441,0.94175,0.95194
2022,Rural regions,No,0.05316,413,7441,0.04806,0.05825
