year,age_gr,migback,plj0175,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,17-29 y.,No migration background,Yes,0.99317,3050,3050,0.99025,0.99610
2012,17-29 y.,Direct migration background,No,0.80288,73,73,0.71099,0.89477
2012,17-29 y.,Indirect migration background,Yes,0.25771,112,364,0.21271,0.30270
2012,17-29 y.,Indirect migration background,No,0.74229,252,364,0.69730,0.78729
2012,30-45 y.,No migration background,Yes,0.98024,6932,7073,0.97699,0.98348
2012,30-45 y.,No migration background,No,0.01976,141,7073,0.01652,0.02301
2012,30-45 y.,Direct migration background,Yes,0.26766,42,187,0.20403,0.33129
2012,30-45 y.,Direct migration background,No,0.73234,145,187,0.66871,0.79597
2012,30-45 y.,Indirect migration background,Yes,0.31217,91,298,0.25947,0.36487
2012,30-45 y.,Indirect migration background,No,0.68783,207,298,0.63513,0.74053
2012,46-65 y.,No migration background,Yes,0.95989,7923,8250,0.95566,0.96413
2012,46-65 y.,No migration background,No,0.04011,327,8250,0.03587,0.04434
2012,46-65 y.,Direct migration background,Yes,0.44398,78,165,0.36794,0.52003
2012,46-65 y.,Direct migration background,No,0.55602,87,165,0.47997,0.63206
2012,46-65 y.,Indirect migration background,No,0.75987,71,71,0.65980,0.85994
2012,66 and older,No migration background,Yes,0.95979,4508,4708,0.95417,0.96540
2012,66 and older,No migration background,No,0.04021,200,4708,0.03460,0.04583
2012,66 and older,Direct migration background,Yes,0.55861,91,161,0.48167,0.63555
2012,66 and older,Direct migration background,No,0.44139,70,161,0.36445,0.51833
2013,17-29 y.,No migration background,Yes,0.98719,2863,2901,0.98309,0.99128
2013,17-29 y.,No migration background,No,0.01281,38,2901,0.00872,0.01691
2013,17-29 y.,Direct migration background,No,0.61835,50,50,0.48233,0.75438
2013,17-29 y.,Indirect migration background,Yes,0.16034,116,893,0.13626,0.18442
2013,17-29 y.,Indirect migration background,No,0.83966,777,893,0.81558,0.86374
2013,30-45 y.,No migration background,Yes,0.97921,6307,6430,0.97572,0.98270
2013,30-45 y.,No migration background,No,0.02079,123,6430,0.01730,0.02428
2013,30-45 y.,Direct migration background,Yes,0.31636,45,194,0.25075,0.38198
2013,30-45 y.,Direct migration background,No,0.68364,149,194,0.61802,0.74925
2013,30-45 y.,Indirect migration background,Yes,0.21532,91,643,0.18352,0.24711
2013,30-45 y.,Indirect migration background,No,0.78468,552,643,0.75289,0.81648
2013,46-65 y.,No migration background,Yes,0.96237,7778,8058,0.95821,0.96652
2013,46-65 y.,No migration background,No,0.03763,280,8058,0.03348,0.04179
2013,46-65 y.,Direct migration background,Yes,0.52261,83,173,0.44797,0.59726
2013,46-65 y.,Direct migration background,No,0.47739,90,173,0.40274,0.55203
2013,46-65 y.,Indirect migration background,No,0.74573,81,81,0.65031,0.84115
2013,66 and older,No migration background,Yes,0.97640,4417,4531,0.97198,0.98082
2013,66 and older,No migration background,No,0.02360,114,4531,0.01918,0.02802
2013,66 and older,Direct migration background,Yes,0.61334,88,139,0.53209,0.69459
2013,66 and older,Direct migration background,No,0.38666,51,139,0.30541,0.46791
