year,migback,quintil_oecd,plj0175,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,No migration background,1st Quintile,Yes,0.96945,3809,3910,0.96405,0.97484
2012,No migration background,1st Quintile,No,0.03055,101,3910,0.02516,0.03595
2012,No migration background,2nd Quintile,Yes,0.96997,3857,3986,0.96467,0.97527
2012,No migration background,2nd Quintile,No,0.03003,129,3986,0.02473,0.03533
2012,No migration background,3rd Quintile,Yes,0.96034,4029,4169,0.95441,0.96626
2012,No migration background,3rd Quintile,No,0.03966,140,4169,0.03374,0.04559
2012,No migration background,4th Quintile,Yes,0.97741,4149,4269,0.97296,0.98187
2012,No migration background,4th Quintile,No,0.02259,120,4269,0.01813,0.02704
2012,No migration background,5th Quintile,Yes,0.96651,4619,4765,0.96140,0.97162
2012,No migration background,5th Quintile,No,0.03349,146,4765,0.02838,0.03860
2012,Direct migration background,1st Quintile,Yes,0.46584,59,159,0.38806,0.54363
2012,Direct migration background,1st Quintile,No,0.53416,100,159,0.45637,0.61194
2012,Direct migration background,2nd Quintile,Yes,0.33377,38,126,0.25111,0.41644
2012,Direct migration background,2nd Quintile,No,0.66623,88,126,0.58356,0.74889
2012,Direct migration background,3rd Quintile,Yes,0.42885,41,98,0.33036,0.52734
2012,Direct migration background,3rd Quintile,No,0.57115,57,98,0.47266,0.66964
2012,Direct migration background,4th Quintile,No,0.58698,39,39,0.43042,0.74353
2012,Indirect migration background,1st Quintile,Yes,0.34052,63,202,0.27501,0.40603
2012,Indirect migration background,1st Quintile,No,0.65948,139,202,0.59397,0.72499
2012,Indirect migration background,2nd Quintile,Yes,0.29368,37,135,0.21657,0.37080
2012,Indirect migration background,2nd Quintile,No,0.70632,98,135,0.62920,0.78343
2012,Indirect migration background,3rd Quintile,Yes,0.28463,41,127,0.20584,0.36342
2012,Indirect migration background,3rd Quintile,No,0.71537,86,127,0.63658,0.79416
2012,Indirect migration background,4th Quintile,Yes,0.25046,34,112,0.16985,0.33106
2012,Indirect migration background,4th Quintile,No,0.74954,78,112,0.66894,0.83015
2012,Indirect migration background,5th Quintile,Yes,0.22821,33,115,0.15117,0.30526
2012,Indirect migration background,5th Quintile,No,0.77179,82,115,0.69474,0.84883
2013,No migration background,1st Quintile,Yes,0.97324,3750,3834,0.96814,0.97835
2013,No migration background,1st Quintile,No,0.02676,84,3834,0.02165,0.03186
2013,No migration background,2nd Quintile,Yes,0.98149,4162,4244,0.97744,0.98555
2013,No migration background,2nd Quintile,No,0.01851,82,4244,0.01445,0.02256
2013,No migration background,3rd Quintile,Yes,0.96784,4110,4217,0.96252,0.97317
2013,No migration background,3rd Quintile,No,0.03216,107,4217,0.02683,0.03748
2013,No migration background,4th Quintile,Yes,0.97433,4226,4337,0.96962,0.97904
2013,No migration background,4th Quintile,No,0.02567,111,4337,0.02096,0.03038
2013,No migration background,5th Quintile,Yes,0.97381,4824,4961,0.96936,0.97825
2013,No migration background,5th Quintile,No,0.02619,137,4961,0.02175,0.03064
2013,Direct migration background,1st Quintile,Yes,0.53317,58,153,0.45386,0.61248
2013,Direct migration background,1st Quintile,No,0.46683,95,153,0.38752,0.54614
2013,Direct migration background,2nd Quintile,Yes,0.48504,55,153,0.40558,0.56449
2013,Direct migration background,2nd Quintile,No,0.51496,98,153,0.43551,0.59442
2013,Direct migration background,3rd Quintile,Yes,0.44864,47,116,0.35773,0.53954
2013,Direct migration background,3rd Quintile,No,0.55136,69,116,0.46046,0.64227
2013,Direct migration background,4th Quintile,Yes,0.43925,36,72,0.32381,0.55469
