,Unnamed: 0,year,pgisced97,plj0175,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
0,0,2012,Pre-primary Level,Yes,0.85323,379,24074,0.76179,0.93525
1,1,2012,Pre-primary Level,No,0.14677,59,24074,0.11311,0.18261
2,2,2012,Primary Level,Yes,1.0,204,24074,0.87354,1.14712
3,3,2012,Lower Secondary Level,Yes,0.9073,2038,24074,0.87103,0.94341
4,4,2012,Lower Secondary Level,No,0.0927,226,24074,0.08172,0.10524
5,5,2012,Upper Secondary Level,Yes,0.94033,11636,24074,0.92146,0.95916
6,6,2012,Upper Secondary Level,No,0.05967,728,24074,0.05444,0.06427
7,7,2012,Post-secondary Non-tertiary Level,Yes,0.92705,1484,24074,0.87205,0.98421
8,8,2012,Post-secondary Non-tertiary Level,No,0.07295,110,24074,0.05816,0.08741
9,9,2012,First Stage of Tertiary Education,Yes,0.95005,1590,24074,0.90824,0.99997
10,10,2012,First Stage of Tertiary Education,No,0.04995,96,24074,0.04077,0.06271
11,11,2012,Second Stage of Tertiary Education,Yes,0.94007,5216,24074,0.91234,0.96848
12,12,2012,Second Stage of Tertiary Education,No,0.05993,308,24074,0.05255,0.06731
13,13,2013,Pre-primary Level,Yes,0.79475,362,23737,0.68867,0.91035
14,14,2013,Pre-primary Level,No,0.20525,133,23737,0.17254,0.24349
15,15,2013,Primary Level,Yes,0.81621,183,23737,0.68285,0.92378
16,16,2013,Primary Level,No,0.18379,57,23737,0.13194,0.23252
17,17,2013,Lower Secondary Level,Yes,0.88518,1918,23737,0.84313,0.92499
18,18,2013,Lower Secondary Level,No,0.11482,423,23737,0.10403,0.12673
19,19,2013,Upper Secondary Level,Yes,0.9403,10984,23737,0.92211,0.95892
20,20,2013,Upper Secondary Level,No,0.0597,957,23737,0.05651,0.064
21,21,2013,Post-secondary Non-tertiary Level,Yes,0.91861,1420,23737,0.86139,0.98006
22,22,2013,Post-secondary Non-tertiary Level,No,0.08139,159,23737,0.06554,0.09868
23,23,2013,First Stage of Tertiary Education,Yes,0.96559,1516,23737,0.90858,1.0182
24,24,2013,First Stage of Tertiary Education,No,0.03441,87,23737,0.02862,0.04149
25,25,2013,Second Stage of Tertiary Education,Yes,0.93247,5101,23737,0.89815,0.96311
26,26,2013,Second Stage of Tertiary Education,No,0.06753,437,23737,0.05946,0.07625
27,27,2014,Pre-primary Level,Yes,0.88154,294,20579,0.76051,0.9907
28,28,2014,Pre-primary Level,No,0.11846,61,20579,0.08933,0.14463
29,29,2014,Primary Level,Yes,1.0,173,20579,0.85269,1.18738
30,30,2014,Lower Secondary Level,Yes,0.94034,1730,20579,0.90161,0.9784
31,31,2014,Lower Secondary Level,No,0.05966,163,20579,0.04734,0.06953
32,32,2014,Upper Secondary Level,Yes,0.95685,9856,20579,0.93477,0.9763
33,33,2014,Upper Secondary Level,No,0.04315,524,20579,0.03883,0.04809
34,34,2014,Post-secondary Non-tertiary Level,Yes,0.94617,1272,20579,0.87672,1.02259
35,35,2014,Post-secondary Non-tertiary Level,No,0.05383,90,20579,0.04002,0.06623
36,36,2014,First Stage of Tertiary Education,Yes,0.97215,1399,20579,0.91256,1.03633
37,37,2014,First Stage of Tertiary Education,No,0.02785,64,20579,0.02225,0.03369
38,38,2014,Second Stage of Tertiary Education,Yes,0.95455,4715,20579,0.92385,0.98952
39,39,2014,Second Stage of Tertiary Education,No,0.04545,238,20579,0.03814,0.05423
40,40,2015,Pre-primary Level,Yes,0.8186,221,20007,0.6892,0.92337
41,41,2015,Pre-primary Level,No,0.1814,70,20007,0.13918,0.22534
42,42,2015,Primary Level,Yes,1.0,161,20007,0.82548,1.18067
43,43,2015,Lower Secondary Level,Yes,0.92143,1609,20007,0.87814,0.9629
44,44,2015,Lower Secondary Level,No,0.07857,213,20007,0.06471,0.09714
45,45,2015,Upper Secondary Level,Yes,0.94837,9417,20007,0.92693,0.96743
46,46,2015,Upper Secondary Level,No,0.05163,656,20007,0.0471,0.05575
47,47,2015,Post-secondary Non-tertiary Level,Yes,0.93433,1224,20007,0.86707,1.01091
48,48,2015,Post-secondary Non-tertiary Level,No,0.06567,115,20007,0.05228,0.08449
49,49,2015,First Stage of Tertiary Education,Yes,0.9657,1347,20007,0.91177,1.02518
50,50,2015,First Stage of Tertiary Education,No,0.0343,63,20007,0.02533,0.0433
51,51,2015,Second Stage of Tertiary Education,Yes,0.93927,4611,20007,0.91136,0.97231
52,52,2015,Second Stage of Tertiary Education,No,0.06073,300,20007,0.05206,0.07093
53,53,2016,Pre-primary Level,Yes,0.90796,223,18618,0.77412,1.04227
54,54,2016,Pre-primary Level,No,0.09204,43,18618,0.06171,0.14733
55,55,2016,Primary Level,Yes,1.0,136,18618,0.8003,1.21214
56,56,2016,Lower Secondary Level,Yes,0.91434,1506,18618,0.86112,0.96842
57,57,2016,Lower Secondary Level,No,0.08566,200,18618,0.07212,0.10042
58,58,2016,Upper Secondary Level,Yes,0.94505,8676,18618,0.92623,0.96654
59,59,2016,Upper Secondary Level,No,0.05495,615,18618,0.04958,0.06066
60,60,2016,Post-secondary Non-tertiary Level,Yes,0.93584,1177,18618,0.86305,1.00062
61,61,2016,Post-secondary Non-tertiary Level,No,0.06416,98,18618,0.04904,0.07968
62,62,2016,First Stage of Tertiary Education,Yes,0.97344,1242,18618,0.92419,1.03957
63,63,2016,First Stage of Tertiary Education,No,0.02656,53,18618,0.02054,0.03223
64,64,2016,Second Stage of Tertiary Education,Yes,0.94153,4373,18618,0.90721,0.97118
65,65,2016,Second Stage of Tertiary Education,No,0.05847,276,18618,0.0513,0.06991
66,66,2017,Pre-primary Level,Yes,0.89992,296,21066,0.77085,1.02949
67,67,2017,Pre-primary Level,No,0.10008,60,21066,0.0795,0.13061
68,68,2017,Primary Level,Yes,1.0,170,21066,0.85253,1.13944
69,69,2017,Lower Secondary Level,Yes,0.93445,1705,21066,0.89401,0.97679
70,70,2017,Lower Secondary Level,No,0.06555,175,21066,0.05546,0.07761
71,71,2017,Upper Secondary Level,Yes,0.94158,9668,21066,0.92302,0.95707
72,72,2017,Upper Secondary Level,No,0.05842,714,21066,0.05335,0.06337
73,73,2017,Post-secondary Non-tertiary Level,Yes,0.91938,1429,21066,0.87003,0.9755
74,74,2017,Post-secondary Non-tertiary Level,No,0.08062,120,21066,0.06291,0.10076
75,75,2017,First Stage of Tertiary Education,Yes,0.96455,1362,21066,0.91238,1.01861
76,76,2017,First Stage of Tertiary Education,No,0.03545,66,21066,0.02634,0.04608
77,77,2017,Second Stage of Tertiary Education,Yes,0.94377,5008,21066,0.91959,0.9777
78,78,2017,Second Stage of Tertiary Education,No,0.05623,293,21066,0.04978,0.06417
79,79,2018,Pre-primary Level,Yes,0.86024,228,20406,0.72569,0.97936
80,80,2018,Pre-primary Level,No,0.13976,65,20406,0.10294,0.18009
81,81,2018,Primary Level,Yes,0.87566,172,20406,0.74885,1.02228
82,82,2018,Primary Level,No,0.12434,32,20406,0.0908,0.16622
83,83,2018,Lower Secondary Level,Yes,0.91996,1672,20406,0.87162,0.97584
84,84,2018,Lower Secondary Level,No,0.08004,199,20406,0.06904,0.09613
85,85,2018,Upper Secondary Level,Yes,0.93956,9262,20406,0.91847,0.95496
86,86,2018,Upper Secondary Level,No,0.06044,704,20406,0.05539,0.06631
87,87,2018,Post-secondary Non-tertiary Level,Yes,0.92258,1404,20406,0.86279,0.97553
88,88,2018,Post-secondary Non-tertiary Level,No,0.07742,116,20406,0.0606,0.10036
89,89,2018,First Stage of Tertiary Education,Yes,0.96875,1305,20406,0.90003,1.02931
90,90,2018,First Stage of Tertiary Education,No,0.03125,67,20406,0.02525,0.03867
91,91,2018,Second Stage of Tertiary Education,Yes,0.94149,4885,20406,0.91615,0.96858
92,92,2018,Second Stage of Tertiary Education,No,0.05851,295,20406,0.05088,0.06681
93,93,2020,Pre-primary Level,Yes,0.84539,208,19577,0.68668,1.00817
94,94,2020,Pre-primary Level,No,0.15461,68,19577,0.1085,0.19886
95,95,2020,Primary Level,Yes,1.0,132,19577,0.83049,1.18734
96,96,2020,Lower Secondary Level,Yes,0.93304,1459,19577,0.87988,0.98104
97,97,2020,Lower Secondary Level,No,0.06696,167,19577,0.05381,0.0803
98,98,2020,Upper Secondary Level,Yes,0.94219,8365,19577,0.92173,0.96398
99,99,2020,Upper Secondary Level,No,0.05781,615,19577,0.05275,0.06312
100,100,2020,Post-secondary Non-tertiary Level,Yes,0.92128,1454,19577,0.86371,0.98141
101,101,2020,Post-secondary Non-tertiary Level,No,0.07872,123,19577,0.05641,0.09757
102,102,2020,First Stage of Tertiary Education,Yes,0.96449,1325,19577,0.90269,1.02259
103,103,2020,First Stage of Tertiary Education,No,0.03551,55,19577,0.02483,0.04641
104,104,2020,Second Stage of Tertiary Education,Yes,0.94641,5276,19577,0.91317,0.97919
105,105,2020,Second Stage of Tertiary Education,No,0.05359,330,19577,0.04633,0.06179
106,106,2021,Pre-primary Level,Yes,1.0,112,13721,0.74552,1.24891
107,107,2021,Primary Level,Yes,1.0,87,13721,0.75134,1.3648
108,108,2021,Lower Secondary Level,Yes,0.923,902,13721,0.85972,0.99567
109,109,2021,Lower Secondary Level,No,0.077,99,13721,0.05965,0.10256
110,110,2021,Upper Secondary Level,Yes,0.93472,5630,13721,0.90822,0.96722
111,111,2021,Upper Secondary Level,No,0.06528,482,13721,0.05879,0.07358
112,112,2021,Post-secondary Non-tertiary Level,Yes,0.90745,1046,13721,0.83886,0.97364
113,113,2021,Post-secondary Non-tertiary Level,No,0.09255,98,13721,0.06682,0.12003
114,114,2021,First Stage of Tertiary Education,Yes,0.95373,898,13721,0.87144,1.03781
115,115,2021,First Stage of Tertiary Education,No,0.04627,46,13721,0.03067,0.06532
116,116,2021,Second Stage of Tertiary Education,Yes,0.94003,4053,13721,0.90234,0.97833
117,117,2021,Second Stage of Tertiary Education,No,0.05997,268,13721,0.05063,0.07218
