year,regtyp,sampreg,plj0175,proportion,n,lower_confidence,upper_confidence
2012,Staedtischer Raum,Westdeutschland,Ja,0.4910235962867542,40229,0.4861383500532683,0.4959088425202401
2012,Laendlicher Raum,Westdeutschland,Ja,0.20655952234899602,40229,0.2026034316550161,0.21051561304297595
2012,Laendlicher Raum,Ostdeutschland,Ja,0.1575675786202102,40229,0.15400727185418825,0.16112788538623216
2012,Staedtischer Raum,Ostdeutschland,Ja,0.07966302703144808,40229,0.07701703647513101,0.08230901758776514
2012,Staedtischer Raum,Westdeutschland,Nein,0.0413855150697256,40229,0.03943911268233706,0.043331917457114136
2012,Laendlicher Raum,Westdeutschland,Nein,0.0141904878746984,40229,0.01303469072683191,0.01534628502256489
2012,Laendlicher Raum,Ostdeutschland,Nein,0.005847953216374269,40229,0.005102852805162435,0.006593053627586103
2012,Staedtischer Raum,Ostdeutschland,Nein,0.003762319551793236,40229,0.0031640515511725275,0.004360587552413945
2013,Staedtischer Raum,Westdeutschland,Ja,0.4773471502590674,44486,0.472705544812712,0.48198875570542277
2013,Laendlicher Raum,Westdeutschland,Ja,0.19987564766839377,44486,0.19615941344118493,0.20359188189560262
2013,Laendlicher Raum,Ostdeutschland,Ja,0.14959585492227978,44486,0.14628136382522297,0.1529103460193366
2013,Staedtischer Raum,Ostdeutschland,Ja,0.07809326424870466,44486,0.0755998486340096,0.08058667986339972
2013,Staedtischer Raum,Westdeutschland,Nein,0.07025906735751296,44486,0.06788399656664192,0.072634138148384
2013,Laendlicher Raum,Westdeutschland,Nein,0.016580310880829015,44486,0.01539369494407742,0.01776692681758061
2013,Laendlicher Raum,Ostdeutschland,Nein,0.004932642487046632,44486,0.004281598320124886,0.005583686653968379
2013,Staedtischer Raum,Ostdeutschland,Nein,0.003316062176165803,44486,0.0027818245711369034,0.003850299781194703
2014,Staedtischer Raum,Westdeutschland,Ja,0.4941002949852507,38694,0.4891186356287129,0.49908195434178854
2014,Laendlicher Raum,Westdeutschland,Ja,0.20872585402987914,38694,0.20467649887429523,0.21277520918546305
2014,Laendlicher Raum,Ostdeutschland,Ja,0.1584356266057665,38694,0.15479727763811052,0.16207397557342246
2014,Staedtischer Raum,Ostdeutschland,Ja,0.08207250927776191,38694,0.07933763540774734,0.08480738314777649
2014,Staedtischer Raum,Westdeutschland,Nein,0.037729565134646495,38694,0.03583100774825473,0.03962812252103826
2014,Laendlicher Raum,Westdeutschland,Nein,0.01122847083452279,38694,0.010178583874346643,0.012278357794698937
2014,Laendlicher Raum,Ostdeutschland,Nein,0.004995717956037682,38694,0.0042932189917958535,0.005698216920279511
2014,Staedtischer Raum,Ostdeutschland,Nein,0.0027119611761347415,38694,0.0021937744345984626,0.0032301479176710204
2015,Staedtischer Raum,Westdeutschland,Ja,0.48440626677729515,38036,0.4793837968673694,0.48942873668722087
2015,Laendlicher Raum,Westdeutschland,Ja,0.20713553614134414,38036,0.20306280787306435,0.21120826440962392
2015,Laendlicher Raum,Ostdeutschland,Ja,0.15418029186392698,38036,0.15055108282506569,0.15780950090278828
2015,Staedtischer Raum,Ostdeutschland,Ja,0.08121431011762409,38036,0.0784690592153244,0.08395956101992377
