year,age_gr,pgisced97,plj0175,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,17-29 y.,No answer / don't know,Yes,0.87460,276,314,0.83791,0.91129
2012,17-29 y.,No answer / don't know,No,0.12540,38,314,0.08871,0.16209
2012,17-29 y.,Pre-primary Level,Yes,0.84833,379,438,0.81470,0.88196
2012,17-29 y.,Pre-primary Level,No,0.15167,59,438,0.11804,0.18530
2012,17-29 y.,Primary Level,Yes,0.89972,66,66,0.82670,0.97274
2012,17-29 y.,Lower Secondary Level,Yes,0.89798,564,642,0.87455,0.92141
2012,17-29 y.,Lower Secondary Level,No,0.10202,78,642,0.07859,0.12545
2012,17-29 y.,Upper Secondary Level,Yes,0.89891,1368,1493,0.88362,0.91421
2012,17-29 y.,Upper Secondary Level,No,0.10109,125,1493,0.08579,0.11638
2012,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.87859,192,192,0.83228,0.92491
2012,17-29 y.,First Stage of Tertiary Education,Yes,0.93772,44,44,0.86548,1.00995
2012,17-29 y.,Second Stage of Tertiary Education,Yes,0.90470,286,286,0.87061,0.93879
2012,30-45 y.,Primary Level,Yes,0.97669,69,69,0.94082,1.01255
2012,30-45 y.,Lower Secondary Level,Yes,0.89095,357,408,0.86067,0.92124
2012,30-45 y.,Lower Secondary Level,No,0.10905,51,408,0.07876,0.13933
2012,30-45 y.,Upper Secondary Level,Yes,0.93264,3541,3773,0.92464,0.94063
2012,30-45 y.,Upper Secondary Level,No,0.06736,232,3773,0.05937,0.07536
2012,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.95280,756,808,0.93817,0.96743
2012,30-45 y.,Post-secondary Non-tertiary Level,No,0.04720,52,808,0.03257,0.06183
2012,30-45 y.,First Stage of Tertiary Education,Yes,0.95409,507,507,0.93586,0.97233
2012,30-45 y.,Second Stage of Tertiary Education,Yes,0.93447,1821,1943,0.92347,0.94548
2012,30-45 y.,Second Stage of Tertiary Education,No,0.06553,122,1943,0.05452,0.07653
2012,46-65 y.,Primary Level,Yes,0.89119,46,46,0.80021,0.98218
2012,46-65 y.,Lower Secondary Level,Yes,0.89644,436,481,0.86918,0.92370
2012,46-65 y.,Lower Secondary Level,No,0.10356,45,481,0.07630,0.13082
2012,46-65 y.,Upper Secondary Level,Yes,0.95080,4285,4524,0.94450,0.95710
2012,46-65 y.,Upper Secondary Level,No,0.04920,239,4524,0.04290,0.05550
2012,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.91509,450,488,0.89033,0.93985
2012,46-65 y.,Post-secondary Non-tertiary Level,No,0.08491,38,488,0.06015,0.10967
2012,46-65 y.,First Stage of Tertiary Education,Yes,0.94893,704,745,0.93311,0.96475
2012,46-65 y.,First Stage of Tertiary Education,No,0.05107,41,745,0.03525,0.06689
2012,46-65 y.,Second Stage of Tertiary Education,Yes,0.94511,2091,2206,0.93561,0.95462
2012,46-65 y.,Second Stage of Tertiary Education,No,0.05489,115,2206,0.04538,0.06439
2012,66 and older,Lower Secondary Level,Yes,0.92181,683,735,0.90238,0.94123
2012,66 and older,Lower Secondary Level,No,0.07819,52,735,0.05877,0.09762
2012,66 and older,Upper Secondary Level,Yes,0.95179,2444,2576,0.94352,0.96007
2012,66 and older,Upper Secondary Level,No,0.04821,132,2576,0.03993,0.05648
2012,66 and older,Post-secondary Non-tertiary Level,Yes,0.94637,86,86,0.89848,0.99426
2012,66 and older,First Stage of Tertiary Education,Yes,0.94980,331,331,0.92624,0.97336
2012,66 and older,Second Stage of Tertiary Education,Yes,0.95284,1018,1071,0.94013,0.96554
2012,66 and older,Second Stage of Tertiary Education,No,0.04716,53,1071,0.03446,0.05987
2013,17-29 y.,No answer / don't know,Yes,0.92480,303,351,0.89717,0.95243
2013,17-29 y.,No answer / don't know,No,0.07520,48,351,0.04757,0.10283
2013,17-29 y.,Pre-primary Level,Yes,0.79312,362,495,0.75740,0.82884
2013,17-29 y.,Pre-primary Level,No,0.20688,133,495,0.17116,0.24260
2013,17-29 y.,Primary Level,Yes,0.71168,50,50,0.58485,0.83852
2013,17-29 y.,Lower Secondary Level,Yes,0.78752,537,785,0.75889,0.81616
