year,age_gr,regtyp,plh0188,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,Urban regions,Agree completely,0.01884,63,343,0.00443,0.03325
1990,17-29 y.,Urban regions,Agree,0.04841,171,343,0.02566,0.07116
1990,17-29 y.,Urban regions,Disagree,0.03068,109,343,0.01240,0.04896
1990,17-29 y.,Rural regions,Agree completely,0.07185,129,742,0.05325,0.09044
1990,17-29 y.,Rural regions,Agree,0.20077,364,742,0.17193,0.22961
1990,17-29 y.,Rural regions,Disagree,0.11520,207,742,0.09222,0.13819
1990,17-29 y.,Rural regions,Disagree completely,0.02385,42,742,0.01286,0.03484
1990,30-45 y.,Urban regions,Agree completely,0.01639,78,495,0.00519,0.02759
1990,30-45 y.,Urban regions,Agree,0.04260,212,495,0.02479,0.06040
1990,30-45 y.,Urban regions,Disagree,0.03068,155,495,0.01547,0.04589
1990,30-45 y.,Urban regions,Disagree completely,0.00993,50,495,0.00119,0.01867
1990,30-45 y.,Rural regions,Agree completely,0.07830,178,976,0.06144,0.09516
1990,30-45 y.,Rural regions,Agree,0.19005,439,976,0.16542,0.21467
1990,30-45 y.,Rural regions,Disagree,0.12496,298,976,0.10420,0.14571
1990,30-45 y.,Rural regions,Disagree completely,0.02879,61,976,0.01829,0.03929
1990,46-65 y.,Urban regions,Agree completely,0.01768,83,466,0.00570,0.02965
1990,46-65 y.,Urban regions,Agree,0.04327,204,466,0.02478,0.06177
1990,46-65 y.,Urban regions,Disagree,0.03073,144,466,0.01504,0.04641
1990,46-65 y.,Urban regions,Disagree completely,0.00847,35,466,0.00014,0.01680
1990,46-65 y.,Rural regions,Agree completely,0.06639,147,853,0.04967,0.08311
1990,46-65 y.,Rural regions,Agree,0.16698,353,853,0.14194,0.19202
1990,46-65 y.,Rural regions,Disagree,0.13652,287,853,0.11346,0.15957
1990,46-65 y.,Rural regions,Disagree completely,0.02991,66,853,0.01847,0.04135
1990,66 and older,Urban regions,Agree,0.04176,63,97,0.00175,0.08178
1990,66 and older,Urban regions,Disagree,0.02086,34,97,-0.00773,0.04945
1990,66 and older,Rural regions,Agree completely,0.08351,67,266,0.05020,0.11682
1990,66 and older,Rural regions,Agree,0.14754,116,266,0.10484,0.19024
1990,66 and older,Rural regions,Disagree,0.10120,83,266,0.06489,0.13752
1991,17-29 y.,Urban regions,Agree completely,0.01960,55,301,0.00391,0.03528
