year,age_gr,pgisced97,plh0188,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,Lower Secondary Level,Agree,0.06780,87,137,0.02554,0.11005
1990,17-29 y.,Lower Secondary Level,Disagree,0.03806,50,137,0.00590,0.07022
1990,17-29 y.,Upper Secondary Level,Agree completely,0.04549,122,705,0.03010,0.06089
1990,17-29 y.,Upper Secondary Level,Agree,0.11651,338,705,0.09281,0.14021
1990,17-29 y.,Upper Secondary Level,Disagree,0.07255,208,705,0.05338,0.09171
1990,17-29 y.,Upper Secondary Level,Disagree completely,0.01208,37,705,0.00401,0.02015
1990,17-29 y.,Second Stage of Tertiary Education,Agree,0.23093,71,116,0.15390,0.30795
1990,17-29 y.,Second Stage of Tertiary Education,Disagree,0.14334,45,116,0.07930,0.20739
1990,30-45 y.,Upper Secondary Level,Agree completely,0.04047,167,857,0.02727,0.05368
1990,30-45 y.,Upper Secondary Level,Agree,0.08956,388,857,0.07043,0.10869
1990,30-45 y.,Upper Secondary Level,Disagree,0.05632,244,857,0.04088,0.07176
1990,30-45 y.,Upper Secondary Level,Disagree completely,0.01413,58,857,0.00622,0.02204
1990,30-45 y.,First Stage of Tertiary Education,Agree,0.07617,48,48,0.00033,0.15200
1990,30-45 y.,Second Stage of Tertiary Education,Agree completely,0.03991,58,479,0.02236,0.05745
1990,30-45 y.,Second Stage of Tertiary Education,Agree,0.15180,209,479,0.11963,0.18397
1990,30-45 y.,Second Stage of Tertiary Education,Disagree,0.11495,169,479,0.08636,0.14355
1990,30-45 y.,Second Stage of Tertiary Education,Disagree completely,0.03279,43,479,0.01682,0.04875
1990,46-65 y.,Lower Secondary Level,Agree,0.04424,69,124,0.00790,0.08059
1990,46-65 y.,Lower Secondary Level,Disagree,0.03621,55,124,0.00319,0.06922
1990,46-65 y.,Upper Secondary Level,Agree completely,0.04325,159,755,0.02873,0.05777
1990,46-65 y.,Upper Secondary Level,Agree,0.08393,308,755,0.06414,0.10373
1990,46-65 y.,Upper Secondary Level,Disagree,0.06234,230,755,0.04509,0.07960
1990,46-65 y.,Upper Secondary Level,Disagree completely,0.01667,58,755,0.00753,0.02581
1990,46-65 y.,First Stage of Tertiary Education,Agree,0.11982,58,58,0.03551,0.20413
1990,46-65 y.,Second Stage of Tertiary Education,Agree completely,0.03928,34,311,0.01765,0.06090
1990,46-65 y.,Second Stage of Tertiary Education,Agree,0.14869,120,311,0.10908,0.18830
1990,46-65 y.,Second Stage of Tertiary Education,Disagree,0.15926,124,311,0.11853,0.20000
1990,46-65 y.,Second Stage of Tertiary Education,Disagree completely,0.04046,33,311,0.01853,0.06239
1990,66 and older,Lower Secondary Level,Agree,0.07374,60,96,0.02119,0.12630
1990,66 and older,Lower Secondary Level,Disagree,0.04025,36,96,0.00073,0.07978
1990,66 and older,Upper Secondary Level,Agree completely,0.03990,45,189,0.01192,0.06788
1990,66 and older,Upper Secondary Level,Agree,0.07131,84,189,0.03452,0.10810
1990,66 and older,Upper Secondary Level,Disagree,0.05050,60,189,0.01920,0.08180
1991,17-29 y.,Lower Secondary Level,Agree,0.06434,77,124,0.02098,0.10770
1991,17-29 y.,Lower Secondary Level,Disagree,0.03649,47,124,0.00335,0.06963
