year,bula_h,regtyp,hgreval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Schleswig-Holstein,Urban regions,Reasonable,0.33369,31,31,0.16495,0.50242
1985,Hamburg,Urban regions,Inexpensive,0.23078,31,95,0.14560,0.31595
1985,Hamburg,Urban regions,Reasonable,0.43977,64,95,0.33943,0.54011
1985,Lower Saxony,Urban regions,Inexpensive,0.16150,39,111,0.09273,0.23027
1985,Lower Saxony,Urban regions,Reasonable,0.28907,72,111,0.20435,0.37379
1985,Lower Saxony,Rural regions,Reasonable,0.20971,52,52,0.09798,0.32144
1985,North Rhine-Westphalia,Urban regions,Very Inexpensive,0.07846,97,993,0.06172,0.09519
1985,North Rhine-Westphalia,Urban regions,Inexpensive,0.17713,260,993,0.15337,0.20089
1985,North Rhine-Westphalia,Urban regions,Reasonable,0.30560,436,993,0.27694,0.33427
1985,North Rhine-Westphalia,Urban regions,Slightly Expensive,0.08895,149,993,0.07123,0.10666
1985,North Rhine-Westphalia,Urban regions,Too Expensive,0.02562,51,993,0.01579,0.03545
1985,Hesse,Urban regions,Very Inexpensive,0.07541,34,297,0.04533,0.10549
1985,Hesse,Urban regions,Inexpensive,0.16087,76,297,0.11901,0.20273
1985,Hesse,Urban regions,Reasonable,0.22401,129,297,0.17651,0.27151
1985,Hesse,Urban regions,Slightly Expensive,0.09693,58,297,0.06323,0.13064
1985,"Rhineland-Palatinate, Saarland",Urban regions,Inexpensive,0.11268,36,101,0.05071,0.17466
1985,"Rhineland-Palatinate, Saarland",Urban regions,Reasonable,0.18347,65,101,0.10761,0.25934
1985,Baden-Wuerttemberg,Urban regions,Very Inexpensive,0.05900,45,483,0.03796,0.08003
1985,Baden-Wuerttemberg,Urban regions,Inexpensive,0.14480,124,483,0.11339,0.17622
1985,Baden-Wuerttemberg,Urban regions,Reasonable,0.21480,222,483,0.17814,0.25146
1985,Baden-Wuerttemberg,Urban regions,Slightly Expensive,0.08961,92,483,0.06411,0.11511
1985,Bavaria,Urban regions,Inexpensive,0.13127,67,254,0.08966,0.17288
1985,Bavaria,Urban regions,Reasonable,0.25653,127,254,0.20272,0.31035
1985,Bavaria,Urban regions,Slightly Expensive,0.09373,60,254,0.05781,0.12964
1985,Bavaria,Rural regions,Very Inexpensive,0.08962,37,196,0.04953,0.12971
1985,Bavaria,Rural regions,Inexpensive,0.13004,47,196,0.08283,0.17725
1985,Bavaria,Rural regions,Reasonable,0.18324,81,196,0.12894,0.23754
1985,Bavaria,Rural regions,Slightly Expensive,0.06665,31,196,0.03165,0.10166
1985,Berlin,Urban regions,Inexpensive,0.14932,33,167,0.09510,0.20353
1985,Berlin,Urban regions,Reasonable,0.47950,90,167,0.40350,0.55550
1985,Berlin,Urban regions,Slightly Expensive,0.20322,44,167,0.14201,0.26444
1986,Hamburg,Urban regions,Inexpensive,0.27576,31,89,0.18239,0.36914
1986,Hamburg,Urban regions,Reasonable,0.36741,58,89,0.26668,0.46814
1986,Lower Saxony,Urban regions,Inexpensive,0.15826,42,108,0.08910,0.22742
1986,Lower Saxony,Urban regions,Reasonable,0.27168,66,108,0.18740,0.35597
1986,Lower Saxony,Rural regions,Inexpensive,0.16823,36,75,0.08300,0.25347
1986,Lower Saxony,Rural regions,Reasonable,0.14148,39,75,0.06207,0.22089
1986,North Rhine-Westphalia,Urban regions,Very Inexpensive,0.07768,88,935,0.06051,0.09484
1986,North Rhine-Westphalia,Urban regions,Inexpensive,0.17142,239,935,0.14725,0.19559
1986,North Rhine-Westphalia,Urban regions,Reasonable,0.31450,422,935,0.28472,0.34427
1986,North Rhine-Westphalia,Urban regions,Slightly Expensive,0.09642,154,935,0.07749,0.11535
1986,North Rhine-Westphalia,Urban regions,Too Expensive,0.02105,32,935,0.01184,0.03025
1986,Hesse,Urban regions,Very Inexpensive,0.08820,33,273,0.05450,0.12190
1986,Hesse,Urban regions,Inexpensive,0.16681,80,273,0.12250,0.21111
1986,Hesse,Urban regions,Reasonable,0.20666,101,273,0.15854,0.25478
1986,Hesse,Urban regions,Slightly Expensive,0.10796,59,273,0.07108,0.14485
1986,"Rhineland-Palatinate, Saarland",Urban regions,Inexpensive,0.15480,43,96,0.08206,0.22753
1986,"Rhineland-Palatinate, Saarland",Urban regions,Reasonable,0.15800,53,96,0.08465,0.23134
1986,Baden-Wuerttemberg,Urban regions,Very Inexpensive,0.05812,38,446,0.03638,0.07986
1986,Baden-Wuerttemberg,Urban regions,Inexpensive,0.13918,113,446,0.10702,0.17134
1986,Baden-Wuerttemberg,Urban regions,Reasonable,0.24850,222,446,0.20835,0.28865
1986,Baden-Wuerttemberg,Urban regions,Slightly Expensive,0.05920,73,446,0.03727,0.08113
1986,Baden-Wuerttemberg,Rural regions,Reasonable,0.11234,32,32,0.00118,0.22351
1986,Bavaria,Urban regions,Very Inexpensive,0.06525,33,264,0.03540,0.09510
1986,Bavaria,Urban regions,Inexpensive,0.18979,83,264,0.14240,0.23718
1986,Bavaria,Urban regions,Reasonable,0.21929,107,264,0.16928,0.26929
1986,Bavaria,Urban regions,Slightly Expensive,0.06784,41,264,0.03744,0.09823
1986,Bavaria,Rural regions,Inexpensive,0.17937,60,120,0.11043,0.24830
1986,Bavaria,Rural regions,Reasonable,0.13425,60,120,0.07299,0.19550
1986,Berlin,Urban regions,Inexpensive,0.14570,34,128,0.08434,0.20706
1986,Berlin,Urban regions,Reasonable,0.50657,94,128,0.41961,0.59352
1987,Hamburg,Urban regions,Inexpensive,0.28527,31,73,0.18097,0.38957
1987,Hamburg,Urban regions,Reasonable,0.32551,42,73,0.21728,0.43375
1987,Lower Saxony,Urban regions,Inexpensive,0.14045,36,143,0.08330,0.19760
1987,Lower Saxony,Urban regions,Reasonable,0.28873,71,143,0.21419,0.36327
1987,Lower Saxony,Urban regions,Slightly Expensive,0.14324,36,143,0.08562,0.20086
1987,Lower Saxony,Rural regions,Inexpensive,0.16764,40,78,0.08421,0.25108
1987,Lower Saxony,Rural regions,Reasonable,0.16141,38,78,0.07923,0.24359
1987,North Rhine-Westphalia,Urban regions,Very Inexpensive,0.07241,79,919,0.05564,0.08918
1987,North Rhine-Westphalia,Urban regions,Inexpensive,0.18838,248,919,0.16309,0.21368
1987,North Rhine-Westphalia,Urban regions,Reasonable,0.29859,408,919,0.26898,0.32819
1987,North Rhine-Westphalia,Urban regions,Slightly Expensive,0.09451,145,919,0.07559,0.11343
1987,North Rhine-Westphalia,Urban regions,Too Expensive,0.02758,39,919,0.01699,0.03817
1987,Hesse,Urban regions,Inexpensive,0.12873,69,246,0.08680,0.17067
1987,Hesse,Urban regions,Reasonable,0.31272,131,246,0.25467,0.37077
1987,Hesse,Urban regions,Slightly Expensive,0.06857,46,246,0.03692,0.10021
1987,"Rhineland-Palatinate, Saarland",Urban regions,Inexpensive,0.11990,32,90,0.05241,0.18738
1987,"Rhineland-Palatinate, Saarland",Urban regions,Reasonable,0.19454,58,90,0.11230,0.27678
1987,Baden-Wuerttemberg,Urban regions,Very Inexpensive,0.04984,40,465,0.03004,0.06964
1987,Baden-Wuerttemberg,Urban regions,Inexpensive,0.15844,129,465,0.12522,0.19167
1987,Baden-Wuerttemberg,Urban regions,Reasonable,0.20703,188,465,0.17017,0.24390
