year,regtyp,plj0588,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,Urban regions,Very often,0.00733,171,16098,0.00601,0.00865
2013,Urban regions,Often,0.04043,836,16098,0.03739,0.04347
2013,Urban regions,Sometimes,0.15270,3147,16098,0.14714,0.15825
2013,Urban regions,Seldom,0.32334,7071,16098,0.31611,0.33057
2013,Urban regions,Never,0.21802,4873,16098,0.21164,0.22440
2013,Rural regions,Very often,0.00795,94,9285,0.00614,0.00975
2013,Rural regions,Often,0.04579,481,9285,0.04154,0.05005
2013,Rural regions,Sometimes,0.16999,1927,9285,0.16235,0.17763
2013,Rural regions,Seldom,0.35180,4170,9285,0.34208,0.36151
2013,Rural regions,Never,0.21988,2613,9285,0.21145,0.22830
2019,Urban regions,Seldom,0.00010,35,117,-0.00175,0.00196
2019,Urban regions,Never,0.00030,82,117,-0.00286,0.00346
2019,Rural regions,Never,0.00024,38,38,-0.00471,0.00519
2021,Urban regions,Very often,0.01364,296,12984,0.01165,0.01564
2021,Urban regions,Often,0.04639,861,12984,0.04277,0.05000
2021,Urban regions,Sometimes,0.16801,2834,12984,0.16158,0.17444
2021,Urban regions,Seldom,0.37520,5203,12984,0.36688,0.38353
2021,Urban regions,Never,0.21904,3790,12984,0.21193,0.22616
2021,Rural regions,Very often,0.01131,109,6163,0.00867,0.01395
2021,Rural regions,Often,0.05411,402,6163,0.04846,0.05976
2021,Rural regions,Sometimes,0.17340,1247,6163,0.16395,0.18285
2021,Rural regions,Seldom,0.37382,2625,6163,0.36174,0.38590
2021,Rural regions,Never,0.21420,1780,6163,0.20396,0.22445
