year,pgisced97,plj0588,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,Pre-primary Level,Sometimes,0.06394,76,421,0.04055,0.08734
2013,Pre-primary Level,Seldom,0.22079,225,421,0.18112,0.26046
2013,Pre-primary Level,Never,0.11992,120,421,0.08885,0.15099
2013,Primary Level,Often,0.08108,49,317,0.05098,0.11118
2013,Primary Level,Sometimes,0.21204,96,317,0.16697,0.25711
2013,Primary Level,Seldom,0.20136,98,317,0.15714,0.24557
2013,Primary Level,Never,0.17504,74,317,0.13314,0.21693
2013,Lower Secondary Level,Very often,0.01387,51,2560,0.00934,0.01841
2013,Lower Secondary Level,Often,0.06535,181,2560,0.05578,0.07493
2013,Lower Secondary Level,Sometimes,0.18620,583,2560,0.17111,0.20128
2013,Lower Secondary Level,Seldom,0.29124,933,2560,0.27363,0.30884
2013,Lower Secondary Level,Never,0.25394,812,2560,0.23708,0.27081
2013,Upper Secondary Level,Very often,0.01012,144,12349,0.00835,0.01189
2013,Upper Secondary Level,Often,0.05077,661,12349,0.04689,0.05464
2013,Upper Secondary Level,Sometimes,0.19590,2532,12349,0.18890,0.20290
2013,Upper Secondary Level,Seldom,0.39520,5341,12349,0.38658,0.40383
2013,Upper Secondary Level,Never,0.27486,3671,12349,0.26699,0.28273
2013,Post-secondary Non-tertiary Level,Often,0.04652,102,1748,0.03664,0.05639
2013,Post-secondary Non-tertiary Level,Sometimes,0.19292,363,1748,0.17441,0.21142
2013,Post-secondary Non-tertiary Level,Seldom,0.38301,810,1748,0.36021,0.40580
2013,Post-secondary Non-tertiary Level,Never,0.20408,473,1748,0.18518,0.22298
2013,First Stage of Tertiary Education,Often,0.04778,75,1658,0.03751,0.05805
2013,First Stage of Tertiary Education,Sometimes,0.20783,331,1658,0.18829,0.22737
2013,First Stage of Tertiary Education,Seldom,0.45705,788,1658,0.43306,0.48104
2013,First Stage of Tertiary Education,Never,0.26227,464,1658,0.24109,0.28345
2013,Second Stage of Tertiary Education,Often,0.03849,203,5782,0.03354,0.04345
2013,Second Stage of Tertiary Education,Sometimes,0.16089,998,5782,0.15142,0.17036
2013,Second Stage of Tertiary Education,Seldom,0.45936,2860,5782,0.44651,0.47221
2013,Second Stage of Tertiary Education,Never,0.24866,1721,5782,0.23752,0.25981
2019,Primary Level,Never,0.00552,50,50,-0.01523,0.02627
2021,Pre-primary Level,Sometimes,0.06589,38,160,0.02733,0.10445
2021,Pre-primary Level,Seldom,0.29968,82,160,0.22847,0.37089
2021,Pre-primary Level,Never,0.07361,40,160,0.03302,0.11420
2021,Primary Level,Very often,0.04942,73,910,0.03533,0.06351
2021,Primary Level,Often,0.06784,106,910,0.05149,0.08418
2021,Primary Level,Sometimes,0.28782,269,910,0.25838,0.31725
2021,Primary Level,Seldom,0.26623,143,910,0.23749,0.29496
2021,Primary Level,Never,0.23857,319,910,0.21086,0.26627
2021,Lower Secondary Level,Very often,0.02548,64,1733,0.01806,0.03290
2021,Lower Secondary Level,Often,0.08723,174,1733,0.07394,0.10051
2021,Lower Secondary Level,Sometimes,0.19256,399,1733,0.17399,0.21113
2021,Lower Secondary Level,Seldom,0.41215,585,1733,0.38897,0.43534
2021,Lower Secondary Level,Never,0.23451,511,1733,0.21455,0.25446
2021,Upper Secondary Level,Very often,0.01637,125,7300,0.01346,0.01928
2021,Upper Secondary Level,Often,0.05840,457,7300,0.05302,0.06378
2021,Upper Secondary Level,Sometimes,0.20918,1521,7300,0.19985,0.21851
2021,Upper Secondary Level,Seldom,0.43238,3036,7300,0.42101,0.44374
2021,Upper Secondary Level,Never,0.27531,2161,7300,0.26506,0.28556
2021,Post-secondary Non-tertiary Level,Often,0.06408,97,1565,0.05194,0.07621
2021,Post-secondary Non-tertiary Level,Sometimes,0.21140,345,1565,0.19116,0.23163
2021,Post-secondary Non-tertiary Level,Seldom,0.46142,681,1565,0.43672,0.48613
2021,Post-secondary Non-tertiary Level,Never,0.24191,442,1565,0.22069,0.26314
2021,First Stage of Tertiary Education,Often,0.02361,33,990,0.01414,0.03307
2021,First Stage of Tertiary Education,Sometimes,0.18557,194,990,0.16134,0.20980
2021,First Stage of Tertiary Education,Seldom,0.48503,476,990,0.45388,0.51617
2021,First Stage of Tertiary Education,Never,0.28402,287,990,0.25592,0.31213
2021,Second Stage of Tertiary Education,Very often,0.00951,78,5648,0.00698,0.01204
2021,Second Stage of Tertiary Education,Often,0.05125,301,5648,0.04549,0.05700
2021,Second Stage of Tertiary Education,Sometimes,0.19551,1117,5648,0.18517,0.20586
2021,Second Stage of Tertiary Education,Seldom,0.48101,2566,5648,0.46798,0.49404
2021,Second Stage of Tertiary Education,Never,0.25683,1586,5648,0.24543,0.26822
