year,age_gr,regtyp,plj0588,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,17-29 y.,Urban regions,Often,0.03668,117,2301,0.02900,0.04436
2013,17-29 y.,Urban regions,Sometimes,0.15967,494,2301,0.14470,0.17464
2013,17-29 y.,Urban regions,Seldom,0.34976,1073,2301,0.33027,0.36925
2013,17-29 y.,Urban regions,Never,0.18016,617,2301,0.16445,0.19586
2013,17-29 y.,Rural regions,Often,0.03610,64,1234,0.02569,0.04652
2013,17-29 y.,Rural regions,Sometimes,0.18870,279,1234,0.16686,0.21054
2013,17-29 y.,Rural regions,Seldom,0.35605,574,1234,0.32933,0.38278
2013,17-29 y.,Rural regions,Never,0.20697,317,1234,0.18436,0.22959
2013,30-45 y.,Urban regions,Very often,0.00632,57,5118,0.00415,0.00849
2013,30-45 y.,Urban regions,Often,0.04181,259,5118,0.03632,0.04729
2013,30-45 y.,Urban regions,Sometimes,0.16665,1023,5118,0.15644,0.17686
2013,30-45 y.,Urban regions,Seldom,0.38210,2315,5118,0.36878,0.39541
2013,30-45 y.,Urban regions,Never,0.21459,1464,5118,0.20334,0.22584
2013,30-45 y.,Rural regions,Often,0.05881,148,2835,0.05015,0.06747
2013,30-45 y.,Rural regions,Sometimes,0.18630,628,2835,0.17196,0.20063
2013,30-45 y.,Rural regions,Seldom,0.42374,1352,2835,0.40555,0.44193
2013,30-45 y.,Rural regions,Never,0.21363,707,2835,0.19854,0.22872
2013,46-65 y.,Urban regions,Very often,0.01211,66,5522,0.00922,0.01499
2013,46-65 y.,Urban regions,Often,0.05451,303,5522,0.04852,0.06050
2013,46-65 y.,Urban regions,Sometimes,0.19372,1071,5522,0.18330,0.20415
2013,46-65 y.,Urban regions,Seldom,0.40853,2466,5522,0.39557,0.42150
2013,46-65 y.,Urban regions,Never,0.25723,1616,5522,0.24570,0.26876
2013,46-65 y.,Rural regions,Very often,0.00889,37,3423,0.00574,0.01203
2013,46-65 y.,Rural regions,Often,0.06078,192,3423,0.05277,0.06878
2013,46-65 y.,Rural regions,Sometimes,0.20125,679,3423,0.18782,0.21468
2013,46-65 y.,Rural regions,Seldom,0.44321,1566,3423,0.42657,0.45986
2013,46-65 y.,Rural regions,Never,0.24631,949,3423,0.23187,0.26074
2013,66 and older,Urban regions,Very often,0.01008,34,3143,0.00659,0.01358
2013,66 and older,Urban regions,Often,0.05271,157,3143,0.04490,0.06052
2013,66 and older,Urban regions,Sometimes,0.19116,559,3143,0.17742,0.20491
2013,66 and older,Urban regions,Seldom,0.36768,1217,3143,0.35082,0.38454
2013,66 and older,Urban regions,Never,0.35821,1176,3143,0.34144,0.37497
2013,66 and older,Rural regions,Often,0.04716,77,1736,0.03718,0.05713
2013,66 and older,Rural regions,Sometimes,0.20753,341,1736,0.18845,0.22662
2013,66 and older,Rural regions,Seldom,0.37377,678,1736,0.35100,0.39653
2013,66 and older,Rural regions,Never,0.34166,640,1736,0.31934,0.36397
2019,17-29 y.,Urban regions,Never,0.00093,43,43,-0.00829,0.01015
2021,17-29 y.,Urban regions,Very often,0.02249,57,2319,0.01646,0.02853
2021,17-29 y.,Urban regions,Often,0.07762,213,2319,0.06673,0.08852
2021,17-29 y.,Urban regions,Sometimes,0.22862,621,2319,0.21152,0.24572
2021,17-29 y.,Urban regions,Seldom,0.39855,866,2319,0.37862,0.41848
2021,17-29 y.,Urban regions,Never,0.20424,562,2319,0.18783,0.22065
2021,17-29 y.,Rural regions,Often,0.05818,72,850,0.04244,0.07393
2021,17-29 y.,Rural regions,Sometimes,0.21811,227,850,0.19033,0.24589
2021,17-29 y.,Rural regions,Seldom,0.41190,342,850,0.37879,0.44500
2021,17-29 y.,Rural regions,Never,0.22658,209,850,0.19842,0.25474
2021,30-45 y.,Urban regions,Very often,0.02064,126,3656,0.01603,0.02525
2021,30-45 y.,Urban regions,Often,0.05733,279,3656,0.04980,0.06487
2021,30-45 y.,Urban regions,Sometimes,0.19710,857,3656,0.18420,0.21000
2021,30-45 y.,Urban regions,Seldom,0.45836,1341,3656,0.44220,0.47451
2021,30-45 y.,Urban regions,Never,0.25424,1053,3656,0.24012,0.26836
2021,30-45 y.,Rural regions,Very often,0.01499,40,1540,0.00892,0.02107
2021,30-45 y.,Rural regions,Often,0.06067,114,1540,0.04874,0.07259
2021,30-45 y.,Rural regions,Sometimes,0.23691,351,1540,0.21567,0.25816
2021,30-45 y.,Rural regions,Seldom,0.46191,608,1540,0.43700,0.48682
2021,30-45 y.,Rural regions,Never,0.21345,427,1540,0.19298,0.23393
2021,46-65 y.,Urban regions,Very often,0.01199,88,4775,0.00890,0.01508
2021,46-65 y.,Urban regions,Often,0.04524,265,4775,0.03934,0.05113
2021,46-65 y.,Urban regions,Sometimes,0.20215,937,4775,0.19075,0.21354
2021,46-65 y.,Urban regions,Seldom,0.46395,2031,4775,0.44980,0.47810
2021,46-65 y.,Urban regions,Never,0.26803,1454,4775,0.25546,0.28059
2021,46-65 y.,Rural regions,Very often,0.01819,42,2444,0.01289,0.02349
2021,46-65 y.,Rural regions,Often,0.07351,146,2444,0.06316,0.08386
2021,46-65 y.,Rural regions,Sometimes,0.18610,427,2444,0.17067,0.20153
2021,46-65 y.,Rural regions,Seldom,0.44710,1113,2444,0.42738,0.46682
2021,46-65 y.,Rural regions,Never,0.26657,716,2444,0.24903,0.28410
2021,66 and older,Urban regions,Often,0.05143,104,2209,0.04222,0.06065
2021,66 and older,Urban regions,Sometimes,0.18081,419,2209,0.16475,0.19686
