year,age_gr,pgisced97,plj0588,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,17-29 y.,Pre-primary Level,Sometimes,0.06405,76,421,0.04063,0.08746
2013,17-29 y.,Pre-primary Level,Seldom,0.22116,225,421,0.18146,0.26085
2013,17-29 y.,Pre-primary Level,Never,0.12012,120,421,0.08903,0.15121
2013,17-29 y.,Lower Secondary Level,Often,0.05279,41,679,0.03595,0.06962
2013,17-29 y.,Lower Secondary Level,Sometimes,0.13754,154,679,0.11161,0.16346
2013,17-29 y.,Lower Secondary Level,Seldom,0.30504,285,679,0.27038,0.33970
2013,17-29 y.,Lower Secondary Level,Never,0.16668,199,679,0.13863,0.19473
2013,17-29 y.,Upper Secondary Level,Often,0.03315,72,1418,0.02383,0.04247
2013,17-29 y.,Upper Secondary Level,Sometimes,0.17736,318,1418,0.15747,0.19725
2013,17-29 y.,Upper Secondary Level,Seldom,0.38508,675,1418,0.35974,0.41042
2013,17-29 y.,Upper Secondary Level,Never,0.21841,353,1418,0.19690,0.23993
2013,17-29 y.,Post-secondary Non-tertiary Level,Sometimes,0.19798,38,180,0.13961,0.25636
2013,17-29 y.,Post-secondary Non-tertiary Level,Seldom,0.44080,103,180,0.36807,0.51353
2013,17-29 y.,Post-secondary Non-tertiary Level,Never,0.16169,39,180,0.10776,0.21563
2013,17-29 y.,Second Stage of Tertiary Education,Sometimes,0.22586,75,302,0.17862,0.27310
2013,17-29 y.,Second Stage of Tertiary Education,Seldom,0.40593,151,302,0.35045,0.46141
2013,17-29 y.,Second Stage of Tertiary Education,Never,0.15653,76,302,0.11548,0.19758
2013,30-45 y.,Primary Level,Sometimes,0.19192,41,82,0.10616,0.27769
2013,30-45 y.,Primary Level,Seldom,0.17642,41,82,0.09341,0.25943
2013,30-45 y.,Lower Secondary Level,Often,0.04622,45,578,0.02909,0.06335
2013,30-45 y.,Lower Secondary Level,Sometimes,0.18616,146,578,0.15440,0.21792
2013,30-45 y.,Lower Secondary Level,Seldom,0.24800,223,578,0.21276,0.28323
2013,30-45 y.,Lower Secondary Level,Never,0.17788,164,578,0.14668,0.20908
2013,30-45 y.,Upper Secondary Level,Very often,0.00736,49,3818,0.00465,0.01007
2013,30-45 y.,Upper Secondary Level,Often,0.05537,204,3818,0.04812,0.06263
2013,30-45 y.,Upper Secondary Level,Sometimes,0.18441,808,3818,0.17211,0.19672
2013,30-45 y.,Upper Secondary Level,Seldom,0.39093,1719,3818,0.37545,0.40641
2013,30-45 y.,Upper Secondary Level,Never,0.22662,1038,3818,0.21334,0.23990
2013,30-45 y.,Post-secondary Non-tertiary Level,Often,0.05440,52,861,0.03924,0.06956
2013,30-45 y.,Post-secondary Non-tertiary Level,Sometimes,0.16355,176,861,0.13883,0.18827
2013,30-45 y.,Post-secondary Non-tertiary Level,Seldom,0.36703,392,861,0.33481,0.39924
2013,30-45 y.,Post-secondary Non-tertiary Level,Never,0.20131,241,861,0.17451,0.22811
2013,30-45 y.,First Stage of Tertiary Education,Sometimes,0.20265,97,473,0.16639,0.23892
2013,30-45 y.,First Stage of Tertiary Education,Seldom,0.47912,255,473,0.43405,0.52419
2013,30-45 y.,First Stage of Tertiary Education,Never,0.24206,121,473,0.20342,0.28070
2013,30-45 y.,Second Stage of Tertiary Education,Often,0.02803,61,2015,0.02082,0.03523
2013,30-45 y.,Second Stage of Tertiary Education,Sometimes,0.14710,370,2015,0.13163,0.16257
2013,30-45 y.,Second Stage of Tertiary Education,Seldom,0.45638,1022,2015,0.43463,0.47813
2013,30-45 y.,Second Stage of Tertiary Education,Never,0.20961,562,2015,0.19183,0.22739
2013,46-65 y.,Lower Secondary Level,Often,0.09130,51,559,0.06740,0.11520
2013,46-65 y.,Lower Secondary Level,Sometimes,0.17758,128,559,0.14587,0.20928
2013,46-65 y.,Lower Secondary Level,Seldom,0.28977,200,559,0.25213,0.32741
2013,46-65 y.,Lower Secondary Level,Never,0.26099,180,559,0.22455,0.29743
2013,46-65 y.,Upper Secondary Level,Very often,0.01284,59,4586,0.00958,0.01610
2013,46-65 y.,Upper Secondary Level,Often,0.05465,260,4586,0.04807,0.06123
2013,46-65 y.,Upper Secondary Level,Sometimes,0.21331,951,4586,0.20145,0.22517
2013,46-65 y.,Upper Secondary Level,Seldom,0.41788,1980,4586,0.40360,0.43216
2013,46-65 y.,Upper Secondary Level,Never,0.26346,1336,4586,0.25071,0.27621
2013,46-65 y.,Post-secondary Non-tertiary Level,Often,0.03973,38,587,0.02392,0.05555
2013,46-65 y.,Post-secondary Non-tertiary Level,Sometimes,0.19666,121,587,0.16448,0.22885
2013,46-65 y.,Post-secondary Non-tertiary Level,Seldom,0.39525,280,587,0.35567,0.43484
2013,46-65 y.,Post-secondary Non-tertiary Level,Never,0.21043,148,587,0.17742,0.24343
