year,pgisced97,quintil_oecd,ple0008,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,Primary Level,1st Quintile,Good,0.31894,49,130,0.23851,0.39937
1992,Primary Level,1st Quintile,Satisfactory,0.22738,40,130,0.15505,0.29971
1992,Primary Level,1st Quintile,Poor,0.19712,41,130,0.12846,0.26577
1992,Primary Level,2nd Quintile,Good,0.43711,60,128,0.35084,0.52338
1992,Primary Level,2nd Quintile,Satisfactory,0.24169,37,128,0.16723,0.31615
1992,Primary Level,2nd Quintile,Poor,0.14977,31,128,0.08771,0.21183
1992,Primary Level,3rd Quintile,Good,0.26698,50,100,0.17984,0.35413
1992,Primary Level,3rd Quintile,Satisfactory,0.30606,50,100,0.21528,0.39685
1992,Primary Level,4th Quintile,Satisfactory,0.39492,46,46,0.25209,0.53775
1992,Lower Secondary Level,1st Quintile,Very good,0.08749,98,730,0.06698,0.10800
1992,Lower Secondary Level,1st Quintile,Good,0.20938,209,730,0.17984,0.23891
1992,Lower Secondary Level,1st Quintile,Satisfactory,0.38911,245,730,0.35372,0.42450
1992,Lower Secondary Level,1st Quintile,Poor,0.19988,116,730,0.17085,0.22891
1992,Lower Secondary Level,1st Quintile,Bad,0.11302,62,730,0.09004,0.13601
1992,Lower Secondary Level,2nd Quintile,Very good,0.10280,105,633,0.07912,0.12648
1992,Lower Secondary Level,2nd Quintile,Good,0.29853,246,633,0.26286,0.33421
1992,Lower Secondary Level,2nd Quintile,Satisfactory,0.34282,185,633,0.30582,0.37983
1992,Lower Secondary Level,2nd Quintile,Poor,0.19070,97,633,0.16007,0.22133
1992,Lower Secondary Level,3rd Quintile,Very good,0.16133,113,521,0.12971,0.19294
1992,Lower Secondary Level,3rd Quintile,Good,0.27071,180,521,0.23252,0.30890
1992,Lower Secondary Level,3rd Quintile,Satisfactory,0.35562,156,521,0.31448,0.39677
1992,Lower Secondary Level,3rd Quintile,Poor,0.15705,72,521,0.12577,0.18832
1992,Lower Secondary Level,4th Quintile,Very good,0.11247,83,530,0.08554,0.13939
1992,Lower Secondary Level,4th Quintile,Good,0.37976,218,530,0.33840,0.42112
1992,Lower Secondary Level,4th Quintile,Satisfactory,0.35619,164,530,0.31538,0.39700
1992,Lower Secondary Level,4th Quintile,Poor,0.12360,65,530,0.09555,0.15164
1992,Lower Secondary Level,5th Quintile,Good,0.37243,107,259,0.31344,0.43142
