year,bula_h,pgisced97,ple0008,proportion,n,lower_confidence,upper_confidence
1992,Nordrhein-Westfalen,middle vocational,Gut,0.03819072401653146,17350,0.03533885379592726,0.04104259423713566
1992,Bayern,middle vocational,Gut,0.027169753558855043,17350,0.024750576174596188,0.0295889309431139
1992,Nordrhein-Westfalen,middle vocational,Zufriedenstellend,0.02586866676871269,17350,0.02350654592780026,0.028230787609625118
1992,Baden-Württemberg,middle vocational,Gut,0.02579213225164549,17350,0.023433415607561573,0.02815084889572941
1992,Sachsen,middle vocational,Gut,0.023725700290831164,17350,0.02146104670060501,0.025990353881057318
1992,Bayern,middle vocational,Zufriedenstellend,0.01790907699372417,17350,0.01593566037086246,0.019882493616585877
1992,Thüringen,middle vocational,Gut,0.01614878310117863,17350,0.014273179983007735,0.018024386219349528
1992,Baden-Württemberg,middle vocational,Zufriedenstellend,0.01614878310117863,17350,0.014273179983007735,0.018024386219349528
1992,Nordrhein-Westfalen,middle vocational,Sehr gut,0.015536506964641053,17350,0.013696231517966697,0.01737678241131541
1992,Hessen,middle vocational,Gut,0.015077299862237869,17350,0.01326400182499924,0.016890597899476497
1992,Niedersachsen,middle vocational,Gut,0.014924230828103475,17350,0.013120020648773802,0.016728441007433148
1992,Sachsen,middle vocational,Zufriedenstellend,0.014847696311036277,17350,0.013048048351022556,0.01664734427105
1992,Nordrhein-Westfalen,general elemantary,Gut,0.014847696311036277,17350,0.013048048351022556,0.01664734427105
1992,Sachsen-Anhalt,middle vocational,Gut,0.01362314403796112,17350,0.011898234026746378,0.015348054049175863
1992,Nordrhein-Westfalen,general elemantary,Zufriedenstellend,0.01362314403796112,17350,0.011898234026746378,0.015348054049175863
1992,Baden-Württemberg,general elemantary,Gut,0.01339354048675953,17350,0.011683028954727814,0.015104052018791244
1992,Niedersachsen,middle vocational,Zufriedenstellend,0.01193938466248278,17350,0.010323207006512696,0.013555562318452863
1992,Brandenburg,middle vocational,Gut,0.01079136690647482,17350,0.009253961124178218,0.012328772688771424
1992,Nordrhein-Westfalen,middle vocational,Weniger gut,0.010714832389407623,17350,0.009182828839707365,0.012246835939107881
1992,Baden-Württemberg,general elemantary,Zufriedenstellend,0.010485228838206032,17350,0.008969552644782136,0.012000905031629927
1992,"Rheinland-Pfalz,Saarland",middle vocational,Gut,0.010485228838206032,17350,0.008969552644782136,0.012000905031629927
1992,Sachsen,higher education,Gut,0.010408694321138834,17350,0.008898501524020323,0.011918887118257344
1992,Bayern,general elemantary,Gut,0.010179090769937242,17350,0.008685474150991494,0.011672707388882991
1992,Bayern,middle vocational,Sehr gut,0.010102556252870045,17350,0.008614507802768664,0.011590604702971425
1992,Sachsen-Anhalt,middle vocational,Zufriedenstellend,0.009337211082198071,17350,0.007906085169297038,0.010768336995099104
1992,Bayern,general elemantary,Zufriedenstellend,0.00910760753099648,17350,0.007694023167166363,0.010521191894826597
1992,Baden-Württemberg,middle vocational,Sehr gut,0.009031073013929282,17350,0.007623386250413164,0.010438759777445399
1992,Nordrhein-Westfalen,higher education,Gut,0.00880146946272769,17350,0.007411631244742876,0.010191307680712504
1992,Brandenburg,middle vocational,Zufriedenstellend,0.00880146946272769,17350,0.007411631244742876,0.010191307680712504
1992,Thüringen,middle vocational,Zufriedenstellend,0.008418796877391704,17350,0.0070592459195383496,0.009778347835245057
1992,Hessen,middle vocational,Zufriedenstellend,0.008342262360324506,17350,0.006988853060743681,0.009695671659905331
1992,Mecklenburg-Vorpommern,middle vocational,Gut,0.008265727843257308,17350,0.0069184891623031404,0.009612966524211477
1992,Nordrhein-Westfalen,general elemantary,Sehr gut,0.008036124292055717,17350,0.006707575273873402,0.009364673310238032
1992,Berlin,middle vocational,Gut,0.007729986223786928,17350,0.006426787561862898,0.009033184885710957
1992,"Rheinland-Pfalz,Saarland",middle vocational,Zufriedenstellend,0.007347313638450942,17350,0.0060765368238427184,0.008618090453059165
1992,Hessen,general elemantary,Gut,0.007041175570182153,17350,0.005796963132538635,0.00828538800782567
1992,Sachsen-Anhalt,higher education,Gut,0.006964641053114955,17350,0.005727161427207716,0.008202120679022193
1992,Baden-Württemberg,middle vocational,Weniger gut,0.006658502984846166,17350,0.005448339845643816,0.007868666124048516
1992,Sachsen,middle vocational,Sehr gut,0.006275830399510179,17350,0.005100730314893638,0.00745093048412672
1992,"Rheinland-Pfalz,Saarland",general elemantary,Zufriedenstellend,0.0060462268483085875,17350,0.004892689543753867,0.007199764152863308
1992,Berlin,middle vocational,Zufriedenstellend,0.005816623297106995,17350,0.004685069908259901,0.006948176685954089
1992,Niedersachsen,general elemantary,Gut,0.005663554262972601,17350,0.004546903045538878,0.006780205480406323
1992,Niedersachsen,general elemantary,Zufriedenstellend,0.005663554262972601,17350,0.004546903045538878,0.006780205480406323
1992,Nordrhein-Westfalen,general elemantary,Weniger gut,0.005587019745905403,17350,0.004477896450098432,0.006696143041712374
1992,Baden-Württemberg,general elemantary,Weniger gut,0.005510485228838206,17350,0.004408942476475594,0.006612027981200818
1992,Brandenburg,higher education,Gut,0.005510485228838206,17350,0.004408942476475594,0.006612027981200818
1992,Berlin,higher education,Gut,0.005510485228838206,17350,0.004408942476475594,0.006612027981200818
1992,Niedersachsen,middle vocational,Sehr gut,0.005433950711771008,17350,0.00434004221864242,0.006527859204899597
1992,Hessen,general elemantary,Zufriedenstellend,0.0053574161947038115,17350,0.004271196809187931,0.006443635580219692
1992,Thüringen,higher education,Gut,0.005280881677636614,17350,0.004202407421255168,0.00635935593401806
1992,Bayern,middle vocational,Weniger gut,0.005280881677636614,17350,0.004202407421255168,0.00635935593401806
1992,Bayern,higher education,Gut,0.005204347160569417,17350,0.004133675270605031,0.006275019050533803
1992,Sachsen-Anhalt,middle vocational,Sehr gut,0.004974743609367825,17350,0.0039278350864971005,0.006021652132238549
1992,Thüringen,middle vocational,Sehr gut,0.004974743609367825,17350,0.0039278350864971005,0.006021652132238549
1992,Sachsen,higher education,Zufriedenstellend,0.00482167457523343,17350,0.00379091890170912,0.005852430248757741
1992,Schleswig-Holstein,middle vocational,Gut,0.004745140058166233,17350,0.003722558389429101,0.005767721726903366
1992,Baden-Württemberg,inadequately,Gut,0.0046686055410990355,17350,0.003654265023300767,0.005682946058897304
1992,Hessen,middle vocational,Sehr gut,0.0046686055410990355,17350,0.003654265023300767,0.005682946058897304
1992,Baden-Württemberg,general elemantary,Sehr gut,0.004592071024031839,17350,0.003586040453456232,0.005598101594607445
1992,Mecklenburg-Vorpommern,middle vocational,Zufriedenstellend,0.004439001989897444,17350,0.0034498046521889087,0.0054281993276059795
1992,Brandenburg,middle vocational,Sehr gut,0.004439001989897444,17350,0.0034498046521889087,0.0054281993276059795
1992,Nordrhein-Westfalen,inadequately,Gut,0.004439001989897444,17350,0.0034498046521889087,0.0054281993276059795
1992,Baden-Württemberg,inadequately,Zufriedenstellend,0.004362467472830246,17350,0.003381797082718865,0.005343137862941627
1992,Sachsen,general elemantary,Zufriedenstellend,0.004362467472830246,17350,0.003381797082718865,0.005343137862941627
1992,Nordrhein-Westfalen,higher vocational,Gut,0.0042859329557630495,17350,0.003313865642647264,0.0052580002688788355
1992,Niedersachsen,middle vocational,Weniger gut,0.004209398438695852,17350,0.0032460123714878743,0.005172784505903829
1992,"Rheinland-Pfalz,Saarland",general elemantary,Gut,0.004056329404561457,17350,0.0031105489653255793,0.005002109843797335
1992,Bayern,general elemantary,Weniger gut,0.0039797948874942595,17350,0.003042943399407884,0.004916646375580635
1992,Bayern,general elemantary,Sehr gut,0.0039032603704270627,17350,0.0029754251542957284,0.004831095586558397
1992,Nordrhein-Westfalen,inadequately,Zufriedenstellend,0.0039032603704270627,17350,0.0029754251542957284,0.004831095586558397
1992,Sachsen,middle vocational,Weniger gut,0.0039032603704270627,17350,0.0029754251542957284,0.004831095586558397
1992,Mecklenburg-Vorpommern,higher education,Gut,0.003673656819225471,17350,0.0027734207071764033,0.004573892931274539
1992,Nordrhein-Westfalen,higher education,Zufriedenstellend,0.003673656819225471,17350,0.0027734207071764033,0.004573892931274539
1992,Hessen,middle vocational,Weniger gut,0.0035205877850910763,17350,0.002639238440481759,0.0044019371297003935
1992,Baden-Württemberg,higher vocational,Gut,0.0034440532680238786,17350,0.0025723029704848607,0.004315803565562897
1992,Brandenburg,higher education,Zufriedenstellend,0.0034440532680238786,17350,0.0025723029704848607,0.004315803565562897
1992,Schleswig-Holstein,middle vocational,Zufriedenstellend,0.003290984233889484,17350,0.002438760890206804,0.004143207577572164
1992,Baden-Württemberg,higher education,Gut,0.003290984233889484,17350,0.002438760890206804,0.004143207577572164
1992,"Rheinland-Pfalz,Saarland",middle vocational,Sehr gut,0.0032144497168222867,17350,0.002372161903922257,0.004056737529722316
1992,Bayern,higher vocational,Zufriedenstellend,0.0031379151997550894,17350,0.0023056830818471577,0.003970147317663021
1992,Hessen,higher education,Gut,0.0031379151997550894,17350,0.0023056830818471577,0.003970147317663021
1992,Sachsen-Anhalt,middle vocational,Weniger gut,0.0031379151997550894,17350,0.0023056830818471577,0.003970147317663021
1992,Baden-Württemberg,inadequately,Weniger gut,0.003061380682687892,17350,0.0022393288336719644,0.00388343253170382
