year,age_gr,sampreg,ple0008,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,17-29 y.,West,Very good,0.29713,856,2631,0.27966,0.31459
1992,17-29 y.,West,Good,0.49488,1276,2631,0.47578,0.51399
1992,17-29 y.,West,Satisfactory,0.16087,401,2631,0.14683,0.17492
1992,17-29 y.,West,Poor,0.03694,98,2631,0.02973,0.04415
1992,17-29 y.,East,Very good,0.34484,323,887,0.31355,0.37614
1992,17-29 y.,East,Good,0.50373,456,887,0.47080,0.53665
1992,17-29 y.,East,Satisfactory,0.12401,108,887,0.10230,0.14571
1992,30-45 y.,West,Very good,0.16072,449,2820,0.14716,0.17428
1992,30-45 y.,West,Good,0.48183,1338,2820,0.46339,0.50028
1992,30-45 y.,West,Satisfactory,0.25678,714,2820,0.24066,0.27291
1992,30-45 y.,West,Poor,0.08027,260,2820,0.07024,0.09030
1992,30-45 y.,West,Bad,0.02040,59,2820,0.01518,0.02562
1992,30-45 y.,East,Very good,0.15562,221,1419,0.13675,0.17449
1992,30-45 y.,East,Good,0.59087,841,1419,0.56528,0.61646
1992,30-45 y.,East,Satisfactory,0.19573,290,1419,0.17508,0.21638
1992,30-45 y.,East,Poor,0.04460,67,1419,0.03385,0.05534
1992,46-65 y.,West,Very good,0.06932,176,2793,0.05990,0.07874
1992,46-65 y.,West,Good,0.31691,893,2793,0.29965,0.33417
1992,46-65 y.,West,Satisfactory,0.39331,1060,2793,0.37519,0.41143
1992,46-65 y.,West,Poor,0.16337,491,2793,0.14965,0.17708
1992,46-65 y.,West,Bad,0.05709,173,2793,0.04849,0.06570
1992,46-65 y.,East,Very good,0.06216,69,1231,0.04866,0.07565
1992,46-65 y.,East,Good,0.35295,445,1231,0.32624,0.37966
1992,46-65 y.,East,Satisfactory,0.42467,523,1231,0.39705,0.45229
1992,46-65 y.,East,Poor,0.12789,152,1231,0.10922,0.14655
1992,46-65 y.,East,Bad,0.03233,42,1231,0.02245,0.04222
1992,66 and older,West,Good,0.19835,211,1035,0.17404,0.22265
1992,66 and older,West,Satisfactory,0.41292,453,1035,0.38291,0.44293
1992,66 and older,West,Poor,0.24622,246,1035,0.21996,0.27248
1992,66 and older,West,Bad,0.12328,125,1035,0.10324,0.14332
1992,66 and older,East,Good,0.14123,58,380,0.10617,0.17629
1992,66 and older,East,Satisfactory,0.44864,178,380,0.39857,0.49871
1992,66 and older,East,Poor,0.24987,94,380,0.20628,0.29346
1992,66 and older,East,Bad,0.13437,50,380,0.10003,0.16871
1994,17-29 y.,West,Very good,0.21244,582,2469,0.19630,0.22858
1994,17-29 y.,West,Good,0.51072,1267,2469,0.49099,0.53044
1994,17-29 y.,West,Satisfactory,0.20542,475,2469,0.18948,0.22136
1994,17-29 y.,West,Poor,0.06164,145,2469,0.05215,0.07113
1994,17-29 y.,East,Very good,0.18790,165,839,0.16146,0.21435
1994,17-29 y.,East,Good,0.54591,466,839,0.51220,0.57962
1994,17-29 y.,East,Satisfactory,0.22617,174,839,0.19784,0.25449
1994,17-29 y.,East,Poor,0.03647,34,839,0.02378,0.04917
1994,30-45 y.,West,Very good,0.10042,299,2799,0.08929,0.11156
1994,30-45 y.,West,Good,0.47602,1323,2799,0.45751,0.49453
1994,30-45 y.,West,Satisfactory,0.29840,814,2799,0.28145,0.31535
1994,30-45 y.,West,Poor,0.10354,307,2799,0.09226,0.11483
1994,30-45 y.,West,Bad,0.02161,56,2799,0.01623,0.02700
1994,30-45 y.,East,Very good,0.09736,119,1328,0.08141,0.11331
1994,30-45 y.,East,Good,0.49290,666,1328,0.46600,0.51980
1994,30-45 y.,East,Satisfactory,0.30672,417,1328,0.28191,0.33153
1994,30-45 y.,East,Poor,0.09423,126,1328,0.07851,0.10995
1994,46-65 y.,West,Very good,0.04375,113,2691,0.03602,0.05148
1994,46-65 y.,West,Good,0.31759,865,2691,0.30000,0.33519
1994,46-65 y.,West,Satisfactory,0.39243,1014,2691,0.37398,0.41088
1994,46-65 y.,West,Poor,0.19948,559,2691,0.18437,0.21458
1994,46-65 y.,West,Bad,0.04674,140,2691,0.03877,0.05472
1994,46-65 y.,East,Very good,0.03581,39,1190,0.02525,0.04637
1994,46-65 y.,East,Good,0.28768,354,1190,0.26195,0.31341
1994,46-65 y.,East,Satisfactory,0.46104,545,1190,0.43271,0.48938
1994,46-65 y.,East,Poor,0.16870,200,1190,0.14741,0.18998
1994,46-65 y.,East,Bad,0.04677,52,1190,0.03477,0.05877
1994,66 and older,West,Good,0.18101,211,1069,0.15792,0.20410
1994,66 and older,West,Satisfactory,0.40845,445,1069,0.37897,0.43793
1994,66 and older,West,Poor,0.27312,289,1069,0.24640,0.29985
1994,66 and older,West,Bad,0.11857,124,1069,0.09918,0.13796
1994,66 and older,East,Good,0.17931,70,393,0.14133,0.21728
1994,66 and older,East,Satisfactory,0.46345,186,393,0.41409,0.51282
1994,66 and older,East,Poor,0.22260,90,393,0.18142,0.26378
1994,66 and older,East,Bad,0.12233,47,393,0.08989,0.15477
1995,17-29 y.,West,Very good,0.20671,560,2484,0.19078,0.22263
1995,17-29 y.,West,Good,0.53513,1321,2484,0.51551,0.55475
1995,17-29 y.,West,Satisfactory,0.18858,457,2484,0.17320,0.20397
