"ple0008","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Sehr gut","1992","(noch) kein Abschluss","maennlich","92","0.317388305043524","0.2702781233195","0.364498486767549"
"Sehr gut","1992","(noch) kein Abschluss","weiblich","72","0.182155253449606","0.148187757096148","0.216122749803064"
"Sehr gut","1992","Hauptschule","maennlich","452","0.117098033759799","0.105885485599888","0.12831058191971"
"Sehr gut","1992","Hauptschule","weiblich","305","0.0773457436682204","0.0683224677562047","0.0863690195802362"
"Sehr gut","1992","Realschule","maennlich","314","0.186360376496874","0.165911692318622","0.206809060675125"
"Sehr gut","1992","Realschule","weiblich","314","0.159610045737947","0.142235963707778","0.176984127768116"
"Sehr gut","1992","(Fach-)Abitur","maennlich","131","","",""
"Sehr gut","1992","(Fach-)Abitur","weiblich","87","0.18427274856255","0.145892471989196","0.222653025135905"
"Sehr gut","1992","AkademikerIn","maennlich","142","","",""
"Sehr gut","1992","AkademikerIn","weiblich","146","","",""
"Gut","1992","(noch) kein Abschluss","maennlich","127","","",""
"Gut","1992","(noch) kein Abschluss","weiblich","170","","",""
"Gut","1992","Hauptschule","maennlich","1248","","",""
"Gut","1992","Hauptschule","weiblich","1119","","",""
"Gut","1992","Realschule","maennlich","704","0.490351483159056","0.464099527516215","0.516603438801898"
"Gut","1992","Realschule","weiblich","825","0.444379124196338","0.42080706993408","0.467951178458596"
"Gut","1992","(Fach-)Abitur","maennlich","226","","",""
"Gut","1992","(Fach-)Abitur","weiblich","185","","",""
"Gut","1992","AkademikerIn","maennlich","446","0.479155428309741","0.446679735342548","0.511631121276934"
"Gut","1992","AkademikerIn","weiblich","378","0.452802308991273","0.416962521036961","0.488642096945584"
"Zufriedenstellend","1992","(noch) kein Abschluss","maennlich","86","0.180819361363125","0.14186601592055","0.219772706805701"
"Zufriedenstellend","1992","(noch) kein Abschluss","weiblich","133","","",""
"Zufriedenstellend","1992","Hauptschule","maennlich","959","0.32999109560277","0.31359408506067","0.34638810614487"
"Zufriedenstellend","1992","Hauptschule","weiblich","1224","","",""
"Zufriedenstellend","1992","Realschule","maennlich","288","","",""
"Zufriedenstellend","1992","Realschule","weiblich","407","0.272799660681056","0.251670595649858","0.293928725712254"
"Zufriedenstellend","1992","(Fach-)Abitur","maennlich","99","0.196004154888664","0.161312610066491","0.230695699710836"
"Zufriedenstellend","1992","(Fach-)Abitur","weiblich","78","0.203798210722603","0.163921730680931","0.243674690764274"
"Zufriedenstellend","1992","AkademikerIn","maennlich","246","","",""
"Zufriedenstellend","1992","AkademikerIn","weiblich","148","","",""
"Weniger gut","1992","(noch) kein Abschluss","maennlich","55","0.115719102378615","0.0833425868279399","0.14809561792929"
"Weniger gut","1992","(noch) kein Abschluss","weiblich","88","0.134904746473231","0.104840326297593","0.164969166648868"
"Weniger gut","1992","Hauptschule","maennlich","362","0.1280887052333","0.116434978029747","0.139742432436852"
"Weniger gut","1992","Hauptschule","weiblich","529","0.174915013288652","0.162083159013755","0.187746867563549"
"Weniger gut","1992","Realschule","maennlich","67","0.0599111447682086","0.0474484834213658","0.0723738061150515"
"Weniger gut","1992","Realschule","weiblich","130","","",""
"Weniger gut","1992","(Fach-)Abitur","maennlich","34","0.0693160793570478","0.0471196969199772","0.0915124617941183"
"Weniger gut","1992","(Fach-)Abitur","weiblich","35","0.109568136533238","0.0786475629539077","0.140488710112569"
"Weniger gut","1992","AkademikerIn","maennlich","55","0.0647034472770387","0.0487113830224604","0.080695511531617"
"Weniger gut","1992","AkademikerIn","weiblich","51","0.0872682563709358","0.066947554048157","0.107588958693715"
"Schlecht","1992","(noch) kein Abschluss","maennlich","15","","",""
