,Unnamed: 0,year,age_gr,quintil_oecd,ple0008,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
0,0,1992,17-29 y.,1st Quintile,Very good,0.33952,236,12951,0.30937,0.3704
1,1,1992,17-29 y.,1st Quintile,Good,0.51101,333,12951,0.46716,0.55141
2,2,1992,17-29 y.,1st Quintile,Satisfactory,0.14947,102,12951,0.12655,0.16947
3,3,1992,17-29 y.,2nd Quintile,Very good,0.29154,264,12951,0.26996,0.31946
4,4,1992,17-29 y.,2nd Quintile,Good,0.54488,413,12951,0.50324,0.57871
5,5,1992,17-29 y.,2nd Quintile,Satisfactory,0.16358,100,12951,0.13974,0.18771
6,6,1992,17-29 y.,3rd Quintile,Very good,0.35063,254,12951,0.3169,0.38662
7,7,1992,17-29 y.,3rd Quintile,Good,0.48828,366,12951,0.45224,0.529
8,8,1992,17-29 y.,3rd Quintile,Satisfactory,0.16109,108,12951,0.13364,0.18358
9,9,1992,17-29 y.,4th Quintile,Very good,0.35109,259,12951,0.32271,0.3806
10,10,1992,17-29 y.,4th Quintile,Good,0.48461,341,12951,0.44098,0.52433
11,11,1992,17-29 y.,4th Quintile,Satisfactory,0.1643,108,12951,0.14549,0.1869
12,12,1992,17-29 y.,5th Quintile,Very good,0.26549,165,12951,0.23895,0.29492
13,13,1992,17-29 y.,5th Quintile,Good,0.57255,279,12951,0.52551,0.61538
14,14,1992,17-29 y.,5th Quintile,Satisfactory,0.16195,91,12951,0.14046,0.18179
15,15,1992,30-45 y.,1st Quintile,Very good,0.13482,112,12951,0.11649,0.1563
16,16,1992,30-45 y.,1st Quintile,Good,0.5352,428,12951,0.50303,0.56781
17,17,1992,30-45 y.,1st Quintile,Satisfactory,0.24647,201,12951,0.21953,0.27551
18,18,1992,30-45 y.,1st Quintile,Poor,0.0835,63,12951,0.06831,0.09896
19,19,1992,30-45 y.,2nd Quintile,Very good,0.14674,149,12951,0.12789,0.1653
20,20,1992,30-45 y.,2nd Quintile,Good,0.54628,568,12951,0.51315,0.57358
21,21,1992,30-45 y.,2nd Quintile,Satisfactory,0.23619,217,12951,0.21334,0.26502
22,22,1992,30-45 y.,2nd Quintile,Poor,0.07078,75,12951,0.06152,0.08199
23,23,1992,30-45 y.,3rd Quintile,Very good,0.16258,140,12951,0.14378,0.1818
24,24,1992,30-45 y.,3rd Quintile,Good,0.49762,449,12951,0.46465,0.53358
25,25,1992,30-45 y.,3rd Quintile,Satisfactory,0.26689,220,12951,0.24426,0.29116
26,26,1992,30-45 y.,3rd Quintile,Poor,0.07291,64,12951,0.06071,0.08475
27,27,1992,30-45 y.,4th Quintile,Very good,0.18158,137,12951,0.16183,0.20056
28,28,1992,30-45 y.,4th Quintile,Good,0.48933,364,12951,0.45966,0.52251
29,29,1992,30-45 y.,4th Quintile,Satisfactory,0.24981,189,12951,0.22211,0.27352
30,30,1992,30-45 y.,4th Quintile,Poor,0.07928,70,12951,0.06471,0.0958
31,31,1992,30-45 y.,5th Quintile,Very good,0.17818,132,12951,0.16148,0.19539
32,32,1992,30-45 y.,5th Quintile,Good,0.50583,369,12951,0.47571,0.53473
33,33,1992,30-45 y.,5th Quintile,Satisfactory,0.24643,177,12951,0.22845,0.26949
34,34,1992,30-45 y.,5th Quintile,Poor,0.06956,55,12951,0.05927,0.08043
35,35,1992,46-65 y.,1st Quintile,Very good,0.04817,35,12951,0.03886,0.05766
36,36,1992,46-65 y.,1st Quintile,Good,0.21213,185,12951,0.19473,0.22847
37,37,1992,46-65 y.,1st Quintile,Satisfactory,0.43996,299,12951,0.40896,0.46816
38,38,1992,46-65 y.,1st Quintile,Poor,0.20314,166,12951,0.18276,0.22084
39,39,1992,46-65 y.,1st Quintile,Bad,0.09661,66,12951,0.07748,0.11565
40,40,1992,46-65 y.,2nd Quintile,Very good,0.05659,37,12951,0.04788,0.06518
41,41,1992,46-65 y.,2nd Quintile,Good,0.28607,229,12951,0.2604,0.31156
42,42,1992,46-65 y.,2nd Quintile,Satisfactory,0.43711,306,12951,0.40638,0.46758
43,43,1992,46-65 y.,2nd Quintile,Poor,0.16332,109,12951,0.14305,0.18458
44,44,1992,46-65 y.,2nd Quintile,Bad,0.05691,40,12951,0.04492,0.07066
45,45,1992,46-65 y.,3rd Quintile,Very good,0.07887,51,12951,0.06468,0.0947
46,46,1992,46-65 y.,3rd Quintile,Good,0.31724,252,12951,0.29515,0.34499
47,47,1992,46-65 y.,3rd Quintile,Satisfactory,0.3954,304,12951,0.36589,0.42323
48,48,1992,46-65 y.,3rd Quintile,Poor,0.1591,126,12951,0.14099,0.18358
49,49,1992,46-65 y.,3rd Quintile,Bad,0.04938,37,12951,0.03844,0.0586
50,50,1992,46-65 y.,4th Quintile,Very good,0.06431,52,12951,0.05535,0.07461
51,51,1992,46-65 y.,4th Quintile,Good,0.37002,336,12951,0.34742,0.39419
52,52,1992,46-65 y.,4th Quintile,Satisfactory,0.3662,334,12951,0.34517,0.39033
53,53,1992,46-65 y.,4th Quintile,Poor,0.15218,129,12951,0.13867,0.16889
54,54,1992,46-65 y.,4th Quintile,Bad,0.04729,49,12951,0.03887,0.05732
55,55,1992,46-65 y.,5th Quintile,Very good,0.0835,70,12951,0.07438,0.09414
56,56,1992,46-65 y.,5th Quintile,Good,0.39114,336,12951,0.3679,0.41253
57,57,1992,46-65 y.,5th Quintile,Satisfactory,0.39879,340,12951,0.37721,0.41951
58,58,1992,46-65 y.,5th Quintile,Poor,0.12656,112,12951,0.1147,0.13781
59,59,1992,66 and older,1st Quintile,Good,0.1225,65,12951,0.11016,0.13404
60,60,1992,66 and older,1st Quintile,Satisfactory,0.42365,230,12951,0.39613,0.45138
61,61,1992,66 and older,1st Quintile,Poor,0.27407,127,12951,0.24855,0.29538
62,62,1992,66 and older,1st Quintile,Bad,0.17978,76,12951,0.16118,0.19518
63,63,1992,66 and older,2nd Quintile,Good,0.15471,48,12951,0.13525,0.1739
64,64,1992,66 and older,2nd Quintile,Satisfactory,0.45982,133,12951,0.42837,0.49589
65,65,1992,66 and older,2nd Quintile,Poor,0.2713,74,12951,0.24505,0.29981
66,66,1992,66 and older,2nd Quintile,Bad,0.11416,37,12951,0.09698,0.13127
67,67,1992,66 and older,3rd Quintile,Good,0.24367,45,12951,0.20759,0.27684
68,68,1992,66 and older,3rd Quintile,Satisfactory,0.47125,97,12951,0.43287,0.51085
69,69,1992,66 and older,3rd Quintile,Poor,0.28508,60,12951,0.25441,0.3148
70,70,1992,66 and older,4th Quintile,Good,0.27233,53,12951,0.24504,0.30008
71,71,1992,66 and older,4th Quintile,Satisfactory,0.53401,105,12951,0.48491,0.57784
72,72,1992,66 and older,4th Quintile,Poor,0.19366,36,12951,0.17074,0.21708
73,73,1992,66 and older,5th Quintile,Good,0.3555,58,12951,0.3175,0.39559
74,74,1992,66 and older,5th Quintile,Satisfactory,0.36274,66,12951,0.32364,0.40903
75,75,1992,66 and older,5th Quintile,Poor,0.28176,43,12951,0.24098,0.32275
76,76,1994,17-29 y.,1st Quintile,Very good,0.21606,159,12478,0.18259,0.24761
77,77,1994,17-29 y.,1st Quintile,Good,0.48084,342,12478,0.43853,0.52503
78,78,1994,17-29 y.,1st Quintile,Satisfactory,0.2238,122,12478,0.19665,0.25536
79,79,1994,17-29 y.,1st Quintile,Poor,0.07929,54,12478,0.06012,0.10156
80,80,1994,17-29 y.,2nd Quintile,Very good,0.21495,155,12478,0.18506,0.24631
81,81,1994,17-29 y.,2nd Quintile,Good,0.51776,366,12478,0.47397,0.56399
82,82,1994,17-29 y.,2nd Quintile,Satisfactory,0.21575,136,12478,0.17893,0.24802
83,83,1994,17-29 y.,2nd Quintile,Poor,0.05153,35,12478,0.03998,0.06598
84,84,1994,17-29 y.,3rd Quintile,Very good,0.20541,161,12478,0.18016,0.23074
85,85,1994,17-29 y.,3rd Quintile,Good,0.55509,386,12478,0.51394,0.59363
86,86,1994,17-29 y.,3rd Quintile,Satisfactory,0.17645,129,12478,0.15345,0.20203
87,87,1994,17-29 y.,3rd Quintile,Poor,0.06306,35,12478,0.0494,0.0804
88,88,1994,17-29 y.,4th Quintile,Very good,0.19754,153,12478,0.17327,0.22499
89,89,1994,17-29 y.,4th Quintile,Good,0.53141,374,12478,0.48848,0.57017
90,90,1994,17-29 y.,4th Quintile,Satisfactory,0.21898,156,12478,0.1974,0.24653
91,91,1994,17-29 y.,4th Quintile,Poor,0.05208,33,12478,0.04204,0.06215
92,92,1994,17-29 y.,5th Quintile,Very good,0.22437,118,12478,0.19953,0.25609
93,93,1994,17-29 y.,5th Quintile,Good,0.54043,262,12478,0.48864,0.59248
94,94,1994,17-29 y.,5th Quintile,Satisfactory,0.23519,106,12478,0.20522,0.26418
95,95,1994,30-45 y.,1st Quintile,Very good,0.0902,68,12478,0.07196,0.10843
96,96,1994,30-45 y.,1st Quintile,Good,0.42802,318,12478,0.39273,0.46123
97,97,1994,30-45 y.,1st Quintile,Satisfactory,0.33984,216,12478,0.3022,0.38186
98,98,1994,30-45 y.,1st Quintile,Poor,0.14193,92,12478,0.11959,0.16697
99,99,1994,30-45 y.,2nd Quintile,Very good,0.09137,81,12478,0.07587,0.1062
100,100,1994,30-45 y.,2nd Quintile,Good,0.47546,453,12478,0.44437,0.50634
101,101,1994,30-45 y.,2nd Quintile,Satisfactory,0.32393,290,12478,0.29681,0.35019
102,102,1994,30-45 y.,2nd Quintile,Poor,0.10924,103,12478,0.09429,0.12906
103,103,1994,30-45 y.,3rd Quintile,Very good,0.10514,102,12478,0.09339,0.1212
