year,pgisced97,regtyp,ple0008,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,No answer / don't know,Urban regions,Very good,0.28922,44,134,0.21216,0.36627
1992,No answer / don't know,Urban regions,Good,0.38172,58,134,0.29915,0.46428
1992,No answer / don't know,Urban regions,Satisfactory,0.23931,32,134,0.16680,0.31182
1992,Pre-primary Level,Urban regions,Very good,0.45229,59,114,0.36052,0.54406
1992,Pre-primary Level,Urban regions,Good,0.41809,55,114,0.32715,0.50904
1992,Primary Level,Urban regions,Very good,0.13213,55,522,0.10305,0.16121
1992,Primary Level,Urban regions,Good,0.33139,167,522,0.29097,0.37181
1992,Primary Level,Urban regions,Satisfactory,0.29041,157,522,0.25143,0.32939
1992,Primary Level,Urban regions,Poor,0.17472,112,522,0.14211,0.20732
1992,Primary Level,Urban regions,Bad,0.07135,31,522,0.04925,0.09345
1992,Primary Level,Rural regions,Good,0.25543,34,34,0.10663,0.40422
1992,Lower Secondary Level,Urban regions,Very good,0.10575,296,1931,0.09203,0.11947
1992,Lower Secondary Level,Urban regions,Good,0.29711,677,1931,0.27672,0.31750
1992,Lower Secondary Level,Urban regions,Satisfactory,0.36976,604,1931,0.34822,0.39129
1992,Lower Secondary Level,Urban regions,Poor,0.16603,265,1931,0.14943,0.18263
1992,Lower Secondary Level,Urban regions,Bad,0.06136,89,1931,0.05065,0.07206
1992,Lower Secondary Level,Rural regions,Very good,0.11324,126,833,0.09170,0.13477
1992,Lower Secondary Level,Rural regions,Good,0.28226,277,833,0.25167,0.31284
1992,Lower Secondary Level,Rural regions,Satisfactory,0.35154,247,833,0.31910,0.38398
1992,Lower Secondary Level,Rural regions,Poor,0.18236,132,833,0.15612,0.20860
1992,Lower Secondary Level,Rural regions,Bad,0.07060,51,833,0.05320,0.08801
1992,Upper Secondary Level,No answer / don't know,Good,0.43950,32,32,0.26478,0.61422
1992,Upper Secondary Level,Urban regions,Very good,0.13210,634,4162,0.12182,0.14239
1992,Upper Secondary Level,Urban regions,Good,0.40431,1782,4162,0.38940,0.41922
1992,Upper Secondary Level,Urban regions,Satisfactory,0.29985,1157,4162,0.28593,0.31377
1992,Upper Secondary Level,Urban regions,Poor,0.12180,452,4162,0.11186,0.13174
1992,Upper Secondary Level,Urban regions,Bad,0.04194,137,4162,0.03584,0.04803
1992,Upper Secondary Level,Rural regions,Very good,0.13391,376,2479,0.12050,0.14732
1992,Upper Secondary Level,Rural regions,Good,0.41032,1069,2479,0.39095,0.42968
1992,Upper Secondary Level,Rural regions,Satisfactory,0.30388,729,2479,0.28577,0.32199
1992,Upper Secondary Level,Rural regions,Poor,0.10752,221,2479,0.09532,0.11972
1992,Upper Secondary Level,Rural regions,Bad,0.04437,84,2479,0.03626,0.05248
1992,Post-secondary Non-tertiary Level,Urban regions,Very good,0.16826,56,267,0.12330,0.21322
1992,Post-secondary Non-tertiary Level,Urban regions,Good,0.50498,141,267,0.44490,0.56507
1992,Post-secondary Non-tertiary Level,Urban regions,Satisfactory,0.22902,70,267,0.17852,0.27951
1992,Post-secondary Non-tertiary Level,Rural regions,Good,0.44283,39,39,0.28490,0.60077
1992,First Stage of Tertiary Education,Urban regions,Very good,0.12221,66,451,0.09195,0.15248
1992,First Stage of Tertiary Education,Urban regions,Good,0.37928,191,451,0.33445,0.42412
1992,First Stage of Tertiary Education,Urban regions,Satisfactory,0.31146,141,451,0.26867,0.35424
1992,First Stage of Tertiary Education,Urban regions,Poor,0.13698,53,451,0.10521,0.16875
1992,First Stage of Tertiary Education,Rural regions,Very good,0.10305,34,264,0.06630,0.13979
1992,First Stage of Tertiary Education,Rural regions,Good,0.40076,129,264,0.34154,0.45999
1992,First Stage of Tertiary Education,Rural regions,Satisfactory,0.38165,101,264,0.32293,0.44036
1992,Second Stage of Tertiary Education,Urban regions,Very good,0.17061,176,972,0.14695,0.19427
1992,Second Stage of Tertiary Education,Urban regions,Good,0.46986,497,972,0.43846,0.50125
1992,Second Stage of Tertiary Education,Urban regions,Satisfactory,0.25174,231,972,0.22444,0.27904
1992,Second Stage of Tertiary Education,Urban regions,Poor,0.07592,68,972,0.05926,0.09258
1992,Second Stage of Tertiary Education,Rural regions,Very good,0.15889,98,611,0.12988,0.18790
1992,Second Stage of Tertiary Education,Rural regions,Good,0.47399,317,611,0.43437,0.51362
