year,migback,regtyp,ple0008,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1992,No migration background,Urban regions,Good,0.4176383642634259,17350,0.41029993852949564,0.4249767899973561
1992,No migration background,Urban regions,Satisfactory,0.29364427656429626,17350,0.28686741153345985,0.30042114159513267
1992,No migration background,Urban regions,Very good,0.14435867958613893,17350,0.13912901715046924,0.14958834202180862
1992,No migration background,Urban regions,Poor,0.10872064378387256,17350,0.10408863618433847,0.11335265138340664
1992,No migration background,Urban regions,Bad,0.035638035802266384,17350,0.032879470634373895,0.03839660097015887
1992,No migration background,Rural regions,Good,0.4260782847170282,17350,0.4187199869085843,0.43343658252547207
1992,No migration background,Rural regions,Satisfactory,0.2919471453502867,17350,0.2851817794924363,0.29871251120813713
1992,No migration background,Rural regions,Very good,0.1505858888057841,17350,0.14526409301227824,0.15590768459928997
1992,No migration background,Rural regions,Poor,0.09424083769633508,17350,0.08989341099264953,0.09858826440002064
1992,No migration background,Rural regions,Bad,0.037147843430565944,17350,0.034333656519768205,0.03996203034136368
1992,Direct migration background,Urban regions,Good,0.3975448536355052,17350,0.39026266777686114,0.4048270394941492
1992,Direct migration background,Urban regions,Satisfactory,0.26581680830972615,17350,0.2592432613445454,0.2723903552749069
1992,Direct migration background,Urban regions,Very good,0.15203021718602455,17350,0.14668750870495678,0.15737292566709232
1992,Direct migration background,Urban regions,Poor,0.14258734655335223,17350,0.1373844909900843,0.14779020211662017
1992,Direct migration background,Urban regions,Bad,0.042020774315391876,17350,0.03903527893948064,0.045006269691303114
1992,Direct migration background,Rural regions,Good,0.3706467661691542,17350,0.36345999737289103,0.3778335349654174
1992,Direct migration background,Rural regions,Satisfactory,0.3009950248756219,17350,0.29416965606100093,0.3078203936902429
1992,Direct migration background,Rural regions,Poor,0.13930348258706468,17350,0.13415104972353742,0.14445591545059194
1992,Direct migration background,Rural regions,Very good,0.11940298507462686,17350,0.11457792718321584,0.12422804296603789
1992,Direct migration background,Rural regions,Bad,0.06965174129353234,17350,0.06586387103262469,0.07343961155444
1992,Indirect migration background,Urban regions,Good,0.426056338028169,17350,0.4186980890447249,0.4334145870116131
1992,Indirect migration background,Urban regions,Very good,0.39436619718309857,17350,0.3870940740048837,0.4016383203613134
1992,Indirect migration background,Urban regions,Satisfactory,0.1056338028169014,17350,0.10106012595805752,0.11020747967574529
1992,Indirect migration background,Urban regions,Poor,0.05985915492957746,17350,0.056329208755811225,0.0633891011033437
1992,Indirect migration background,Urban regions,Bad,0.014084507042253521,17350,0.01233104243993693,0.015837971644570115
1992,Indirect migration background,Rural regions,Good,0.40425531914893614,17350,0.39695294148510146,0.4115576968127708
1992,Indirect migration background,Rural regions,Very good,0.3617021276595745,17350,0.3545523331191635,0.36885192219998547
1992,Indirect migration background,Rural regions,Satisfactory,0.19148936170212766,17350,0.18563443413207767,0.19734428927217765
1992,Indirect migration background,Rural regions,Poor,0.0425531914893617,17350,0.03954967701941278,0.04555670595931062
1994,No migration background,Urban regions,Good,0.4003006012024048,16642,0.39285648334430395,0.40774471906050563
1994,No migration background,Urban regions,Satisfactory,0.3301603206412826,16642,0.32301533786040204,0.33730530342216314
1994,No migration background,Urban regions,Poor,0.14478957915831664,16642,0.1394432159742398,0.15013594234239347
1994,No migration background,Urban regions,Very good,0.08967935871743488,16642,0.08533828905934954,0.09402042837552022
1994,No migration background,Urban regions,Bad,0.03507014028056112,16642,0.032275216705382415,0.03786506385573983
1994,No migration background,Rural regions,Good,0.4151476251604621,16642,0.40766114427058237,0.42263410605034185
1994,No migration background,Rural regions,Satisfactory,0.3435173299101412,16642,0.3363022811369128,0.35073237868336965
1994,No migration background,Rural regions,Poor,0.11527599486521181,16642,0.11042392933597274,0.12012806039445088
1994,No migration background,Rural regions,Very good,0.08908857509627728,16642,0.08476042420081142,0.09341672599174314
1994,No migration background,Rural regions,Bad,0.03697047496790758,16642,0.03410365362771055,0.039837296308104606
1994,Direct migration background,Urban regions,Good,0.40224604389994895,16642,0.39479597253690524,0.40969611526299266
1994,Direct migration background,Urban regions,Satisfactory,0.2730985196528841,16642,0.2663291105326033,0.27986792877316496
1994,Direct migration background,Urban regions,Poor,0.16998468606431852,16642,0.16427777290685214,0.1756915992217849
1994,Direct migration background,Urban regions,Very good,0.10719754977029096,16642,0.10249727303224532,0.1118978265083366
1994,Direct migration background,Urban regions,Bad,0.04747320061255743,16642,0.044242355260710874,0.05070404596440398
1994,Direct migration background,Rural regions,Good,0.3894736842105263,16642,0.38206494059413043,0.3968824278269222
1994,Direct migration background,Rural regions,Satisfactory,0.2894736842105263,16642,0.2825832285794411,0.29636413984161153
1994,Direct migration background,Rural regions,Poor,0.1736842105263158,16642,0.16792839975333912,0.17944002129929248
1994,Direct migration background,Rural regions,Very good,0.11315789473684211,16642,0.10834486113006811,0.11797092834361611
1994,Direct migration background,Rural regions,Bad,0.034210526315789476,16642,0.031448839515611324,0.03697221311596763
1994,Indirect migration background,Urban regions,Good,0.4366576819407008,16642,0.4291222170062551,0.44419314687514655
1994,Indirect migration background,Urban regions,Very good,0.29380053908355797,16642,0.2868799462684599,0.300721131898656
