year,ple0008,quintil_oecd,proportion,n,lower_confidence,upper_confidence
1992,Very good,1st Quintile,0.36196623634558095,17350,0.3548153118321305,0.3691171608590314
1992,Very good,2nd Quintile,0.2944389275074479,17350,0.28765671722080055,0.3012211377940952
1992,Very good,3rd Quintile,0.1792452830188679,17350,0.17353790164851515,0.18495266438922067
1992,Very good,4th Quintile,0.12264150943396226,17350,0.11776045538231154,0.12752256348561297
1992,Very good,5th Quintile,0.041708043694141016,17350,0.03873319307218523,0.0446828943160968
1992,Good,1st Quintile,0.3840913275639845,17350,0.37685394146205303,0.391328713665916
1992,Good,2nd Quintile,0.2776652550174922,17350,0.2710012340656673,0.28432927596931706
1992,Good,3rd Quintile,0.17510587368808692,17350,0.1694505717826996,0.18076117559347424
1992,Good,4th Quintile,0.12226109372122998,17350,0.11738655926445875,0.1271356281780012
1992,Good,5th Quintile,0.04087645000920641,17350,0.037930128102025486,0.04382277191638733
1992,Satisfactory,1st Quintile,0.401241230437129,17350,0.3939477461411554,0.4085347147331026
1992,Satisfactory,2nd Quintile,0.2760388559093362,17350,0.26938690447175434,0.28269080734691804
1992,Satisfactory,3rd Quintile,0.1681057744198597,17350,0.16254120323499718,0.1736703456047222
1992,Satisfactory,4th Quintile,0.11359956826767405,17350,0.10887774582887011,0.11832139070647799
1992,Satisfactory,5th Quintile,0.04101457096600108,17350,0.0380634879782541,0.04396565395374805
1992,Poor,1st Quintile,0.44030898876404495,17350,0.43292213887574044,0.44769583865234946
1992,Poor,2nd Quintile,0.2654494382022472,17350,0.25887879197686403,0.27202008442763037
1992,Poor,3rd Quintile,0.1544943820224719,17350,0.14911638043150313,0.15987238361344067
1992,Poor,4th Quintile,0.10393258426966293,17350,0.09939157344261751,0.10847359509670834
1992,Poor,5th Quintile,0.03581460674157303,17350,0.033049469450835416,0.038579744032310646
1992,Bad,1st Quintile,0.5132382892057027,17350,0.5058008391811298,0.5206757392302755
1992,Bad,2nd Quintile,0.24643584521384929,17350,0.24002347797134005,0.2528482124563585
1992,Bad,3rd Quintile,0.164969450101833,17350,0.15944665059409077,0.17049224960957524
1992,Bad,4th Quintile,0.05702647657841141,17350,0.053575878700848484,0.06047707445597433
1992,Bad,5th Quintile,0.018329938900203666,17350,0.016333897184272576,0.020325980616134755
1994,Very good,2nd Quintile,0.2857142857142857,16642,0.2788506334511581,0.29257793797741327
1994,Very good,1st Quintile,0.24332810047095763,16642,0.2368087662171911,0.24984743472472415
1994,Very good,3rd Quintile,0.23861852433281006,16642,0.23214252875592495,0.24509451990969516
1994,Very good,4th Quintile,0.1577708006279435,16642,0.15223243307553144,0.16330916818035554
1994,Very good,5th Quintile,0.07456828885400314,16642,0.07057709713626725,0.07855948057173903
1994,Good,2nd Quintile,0.2919992213354098,16642,0.285091082982111,0.2989073596887086
1994,Good,1st Quintile,0.24197002141327623,16642,0.23546307418329862,0.24847696864325383
