year,migback,ple0008,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,No migration background,Very good,0.13359,1569,10342,0.12703,0.14015
1992,No migration background,Good,0.38967,4354,10342,0.38027,0.39907
1992,No migration background,Satisfactory,0.31081,3000,10342,0.30189,0.31973
1992,No migration background,Poor,0.11937,1049,10342,0.11312,0.12562
1992,No migration background,Bad,0.04656,370,10342,0.04250,0.05062
1992,Direct migration background,Very good,0.14682,386,2546,0.13307,0.16057
1992,Direct migration background,Good,0.38139,1000,2546,0.36252,0.40026
1992,Direct migration background,Satisfactory,0.28048,685,2546,0.26303,0.29794
1992,Direct migration background,Poor,0.14345,358,2546,0.12983,0.15707
1992,Direct migration background,Bad,0.04786,117,2546,0.03956,0.05615
1992,Indirect migration background,Very good,0.38317,170,376,0.33397,0.43238
1992,Indirect migration background,Good,0.40744,164,376,0.35770,0.45717
1992,Indirect migration background,Satisfactory,0.11540,42,376,0.08307,0.14774
1994,No migration background,Very good,0.08169,925,10011,0.07632,0.08705
1994,No migration background,Good,0.37943,4077,10011,0.36992,0.38893
1994,No migration background,Satisfactory,0.34490,3335,10011,0.33559,0.35421
1994,No migration background,Poor,0.14936,1320,10011,0.14238,0.15634
1994,No migration background,Bad,0.04462,354,10011,0.04058,0.04867
1994,Direct migration background,Very good,0.10042,256,2349,0.08827,0.11258
1994,Direct migration background,Good,0.37601,940,2349,0.35642,0.39560
1994,Direct migration background,Satisfactory,0.30321,648,2349,0.28462,0.32180
1994,Direct migration background,Poor,0.17379,399,2349,0.15846,0.18911
1994,Direct migration background,Bad,0.04657,106,2349,0.03805,0.05509
1994,Indirect migration background,Very good,0.32170,159,482,0.27995,0.36344
1994,Indirect migration background,Good,0.38236,205,482,0.33893,0.42579
1994,Indirect migration background,Satisfactory,0.19479,87,482,0.15940,0.23019
1994,Indirect migration background,Poor,0.09527,31,482,0.06903,0.12151
1995,No migration background,Very good,0.07218,848,9971,0.06710,0.07726
1995,No migration background,Good,0.38375,4100,9971,0.37421,0.39330
1995,No migration background,Satisfactory,0.35033,3360,9971,0.34097,0.35970
1995,No migration background,Poor,0.15152,1326,9971,0.14448,0.15856
1995,No migration background,Bad,0.04222,337,9971,0.03827,0.04617
1995,Direct migration background,Very good,0.11981,309,2771,0.10772,0.13190
1995,Direct migration background,Good,0.38885,1132,2771,0.37070,0.40700
1995,Direct migration background,Satisfactory,0.29151,777,2771,0.27459,0.30843
1995,Direct migration background,Poor,0.15036,425,2771,0.13705,0.16367
1995,Direct migration background,Bad,0.04947,128,2771,0.04140,0.05755
1995,Indirect migration background,Very good,0.26256,146,494,0.22371,0.30140
1995,Indirect migration background,Good,0.44536,227,494,0.40148,0.48923
1995,Indirect migration background,Satisfactory,0.20398,83,494,0.16841,0.23955
1995,Indirect migration background,Poor,0.07544,38,494,0.05213,0.09876
1996,No migration background,Very good,0.07652,861,9886,0.07128,0.08176
1996,No migration background,Good,0.37848,4008,9886,0.36892,0.38804
1996,No migration background,Satisfactory,0.35815,3423,9886,0.34870,0.36760
1996,No migration background,Poor,0.14696,1279,9886,0.13998,0.15394
1996,No migration background,Bad,0.03988,315,9886,0.03602,0.04374
1996,Direct migration background,Very good,0.10316,274,2593,0.09145,0.11487
1996,Direct migration background,Good,0.36100,988,2593,0.34251,0.37949
1996,Direct migration background,Satisfactory,0.33160,815,2593,0.31348,0.34973
1996,Direct migration background,Poor,0.14187,381,2593,0.12844,0.15530
1996,Direct migration background,Bad,0.06236,135,2593,0.05305,0.07167
1996,Indirect migration background,Very good,0.26819,153,538,0.23072,0.30566
1996,Indirect migration background,Good,0.39638,240,538,0.35500,0.43775
1996,Indirect migration background,Satisfactory,0.24982,114,538,0.21321,0.28644
1996,Indirect migration background,Poor,0.07920,31,538,0.05636,0.10204
1997,No migration background,Very good,0.07582,798,9777,0.07057,0.08106
1997,No migration background,Good,0.38269,4119,9777,0.37306,0.39233
1997,No migration background,Satisfactory,0.36001,3341,9777,0.35050,0.36953
1997,No migration background,Poor,0.13872,1184,9777,0.13187,0.14557
1997,No migration background,Bad,0.04275,335,9777,0.03874,0.04677
1997,Direct migration background,Very good,0.10236,221,2468,0.09040,0.11433
1997,Direct migration background,Good,0.37100,1023,2468,0.35194,0.39006
1997,Direct migration background,Satisfactory,0.31347,733,2468,0.29517,0.33178
1997,Direct migration background,Poor,0.16445,378,2468,0.14983,0.17908
1997,Direct migration background,Bad,0.04871,113,2468,0.04021,0.05720
1997,Indirect migration background,Very good,0.25411,153,560,0.21802,0.29020
1997,Indirect migration background,Good,0.48356,288,560,0.44214,0.52499
1997,Indirect migration background,Satisfactory,0.19496,86,560,0.16212,0.22781
1997,Indirect migration background,Poor,0.06098,33,560,0.04114,0.08081
1998,No migration background,Very good,0.09249,1087,11222,0.08713,0.09785
1998,No migration background,Good,0.39685,4804,11222,0.38779,0.40590
1998,No migration background,Satisfactory,0.33074,3592,11222,0.32203,0.33944
1998,No migration background,Poor,0.13520,1331,11222,0.12888,0.14153
1998,No migration background,Bad,0.04472,408,11222,0.04089,0.04854
1998,Direct migration background,Very good,0.10141,211,2392,0.08931,0.11351
1998,Direct migration background,Good,0.40261,1017,2392,0.38295,0.42227
1998,Direct migration background,Satisfactory,0.30286,707,2392,0.28444,0.32128
1998,Direct migration background,Poor,0.14766,356,2392,0.13344,0.16188
1998,Direct migration background,Bad,0.04546,101,2392,0.03711,0.05381
