year,age_gr,migback,ple0008,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,17-29 y.,No migration background,Very good,0.29937,804,2554,0.28160,0.31713
1992,17-29 y.,No migration background,Good,0.50071,1274,2554,0.48132,0.52011
1992,17-29 y.,No migration background,Satisfactory,0.15702,391,2554,0.14291,0.17114
1992,17-29 y.,No migration background,Poor,0.03349,85,2554,0.02651,0.04047
1992,17-29 y.,Direct migration background,Very good,0.31008,211,606,0.27322,0.34693
1992,17-29 y.,Direct migration background,Good,0.50356,308,606,0.46372,0.54340
1992,17-29 y.,Direct migration background,Satisfactory,0.15122,87,606,0.12268,0.17977
1992,17-29 y.,Indirect migration background,Very good,0.43719,164,345,0.38477,0.48961
1992,17-29 y.,Indirect migration background,Good,0.40940,150,345,0.35743,0.46136
1992,17-29 y.,Indirect migration background,Satisfactory,0.09083,31,345,0.06046,0.12119
1992,30-45 y.,No migration background,Very good,0.15668,550,3439,0.14453,0.16883
1992,30-45 y.,No migration background,Good,0.50950,1818,3439,0.49279,0.52621
1992,30-45 y.,No migration background,Satisfactory,0.24637,797,3439,0.23197,0.26077
1992,30-45 y.,No migration background,Poor,0.06866,221,3439,0.06020,0.07711
1992,30-45 y.,No migration background,Bad,0.01879,53,3439,0.01426,0.02333
1992,30-45 y.,Direct migration background,Very good,0.18686,116,769,0.15929,0.21443
1992,30-45 y.,Direct migration background,Good,0.45327,351,769,0.41806,0.48848
1992,30-45 y.,Direct migration background,Satisfactory,0.22777,197,769,0.19811,0.25743
1992,30-45 y.,Direct migration background,Poor,0.11100,105,769,0.08879,0.13322
1992,46-65 y.,No migration background,Very good,0.06607,190,3022,0.05721,0.07493
1992,46-65 y.,No migration background,Good,0.32475,1021,3022,0.30805,0.34145
1992,46-65 y.,No migration background,Satisfactory,0.40777,1236,3022,0.39025,0.42529
1992,46-65 y.,No migration background,Poor,0.15034,435,3022,0.13759,0.16308
1992,46-65 y.,No migration background,Bad,0.05107,140,3022,0.04322,0.05892
1992,46-65 y.,Direct migration background,Very good,0.07376,53,993,0.05749,0.09003
