year,quintil_oecd,sampreg,ple0008,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,1st Quintile,West,Very good,0.11483,178,1170,0.09655,0.13311
1992,1st Quintile,West,Good,0.27224,371,1170,0.24673,0.29776
1992,1st Quintile,West,Satisfactory,0.31662,328,1170,0.28995,0.34328
1992,1st Quintile,West,Poor,0.18177,194,1170,0.15967,0.20388
1992,1st Quintile,West,Bad,0.11453,99,1170,0.09628,0.13279
1992,1st Quintile,East,Very good,0.12403,218,1594,0.10784,0.14022
1992,1st Quintile,East,Good,0.35354,631,1594,0.33006,0.37701
1992,1st Quintile,East,Satisfactory,0.33211,495,1594,0.30899,0.35524
1992,1st Quintile,East,Poor,0.13147,182,1594,0.11487,0.14806
1992,1st Quintile,East,Bad,0.05885,68,1594,0.04729,0.07041
1992,2nd Quintile,West,Very good,0.11907,260,1651,0.10344,0.13469
1992,2nd Quintile,West,Good,0.34893,665,1651,0.32593,0.37192
1992,2nd Quintile,West,Satisfactory,0.32644,447,1651,0.30381,0.34906
1992,2nd Quintile,West,Poor,0.15009,208,1651,0.13286,0.16733
1992,2nd Quintile,West,Bad,0.05548,71,1651,0.04443,0.06652
1992,2nd Quintile,East,Very good,0.15619,204,1187,0.13552,0.17685
1992,2nd Quintile,East,Good,0.46567,591,1187,0.43728,0.49406
1992,2nd Quintile,East,Satisfactory,0.27480,314,1187,0.24939,0.30021
1992,2nd Quintile,East,Poor,0.07564,78,1187,0.06059,0.09069
1992,3rd Quintile,West,Very good,0.14518,333,1952,0.12954,0.16081
1992,3rd Quintile,West,Good,0.36513,747,1952,0.34377,0.38650
1992,3rd Quintile,West,Satisfactory,0.32113,570,1952,0.30041,0.34185
1992,3rd Quintile,West,Poor,0.12294,223,1952,0.10837,0.13751
1992,3rd Quintile,West,Bad,0.04563,79,1952,0.03637,0.05489
1992,3rd Quintile,East,Very good,0.15935,108,698,0.13218,0.18652
1992,3rd Quintile,East,Good,0.50008,369,698,0.46296,0.53720
1992,3rd Quintile,East,Satisfactory,0.25087,175,698,0.21869,0.28306
1992,3rd Quintile,East,Poor,0.07672,46,698,0.05696,0.09647
1992,4th Quintile,West,Very good,0.14679,371,2288,0.13229,0.16130
1992,4th Quintile,West,Good,0.40998,959,2288,0.38982,0.43013
1992,4th Quintile,West,Satisfactory,0.29461,634,2288,0.27592,0.31329
1992,4th Quintile,West,Poor,0.10880,239,2288,0.09604,0.12156
1992,4th Quintile,West,Bad,0.03982,85,2288,0.03181,0.04784
1992,4th Quintile,East,Very good,0.21141,72,291,0.16442,0.25840
1992,4th Quintile,East,Good,0.43942,139,291,0.38230,0.49655
1992,4th Quintile,East,Satisfactory,0.28102,80,291,0.22928,0.33275
1992,5th Quintile,West,Very good,0.14059,359,2260,0.12626,0.15493
1992,5th Quintile,West,Good,0.43825,975,2260,0.41779,0.45871
1992,5th Quintile,West,Satisfactory,0.29067,649,2260,0.27195,0.30940
1992,5th Quintile,West,Poor,0.10726,230,2260,0.09450,0.12002
1992,5th Quintile,West,Bad,0.02323,47,2260,0.01702,0.02944
1992,5th Quintile,East,Good,0.50986,70,105,0.41378,0.60594
1992,5th Quintile,East,Satisfactory,0.27940,35,105,0.19317,0.36564
1994,1st Quintile,West,Very good,0.07446,168,1549,0.06138,0.08754
1994,1st Quintile,West,Good,0.28359,545,1549,0.26114,0.30605
1994,1st Quintile,West,Satisfactory,0.31955,413,1549,0.29632,0.34278
1994,1st Quintile,West,Poor,0.22054,302,1549,0.19988,0.24119
1994,1st Quintile,West,Bad,0.10186,121,1549,0.08679,0.11693
