"year","bildungsniveau","sex","mean","median","n","lower_confidence","upper_confidence"
"1984","(Fach-)Abitur","maennlich","7.49","7.5","516","7.29","7.69"
"1984","(Fach-)Abitur","weiblich","7.35","7.5","349","7.1","7.6"
"1984","(noch) kein Abschluss","maennlich","7.41","7.5","573","7.18","7.64"
"1984","(noch) kein Abschluss","weiblich","7.12","7.5","708","6.91","7.33"
"1984","AkademikerInnen","maennlich","7.51","7.5","534","7.32","7.7"
"1984","AkademikerInnen","weiblich","7.29","7.5","255","7","7.58"
"1984","Hauptschulabschluss","maennlich","6.69","6.5","3492","6.6","6.78"
"1984","Hauptschulabschluss","weiblich","6.3","6.5","3745","6.21","6.39"
"1984","Realschulabschluss","maennlich","7.6","7.5","784","7.45","7.75"
"1984","Realschulabschluss","weiblich","7.31","7.5","1098","7.16","7.46"
"1985","(Fach-)Abitur","maennlich","7.31","7.5","460","7.1","7.52"
"1985","(Fach-)Abitur","weiblich","7.29","7.5","320","7.04","7.54"
"1985","(noch) kein Abschluss","maennlich","7.25","7.5","494","7.02","7.48"
"1985","(noch) kein Abschluss","weiblich","6.96","7.5","584","6.75","7.17"
"1985","AkademikerInnen","maennlich","7.34","7.5","508","7.17","7.51"
"1985","AkademikerInnen","weiblich","7.41","7.5","246","7.15","7.67"
"1985","Hauptschulabschluss","maennlich","6.64","6.5","3110","6.55","6.73"
"1985","Hauptschulabschluss","weiblich","6.3","6.5","3296","6.21","6.39"
"1985","Realschulabschluss","maennlich","7.38","7.5","754","7.22","7.54"
"1985","Realschulabschluss","weiblich","7.17","7.5","1059","7.03","7.31"
"1986","(Fach-)Abitur","maennlich","7.46","7.5","470","7.25","7.67"
"1986","(Fach-)Abitur","weiblich","7.09","7.5","338","6.85","7.33"
"1986","(noch) kein Abschluss","maennlich","7.18","7.5","478","6.94","7.42"
"1986","(noch) kein Abschluss","weiblich","6.7","6.5","547","6.47","6.93"
"1986","AkademikerInnen","maennlich","7.22","7.5","505","7.04","7.4"
"1986","AkademikerInnen","weiblich","7.19","7.5","243","6.92","7.46"
"1986","Hauptschulabschluss","maennlich","6.69","6.5","2971","6.6","6.78"
"1986","Hauptschulabschluss","weiblich","6.21","5.5","3101","6.12","6.3"
"1986","Realschulabschluss","maennlich","7.28","7.5","736","7.13","7.43"
"1986","Realschulabschluss","weiblich","7.06","7.5","1031","6.92","7.2"
"1987","(Fach-)Abitur","maennlich","7.41","7.5","453","7.21","7.61"
"1987","(Fach-)Abitur","weiblich","6.93","7.5","325","6.67","7.19"
"1987","(noch) kein Abschluss","maennlich","6.96","7.5","453","6.71","7.21"
"1987","(noch) kein Abschluss","weiblich","6.6","6.5","545","6.39","6.81"
"1987","AkademikerInnen","maennlich","7.1","7.5","493","6.91","7.29"
"1987","AkademikerInnen","weiblich","7.26","7.5","248","6.99","7.53"
"1987","Hauptschulabschluss","maennlich","6.63","6.5","2946","6.54","6.72"
"1987","Hauptschulabschluss","weiblich","6.19","5.5","3061","6.1","6.28"
"1987","Realschulabschluss","maennlich","7.11","7.5","744","6.96","7.26"
