"year","bildungsniveau","migback","mean","median","n","lower_confidence","upper_confidence"
"1984","(Fach-)Abitur","direkter Migrationshintergrund","7.64","8","274","7.35","7.93"
"1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"1984","(Fach-)Abitur","kein Migrationshintergrund ","7.39","8","587","7.2","7.58"
"1984","(noch) kein Abschluss","direkter Migrationshintergrund","6.65","7","1066","6.48","6.82"
"1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"1984","(noch) kein Abschluss","kein Migrationshintergrund ","7.77","9","232","7.43","8.11"
"1984","AkademikerInnen","direkter Migrationshintergrund","7.4","8","122","7","7.8"
"1984","AkademikerInnen","indirekter Migrationshintergrund","","","","",""
"1984","AkademikerInnen","kein Migrationshintergrund ","7.45","8","667","7.28","7.62"
"1984","Hauptschulabschluss","direkter Migrationshintergrund","6.98","8","1745","6.85","7.11"
"1984","Hauptschulabschluss","indirekter Migrationshintergrund","6.99","7","75","6.47","7.51"
"1984","Hauptschulabschluss","kein Migrationshintergrund ","6.42","7","5457","6.35","6.49"
"1984","Realschulabschluss","direkter Migrationshintergrund","7.36","7.44","139","7.02","7.7"
"1984","Realschulabschluss","indirekter Migrationshintergrund","","","","",""
"1984","Realschulabschluss","kein Migrationshintergrund ","7.43","8","1718","7.32","7.54"
"1985","(Fach-)Abitur","direkter Migrationshintergrund","7.34","8","232","7.02","7.66"
"1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"1985","(Fach-)Abitur","kein Migrationshintergrund ","7.28","8","549","7.1","7.46"
"1985","(noch) kein Abschluss","direkter Migrationshintergrund","6.68","7","856","6.5","6.86"
"1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"1985","(noch) kein Abschluss","kein Migrationshintergrund ","7.39","8","223","7.06","7.72"
"1985","AkademikerInnen","direkter Migrationshintergrund","7.37","8","111","7.02","7.72"
"1985","AkademikerInnen","indirekter Migrationshintergrund","","","","",""
"1985","AkademikerInnen","kein Migrationshintergrund ","7.38","8","642","7.23","7.53"
"1985","Hauptschulabschluss","direkter Migrationshintergrund","6.73","7","1511","6.6","6.86"
"1985","Hauptschulabschluss","indirekter Migrationshintergrund","7.27","8","83","6.78","7.76"
"1985","Hauptschulabschluss","kein Migrationshintergrund ","6.43","7","4843","6.36","6.5"
"1985","Realschulabschluss","direkter Migrationshintergrund","7.29","8","138","6.92","7.66"
"1985","Realschulabschluss","indirekter Migrationshintergrund","7.35","10","31","6.63","8.07"
"1985","Realschulabschluss","kein Migrationshintergrund ","7.25","8","1648","7.14","7.36"
"1986","(Fach-)Abitur","direkter Migrationshintergrund","7.35","8","233","7.05","7.65"
