year,bula_h,pgisced97,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Schleswig-Holstein,Pre-primary Level,,,,,,,,,,,,
1984,Schleswig-Holstein,Primary Level,,,,,,,,,,,,
1984,Schleswig-Holstein,Lower Secondary Level,86,6.36579,5.80109,6.93050,5.00000,7.00000,8.05675,0.41487,10.00000,7.00000,5.00000,7.00000
1984,Schleswig-Holstein,Upper Secondary Level,220,7.10894,6.76044,7.45744,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
1984,Schleswig-Holstein,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1984,Schleswig-Holstein,First Stage of Tertiary Education,,,,,,,,,,,,
1984,Schleswig-Holstein,Second Stage of Tertiary Education,,,,,,,,,,,,
1984,Hamburg,Pre-primary Level,,,,,,,,,,,,
1984,Hamburg,Primary Level,,,,,,,,,,,,
1984,Hamburg,Lower Secondary Level,66,6.41285,5.65248,7.17322,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,5.00000,8.02500
1984,Hamburg,Upper Secondary Level,157,6.38553,5.92461,6.84646,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,8.00000
1984,Hamburg,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1984,Hamburg,First Stage of Tertiary Education,,,,,,,,,,,,
1984,Hamburg,Second Stage of Tertiary Education,,,,,,,,,,,,
1984,Lower Saxony,Pre-primary Level,,,,,,,,,,,,
1984,Lower Saxony,Primary Level,65,5.44329,4.59566,6.29092,2.00000,6.00000,8.06342,0.00000,10.00000,6.00000,5.00000,8.00000
1984,Lower Saxony,Lower Secondary Level,366,6.39615,6.10100,6.69130,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,6.00000,7.00000
1984,Lower Saxony,Upper Secondary Level,590,6.90470,6.69421,7.11518,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,7.00000,8.00000
1984,Lower Saxony,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1984,Lower Saxony,First Stage of Tertiary Education,79,6.80526,6.29680,7.31371,5.00000,7.00000,8.33987,0.00000,10.00000,7.00000,6.00000,8.00000
1984,Lower Saxony,Second Stage of Tertiary Education,78,7.20706,6.62913,7.78498,5.00000,8.00000,9.00000,1.00000,10.00000,8.00000,7.00000,9.00000
1984,Bremen,Primary Level,,,,,,,,,,,,
1984,Bremen,Lower Secondary Level,41,5.79513,4.75485,6.83541,3.00000,7.00000,8.00000,0.00000,10.00000,7.00000,5.00000,8.00000
1984,Bremen,Upper Secondary Level,74,6.37157,5.60373,7.13940,4.63028,7.00000,10.00000,0.00000,10.00000,7.00000,6.00000,8.00000
1984,Bremen,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1984,Bremen,First Stage of Tertiary Education,,,,,,,,,,,,
1984,Bremen,Second Stage of Tertiary Education,,,,,,,,,,,,
1984,North Rhine-Westphalia,Pre-primary Level,61,8.61566,8.20850,9.02282,8.00000,9.00000,10.00000,5.00000,10.00000,9.00000,8.00000,9.00000
1984,North Rhine-Westphalia,Primary Level,305,6.73483,6.41723,7.05243,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,7.00000,8.00000
1984,North Rhine-Westphalia,Lower Secondary Level,862,6.39772,6.20681,6.58862,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,6.00000,7.00000
1984,North Rhine-Westphalia,Upper Secondary Level,1528,7.05916,6.93085,7.18747,5.00000,8.00000,9.00000,0.00000,10.00000,8.00000,8.00000,8.00000
1984,North Rhine-Westphalia,Post-secondary Non-tertiary Level,89,7.54090,7.03622,8.04559,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,9.00000
1984,North Rhine-Westphalia,First Stage of Tertiary Education,157,6.77978,6.36484,7.19473,5.00000,7.30590,9.00000,0.00000,10.00000,7.00000,7.00000,8.00000
1984,North Rhine-Westphalia,Second Stage of Tertiary Education,225,7.70400,7.41084,7.99715,7.00000,8.00000,10.00000,2.50000,10.00000,8.00000,8.00000,8.00000
1984,Hesse,Pre-primary Level,,,,,,,,,,,,
1984,Hesse,Primary Level,106,6.01040,5.37326,6.64754,4.00000,5.00000,9.64444,0.00000,10.00000,5.00000,5.00000,8.00000
1984,Hesse,Lower Secondary Level,354,6.14835,5.86409,6.43261,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,5.00000,7.00000
1984,Hesse,Upper Secondary Level,583,7.05782,6.84607,7.26957,5.00000,8.00000,9.00000,0.00000,10.00000,8.00000,7.00000,8.00000
1984,Hesse,Post-secondary Non-tertiary Level,37,7.61381,6.94154,8.28607,6.65508,8.00000,9.00000,3.13771,10.00000,8.00000,7.00000,9.00000
1984,Hesse,First Stage of Tertiary Education,51,6.43595,5.74145,7.13046,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,5.00000,8.00000
1984,Hesse,Second Stage of Tertiary Education,93,7.42663,6.97937,7.87388,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
1984,"Rhineland-Palatinate, Saarland",Pre-primary Level,,,,,,,,,,,,
1984,"Rhineland-Palatinate, Saarland",Primary Level,61,5.79258,4.96627,6.61889,3.72114,6.00000,9.00000,0.00000,10.00000,6.00000,4.00000,8.00000
