"year","alter_gr","migback","mean","median","n","lower_confidence","upper_confidence"
"1984","16-34 Jahre alt","direkter Migrationshintergrund","7.89","8.5","1383","7.76","8.02"
"1984","16-34 Jahre alt","indirekter Migrationshintergrund","7.21","7.5","102","6.79","7.63"
"1984","16-34 Jahre alt","kein Migrationshintergrund ","7.96","7.5","3102","7.89","8.03"
"1984","35-65 Jahre alt","direkter Migrationshintergrund","6.6","6.5","1944","6.48","6.72"
"1984","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1984","35-65 Jahre alt","kein Migrationshintergrund ","6.57","6.5","4327","6.49","6.65"
"1984","66 und älter","direkter Migrationshintergrund","5.34","4.5","35","4.36","6.32"
"1984","66 und älter","indirekter Migrationshintergrund","","","","",""
"1984","66 und älter","kein Migrationshintergrund ","5.35","4.5","1226","5.19","5.51"
"1985","16-34 Jahre alt","direkter Migrationshintergrund","7.71","7.5","1135","7.58","7.84"
"1985","16-34 Jahre alt","indirekter Migrationshintergrund","8.32","8.5","120","7.99","8.65"
"1985","16-34 Jahre alt","kein Migrationshintergrund ","7.75","7.5","2888","7.68","7.82"
"1985","35-65 Jahre alt","direkter Migrationshintergrund","6.5","6.5","1714","6.38","6.62"
"1985","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1985","35-65 Jahre alt","kein Migrationshintergrund ","6.55","6.5","3996","6.48","6.62"
"1985","66 und älter","direkter Migrationshintergrund","5.67","5.5","37","4.71","6.63"
"1985","66 und älter","indirekter Migrationshintergrund","","","","",""
"1985","66 und älter","kein Migrationshintergrund ","5.52","4.5","1060","5.36","5.68"
"1986","16-34 Jahre alt","direkter Migrationshintergrund","7.82","7.5","1098","7.69","7.95"
"1986","16-34 Jahre alt","indirekter Migrationshintergrund","7.77","7.5","130","7.42","8.12"
"1986","16-34 Jahre alt","kein Migrationshintergrund ","7.69","7.5","2848","7.62","7.76"
"1986","35-65 Jahre alt","direkter Migrationshintergrund","6.46","6.5","1669","6.34","6.58"
"1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1986","35-65 Jahre alt","kein Migrationshintergrund ","6.46","6.5","3766","6.38","6.54"
"1986","66 und älter","direkter Migrationshintergrund","5.01","4.5","50","4.18","5.84"
"1986","66 und älter","indirekter Migrationshintergrund","","","","",""
"1986","66 und älter","kein Migrationshintergrund ","5.58","5.5","972","5.41","5.75"
"1987","16-34 Jahre alt","direkter Migrationshintergrund","7.63","7.5","1068","7.51","7.75"
"1987","16-34 Jahre alt","indirekter Migrationshintergrund","7.45","7.5","147","7.09","7.81"
"1987","16-34 Jahre alt","kein Migrationshintergrund ","7.58","7.5","2806","7.51","7.65"
"1987","35-65 Jahre alt","direkter Migrationshintergrund","6.59","6.5","1679","6.47","6.71"
"1987","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1987","35-65 Jahre alt","kein Migrationshintergrund ","6.43","6.5","3641","6.35","6.51"
"1987","66 und älter","direkter Migrationshintergrund","5.68","4.5","56","5.01","6.35"
"1987","66 und älter","indirekter Migrationshintergrund","","","","",""
"1987","66 und älter","kein Migrationshintergrund ","5.54","5.5","1009","5.38","5.7"
"1988","16-34 Jahre alt","direkter Migrationshintergrund","7.54","7.5","1020","7.41","7.67"
"1988","16-34 Jahre alt","indirekter Migrationshintergrund","7.63","7.5","193","7.35","7.91"
"1988","16-34 Jahre alt","kein Migrationshintergrund ","7.54","7.5","2624","7.47","7.61"
"1988","35-65 Jahre alt","direkter Migrationshintergrund","6.37","6.5","1579","6.25","6.49"
"1988","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1988","35-65 Jahre alt","kein Migrationshintergrund ","6.34","6.5","3476","6.26","6.42"
"1988","66 und älter","direkter Migrationshintergrund","5.25","4.5","63","4.62","5.88"
"1988","66 und älter","indirekter Migrationshintergrund","","","","",""
"1988","66 und älter","kein Migrationshintergrund ","5.41","4.5","968","5.24","5.58"
"1989","16-34 Jahre alt","direkter Migrationshintergrund","7.47","7.5","956","7.34","7.6"
