year,pgisced97,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Not included in this version of the questionnaire,No answer / don't know,,,,,,,,,,,,
1984,No answer / don't know,No answer / don't know,,,,,,,,,,,,
1984,Pre-primary Level,No answer / don't know,,,,,,,,,,,,
1984,Primary Level,No answer / don't know,,,,,,,,,,,,
1984,Lower Secondary Level,No answer / don't know,,,,,,,,,,,,
1984,Upper Secondary Level,No answer / don't know,,,,,,,,,,,,
1984,Post-secondary Non-tertiary Level,No answer / don't know,,,,,,,,,,,,
1984,First Stage of Tertiary Education,No answer / don't know,,,,,,,,,,,,
1984,Second Stage of Tertiary Education,No answer / don't know,,,,,,,,,,,,
1985,Not included in this version of the questionnaire,Urban regions,,,,,,,,,,,,
1985,Not included in this version of the questionnaire,Rural regions,,,,,,,,,,,,
1985,No answer / don't know,Urban regions,,,,,,,,,,,,
1985,No answer / don't know,Rural regions,,,,,,,,,,,,
1985,Pre-primary Level,Urban regions,,,,,,,,,,,,
1985,Pre-primary Level,Rural regions,,,,,,,,,,,,
1985,Primary Level,Urban regions,,,,,,,,,,,,
1985,Primary Level,Rural regions,,,,,,,,,,,,
1985,Lower Secondary Level,Urban regions,,,,,,,,,,,,
1985,Lower Secondary Level,Rural regions,,,,,,,,,,,,
1985,Upper Secondary Level,Urban regions,,,,,,,,,,,,
1985,Upper Secondary Level,Rural regions,,,,,,,,,,,,
1985,Post-secondary Non-tertiary Level,Urban regions,,,,,,,,,,,,
1985,Post-secondary Non-tertiary Level,Rural regions,,,,,,,,,,,,
1985,First Stage of Tertiary Education,Urban regions,,,,,,,,,,,,
1985,First Stage of Tertiary Education,Rural regions,,,,,,,,,,,,
1985,Second Stage of Tertiary Education,Urban regions,,,,,,,,,,,,
1985,Second Stage of Tertiary Education,Rural regions,,,,,,,,,,,,
1986,Not included in this version of the questionnaire,Urban regions,,,,,,,,,,,,
1986,Not included in this version of the questionnaire,Rural regions,,,,,,,,,,,,
1986,No answer / don't know,Urban regions,,,,,,,,,,,,
1986,No answer / don't know,Rural regions,,,,,,,,,,,,
1986,Pre-primary Level,Urban regions,,,,,,,,,,,,
1986,Pre-primary Level,Rural regions,,,,,,,,,,,,
1986,Primary Level,Urban regions,,,,,,,,,,,,
1986,Primary Level,Rural regions,,,,,,,,,,,,
1986,Lower Secondary Level,Urban regions,,,,,,,,,,,,
1986,Lower Secondary Level,Rural regions,,,,,,,,,,,,
1986,Upper Secondary Level,Urban regions,,,,,,,,,,,,
1986,Upper Secondary Level,Rural regions,,,,,,,,,,,,
1986,Post-secondary Non-tertiary Level,Urban regions,,,,,,,,,,,,
1986,Post-secondary Non-tertiary Level,Rural regions,,,,,,,,,,,,
1986,First Stage of Tertiary Education,Urban regions,,,,,,,,,,,,
1986,First Stage of Tertiary Education,Rural regions,,,,,,,,,,,,
1986,Second Stage of Tertiary Education,Urban regions,,,,,,,,,,,,
1986,Second Stage of Tertiary Education,Rural regions,,,,,,,,,,,,
1987,Not included in this version of the questionnaire,Urban regions,,,,,,,,,,,,
1987,Not included in this version of the questionnaire,Rural regions,,,,,,,,,,,,
1987,No answer / don't know,Urban regions,,,,,,,,,,,,
1987,No answer / don't know,Rural regions,,,,,,,,,,,,
1987,Pre-primary Level,Urban regions,,,,,,,,,,,,
1987,Pre-primary Level,Rural regions,,,,,,,,,,,,
1987,Primary Level,Urban regions,,,,,,,,,,,,
1987,Primary Level,Rural regions,,,,,,,,,,,,
1987,Lower Secondary Level,Urban regions,,,,,,,,,,,,
1987,Lower Secondary Level,Rural regions,,,,,,,,,,,,
1987,Upper Secondary Level,Urban regions,,,,,,,,,,,,
1987,Upper Secondary Level,Rural regions,,,,,,,,,,,,
1987,Post-secondary Non-tertiary Level,Urban regions,,,,,,,,,,,,
1987,Post-secondary Non-tertiary Level,Rural regions,,,,,,,,,,,,
1987,First Stage of Tertiary Education,Urban regions,,,,,,,,,,,,
1987,First Stage of Tertiary Education,Rural regions,,,,,,,,,,,,
1987,Second Stage of Tertiary Education,Urban regions,,,,,,,,,,,,
1987,Second Stage of Tertiary Education,Rural regions,,,,,,,,,,,,
1988,Not included in this version of the questionnaire,Urban regions,,,,,,,,,,,,
1988,Not included in this version of the questionnaire,Rural regions,,,,,,,,,,,,
1988,No answer / don't know,Urban regions,125,2.86555,2.15568,3.57542,0.00000,2.00000,4.00000,0.0,10.00000,,,
1988,No answer / don't know,Rural regions,,,,,,,,,,,,
1988,Pre-primary Level,Urban regions,134,2.00522,1.47540,2.53505,0.00000,1.00000,3.00000,0.0,7.50000,,,
1988,Pre-primary Level,Rural regions,,,,,,,,,,,,
1988,Primary Level,Urban regions,595,3.51351,2.98590,4.04111,0.00000,2.00000,4.00000,0.0,10.00000,,,
1988,Primary Level,Rural regions,95,3.19578,1.99198,4.39958,0.00000,2.00000,3.00000,0.0,7.50000,,,
1988,Lower Secondary Level,Urban regions,2099,3.58313,3.32654,3.83973,0.00000,2.00000,4.00000,0.0,10.00000,,,
1988,Lower Secondary Level,Rural regions,609,3.12570,2.76931,3.48209,0.00000,2.00000,4.00000,0.0,10.00000,,,
1988,Upper Secondary Level,Urban regions,3687,3.40127,3.22379,3.57875,0.00000,2.00000,4.00000,0.0,10.00000,,,
1988,Upper Secondary Level,Rural regions,1041,3.13633,2.83415,3.43852,0.00000,1.00000,4.00000,0.0,10.00000,,,
1988,Post-secondary Non-tertiary Level,Urban regions,231,3.37708,2.71159,4.04258,0.00000,2.00000,5.00000,0.0,12.50000,,,
1988,Post-secondary Non-tertiary Level,Rural regions,35,3.17042,1.54471,4.79613,0.00000,2.00000,3.00000,0.0,7.50000,,,
1988,First Stage of Tertiary Education,Urban regions,422,3.52945,2.93911,4.11979,0.00000,2.00000,4.00000,0.0,10.00000,,,
1988,First Stage of Tertiary Education,Rural regions,114,2.62261,1.78103,3.46418,0.00000,1.00000,3.10207,0.0,7.75518,,,
1988,Second Stage of Tertiary Education,Urban regions,587,2.21457,1.90755,2.52159,0.00000,1.00000,3.00000,0.0,7.50000,,,
1988,Second Stage of Tertiary Education,Rural regions,112,3.71046,2.50332,4.91759,0.00000,1.29278,3.00000,0.0,7.50000,,,
1989,Not included in this version of the questionnaire,Urban regions,,,,,,,,,,,,
1989,Not included in this version of the questionnaire,Rural regions,,,,,,,,,,,,
1989,No answer / don't know,Urban regions,118,4.35914,2.44065,6.27763,0.00000,2.00000,4.00000,0.0,10.00000,,,
1989,No answer / don't know,Rural regions,,,,,,,,,,,,
1989,Pre-primary Level,Urban regions,148,1.71567,1.26057,2.17077,0.00000,1.00000,2.09910,0.0,5.24776,,,
1989,Pre-primary Level,Rural regions,,,,,,,,,,,,
1989,Primary Level,Urban regions,561,3.73910,3.14421,4.33398,0.00000,2.00000,4.00000,0.0,10.00000,,,
1989,Primary Level,Rural regions,85,3.35318,2.60830,4.09806,1.00000,2.00000,4.00000,0.0,8.50000,,,
1989,Lower Secondary Level,Urban regions,2002,3.45750,3.22290,3.69209,0.00000,2.00000,4.00000,0.0,10.00000,,,
1989,Lower Secondary Level,Rural regions,561,3.72387,3.19270,4.25505,1.00000,2.00000,4.00000,0.0,8.50000,,,
1989,Upper Secondary Level,Urban regions,3605,3.38681,3.19054,3.58307,0.00000,2.00000,4.00000,0.0,10.00000,,,
1989,Upper Secondary Level,Rural regions,1003,3.22482,2.81472,3.63492,0.00000,2.00000,3.00000,0.0,7.50000,,,
1989,Post-secondary Non-tertiary Level,Urban regions,249,2.70270,2.16405,3.24136,0.00000,1.00000,3.00000,0.0,7.50000,,,
1989,Post-secondary Non-tertiary Level,Rural regions,38,2.88464,1.84610,3.92319,1.00000,2.00000,3.00000,0.0,6.00000,,,
1989,First Stage of Tertiary Education,Urban regions,401,3.36005,2.81333,3.90677,0.00000,2.00000,4.00000,0.0,10.00000,,,
1989,First Stage of Tertiary Education,Rural regions,110,2.80128,2.10060,3.50196,0.00000,1.00000,3.00000,0.0,7.50000,,,
1989,Second Stage of Tertiary Education,Urban regions,588,2.60783,2.26254,2.95311,0.00000,1.00000,3.00000,0.0,7.50000,,,
1989,Second Stage of Tertiary Education,Rural regions,108,2.51975,1.87899,3.16050,0.00000,1.62490,3.00000,0.0,7.50000,,,
1990,Not included in this version of the questionnaire,No answer / don't know,,,,,,,,,,,,
1990,Not included in this version of the questionnaire,Urban regions,,,,,,,,,,,,
1990,Not included in this version of the questionnaire,Rural regions,,,,,,,,,,,,
1990,No answer / don't know,Urban regions,,,,,,,,,,,,
1990,No answer / don't know,Rural regions,,,,,,,,,,,,
1990,Pre-primary Level,Urban regions,,,,,,,,,,,,
1990,Pre-primary Level,Rural regions,,,,,,,,,,,,
1990,Primary Level,Urban regions,,,,,,,,,,,,
1990,Primary Level,Rural regions,,,,,,,,,,,,
1990,Lower Secondary Level,No answer / don't know,,,,,,,,,,,,
1990,Lower Secondary Level,Urban regions,,,,,,,,,,,,
1990,Lower Secondary Level,Rural regions,,,,,,,,,,,,
1990,Upper Secondary Level,No answer / don't know,,,,,,,,,,,,
1990,Upper Secondary Level,Urban regions,,,,,,,,,,,,
1990,Upper Secondary Level,Rural regions,,,,,,,,,,,,
1990,Post-secondary Non-tertiary Level,No answer / don't know,,,,,,,,,,,,
1990,Post-secondary Non-tertiary Level,Urban regions,,,,,,,,,,,,
1990,Post-secondary Non-tertiary Level,Rural regions,,,,,,,,,,,,
1990,First Stage of Tertiary Education,No answer / don't know,,,,,,,,,,,,
1990,First Stage of Tertiary Education,Urban regions,,,,,,,,,,,,
1990,First Stage of Tertiary Education,Rural regions,,,,,,,,,,,,
1990,Second Stage of Tertiary Education,No answer / don't know,,,,,,,,,,,,
1990,Second Stage of Tertiary Education,Urban regions,,,,,,,,,,,,
1990,Second Stage of Tertiary Education,Rural regions,,,,,,,,,,,,
1991,Not included in this version of the questionnaire,No answer / don't know,,,,,,,,,,,,
1991,Not included in this version of the questionnaire,Urban regions,,,,,,,,,,,,
1991,Not included in this version of the questionnaire,Rural regions,,,,,,,,,,,,
1991,No answer / don't know,Urban regions,142,2.97553,2.23322,3.71784,0.00000,1.00000,3.00000,0.0,7.50000,,,
1991,No answer / don't know,Rural regions,39,3.13672,2.00540,4.26803,0.00000,1.00000,6.00000,0.0,10.0,,,
1991,Pre-primary Level,Urban regions,121,1.96591,1.43037,2.50145,0.00000,1.00000,3.00000,0.0,7.50000,,,
1991,Pre-primary Level,Rural regions,40,2.45326,1.55793,3.34858,0.00000,2.00000,4.00000,0.0,10.00000,,,
1991,Primary Level,No answer / don't know,,,,,,,,,,,,
1991,Primary Level,Urban regions,539,3.85599,3.28610,4.42589,0.00000,2.00000,4.00000,0.0,10.00000,,,
1991,Primary Level,Rural regions,111,2.82878,2.22304,3.43451,0.00000,2.00000,4.00000,0.0,10.00000,,,
1991,Lower Secondary Level,No answer / don't know,,,,,,,,,,,,
1991,Lower Secondary Level,Urban regions,1983,3.56815,3.34956,3.78673,1.00000,2.00000,4.00000,0.0,8.50000,,,
1991,Lower Secondary Level,Rural regions,847,3.51188,3.13885,3.88492,0.00000,2.00000,4.00000,0.0,10.00000,,,
1991,Upper Secondary Level,No answer / don't know,55,1.64003,1.03718,2.24289,0.00000,0.79106,3.00000,0.0,7.50000,,,
1991,Upper Secondary Level,Urban regions,4210,3.32427,3.12830,3.52025,0.00000,2.00000,4.00000,0.0,10.00000,,,
1991,Upper Secondary Level,Rural regions,2616,2.56090,2.40678,2.71501,0.00000,1.00000,3.00000,0.0,7.50000,,,
1991,Post-secondary Non-tertiary Level,No answer / don't know,,,,,,,,,,,,
1991,Post-secondary Non-tertiary Level,Urban regions,295,2.79380,2.38062,3.20697,0.00000,2.00000,3.00000,0.0,7.50000,,,
1991,Post-secondary Non-tertiary Level,Rural regions,82,2.49489,1.82315,3.16663,0.00000,1.93569,4.00000,0.0,10.00000,,,
1991,First Stage of Tertiary Education,No answer / don't know,,,,,,,,,,,,
1991,First Stage of Tertiary Education,Urban regions,465,3.04719,2.54215,3.55223,0.00000,2.00000,4.00000,0.0,10.00000,,,
1991,First Stage of Tertiary Education,Rural regions,284,3.09517,2.14486,4.04549,0.00000,1.00000,3.00000,0.0,7.50000,,,
1991,Second Stage of Tertiary Education,No answer / don't know,,,,,,,,,,,,
1991,Second Stage of Tertiary Education,Urban regions,977,2.26952,2.02193,2.51710,0.00000,1.00000,3.00000,0.0,7.50000,,,
1991,Second Stage of Tertiary Education,Rural regions,673,2.24394,1.92395,2.56393,0.00000,1.00000,3.00000,0.0,7.50000,,,
1992,Not included in this version of the questionnaire,No answer / don't know,,,,,,,,,,,,
1992,Not included in this version of the questionnaire,Urban regions,,,,,,,,,,,,
1992,Not included in this version of the questionnaire,Rural regions,,,,,,,,,,,,
1992,No answer / don't know,No answer / don't know,,,,,,,,,,,,
1992,No answer / don't know,Urban regions,143,1.93134,1.28833,2.57435,0.00000,1.00000,2.00000,0.0,5.00000,,,
1992,No answer / don't know,Rural regions,45,2.43630,1.13946,3.73314,0.00000,1.00000,3.00000,0.0,7.50000,,,
1992,Pre-primary Level,Urban regions,130,2.38758,1.75178,3.02339,0.00000,1.00000,3.00000,0.0,7.50000,,,
1992,Pre-primary Level,Rural regions,57,1.94314,1.25862,2.62766,0.00000,1.00000,3.00000,0.0,7.50000,,,
1992,Primary Level,No answer / don't know,,,,,,,,,,,,
1992,Primary Level,Urban regions,507,3.43747,2.85758,4.01735,0.00000,2.00000,4.00000,0.0,10.00000,,,
1992,Primary Level,Rural regions,98,2.51257,1.75890,3.26623,0.00000,1.00000,3.00000,0.0,7.50000,,,
1992,Lower Secondary Level,No answer / don't know,,,,,,,,,,,,
1992,Lower Secondary Level,Urban regions,1905,3.51037,3.25278,3.76796,0.00000,2.00000,4.00000,0.0,10.00000,,,
1992,Lower Secondary Level,Rural regions,826,3.22291,2.86810,3.57773,0.00000,2.00000,4.00000,0.0,10.00000,,,
1992,Upper Secondary Level,No answer / don't know,67,1.92347,1.36288,2.48407,0.00000,1.00000,3.00000,0.0,7.50000,,,
1992,Upper Secondary Level,Urban regions,4118,3.27799,3.10929,3.44670,0.00000,2.00000,4.00000,0.0,10.00000,,,
1992,Upper Secondary Level,Rural regions,2465,2.78903,2.59801,2.98004,0.00000,1.00000,3.00000,0.0,7.50000,,,
1992,Post-secondary Non-tertiary Level,No answer / don't know,,,,,,,,,,,,
1992,Post-secondary Non-tertiary Level,Urban regions,298,2.62682,2.26414,2.98949,0.00000,2.00000,3.00000,0.0,7.50000,,,
1992,Post-secondary Non-tertiary Level,Rural regions,83,4.92526,1.34622,8.50429,0.00000,1.00000,3.86061,0.0,9.65152,,,
1992,First Stage of Tertiary Education,No answer / don't know,,,,,,,,,,,,
1992,First Stage of Tertiary Education,Urban regions,465,3.24959,2.78342,3.71577,0.00000,2.00000,4.00000,0.0,10.00000,,,
1992,First Stage of Tertiary Education,Rural regions,289,2.79807,2.22620,3.36993,0.00000,1.58242,3.00000,0.0,7.50000,,,
1992,Second Stage of Tertiary Education,No answer / don't know,,,,,,,,,,,,
