year,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,n
1984,,,,,,,,,
1985,,,,,,,,,
1986,,,,,,,,,
1987,,,,,,,,,
1988,3.27651,3.17048,3.38254,0.00000,2.00000,4.00000,0.00000,10.00000,9935.00000
1989,3.29683,3.18066,3.41299,0.00000,2.00000,4.00000,0.00000,10.00000,9627.00000
1990,,,,,,,,,
1991,3.06305,2.97122,3.15489,0.00000,2.00000,4.00000,0.00000,10.00000,13513.00000
1992,3.06260,2.97290,3.15230,0.00000,2.00000,3.00000,0.00000,7.50000,13156.00000
1993,,,,,,,,,
1994,,,,,,,,,
1995,3.22398,3.13207,3.31589,0.00000,2.00000,4.00000,0.00000,10.00000,13177.00000
1996,3.13443,3.04793,3.22093,0.00000,2.00000,4.00000,0.00000,10.00000,12895.00000
1997,2.98912,2.91033,3.06791,0.00000,2.00000,4.00000,0.00000,10.00000,12772.00000
1998,2.80102,2.72907,2.87296,0.00000,2.00000,3.00000,0.00000,7.50000,14126.00000
1999,2.85125,2.77493,2.92756,0.00000,2.00000,3.00000,0.00000,7.50000,13611.00000
2000,2.71627,2.65839,2.77414,0.00000,1.00000,3.00000,0.00000,7.50000,24012.00000
2001,2.79209,2.73165,2.85253,0.00000,2.00000,3.00000,0.00000,7.50000,21837.00000
2002,2.66779,2.60954,2.72605,0.00000,1.00000,3.00000,0.00000,7.50000,22960.00000
2003,2.72847,2.67338,2.78357,0.00000,2.00000,3.00000,0.00000,7.50000,22048.00000
2004,2.49216,2.43800,2.54633,0.00000,1.00000,3.00000,0.00000,7.50000,21532.00000
2005,2.64436,2.58861,2.70010,0.00000,2.00000,3.00000,0.00000,7.50000,20596.00000
2006,2.53710,2.48418,2.59001,0.00000,1.00000,3.00000,0.00000,7.50000,21923.00000
2007,2.65593,2.59979,2.71208,0.00000,2.00000,3.00000,0.00000,7.50000,20415.00000
2008,2.52648,2.47019,2.58277,0.00000,2.00000,3.00000,0.00000,7.50000,19227.00000
2009,2.62995,2.57435,2.68554,0.00000,2.00000,3.00000,0.00000,7.50000,17934.00000
2010,2.46000,2.41274,2.50727,0.00000,2.00000,3.00000,0.00000,7.50000,23815.00000
2011,2.49705,2.45221,2.54190,0.00000,2.00000,3.00000,0.00000,7.50000,28310.00000
2012,2.45862,2.41197,2.50527,0.00000,1.00000,3.00000,0.00000,7.50000,27530.00000
2013,2.55678,2.50927,2.60430,0.00000,2.00000,3.00000,0.00000,7.50000,25645.00000
2014,2.44047,2.39533,2.48562,0.00000,1.00000,3.00000,0.00000,7.50000,26980.00000
2015,2.50376,2.45373,2.55379,0.00000,2.00000,3.00000,0.00000,7.50000,24959.00000
2016,2.38601,2.33563,2.43638,0.00000,1.00000,3.00000,0.00000,7.50000,24055.00000
2017,2.47974,2.43150,2.52798,0.00000,2.00000,3.00000,0.00000,7.50000,26344.00000
2018,2.43338,2.38640,2.48035,0.00000,2.00000,3.00000,0.00000,7.50000,25504.00000
2019,2.40469,2.36121,2.44816,0.00000,2.00000,3.00000,0.00000,7.50000,25655.00000
2020,2.12712,2.08734,2.16690,0.00000,1.00000,3.00000,0.00000,7.50000,28294.00000
2021,2.56447,2.50299,2.62595,1.00000,2.00000,3.00000,0.00000,6.00000,16469.00000
2022,2.48076,2.43848,2.52305,1.00000,2.00000,3.00000,0.00000,6.00000,26893.00000
