"plh0181","year","bildungsniveau","migback","n","percent","lower_confidence","upper_confidence"
"Ganz und gar unzufrieden","2006","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ganz und gar unzufrieden","2006","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ganz und gar unzufrieden","2006","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ganz und gar unzufrieden","2006","Hauptschulabschluss","kein Migrationshintergrund","42","0.00836304036835623","0.00617888598357926","0.0105471947531332"
"Ganz und gar unzufrieden","2006","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Ganz und gar unzufrieden","2006","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Ganz und gar unzufrieden","2006","Realschulabschluss","kein Migrationshintergrund","","","",""
"Ganz und gar unzufrieden","2006","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Ganz und gar unzufrieden","2006","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Ganz und gar unzufrieden","2006","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ganz und gar unzufrieden","2006","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ganz und gar unzufrieden","2006","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ganz und gar unzufrieden","2006","AkademikerInnen","kein Migrationshintergrund","","","",""
"Ganz und gar unzufrieden","2006","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Ganz und gar unzufrieden","2006","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","Realschulabschluss","kein Migrationshintergrund","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","Realschulabschluss","direkter Migrationshintergrund","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","AkademikerInnen","kein Migrationshintergrund","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","AkademikerInnen","direkter Migrationshintergrund","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","Hauptschulabschluss","kein Migrationshintergrund","80","0.0137539415211086","0.0109605545017431","0.0165473285404742"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","Realschulabschluss","kein Migrationshintergrund","48","0.0110209855055886","0.00822293115950833","0.0138190398516689"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","Realschulabschluss","direkter Migrationshintergrund","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","(Fach-)Abitur","kein Migrationshintergrund","","","",""
