"plh0181","year","alter_gr","migback","n","percent","lower_confidence","upper_confidence"
"Ganz und gar unzufrieden","2006","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Ganz und gar unzufrieden","2006","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Ganz und gar unzufrieden","2006","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Ganz und gar unzufrieden","2006","35-65 Jahre alt","kein Migrationshintergrund","42","0.00516897821436406","0.00381385271556541","0.00652410371316271"
"Ganz und gar unzufrieden","2006","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Ganz und gar unzufrieden","2006","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Ganz und gar unzufrieden","2006","66 und älter","kein Migrationshintergrund","","","",""
"Ganz und gar unzufrieden","2006","66 und älter","direkter Migrationshintergrund","","","",""
"Ganz und gar unzufrieden","2006","66 und älter","indirekter Migrationshintergrund","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","35-65 Jahre alt","kein Migrationshintergrund","41","0.00633523820562281","0.00483588509288789","0.00783459131835773"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","66 und älter","kein Migrationshintergrund","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","66 und älter","direkter Migrationshintergrund","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","66 und älter","indirekter Migrationshintergrund","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","16-34 Jahre alt","kein Migrationshintergrund","33","0.0104156610525755","0.00725479653766195","0.0135765255674891"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","35-65 Jahre alt","kein Migrationshintergrund","100","0.0103068828080885","0.00839827607878696","0.01221548953739"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","66 und älter","kein Migrationshintergrund","55","0.0172256950841397","0.0132135864590621","0.0212378037092173"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","66 und älter","direkter Migrationshintergrund","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","66 und älter","indirekter Migrationshintergrund","","","",""
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","16-34 Jahre alt","kein Migrationshintergrund","41","0.0154110612344442","0.0115759337580031","0.0192461887108852"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","35-65 Jahre alt","kein Migrationshintergrund","216","0.0258429317256563","0.0228445433201781","0.0288413201311345"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","35-65 Jahre alt","direkter Migrationshintergrund","40","0.0342565461342329","0.0248848866810318","0.043628205587434"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
