"plh0181","year","bildungsniveau","bula_h","n","percent","lower_confidence","upper_confidence"
"Ganz und gar unzufrieden","2006","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Ganz und gar unzufrieden","2006","(noch) kein Abschluss","Hamburg","","","",""
"Ganz und gar unzufrieden","2006","(noch) kein Abschluss","Niedersachsen","","","",""
"Ganz und gar unzufrieden","2006","(noch) kein Abschluss","Bremen","","","",""
"Ganz und gar unzufrieden","2006","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Ganz und gar unzufrieden","2006","(noch) kein Abschluss","Hessen","","","",""
"Ganz und gar unzufrieden","2006","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Ganz und gar unzufrieden","2006","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Ganz und gar unzufrieden","2006","(noch) kein Abschluss","Bayern","","","",""
"Ganz und gar unzufrieden","2006","(noch) kein Abschluss","Saarland","","","",""
"Ganz und gar unzufrieden","2006","(noch) kein Abschluss","Berlin","","","",""
"Ganz und gar unzufrieden","2006","(noch) kein Abschluss","Brandenburg","","","",""
"Ganz und gar unzufrieden","2006","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Ganz und gar unzufrieden","2006","(noch) kein Abschluss","Sachsen","","","",""
"Ganz und gar unzufrieden","2006","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Ganz und gar unzufrieden","2006","(noch) kein Abschluss","Thueringen","","","",""
"Ganz und gar unzufrieden","2006","Hauptschulabschluss","Schleswig-Holstein","","","",""
"Ganz und gar unzufrieden","2006","Hauptschulabschluss","Hamburg","","","",""
"Ganz und gar unzufrieden","2006","Hauptschulabschluss","Niedersachsen","","","",""
"Ganz und gar unzufrieden","2006","Hauptschulabschluss","Bremen","","","",""
"Ganz und gar unzufrieden","2006","Hauptschulabschluss","Nordrhein-Westfalen","","","",""
"Ganz und gar unzufrieden","2006","Hauptschulabschluss","Hessen","","","",""
"Ganz und gar unzufrieden","2006","Hauptschulabschluss","Rheinland-Pfalz,Saarland","","","",""
