"plh0181","year","alter_gr","bula_h","n","percent","lower_confidence","upper_confidence"
"Ganz und gar unzufrieden","2006","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Ganz und gar unzufrieden","2006","16-34 Jahre alt","Hamburg","","","",""
"Ganz und gar unzufrieden","2006","16-34 Jahre alt","Niedersachsen","","","",""
"Ganz und gar unzufrieden","2006","16-34 Jahre alt","Bremen","","","",""
"Ganz und gar unzufrieden","2006","16-34 Jahre alt","Nordrhein-Westfalen","","","",""
"Ganz und gar unzufrieden","2006","16-34 Jahre alt","Hessen","","","",""
"Ganz und gar unzufrieden","2006","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Ganz und gar unzufrieden","2006","16-34 Jahre alt","Baden-Wuerttemberg","","","",""
"Ganz und gar unzufrieden","2006","16-34 Jahre alt","Bayern","","","",""
"Ganz und gar unzufrieden","2006","16-34 Jahre alt","Saarland","","","",""
"Ganz und gar unzufrieden","2006","16-34 Jahre alt","Berlin","","","",""
"Ganz und gar unzufrieden","2006","16-34 Jahre alt","Brandenburg","","","",""
"Ganz und gar unzufrieden","2006","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Ganz und gar unzufrieden","2006","16-34 Jahre alt","Sachsen","","","",""
"Ganz und gar unzufrieden","2006","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Ganz und gar unzufrieden","2006","16-34 Jahre alt","Thueringen","","","",""
"Ganz und gar unzufrieden","2006","35-65 Jahre alt","Schleswig-Holstein","","","",""
"Ganz und gar unzufrieden","2006","35-65 Jahre alt","Hamburg","","","",""
"Ganz und gar unzufrieden","2006","35-65 Jahre alt","Niedersachsen","","","",""
"Ganz und gar unzufrieden","2006","35-65 Jahre alt","Bremen","","","",""
"Ganz und gar unzufrieden","2006","35-65 Jahre alt","Nordrhein-Westfalen","","","",""
"Ganz und gar unzufrieden","2006","35-65 Jahre alt","Hessen","","","",""
"Ganz und gar unzufrieden","2006","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Ganz und gar unzufrieden","2006","35-65 Jahre alt","Baden-Wuerttemberg","","","",""
"Ganz und gar unzufrieden","2006","35-65 Jahre alt","Bayern","","","",""
"Ganz und gar unzufrieden","2006","35-65 Jahre alt","Saarland","","","",""
"Ganz und gar unzufrieden","2006","35-65 Jahre alt","Berlin","","","",""
"Ganz und gar unzufrieden","2006","35-65 Jahre alt","Brandenburg","","","",""
"Ganz und gar unzufrieden","2006","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Ganz und gar unzufrieden","2006","35-65 Jahre alt","Sachsen","","","",""
"Ganz und gar unzufrieden","2006","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Ganz und gar unzufrieden","2006","35-65 Jahre alt","Thueringen","","","",""
"Ganz und gar unzufrieden","2006","66 und älter","Schleswig-Holstein","","","",""
"Ganz und gar unzufrieden","2006","66 und älter","Hamburg","","","",""
"Ganz und gar unzufrieden","2006","66 und älter","Niedersachsen","","","",""
"Ganz und gar unzufrieden","2006","66 und älter","Bremen","","","",""
"Ganz und gar unzufrieden","2006","66 und älter","Nordrhein-Westfalen","","","",""
"Ganz und gar unzufrieden","2006","66 und älter","Hessen","","","",""
"Ganz und gar unzufrieden","2006","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Ganz und gar unzufrieden","2006","66 und älter","Baden-Wuerttemberg","","","",""
"Ganz und gar unzufrieden","2006","66 und älter","Bayern","","","",""
"Ganz und gar unzufrieden","2006","66 und älter","Saarland","","","",""
"Ganz und gar unzufrieden","2006","66 und älter","Berlin","","","",""
"Ganz und gar unzufrieden","2006","66 und älter","Brandenburg","","","",""
"Ganz und gar unzufrieden","2006","66 und älter","Mecklenburg-Vorpommern","","","",""
"Ganz und gar unzufrieden","2006","66 und älter","Sachsen","","","",""
"Ganz und gar unzufrieden","2006","66 und älter","Sachsen-Anhalt","","","",""
"Ganz und gar unzufrieden","2006","66 und älter","Thueringen","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","16-34 Jahre alt","Schleswig-Holstein","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","16-34 Jahre alt","Hamburg","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","16-34 Jahre alt","Niedersachsen","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","16-34 Jahre alt","Bremen","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","16-34 Jahre alt","Nordrhein-Westfalen","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","16-34 Jahre alt","Hessen","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","16-34 Jahre alt","Baden-Wuerttemberg","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","16-34 Jahre alt","Bayern","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","16-34 Jahre alt","Saarland","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","16-34 Jahre alt","Berlin","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","16-34 Jahre alt","Brandenburg","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","16-34 Jahre alt","Sachsen","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","16-34 Jahre alt","Thueringen","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","35-65 Jahre alt","Schleswig-Holstein","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","35-65 Jahre alt","Hamburg","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","35-65 Jahre alt","Niedersachsen","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","35-65 Jahre alt","Bremen","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","35-65 Jahre alt","Nordrhein-Westfalen","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","35-65 Jahre alt","Hessen","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","35-65 Jahre alt","Baden-Wuerttemberg","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","35-65 Jahre alt","Bayern","","","",""
