"plh0181","year","alter_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"Ganz und gar unzufrieden","2006","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Ganz und gar unzufrieden","2006","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ganz und gar unzufrieden","2006","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","33","0.00483532179468467","0.00344282737950723","0.00622781620986211"
"Ganz und gar unzufrieden","2006","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ganz und gar unzufrieden","2006","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Ganz und gar unzufrieden","2006","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","35","0.00610377124390929","0.00454025304639421","0.00766728944142438"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","37","0.0131842473615515","0.00957609603993434","0.0167923986831687"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","85","0.0103663597111095","0.0083331430646778","0.0123995763575413"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","34","0.014182937781263","0.00984404948652217","0.0185218260760038"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","66 und älter","Westdeutschland, alte Bundeslaender","53","0.0197176651186992","0.0149849577068488","0.0244503725305496"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","53","0.0194773160303443","0.0151057965993967","0.023848835461292"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","198","0.0268959443957587","0.0236483907419413","0.0301434980495761"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","63","0.0282792673901612","0.0221964886858359","0.0343620460944865"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","66 und älter","Westdeutschland, alte Bundeslaender","75","0.0276949375445772","0.0221088492854667","0.0332810258036877"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","93","0.027170478994964","0.0220276029986383","0.0323133549912897"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","247","0.031614964317418","0.0281025666718646","0.0351273619629715"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","96","0.0332721250892128","0.0266911598640492","0.0398530903143764"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","66 und älter","Westdeutschland, alte Bundeslaender","94","0.0319437261744921","0.0259575511066423","0.037929901242342"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","230","0.0638877895571838","0.056151870425033","0.0716237086893346"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","79","0.0659354697747803","0.0523665735834012","0.0795043659661595"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","780","0.0888776944559992","0.083165302169347","0.0945900867426514"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","317","0.120086599909767","0.108158687391772","0.132014512427763"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","66 und älter","Westdeutschland, alte Bundeslaender","304","0.0996542843890029","0.0894576003258092","0.109850968452197"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","66 und älter","Ostdeutschland, neue Bundeslaender","108","0.101753350796491","0.0841184393661205","0.119388262226861"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","270","0.0785574943267223","0.0700467612987542","0.0870682273546904"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","102","0.0906090901239533","0.0749142203615133","0.106303959886393"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","798","0.0858376101213975","0.0802144069122341","0.091460813330561"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","287","0.104117998363558","0.0929110978608572","0.11532489886626"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","66 und älter","Westdeutschland, alte Bundeslaender","273","0.0884633954179121","0.0787967634655863","0.098130027370238"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","66 und älter","Ostdeutschland, neue Bundeslaender","111","0.0959191041053349","0.0787417082922607","0.113096499918409"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","570","0.149144081906462","0.137875479405496","0.160412684407428"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","250","0.197127199088397","0.175375500555183","0.21887889762161"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1757","0.180308079017548","0.17259076423573","0.188025393799365"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","555","0.187834434062467","0.173502424253458","0.202166443871476"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","66 und älter","Westdeutschland, alte Bundeslaender","480","0.141850925772459","0.129974007143244","0.153727844401674"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","66 und älter","Ostdeutschland, neue Bundeslaender","216","0.179504176410544","0.15711817193782","0.201890180883269"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1015","0.253086771518654","0.239333410806047","0.266840132231261"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","337","0.2448018757992","0.221292865344652","0.268310886253748"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2880","0.290224142683452","0.281113255384724","0.29933502998218"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","831","0.287618686153342","0.271008977532733","0.304228394773951"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","66 und älter","Westdeutschland, alte Bundeslaender","942","0.264647864775839","0.249630691194431","0.279665038357246"
