year,pgisced97,sex,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1984,-5,maennlich,,,,,,,,,,,,
1984,-5,weiblich,,,,,,,,,,,,
1984,-1,maennlich,7.7302344286572415,7.292257103025769,8.168211754288714,6.030589444800541,8.0,10.0,1.0,10.0,8.0,6.0,10.0,30.0
1984,-1,weiblich,8.289593872370206,7.869653606915698,8.709534137824715,8.0,9.0,10.0,5.0,10.0,9.0,8.0,10.0,30.0
1984,in school,maennlich,8.23661405904774,7.968182207006967,8.505045911088514,7.0,9.0,10.0,3.0,10.0,9.0,9.0,10.0,47.0
1984,in school,weiblich,8.005995901873376,7.687200278616596,8.324791525130156,7.0,8.0,10.0,3.0,10.0,8.0,6.0,9.0,35.0
1984,inadequately,maennlich,6.494326539668738,6.356596905519024,6.6320561738184525,4.0,7.0,9.0,0.0,10.0,7.0,6.0,8.0,401.0
1984,inadequately,weiblich,6.461041714506255,6.346187005282974,6.575896423729536,5.0,7.0,9.0,0.0,10.0,7.0,6.0,8.0,576.0
1984,general elemantary,maennlich,7.702525031413966,7.630871868078234,7.774178194749698,7.0,8.0,10.0,2.5,10.0,8.0,8.0,8.0,1063.0
1984,general elemantary,weiblich,8.011270427638724,7.964820038579408,8.05772081669804,7.0,9.0,10.0,2.5,10.0,9.0,9.0,10.0,2221.0
1984,middle vocational,maennlich,7.886605867810616,7.848466712591286,7.924745023029946,7.0,8.0,10.0,2.5,10.0,8.0,8.0,8.0,3133.0
1984,middle vocational,weiblich,8.017433774707621,7.974618871818346,8.060248677596896,7.0,9.0,10.0,2.5,10.0,9.0,9.0,10.0,2526.0
1984,vocational + Abi,maennlich,7.552772747876142,7.375430794883409,7.730114700868876,7.0,8.0,10.0,2.5,10.0,8.0,7.0,8.0,193.0
1984,vocational + Abi,weiblich,7.831222881753316,7.6232264681871795,8.039219295319453,7.0,8.0,10.0,2.5,10.0,8.0,7.0,8.0,116.0
1984,higher vocational,maennlich,8.15545599422169,8.057133850300533,8.253778138142847,7.0,9.0,10.0,2.5,10.0,9.0,9.0,10.0,382.0
1984,higher vocational,weiblich,7.97475042573684,7.839522620989964,8.109978230483716,7.0,9.0,10.0,2.5,10.0,9.0,9.0,10.0,274.0
1984,higher education,maennlich,8.028366574154598,7.9425685554905145,8.114164592818682,7.0,8.0,10.0,2.5,10.0,8.0,7.0,8.0,534.0
1984,higher education,weiblich,7.844005329607489,7.700657131470462,7.987353527744516,6.0,9.0,10.0,0.0,10.0,9.0,9.0,10.0,255.0
1985,-5,maennlich,,,,,,,,,,,,
1985,-5,weiblich,,,,,,,,,,,,
1985,-1,maennlich,7.78980899080559,7.4591748600613865,8.120443121549794,6.0,8.0,10.0,0.0,10.0,8.0,6.0,9.0,47.0
1985,-1,weiblich,8.00854326160849,7.766826480706461,8.25026004251052,7.0,8.0,10.0,2.5,10.0,8.0,7.0,8.0,59.0
1985,in school,maennlich,8.212765075439853,7.937663844587516,8.48786630629219,7.0,9.0,10.0,2.5,10.0,9.0,8.0,10.0,51.0
1985,in school,weiblich,8.063716907879407,7.7486406529254985,8.378793162833315,7.0,8.488347935199085,10.0,2.5,10.0,9.0,8.0,10.0,37.0
1985,inadequately,maennlich,6.730001930890592,6.584834883108982,6.8751689786722014,5.0,7.0,9.0,0.0,10.0,7.0,6.0,7.0,331.0
1985,inadequately,weiblich,6.468815708056898,6.343445247343747,6.594186168770048,5.0,7.0,9.0,0.0,10.0,7.0,6.0,8.0,481.0
1985,general elemantary,maennlich,7.5178374533052486,7.443783552968687,7.5918913536418104,6.0,8.0,10.0,0.0,10.0,8.0,8.0,8.0,940.0
1985,general elemantary,weiblich,7.989612685950494,7.943852663336802,8.035372708564186,7.0,8.0,10.0,2.5,10.0,8.0,7.0,8.0,1943.0
1985,middle vocational,maennlich,7.8568900241988455,7.818440261718786,7.895339786678905,7.0,8.0,10.0,2.5,10.0,8.0,8.0,8.0,2815.0
1985,middle vocational,weiblich,7.841021513041553,7.797535312125117,7.884507713957989,7.0,8.0,10.0,2.5,10.0,8.0,8.0,8.0,2318.0
1985,vocational + Abi,maennlich,7.42239194595979,7.223170359056359,7.62161353286322,6.0,8.0,10.0,0.0,10.0,8.0,7.0,8.0,169.0
1985,vocational + Abi,weiblich,7.465995101244861,7.238339115238062,7.69365108725166,6.0,8.0,9.0,1.5,10.0,8.0,7.0,8.0,102.0
1985,higher vocational,maennlich,8.161015363571806,8.066964040994163,8.25506668614945,7.0,8.0,10.0,2.5,10.0,8.0,7.0,8.0,358.0
1985,higher vocational,weiblich,8.054044934000286,7.926937936885234,8.181151931115338,7.0,9.0,10.0,2.5,10.0,9.0,9.0,10.0,259.0
1985,higher education,maennlich,7.85345924516221,7.772518198164654,7.934400292159765,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,507.0
1985,higher education,weiblich,7.955426414254191,7.8122319264073825,8.098620902101,7.0,9.0,10.0,2.5,10.0,9.0,9.0,10.0,245.0
1986,-5,maennlich,,,,,,,,,,,,
1986,-5,weiblich,,,,,,,,,,,,
1986,-1,maennlich,7.837497714800663,7.5470376141195175,8.127957815481809,7.0,8.177317936201634,10.0,2.5,10.0,8.0,7.0,8.0,51.0
1986,-1,weiblich,7.6692460596065315,7.390304111871838,7.9481880073412245,7.0,8.0,10.0,2.5,10.0,8.0,7.0,9.0,60.0
