"year","alter_gr","migback","mean","median","n","lower_confidence","upper_confidence"
"1984","16-34 Jahre alt","direkter Migrationshintergrund","","","","",""
"1984","16-34 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1984","16-34 Jahre alt","kein Migrationshintergrund ","7.5","8","3077","7.41","7.59"
"1984","35-65 Jahre alt","direkter Migrationshintergrund","","","","",""
"1984","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1984","35-65 Jahre alt","kein Migrationshintergrund ","8.17","9","4323","8.11","8.23"
"1984","66 und Ã¤lter","direkter Migrationshintergrund","8.22","9","35","7.26","9.18"
"1984","66 und Ã¤lter","indirekter Migrationshintergrund","6.05","5.52","5","0.67","11.43"
"1984","66 und Ã¤lter","kein Migrationshintergrund ","","","","",""
"1985","16-34 Jahre alt","direkter Migrationshintergrund","","","","",""
"1985","16-34 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1985","16-34 Jahre alt","kein Migrationshintergrund ","","","","",""
"1985","35-65 Jahre alt","direkter Migrationshintergrund","","","","",""
"1985","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1985","35-65 Jahre alt","kein Migrationshintergrund ","8.06","8","3993","8","8.12"
"1985","66 und Ã¤lter","direkter Migrationshintergrund","7.77","8","37","6.88","8.66"
"1985","66 und Ã¤lter","indirekter Migrationshintergrund","6.34","6.9","5","2.18","10.5"
"1985","66 und Ã¤lter","kein Migrationshintergrund ","","","","",""
"1986","16-34 Jahre alt","direkter Migrationshintergrund","","","","",""
"1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1986","16-34 Jahre alt","kein Migrationshintergrund ","","","","",""
"1986","35-65 Jahre alt","direkter Migrationshintergrund","","","","",""
"1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1986","35-65 Jahre alt","kein Migrationshintergrund ","7.98","8","3766","7.92","8.04"
"1986","66 und Ã¤lter","direkter Migrationshintergrund","7.71","8","50","7.06","8.36"
"1986","66 und Ã¤lter","indirekter Migrationshintergrund","5.28","3.13","4","-2.23","12.79"
"1986","66 und Ã¤lter","kein Migrationshintergrund ","8.34","9","986","8.23","8.45"
