"year","bildungsniveau","sampreg","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1984","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"1984","(Fach-)Abitur","Westdeutschland","7.37","7.5","862","4","6","10","10","10","7.19","7.55","0","10","8","8"
"1984","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"1984","(noch) kein Abschluss","Westdeutschland","","","","","","","","","","","","","",""
"1984","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"1984","AkademikerIn","Westdeutschland","7.97","8.5","789","5","7","10","10","10","7.81","8.13","0","10","8","9"
"1984","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"1984","Hauptschule","Westdeutschland","7.99","8.5","7213","5","7","10","10","10","7.93","8.05","0","10","8","8"
"1984","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"1984","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"1985","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"1985","(Fach-)Abitur","Westdeutschland","7.41","7.5","778","4","6","9","10","10","7.23","7.59","0","10","8","8"
"1985","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"1985","(noch) kein Abschluss","Westdeutschland","","","","","","","","","","","","","",""
"1985","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"1985","AkademikerIn","Westdeutschland","7.89","7.5","752","5","7","10","10","10","7.74","8.04","0","10","8","8"
"1985","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"1985","Hauptschule","Westdeutschland","7.91","7.5","6381","5","7","10","10","10","7.85","7.97","0","10","8","8"
"1985","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"1985","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"1986","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"1986","(Fach-)Abitur","Westdeutschland","7.35","7.5","804","4","6","9","10","10","7.18","7.52","0","10","8","8"
"1986","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"1986","(noch) kein Abschluss","Westdeutschland","","","","","","","","","","","","","",""
"1986","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"1986","AkademikerIn","Westdeutschland","7.74","7.5","747","5","7","9","10","10","7.59","7.89","0","10","8","8"
"1986","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"1986","Hauptschule","Westdeutschland","7.87","7.5","6059","5","7","10","10","10","7.81","7.93","0","10","8","8"
"1986","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"1986","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"1987","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"1987","(Fach-)Abitur","Westdeutschland","7.45","7.5","578","4","6","9","10","10","7.27","7.63","0","10","8","8"
"1987","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"1987","(noch) kein Abschluss","Westdeutschland","","","","","","","","","","","","","",""
"1987","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"1987","AkademikerIn","Westdeutschland","7.87","7.5","687","5","7","10","10","10","7.71","8.03","0","10","8","8"
"1987","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"1987","Hauptschule","Westdeutschland","7.98","7.5","4681","5","7","10","10","10","7.92","8.04","0","10","8","8"
"1987","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"1987","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"1988","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"1988","(Fach-)Abitur","Westdeutschland","7.39","7.5","734","5","6","9","10","10","7.23","7.55","0","10","8","8"
"1988","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"1988","(noch) kein Abschluss","Westdeutschland","7.28","7.5","901","4","6","9","10","10","7.11","7.45","0","10","7","7"
"1988","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"1988","AkademikerIn","Westdeutschland","7.78","7.5","701","5","7","9","10","10","7.63","7.93","0","10","8","8"
"1988","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"1988","Hauptschule","Westdeutschland","7.82","7.5","5725","5","7","10","10","10","7.76","7.88","0","10","8","8"
"1988","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"1988","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"1989","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"1989","(Fach-)Abitur","Westdeutschland","7.42","7.5","748","5","6","9","10","10","7.26","7.58","0","10","8","8"
"1989","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"1989","(noch) kein Abschluss","Westdeutschland","7.39","7.5","874","4","6","9","10","10","7.22","7.56","0","10","7","8"
"1989","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"1989","AkademikerIn","Westdeutschland","7.69","7.5","697","5","7","9","10","10","7.53","7.85","0","10","8","8"
