year,age_gr,migback,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,0-16 y.,No migration background,,,,,,,,,,,,
1984,0-16 y.,Direct migration background,,,,,,,,,,,,
1984,0-16 y.,Indirect migration background,,,,,,,,,,,,
1984,17-29 y.,No migration background,2307,7.44230,7.33961,7.54498,6.00000,8.00000,10.00000,0.00000,10,,,
1984,17-29 y.,Direct migration background,990,6.56306,6.36896,6.75716,5.00000,8.00000,9.00000,0,10,,,
1984,17-29 y.,Indirect migration background,91,6.54164,5.93018,7.15310,5.00000,7.00000,9.00000,0,10,,,
1984,30-45 y.,No migration background,2493,7.90036,7.81260,7.98812,7.00000,8.00000,10.00000,2.50000,10,,,
1984,30-45 y.,Direct migration background,1384,6.74341,6.59424,6.89259,5.00000,7.00000,9.00000,0,10,,,
1984,30-45 y.,Indirect migration background,,,,,,,,,,,,
1984,46-65 y.,No migration background,2586,8.26304,8.18363,8.34246,7.00000,9.00000,10.00000,2.50000,10,,,
1984,46-65 y.,Direct migration background,944,7.79089,7.63398,7.94780,7.00000,8.00000,10.00000,2.50000,10,,,
1984,46-65 y.,Indirect migration background,,,,,,,,,,,,
1984,66 and older,No migration background,1222,8.46360,8.35864,8.56857,8.00000,9.00000,10.00000,5.00000,10,,,
1984,66 and older,Direct migration background,35,8.22564,7.42982,9.02145,7.00000,9.00000,10.00000,2.50000,10,,,
1984,66 and older,Indirect migration background,,,,,,,,,,,,
1985,0-16 y.,No migration background,,,,,,,,,,,,
1985,0-16 y.,Direct migration background,,,,,,,,,,,,
1985,0-16 y.,Indirect migration background,,,,,,,,,,,,
1985,17-29 y.,No migration background,2153,7.48817,7.38978,7.58657,6.00000,8.00000,9.00000,1.50000,10,,,
1985,17-29 y.,Direct migration background,805,6.68771,6.48322,6.89220,5.00000,7.00000,9.00000,0,10,,,
1985,17-29 y.,Indirect migration background,109,7.89515,7.46014,8.33017,7.00000,8.00000,10.00000,2.50000,10,,,
1985,30-45 y.,No migration background,2274,7.80425,7.71504,7.89345,7.00000,8.00000,10.00000,2.50000,10,,,
1985,30-45 y.,Direct migration background,1177,6.71249,6.55402,6.87095,5.00000,7.00000,9.00000,0,10,,,
1985,30-45 y.,Indirect migration background,,,,,,,,,,,,
