"year","bildungsniveau","migback","mean","median","n","lower_confidence","upper_confidence"
"1984","(Fach-)Abitur","direkter Migrationshintergrund","6.84","7.5","271","6.47","7.21"
"1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"1984","(Fach-)Abitur","kein Migrationshintergrund","7.45","7.5","584","7.24","7.66"
"1984","(noch) kein Abschluss","direkter Migrationshintergrund","6.41","6.5","1039","6.23","6.59"
"1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"1984","(noch) kein Abschluss","kein Migrationshintergrund","7.55","7.5","220","7.22","7.88"
"1984","AkademikerIn","direkter Migrationshintergrund","7.23","7.5","121","6.73","7.73"
"1984","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"1984","AkademikerIn","kein Migrationshintergrund","8.05","8.5","665","7.89","8.21"
"1984","Hauptschule","direkter Migrationshintergrund","7.24","7.5","1715","7.1","7.38"
"1984","Hauptschule","indirekter Migrationshintergrund","7","7.5","72","6.37","7.63"
"1984","Hauptschule","kein Migrationshintergrund","8.06","8.5","5426","8","8.12"
"1984","Realschule","direkter Migrationshintergrund","7.71","8.5","138","7.25","8.17"
"1984","Realschule","indirekter Migrationshintergrund","","","","",""
"1984","Realschule","kein Migrationshintergrund","8.05","8.5","1695","7.94","8.16"
"1985","(Fach-)Abitur","direkter Migrationshintergrund","6.64","6.5","227","6.27","7.01"
"1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"1985","(Fach-)Abitur","kein Migrationshintergrund","7.52","7.5","546","7.32","7.72"
"1985","(noch) kein Abschluss","direkter Migrationshintergrund","6.41","6.5","837","6.22","6.6"
"1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"1985","(noch) kein Abschluss","kein Migrationshintergrund","8","8.5","218","7.7","8.3"
"1985","AkademikerIn","direkter Migrationshintergrund","7.45","7.5","108","6.98","7.92"
"1985","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"1985","AkademikerIn","kein Migrationshintergrund","7.95","7.5","640","7.79","8.11"
"1985","Hauptschule","direkter Migrationshintergrund","7.26","7.5","1488","7.12","7.4"
"1985","Hauptschule","indirekter Migrationshintergrund","8.07","7.5","79","7.49","8.65"
"1985","Hauptschule","kein Migrationshintergrund","7.96","7.5","4814","7.9","8.02"
"1985","Realschule","direkter Migrationshintergrund","7.37","7.5","137","6.93","7.81"
"1985","Realschule","indirekter Migrationshintergrund","6.87","6.5","31","5.82","7.92"
"1985","Realschule","kein Migrationshintergrund","7.93","7.5","1626","7.83","8.03"
"1986","(Fach-)Abitur","direkter Migrationshintergrund","6.69","7.5","229","6.33","7.05"
"1986","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"1986","(Fach-)Abitur","kein Migrationshintergrund","7.44","7.5","567","7.25","7.63"
"1986","(noch) kein Abschluss","direkter Migrationshintergrund","6.49","6.5","785","6.3","6.68"
"1986","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"1986","(noch) kein Abschluss","kein Migrationshintergrund","7.8","7.5","216","7.52","8.08"
"1986","AkademikerIn","direkter Migrationshintergrund","7.12","7.5","109","6.67","7.57"
"1986","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"1986","AkademikerIn","kein Migrationshintergrund","7.83","7.5","634","7.67","7.99"
"1986","Hauptschule","direkter Migrationshintergrund","7.34","7.5","1472","7.21","7.47"
"1986","Hauptschule","indirekter Migrationshintergrund","7.33","6.5","85","6.86","7.8"
"1986","Hauptschule","kein Migrationshintergrund","7.93","7.5","4502","7.87","7.99"
"1986","Realschule","direkter Migrationshintergrund","7.68","7.5","145","7.3","8.06"
"1986","Realschule","indirekter Migrationshintergrund","6.45","8.5","30","5.27","7.63"
"1986","Realschule","kein Migrationshintergrund","7.8","7.5","1585","7.7","7.9"
"1987","(Fach-)Abitur","direkter Migrationshintergrund","7.18","7.5","39","6.47","7.89"
"1987","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"1987","(Fach-)Abitur","kein Migrationshintergrund","7.47","7.5","535","7.29","7.65"
"1987","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"1987","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"1987","(noch) kein Abschluss","kein Migrationshintergrund","7.77","7.5","210","7.51","8.03"
