"year","bildungsniveau","sex","mean","median","n","lower_confidence","upper_confidence"
"1984","(Fach-)Abitur","maennlich","7.35","7.5","514","7.11","7.59"
"1984","(Fach-)Abitur","weiblich","7.39","7.5","348","7.1","7.68"
"1984","(noch) kein Abschluss","maennlich","7.2","7.5","571","6.96","7.44"
"1984","(noch) kein Abschluss","weiblich","6.92","7.5","702","6.7","7.14"
"1984","AkademikerIn","maennlich","8.03","7.5","534","7.84","8.22"
"1984","AkademikerIn","weiblich","7.84","8.5","255","7.53","8.15"
"1984","Hauptschule","maennlich","7.91","7.5","3476","7.83","7.99"
"1984","Hauptschule","weiblich","8.06","8.5","3737","7.98","8.14"
"1984","Realschule","maennlich","8.02","7.5","776","7.87","8.17"
"1984","Realschule","weiblich","8.02","8.5","1085","7.88","8.16"
"1985","(Fach-)Abitur","maennlich","7.44","7.5","459","7.2","7.68"
"1985","(Fach-)Abitur","weiblich","7.38","7.5","319","7.1","7.66"
"1985","(noch) kein Abschluss","maennlich","7.57","7.5","492","7.33","7.81"
"1985","(noch) kein Abschluss","weiblich","7.17","7.5","579","6.94","7.4"
"1985","AkademikerIn","maennlich","7.85","7.5","507","7.67","8.03"
"1985","AkademikerIn","weiblich","7.96","8.5","245","7.66","8.26"
"1985","Hauptschule","maennlich","7.86","7.5","3097","7.78","7.94"
"1985","Hauptschule","weiblich","7.95","7.5","3284","7.87","8.03"
"1985","Realschule","maennlich","7.84","7.5","748","7.69","7.99"
"1985","Realschule","weiblich","7.93","7.5","1046","7.8","8.06"
"1986","(Fach-)Abitur","maennlich","7.25","7.5","467","7.02","7.48"
"1986","(Fach-)Abitur","weiblich","7.49","7.5","337","7.24","7.74"
"1986","(noch) kein Abschluss","maennlich","7.35","7.5","478","7.11","7.59"
"1986","(noch) kein Abschluss","weiblich","7.12","7.5","543","6.9","7.34"
"1986","AkademikerIn","maennlich","7.75","7.5","504","7.57","7.93"
"1986","AkademikerIn","weiblich","7.73","7.5","243","7.44","8.02"
"1986","Hauptschule","maennlich","7.83","7.5","2969","7.75","7.91"
"1986","Hauptschule","weiblich","7.9","7.5","3090","7.82","7.98"
"1986","Realschule","maennlich","7.74","7.5","733","7.59","7.89"
"1986","Realschule","weiblich","7.82","7.5","1027","7.69","7.95"
"1987","(Fach-)Abitur","maennlich","7.39","7.5","330","7.14","7.64"
"1987","(Fach-)Abitur","weiblich","7.54","7.5","248","7.28","7.8"
"1987","(noch) kein Abschluss","maennlich","7.9","7.5","117","7.56","8.24"
"1987","(noch) kein Abschluss","weiblich","7.69","7.5","105","7.31","8.07"
