"year","bildungsniveau","bula_h","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","(Fach-)Abitur","Baden-Wuerttemberg","7.42","7.5","134","4","6","10","10","10","6.99","7.85","0","10","7","8"
"1984","(Fach-)Abitur","Bayern","7.82","7.5","136","5","7","10","10","10","7.36","8.28","0","10","8","9"
"1984","(Fach-)Abitur","Berlin","","","","","","","","","","","","","",""
"1984","(Fach-)Abitur","Brandenburg","","","","","","","","","","","","","",""
"1984","(Fach-)Abitur","Bremen","","","","","","","","","","","","","",""
"1984","(Fach-)Abitur","Hamburg","6.91","7.5","44","3","5","9","10","10","6","7.82","0","10","7","8"
"1984","(Fach-)Abitur","Hessen","6.65","7.5","104","2","4","10","10","10","6.03","7.27","0","10","6","8"
"1984","(Fach-)Abitur","Mecklenburg-Vorpommern","","","","","","","","","","","","","",""
"1984","(Fach-)Abitur","Niedersachsen","7.75","7.5","78","5","6","10","10","10","7.2","8.3","1","10","7","9"
"1984","(Fach-)Abitur","Nordrhein-Westfalen","7.45","7.5","261","4","6","10","10","10","7.12","7.78","0","10","7","8"
"1984","(Fach-)Abitur","Rheinland-Pfalz,Saarland","7.84","8.5","33","4","7","10","10","10","7.01","8.67","1","10","7","9"
"1984","(Fach-)Abitur","Saarland","","","","","","","","","","","","","",""
"1984","(Fach-)Abitur","Sachsen","","","","","","","","","","","","","",""
"1984","(Fach-)Abitur","Sachsen-Anhalt","","","","","","","","","","","","","",""
"1984","(Fach-)Abitur","Schleswig-Holstein","","","","","","","","","","","","","",""
"1984","(Fach-)Abitur","Thueringen","","","","","","","","","","","","","",""
"1984","(noch) kein Abschluss","Baden-Wuerttemberg","7.02","7.5","334","3","5","10","10","10","6.7","7.34","0","10","7","8"
"1984","(noch) kein Abschluss","Bayern","7.02","6.5","130","4","5","9","10","10","6.51","7.53","0","10","7","8"
"1984","(noch) kein Abschluss","Berlin","","","","","","","","","","","","","",""
"1984","(noch) kein Abschluss","Brandenburg","","","","","","","","","","","","","",""
"1984","(noch) kein Abschluss","Bremen","","","","","","","","","","","","","",""
"1984","(noch) kein Abschluss","Hamburg","","","","","","","","","","","","","",""
"1984","(noch) kein Abschluss","Hessen","6.69","7.5","140","2","4","10","10","10","6.13","7.25","0","10","6","8"
"1984","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","","","","","","","","","","","",""
"1984","(noch) kein Abschluss","Niedersachsen","8.25","8.5","92","5","7","10","10","10","7.73","8.77","0","10","8","9"
"1984","(noch) kein Abschluss","Nordrhein-Westfalen","6.79","6.5","402","3","5","10","10","10","6.51","7.07","0","10","7","7"
"1984","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","7.38","7.5","74","3","6","9","10","10","6.69","8.07","0","10","6","8"
"1984","(noch) kein Abschluss","Saarland","","","","","","","","","","","","","",""
"1984","(noch) kein Abschluss","Sachsen","","","","","","","","","","","","","",""
"1984","(noch) kein Abschluss","Sachsen-Anhalt","","","","","","","","","","","","","",""
"1984","(noch) kein Abschluss","Schleswig-Holstein","","","","","","","","","","","","","",""
"1984","(noch) kein Abschluss","Thueringen","","","","","","","","","","","","","",""
"1984","AkademikerIn","Baden-Wuerttemberg","8.1","8.5","125","5","7","10","10","10","7.67","8.53","0","10","8","9"
"1984","AkademikerIn","Bayern","8.14","8.5","156","5","7","10","10","10","7.77","8.51","0","10","8","9"
"1984","AkademikerIn","Berlin","","","","","","","","","","","","","",""
"1984","AkademikerIn","Brandenburg","","","","","","","","","","","","","",""
"1984","AkademikerIn","Bremen","","","","","","","","","","","","","",""
"1984","AkademikerIn","Hamburg","","","","","","","","","","","","","",""
"1984","AkademikerIn","Hessen","7.77","7.5","93","5","7","10","10","10","7.3","8.24","1","10","7","8"
"1984","AkademikerIn","Mecklenburg-Vorpommern","","","","","","","","","","","","","",""
"1984","AkademikerIn","Niedersachsen","8.15","8.5","78","5","8","10","10","10","7.67","8.63","0","10","8","9"
"1984","AkademikerIn","Nordrhein-Westfalen","7.99","8.5","225","5","7","10","10","10","7.69","8.29","0","10","8","9"
"1984","AkademikerIn","Rheinland-Pfalz,Saarland","8.39","8.5","37","5","8","10","10","10","7.7","9.08","3","10","8","10"
"1984","AkademikerIn","Saarland","","","","","","","","","","","","","",""
"1984","AkademikerIn","Sachsen","","","","","","","","","","","","","",""
"1984","AkademikerIn","Sachsen-Anhalt","","","","","","","","","","","","","",""
"1984","AkademikerIn","Schleswig-Holstein","","","","","","","","","","","","","",""
"1984","AkademikerIn","Thueringen","","","","","","","","","","","","","",""
"1984","Hauptschule","Baden-Wuerttemberg","7.89","7.5","1350","5","7","10","10","10","7.76","8.02","0","10","8","8"
"1984","Hauptschule","Bayern","7.93","7.5","1272","5","7","10","10","10","7.79","8.07","0","10","8","8"
"1984","Hauptschule","Berlin","","","","","","","","","","","","","",""
"1984","Hauptschule","Brandenburg","","","","","","","","","","","","","",""
"1984","Hauptschule","Bremen","8.48","9.5","92","5","8","10","10","10","7.9","9.06","0","10","8","10"
"1984","Hauptschule","Hamburg","7.61","7.5","161","4","6","10","10","10","7.23","7.99","1","10","8","8"
"1984","Hauptschule","Hessen","7.89","7.5","704","5","7","10","10","10","7.7","8.08","0","10","8","8"
"1984","Hauptschule","Mecklenburg-Vorpommern","","","","","","","","","","","","","",""
"1984","Hauptschule","Niedersachsen","8.25","8.5","746","5","7","10","10","10","8.09","8.41","0","10","8","9"
"1984","Hauptschule","Nordrhein-Westfalen","8.01","8.5","1865","5","7","10","10","10","7.89","8.13","0","10","8","8"
"1984","Hauptschule","Rheinland-Pfalz,Saarland","7.86","7.5","592","5","7","10","10","10","7.68","8.04","0","10","8","8"
"1984","Hauptschule","Saarland","","","","","","","","","","","","","",""
"1984","Hauptschule","Sachsen","","","","","","","","","","","","","",""
"1984","Hauptschule","Sachsen-Anhalt","","","","","","","","","","","","","",""
"1984","Hauptschule","Schleswig-Holstein","8.43","9.5","224","5","8","10","10","10","8.14","8.72","0","10","8","10"
"1984","Hauptschule","Thueringen","","","","","","","","","","","","","",""
"1984","Realschule","Baden-Wuerttemberg","7.81","7.5","281","4","6","10","10","10","7.52","8.1","0","10","8","9"
"1984","Realschule","Bayern","7.93","8.5","365","4","7","10","10","10","7.69","8.17","0","10","8","9"
"1984","Realschule","Berlin","","","","","","","","","","","","","",""
"1984","Realschule","Brandenburg","","","","","","","","","","","","","",""
"1984","Realschule","Bremen","","","","","","","","","","","","","",""
"1984","Realschule","Hamburg","7.91","7.5","54","5","7","10","10","10","7.36","8.46","2","10","7","9"
"1984","Realschule","Hessen","7.95","7.5","186","5","7","10","10","10","7.63","8.27","0","10","8","9"
"1984","Realschule","Mecklenburg-Vorpommern","","","","","","","","","","","","","",""
"1984","Realschule","Niedersachsen","8.2","8.5","225","5","7","10","10","10","7.92","8.48","0","10","8","9"
"1984","Realschule","Nordrhein-Westfalen","7.99","7.5","456","5","7","10","10","10","7.78","8.2","0","10","8","9"
"1984","Realschule","Rheinland-Pfalz,Saarland","8.31","8.5","107","5","7","10","10","10","7.93","8.69","1","10","8","9"
"1984","Realschule","Saarland","","","","","","","","","","","","","",""
"1984","Realschule","Sachsen","","","","","","","","","","","","","",""
"1984","Realschule","Sachsen-Anhalt","","","","","","","","","","","","","",""
"1984","Realschule","Schleswig-Holstein","8.57","8.5","90","5","8","10","10","10","8.15","8.99","2","10","9","10"
"1984","Realschule","Thueringen","","","","","","","","","","","","","",""
"1985","(Fach-)Abitur","Baden-Wuerttemberg","7.15","7.5","121","4","6","9","10","10","6.74","7.56","1","10","7","8"
"1985","(Fach-)Abitur","Bayern","8.01","7.5","120","5","7","10","10","10","7.58","8.44","0","10","8","9"
"1985","(Fach-)Abitur","Berlin","","","","","","","","","","","","","",""
"1985","(Fach-)Abitur","Brandenburg","","","","","","","","","","","","","",""
"1985","(Fach-)Abitur","Bremen","","","","","","","","","","","","","",""
"1985","(Fach-)Abitur","Hamburg","6.74","6.5","34","1","5","9","10","10","5.68","7.8","0","10","5","8"
"1985","(Fach-)Abitur","Hessen","6.52","6.5","88","2","5","9","10","10","5.89","7.15","0","10","6","8"
"1985","(Fach-)Abitur","Mecklenburg-Vorpommern","","","","","","","","","","","","","",""
"1985","(Fach-)Abitur","Niedersachsen","7.65","7.5","72","3","7","10","10","10","7.08","8.22","0","10","8","8"
"1985","(Fach-)Abitur","Nordrhein-Westfalen","7.64","7.5","251","4","6","10","10","10","7.33","7.95","0","10","8","8"
"1985","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","","","","","","","","","","","",""
"1985","(Fach-)Abitur","Saarland","","","","","","","","","","","","","",""
"1985","(Fach-)Abitur","Sachsen","","","","","","","","","","","","","",""
"1985","(Fach-)Abitur","Sachsen-Anhalt","","","","","","","","","","","","","",""
"1985","(Fach-)Abitur","Schleswig-Holstein","","","","","","","","","","","","","",""
"1985","(Fach-)Abitur","Thueringen","","","","","","","","","","","","","",""
"1985","(noch) kein Abschluss","Baden-Wuerttemberg","7.21","7.5","292","3","5","9","10","10","6.92","7.5","0","10","7","8"
"1985","(noch) kein Abschluss","Bayern","7.77","7.5","100","5","6","10","10","10","7.25","8.29","0","10","7","9"
