year,quintil_oecd,sampreg,m11126,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1992,1st Quintile,West,Very good,0.11334693746020554,171,13198,0.11310151690416217,0.1135923580162489
1992,1st Quintile,West,Good,0.27344653206965547,367,13198,0.2731014684439388,0.27379159569537215
1992,1st Quintile,West,Satisfactory,0.3161412087951038,322,13198,0.31578124986423173,0.3165011677259759
1992,1st Quintile,West,Poor,0.17986760238627483,189,13198,0.17957026628800143,0.18016493848454823
1992,1st Quintile,West,Bad,0.11719771928876034,99,13198,0.1169487071693592,0.11744673140816148
1992,1st Quintile,East,Very good,0.1250388184208109,224,13198,0.12477717256562132,0.1253004642760005
1992,1st Quintile,East,Good,0.352401645408803,644,13198,0.35202375239065314,0.3527795384269528
1992,1st Quintile,East,Satisfactory,0.33158310077246894,510,13198,0.3312106945396809,0.331955507005257
1992,1st Quintile,East,Poor,0.13224361049371694,185,13198,0.13197564227152933,0.13251157871590455
1992,1st Quintile,East,Bad,0.05873282490420022,69,13198,0.058546833044104914,0.05891881676429552
1992,2nd Quintile,West,Very good,0.11217518725952534,250,13198,0.111964130704786,0.11238624381426468
1992,2nd Quintile,West,Good,0.35762680958208903,669,13198,0.35730625975903385,0.3579473594051442
1992,2nd Quintile,West,Satisfactory,0.3308525013127495,451,13198,0.3305378243539326,0.33116717827156644
1992,2nd Quintile,West,Poor,0.14827550090596028,206,13198,0.1480378327079633,0.14851316910395726
1992,2nd Quintile,West,Bad,0.051070000939675814,71,13198,0.05092277415591233,0.0512172277234393
1992,2nd Quintile,East,Very good,0.1608984572272794,203,13198,0.16051140243173498,0.16128551202282385
1992,2nd Quintile,East,Good,0.4835430884870489,589,13198,0.4830166787791046,0.48406949819499323
1992,2nd Quintile,East,Satisfactory,0.2812966406863166,305,13198,0.2808230028775839,0.2817702784950493
1992,2nd Quintile,East,Poor,0.07426181359935512,75,13198,0.07398561840498923,0.07453800879372101
1992,3rd Quintile,West,Very good,0.14966420474100217,339,13198,0.1494505582432971,0.14987785123870725
1992,3rd Quintile,West,Good,0.36429691459366287,755,13198,0.364008712930856,0.3645851162564697
1992,3rd Quintile,West,Satisfactory,0.31186537410368226,563,13198,0.3115879387126837,0.3121428094946808
1992,3rd Quintile,West,Poor,0.128194688852512,233,13198,0.1279944785842404,0.1283948991207836
1992,3rd Quintile,West,Bad,0.045978817709140626,77,13198,0.04585338826874936,0.046104247149531895
1992,3rd Quintile,East,Very good,0.17415331048719626,111,13198,0.1736389766238843,0.17466764435050822
1992,3rd Quintile,East,Good,0.4999848821411002,357,13198,0.499306773092349,0.5006629911898515
1992,3rd Quintile,East,Satisfactory,0.24684717232191655,166,13198,0.2462624022073133,0.2474319424365198
1992,3rd Quintile,East,Poor,0.07901463504978704,47,13198,0.07864877948150781,0.07938049061806626
1992,4th Quintile,West,Very good,0.14954180401135042,385,13198,0.14934644842947892,0.14973715959322192
1992,4th Quintile,West,Good,0.4018867663615782,952,13198,0.40161819383164526,0.40215533889151117
1992,4th Quintile,West,Satisfactory,0.29795354802631097,650,13198,0.2977030090856989,0.298204086966923
1992,4th Quintile,West,Poor,0.10873156129627677,240,13198,0.10856103156505428,0.10890209102749926
1992,4th Quintile,West,Bad,0.041886320304483714,88,13198,0.04177658088542024,0.04199605972354719
1992,4th Quintile,East,Very good,0.1879453609312647,64,13198,0.18713405879744235,0.18875666306508707
1992,4th Quintile,East,Good,0.4894592664643749,142,13198,0.4884211462119781,0.4904973867167717
1992,4th Quintile,East,Satisfactory,0.3225953726043604,86,13198,0.3216245780458222,0.3235661671628986
1992,5th Quintile,West,Very good,0.13967283798293242,356,13198,0.13948984662764338,0.13985582933822147
1992,5th Quintile,West,Good,0.4399316481534539,974,13198,0.4396696152092146,0.44019368109769325
1992,5th Quintile,West,Satisfactory,0.2919644305850003,642,13198,0.2917244172960263,0.2922044438739744
1992,5th Quintile,West,Poor,0.10547774909912834,226,13198,0.10531559841764317,0.10563989978061351
1992,5th Quintile,West,Bad,0.02295333417948503,46,13198,0.022874280275675698,0.023032388083294362
1992,5th Quintile,East,Good,0.6618379644958915,68,13198,0.6602211943231557,0.6634547346686273
1992,5th Quintile,East,Satisfactory,0.3381620355041085,32,13198,0.3365452653313727,0.3397788056768443
1994,1st Quintile,West,Very good,0.07370445990643476,164,12753,0.07352972325576466,0.07387919655710486
1994,1st Quintile,West,Good,0.2833622272705512,528,12753,0.28306086896673033,0.2836635855743721
1994,1st Quintile,West,Satisfactory,0.3223809448826557,412,12753,0.3220683802584487,0.32269350950686265
1994,1st Quintile,West,Poor,0.22177497395780757,302,12753,0.22149714903574844,0.2220527988798667
1994,1st Quintile,West,Bad,0.09877739398255066,118,12753,0.0985778644629621,0.09897692350213921
1994,1st Quintile,East,Very good,0.08470498382628341,87,12753,0.0844277797242338,0.08498218792833302
1994,1st Quintile,East,Good,0.33688572090639685,367,12753,0.33641517704335416,0.33735626476943953
1994,1st Quintile,East,Satisfactory,0.3601226766129955,337,12753,0.3596447753081122,0.36060057791787886
1994,1st Quintile,East,Poor,0.14625783151722718,135,12753,0.14590603822577952,0.14660962480867484
1994,1st Quintile,East,Bad,0.07202878713709707,58,12753,0.07177140113459965,0.07228617313959448
1994,2nd Quintile,West,Very good,0.08871987272271688,178,12753,0.08853102476192458,0.08890872068350918
1994,2nd Quintile,West,Good,0.3701295973737529,669,12753,0.369808912553467,0.3704502821940388
1994,2nd Quintile,West,Satisfactory,0.3343342204590505,481,12753,0.33402089590816897,0.334647545009932
1994,2nd Quintile,West,Poor,0.15419622958018855,213,12753,0.15395637524057634,0.15443608391980077
1994,2nd Quintile,West,Bad,0.052620079864291194,63,12753,0.052471789226169144,0.052768370502413245
1994,2nd Quintile,East,Very good,0.07087790023012623,85,12753,0.070614323620515,0.07114147683973747
1994,2nd Quintile,East,Good,0.36244371600027253,423,12753,0.3619499802174019,0.3629374517831432
1994,2nd Quintile,East,Satisfactory,0.4158800077049261,411,12753,0.4153737751064113,0.4163862403034409
1994,2nd Quintile,East,Poor,0.15079837606467514,145,12753,0.1504308240639762,0.15116592806537407
1994,3rd Quintile,West,Very good,0.09748386987515506,219,12753,0.09730251917368957,0.09766522057662055
1994,3rd Quintile,West,Good,0.3880354286112583,756,12753,0.3877374917743309,0.38833336544818564
1994,3rd Quintile,West,Satisfactory,0.3244306514723418,547,12753,0.3241444174322055,0.32471688551247807
1994,3rd Quintile,West,Poor,0.14768673372726185,246,12753,0.147469815653203,0.1479036518013207
1994,3rd Quintile,West,Bad,0.042363316313982935,64,12753,0.0422401701933697,0.04248646243459617
1994,3rd Quintile,East,Very good,0.0942639588772867,83,12753,0.09391266554138204,0.09461525221319135
1994,3rd Quintile,East,Good,0.42411033309906926,374,12753,0.42351617048885837,0.42470449570928015
1994,3rd Quintile,East,Satisfactory,0.3675056078771976,298,12753,0.36692597024496226,0.36808524550943295
1994,3rd Quintile,East,Poor,0.11412010014644644,91,12753,0.11373783496267277,0.11450236533022011
1994,4th Quintile,West,Very good,0.09194311657328963,219,12753,0.0917787718404449,0.09210746130613436
1994,4th Quintile,West,Good,0.4006114119603528,802,12753,0.40033270003900623,0.4008901238816994
1994,4th Quintile,West,Satisfactory,0.3319643186660742,640,12753,0.33169647265393426,0.3322321646782141
1994,4th Quintile,West,Poor,0.14468999270263114,276,12753,0.1444899048718347,0.14489008053342758
1994,4th Quintile,West,Bad,0.030791160097652353,53,12753,0.030692903581580503,0.030889416613724203
1994,4th Quintile,East,Very good,0.0763489608680046,46,12753,0.07595906747899979,0.07673885425700942
1994,4th Quintile,East,Good,0.47633317721953783,262,12753,0.47559989139372755,0.4770664630453481
1994,4th Quintile,East,Satisfactory,0.3485817473272099,184,12753,0.347882110555062,0.34928138409935783
1994,4th Quintile,East,Poor,0.09873611458524768,48,12753,0.09829813451847419,0.09917409465202118
1994,5th Quintile,West,Very good,0.09476058555842432,231,12753,0.09460426677766545,0.09491690433918318
1994,5th Quintile,West,Good,0.4165782279121492,909,12753,0.4163151071225387,0.4168413487017597
1994,5th Quintile,West,Satisfactory,0.3327850551362089,667,12753,0.33253355955802993,0.3330365507143878
1994,5th Quintile,West,Poor,0.13411209415309627,261,12753,0.1339302160682278,0.13429397223796474
1994,5th Quintile,West,Bad,0.021764037240121204,49,12753,0.02168616061794232,0.02184191386230009
1994,5th Quintile,East,Good,0.5063509402919034,129,12753,0.505278820753502,0.5074230598303049
1994,5th Quintile,East,Satisfactory,0.3837961754186259,92,12753,0.3827533280267688,0.38483902281048293
1994,5th Quintile,East,Poor,0.1098528842894707,31,12753,0.10918231313174782,0.11052345544719357
1995,1st Quintile,West,Very good,0.10498799442395192,216,13148,0.10478746828394174,0.10518852056396209
1995,1st Quintile,West,Good,0.32182983662400483,629,13148,0.32152422544553916,0.3221354478024705
1995,1st Quintile,West,Satisfactory,0.31918128775067695,492,13148,0.31887634297529666,0.31948623252605723
1995,1st Quintile,West,Poor,0.18257486132926334,282,13148,0.18232214620825776,0.18282757645026892
1995,1st Quintile,West,Bad,0.07142601987210292,105,13148,0.07125754962070438,0.07159449012350147
1995,1st Quintile,East,Very good,0.07466152145836624,78,13148,0.07436776022392548,0.074955282692807
1995,1st Quintile,East,Good,0.3601710492812843,309,13148,0.359634533995738,0.36070756456683056
1995,1st Quintile,East,Satisfactory,0.33890037722546257,263,13148,0.3383713655751979,0.3394293888757272
1995,1st Quintile,East,Poor,0.17619567095113575,131,13148,0.17576987119587276,0.17662147070639875
1995,1st Quintile,East,Bad,0.05007138108375106,32,13148,0.049827635909073735,0.050315126258428385
1995,2nd Quintile,West,Very good,0.08284560836057739,194,13148,0.08266512859795921,0.08302608812319556
1995,2nd Quintile,West,Good,0.3517886083437047,748,13148,0.3514759487523717,0.35210126793503765
1995,2nd Quintile,West,Satisfactory,0.32260929830702484,531,13148,0.3223032213773991,0.3229153752366506
1995,2nd Quintile,West,Poor,0.17578343476150518,272,13148,0.17553421516824425,0.17603265435476612
1995,2nd Quintile,West,Bad,0.06697305022718786,87,13148,0.06680938000425897,0.06713672045011675
1995,2nd Quintile,East,Very good,0.05845024493221348,77,13148,0.058211418124475306,0.05868907173995165
1995,2nd Quintile,East,Good,0.35189231596972775,386,13148,0.35140613635438034,0.35237849558507517
1995,2nd Quintile,East,Satisfactory,0.3729436273712273,371,13148,0.37245131227069606,0.3734359424717586
1995,2nd Quintile,East,Poor,0.15939936810159566,150,13148,0.1590267135565514,0.15977202264663992
1995,2nd Quintile,East,Bad,0.05731444362523585,44,13148,0.05707780603419401,0.05755108121627769
1995,3rd Quintile,West,Very good,0.09290263737183395,207,13148,0.09272564154457051,0.09307963319909739
1995,3rd Quintile,West,Good,0.3672635460297342,741,13148,0.3669696305946301,0.3675574614648383
1995,3rd Quintile,West,Satisfactory,0.3571973314694363,604,13148,0.356905175346542,0.35748948759233057
1995,3rd Quintile,West,Poor,0.1509027818929733,251,13148,0.15068453433841514,0.15112102944753145
1995,3rd Quintile,West,Bad,0.031733703236022315,55,13148,0.03162682732252268,0.03184057914952195
1995,3rd Quintile,East,Very good,0.07009313943566252,58,13148,0.06978527458384015,0.07040100428748489
1995,3rd Quintile,East,Good,0.4087615124065562,358,13148,0.40816869769229025,0.4093543271208222
1995,3rd Quintile,East,Satisfactory,0.39959396667845754,319,13148,0.3990033106887651,0.40018462266814997
1995,3rd Quintile,East,Poor,0.12155138147932366,93,13148,0.12115734107227952,0.12194542188636781
1995,4th Quintile,West,Very good,0.07834810770321873,203,13148,0.07819416133127262,0.07850205407516485
1995,4th Quintile,West,Good,0.41071058138244054,865,13148,0.41042874048672506,0.410992422278156
1995,4th Quintile,West,Satisfactory,0.3296972674985602,623,13148,0.32942794978935047,0.32996658520776995
1995,4th Quintile,West,Poor,0.1501281138431638,265,13148,0.14992347904446546,0.15033274864186214
1995,4th Quintile,West,Bad,0.03111592957261673,53,13148,0.03101645798702582,0.031215401158207638
1995,4th Quintile,East,Very good,0.06789485213138272,50,13148,0.06755500363292807,0.06823470062983736
1995,4th Quintile,East,Good,0.44592265478285664,299,13148,0.4452511494842072,0.4465941600815061
1995,4th Quintile,East,Satisfactory,0.38127684796798134,230,13148,0.3806206983509036,0.38193299758505905
1995,4th Quintile,East,Poor,0.10490564511777936,66,13148,0.1044916756440562,0.10531961459150252
1995,5th Quintile,West,Very good,0.07602254731020001,197,13148,0.07587998277638527,0.07616511184401475
1995,5th Quintile,West,Good,0.4433900285705077,974,13148,0.4431228029741818,0.4436572541668336
1995,5th Quintile,West,Satisfactory,0.33419424805121034,659,13148,0.33394051160113825,0.33444798450128244
1995,5th Quintile,West,Poor,0.11988068015364368,247,13148,0.1197059551818122,0.12005540512547518
1995,5th Quintile,West,Bad,0.026512495914438383,57,13148,0.026426078732346894,0.026598913096529873
1995,5th Quintile,East,Good,0.5559363906476584,149,13148,0.554925789734409,0.5569469915609079
1995,5th Quintile,East,Satisfactory,0.4440636093523416,128,13148,0.44305300843909223,0.445074210265591
1996,1st Quintile,West,Very good,0.08866118732288093,194,12945,0.08847826233534027,0.0888441123104216
1996,1st Quintile,West,Good,0.32751059485319584,635,12945,0.32720858457073615,0.3278126051356555
1996,1st Quintile,West,Satisfactory,0.3184489894095084,523,12945,0.31814918677155885,0.31874879204745793
1996,1st Quintile,West,Poor,0.17917133322175846,278,12945,0.1789245436242558,0.17941812281926112
1996,1st Quintile,West,Bad,0.08620789519265638,111,12945,0.08602727614382545,0.08638851424148732
1996,1st Quintile,East,Very good,0.05325701694322329,52,12945,0.05300562649873295,0.053508407387713626
1996,1st Quintile,East,Good,0.3506837539868704,302,12945,0.35014952154443646,0.35121798642930435
1996,1st Quintile,East,Satisfactory,0.3811105466105242,286,12945,0.38056682533814823,0.38165426788290013
1996,1st Quintile,East,Poor,0.16275124524419404,122,12945,0.16233797540127962,0.16316451508710847
1996,1st Quintile,East,Bad,0.05219743721518815,34,12945,0.051948420884413475,0.05244645354596283
1996,2nd Quintile,West,Very good,0.07553992262245522,193,12945,0.07536754042252582,0.07571230482238463
1996,2nd Quintile,West,Good,0.34080630075729934,665,12945,0.34049711434349655,0.3411154871711021
1996,2nd Quintile,West,Satisfactory,0.36492178633514,583,12945,0.3646077545746688,0.3652358180956112
1996,2nd Quintile,West,Poor,0.17146729526326654,255,12945,0.171221425259876,0.1717131652666571
1996,2nd Quintile,West,Bad,0.0472646950218388,66,12945,0.047126269990672286,0.04740312005300531
1996,2nd Quintile,East,Very good,0.06326579704526591,77,12945,0.06300700806455042,0.0635245860259814
1996,2nd Quintile,East,Good,0.36367444276137734,373,12945,0.3631630563620668,0.36418582916068787
1996,2nd Quintile,East,Satisfactory,0.392860002161069,371,12945,0.39234082398435666,0.3933791803377813
1996,2nd Quintile,East,Poor,0.13643186039292082,116,12945,0.13606697262452677,0.13679674816131487
1996,2nd Quintile,East,Bad,0.043767897639366914,32,12945,0.043550421005635824,0.043985374273098
1996,3rd Quintile,West,Very good,0.09279867057407526,198,12945,0.09262233835357145,0.09297500279457907
1996,3rd Quintile,West,Good,0.3587337216067186,706,12945,0.35844223791382046,0.3590252052996168
1996,3rd Quintile,West,Satisfactory,0.35949719822261145,589,12945,0.3592055782719551,0.3597888181732678
1996,3rd Quintile,West,Poor,0.1491570586595241,230,12945,0.14894055982356275,0.14937355749548548
1996,3rd Quintile,West,Bad,0.039813350937070446,60,12945,0.039694527760694764,0.03993217411344613
1996,3rd Quintile,East,Very good,0.04911542206400761,49,12945,0.048863025202222805,0.049367818925792416
1996,3rd Quintile,East,Good,0.40126299038543006,354,12945,0.4006905322742422,0.40183544849661795
1996,3rd Quintile,East,Satisfactory,0.42838258831914,340,12945,0.4278046523315614,0.4289605243067186
1996,3rd Quintile,East,Poor,0.1212389992314224,94,12945,0.12085778626210374,0.12162021220074105
1996,4th Quintile,West,Very good,0.09520122376898485,220,12945,0.09503272923946399,0.09536971829850571
1996,4th Quintile,West,Good,0.3990829603500464,845,12945,0.3988018172757227,0.3993641034243701
1996,4th Quintile,West,Satisfactory,0.3479145018045823,657,12945,0.3476410523419943,0.3481879512671702
1996,4th Quintile,West,Poor,0.12493647501957518,238,12945,0.12474665021888103,0.12512629982026932
1996,4th Quintile,West,Bad,0.03286483905681133,61,12945,0.03276248669260813,0.032967191421014536
1996,4th Quintile,East,Very good,0.0567267121396213,44,12945,0.05641542753145225,0.05703799674779035
1996,4th Quintile,East,Good,0.4027457035946068,290,12945,0.40208570931405935,0.4034056978751543
1996,4th Quintile,East,Satisfactory,0.4319391611537081,266,12945,0.4312725788371435,0.43260574347027275
1996,4th Quintile,East,Poor,0.10858842311206374,74,12945,0.10816974913210672,0.10900709709202075
1996,5th Quintile,West,Very good,0.09640474912064195,231,12945,0.09624603843739402,0.09656345980388989
1996,5th Quintile,West,Good,0.42288856374299794,891,12945,0.422622911927906,0.42315421555808985
1996,5th Quintile,West,Satisfactory,0.32610570494602353,610,12945,0.32585362107156746,0.3263577888204796
1996,5th Quintile,West,Poor,0.12974929615516517,247,12945,0.12956860176321258,0.12992999054711776
1996,5th Quintile,West,Bad,0.02485168603517139,49,12945,0.024767974897678423,0.02493539717266436
1996,5th Quintile,East,Good,0.5318417885514016,173,12945,0.5308933444674794,0.5327902326353239
1996,5th Quintile,East,Satisfactory,0.3523146678649769,126,12945,0.3514066977103739,0.35322263801957987
1996,5th Quintile,East,Poor,0.11584354358362144,35,12945,0.11523523400033944,0.11645185316690343
1997,1st Quintile,West,Very good,0.0801414564196651,169,12711,0.07996736284791489,0.0803155499914153
1997,1st Quintile,West,Good,0.327058432794078,620,12711,0.32675762093738736,0.3273592446507686
