,Unnamed: 0,year,pgisced97,sex,m11126,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
0,0,1992,Pre-primary Level,male,Very good,0.53849,48,12901,0.43783,0.63251
1,1,1992,Pre-primary Level,male,Good,0.46151,40,12901,0.37586,0.53833
2,2,1992,Pre-primary Level,female,Very good,0.47127,37,12901,0.38767,0.56076
3,3,1992,Pre-primary Level,female,Good,0.52873,37,12901,0.42196,0.65591
4,4,1992,Primary Level,male,Very good,0.20041,39,12901,0.14609,0.2611
5,5,1992,Primary Level,male,Good,0.31513,78,12901,0.26011,0.36051
6,6,1992,Primary Level,male,Satisfactory,0.34857,76,12901,0.28818,0.41593
7,7,1992,Primary Level,male,Poor,0.13589,45,12901,0.11564,0.16537
8,8,1992,Primary Level,female,Very good,0.13837,34,12901,0.09696,0.18135
9,9,1992,Primary Level,female,Good,0.36393,123,12901,0.30322,0.43343
10,10,1992,Primary Level,female,Satisfactory,0.28482,108,12901,0.24147,0.32757
11,11,1992,Primary Level,female,Poor,0.21288,82,12901,0.17434,0.26277
12,12,1992,Lower Secondary Level,male,Very good,0.19215,230,12901,0.17234,0.20908
13,13,1992,Lower Secondary Level,male,Good,0.38418,406,12901,0.35448,0.40953
14,14,1992,Lower Secondary Level,male,Satisfactory,0.25565,200,12901,0.22932,0.28265
15,15,1992,Lower Secondary Level,male,Poor,0.12159,97,12901,0.102,0.14071
16,16,1992,Lower Secondary Level,male,Bad,0.04644,38,12901,0.03694,0.05487
17,17,1992,Lower Secondary Level,female,Very good,0.07594,196,12901,0.06638,0.08686
18,18,1992,Lower Secondary Level,female,Good,0.25806,554,12901,0.24399,0.27263
19,19,1992,Lower Secondary Level,female,Satisfactory,0.40499,655,12901,0.38683,0.42278
20,20,1992,Lower Secondary Level,female,Poor,0.19024,301,12901,0.17618,0.20355
21,21,1992,Lower Secondary Level,female,Bad,0.07077,102,12901,0.06366,0.07981
22,22,1992,Upper Secondary Level,male,Very good,0.14046,570,12901,0.13301,0.14859
23,23,1992,Upper Secondary Level,male,Good,0.41632,1480,12901,0.40312,0.43336
24,24,1992,Upper Secondary Level,male,Satisfactory,0.30047,954,12901,0.28761,0.31111
25,25,1992,Upper Secondary Level,male,Poor,0.10241,316,12901,0.09691,0.10875
26,26,1992,Upper Secondary Level,male,Bad,0.04035,110,12901,0.03643,0.04466
27,27,1992,Upper Secondary Level,female,Very good,0.12515,452,12901,0.11789,0.13337
28,28,1992,Upper Secondary Level,female,Good,0.39625,1403,12901,0.38338,0.40907
29,29,1992,Upper Secondary Level,female,Satisfactory,0.30106,947,12901,0.28891,0.31239
30,30,1992,Upper Secondary Level,female,Poor,0.13228,362,12901,0.12246,0.14139
31,31,1992,Upper Secondary Level,female,Bad,0.04526,114,12901,0.0406,0.05035
32,32,1992,Post-secondary Non-tertiary Level,male,Very good,0.196,41,12901,0.14723,0.24879
33,33,1992,Post-secondary Non-tertiary Level,male,Good,0.56555,105,12901,0.49451,0.64466
34,34,1992,Post-secondary Non-tertiary Level,male,Satisfactory,0.23844,46,12901,0.1933,0.28142
35,35,1992,Post-secondary Non-tertiary Level,female,Very good,0.18413,33,12901,0.14057,0.23889
36,36,1992,Post-secondary Non-tertiary Level,female,Good,0.54462,76,12901,0.46454,0.64913
37,37,1992,Post-secondary Non-tertiary Level,female,Satisfactory,0.27125,41,12901,0.21496,0.32679
38,38,1992,First Stage of Tertiary Education,male,Very good,0.13192,66,12901,0.10931,0.16003
39,39,1992,First Stage of Tertiary Education,male,Good,0.40225,203,12901,0.36178,0.44464
40,40,1992,First Stage of Tertiary Education,male,Satisfactory,0.33641,159,12901,0.31017,0.37172
41,41,1992,First Stage of Tertiary Education,male,Poor,0.12941,47,12901,0.11687,0.14198
42,42,1992,First Stage of Tertiary Education,female,Very good,0.12388,36,12901,0.09678,0.15814
43,43,1992,First Stage of Tertiary Education,female,Good,0.45693,118,12901,0.39292,0.53236
44,44,1992,First Stage of Tertiary Education,female,Satisfactory,0.41919,84,12901,0.37164,0.46137
45,45,1992,Second Stage of Tertiary Education,male,Very good,0.15407,142,12901,0.13959,0.16994
46,46,1992,Second Stage of Tertiary Education,male,Good,0.49348,446,12901,0.4611,0.5289
47,47,1992,Second Stage of Tertiary Education,male,Satisfactory,0.2858,246,12901,0.26831,0.30624
48,48,1992,Second Stage of Tertiary Education,male,Poor,0.06665,55,12901,0.05633,0.07887
49,49,1992,Second Stage of Tertiary Education,female,Very good,0.21146,146,12901,0.19089,0.23637
50,50,1992,Second Stage of Tertiary Education,female,Good,0.4688,378,12901,0.43395,0.505
51,51,1992,Second Stage of Tertiary Education,female,Satisfactory,0.22943,148,12901,0.20143,0.25933
52,52,1992,Second Stage of Tertiary Education,female,Poor,0.09032,51,12901,0.07246,0.10564
53,53,1994,Pre-primary Level,male,Very good,0.39221,37,12306,0.29574,0.492
54,54,1994,Pre-primary Level,male,Good,0.60779,52,12306,0.49117,0.69022
55,55,1994,Pre-primary Level,female,Very good,0.4265,45,12306,0.35666,0.51061
56,56,1994,Pre-primary Level,female,Good,0.5735,61,12306,0.48218,0.66656
57,57,1994,Primary Level,male,Good,0.4711,83,12306,0.40082,0.56094
58,58,1994,Primary Level,male,Satisfactory,0.35261,65,12306,0.27964,0.42201
59,59,1994,Primary Level,male,Poor,0.17629,36,12306,0.12736,0.23758
60,60,1994,Primary Level,female,Good,0.41022,106,12306,0.33926,0.47547
61,61,1994,Primary Level,female,Satisfactory,0.38924,95,12306,0.30856,0.48459
62,62,1994,Primary Level,female,Poor,0.20055,76,12306,0.17275,0.22357
63,63,1994,Lower Secondary Level,male,Very good,0.15566,137,12306,0.13071,0.18497
64,64,1994,Lower Secondary Level,male,Good,0.3654,364,12306,0.33847,0.39419
65,65,1994,Lower Secondary Level,male,Satisfactory,0.25518,196,12306,0.22938,0.28195
66,66,1994,Lower Secondary Level,male,Poor,0.17844,126,12306,0.15057,0.20768
67,67,1994,Lower Secondary Level,male,Bad,0.04532,31,12306,0.03252,0.05835
68,68,1994,Lower Secondary Level,female,Very good,0.05496,116,12306,0.04619,0.0647
69,69,1994,Lower Secondary Level,female,Good,0.25817,506,12306,0.23879,0.27449
70,70,1994,Lower Secondary Level,female,Satisfactory,0.39999,603,12306,0.38099,0.4194
71,71,1994,Lower Secondary Level,female,Poor,0.20616,303,12306,0.18959,0.22343
72,72,1994,Lower Secondary Level,female,Bad,0.08072,106,12306,0.0718,0.09042
73,73,1994,Upper Secondary Level,male,Very good,0.09084,374,12306,0.0848,0.09904
74,74,1994,Upper Secondary Level,male,Good,0.40459,1404,12306,0.39129,0.41972
75,75,1994,Upper Secondary Level,male,Satisfactory,0.35094,1080,12306,0.33775,0.36536
76,76,1994,Upper Secondary Level,male,Poor,0.1154,348,12306,0.10828,0.12524
77,77,1994,Upper Secondary Level,male,Bad,0.03824,107,12306,0.03283,0.04268
78,78,1994,Upper Secondary Level,female,Very good,0.07014,285,12306,0.0642,0.07707
79,79,1994,Upper Secondary Level,female,Good,0.36234,1282,12306,0.34847,0.37582
80,80,1994,Upper Secondary Level,female,Satisfactory,0.34635,1078,12306,0.33399,0.35872
81,81,1994,Upper Secondary Level,female,Poor,0.17941,497,12306,0.16916,0.19231
82,82,1994,Upper Secondary Level,female,Bad,0.04175,101,12306,0.0373,0.04709
83,83,1994,Post-secondary Non-tertiary Level,male,Good,0.68006,110,12306,0.60615,0.76874
84,84,1994,Post-secondary Non-tertiary Level,male,Satisfactory,0.31994,45,12306,0.26233,0.384
85,85,1994,Post-secondary Non-tertiary Level,female,Good,0.67874,90,12306,0.57556,0.79739
86,86,1994,Post-secondary Non-tertiary Level,female,Satisfactory,0.32126,46,12306,0.24706,0.42214
87,87,1994,First Stage of Tertiary Education,male,Very good,0.05743,34,12306,0.04601,0.06853
88,88,1994,First Stage of Tertiary Education,male,Good,0.38372,185,12306,0.34707,0.41987
89,89,1994,First Stage of Tertiary Education,male,Satisfactory,0.35684,167,12306,0.32354,0.3952
90,90,1994,First Stage of Tertiary Education,male,Poor,0.202,75,12306,0.17748,0.23158
91,91,1994,First Stage of Tertiary Education,female,Good,0.44639,119,12306,0.3945,0.50271
92,92,1994,First Stage of Tertiary Education,female,Satisfactory,0.38817,85,12306,0.33984,0.43156
93,93,1994,First Stage of Tertiary Education,female,Poor,0.16544,37,12306,0.13972,0.19247
94,94,1994,Second Stage of Tertiary Education,male,Very good,0.08935,73,12306,0.07333,0.10419
95,95,1994,Second Stage of Tertiary Education,male,Good,0.48826,432,12306,0.45677,0.51986
96,96,1994,Second Stage of Tertiary Education,male,Satisfactory,0.32211,301,12306,0.29881,0.34382
97,97,1994,Second Stage of Tertiary Education,male,Poor,0.10028,83,12306,0.08631,0.11702
98,98,1994,Second Stage of Tertiary Education,female,Very good,0.09918,77,12306,0.084,0.11688
99,99,1994,Second Stage of Tertiary Education,female,Good,0.45934,336,12306,0.42232,0.50121
100,100,1994,Second Stage of Tertiary Education,female,Satisfactory,0.30598,211,12306,0.27102,0.34047
101,101,1994,Second Stage of Tertiary Education,female,Poor,0.1355,100,12306,0.11818,0.1533
102,102,1995,Pre-primary Level,male,Very good,0.4004,53,12712,0.32573,0.48501
103,103,1995,Pre-primary Level,male,Good,0.5996,67,12712,0.51255,0.68982
104,104,1995,Pre-primary Level,female,Very good,0.31123,32,12712,0.23439,0.38327
105,105,1995,Pre-primary Level,female,Good,0.68877,76,12712,0.59978,0.78363
106,106,1995,Primary Level,male,Good,0.45091,77,12712,0.35332,0.55064
107,107,1995,Primary Level,male,Satisfactory,0.29951,66,12712,0.24776,0.34528
108,108,1995,Primary Level,male,Poor,0.24958,40,12712,0.16713,0.34252
109,109,1995,Primary Level,female,Good,0.33828,98,12712,0.27368,0.4259
110,110,1995,Primary Level,female,Satisfactory,0.37132,111,12712,0.29391,0.45529
111,111,1995,Primary Level,female,Poor,0.2904,81,12712,0.24174,0.34065
112,112,1995,Lower Secondary Level,male,Very good,0.13817,147,12712,0.11972,0.15717
113,113,1995,Lower Secondary Level,male,Good,0.34507,347,12712,0.31394,0.37544
114,114,1995,Lower Secondary Level,male,Satisfactory,0.27951,210,12712,0.24342,0.30889
115,115,1995,Lower Secondary Level,male,Poor,0.18696,124,12712,0.1635,0.21109
116,116,1995,Lower Secondary Level,male,Bad,0.05029,37,12712,0.03717,0.06764
117,117,1995,Lower Secondary Level,female,Very good,0.05217,111,12712,0.04275,0.06255
118,118,1995,Lower Secondary Level,female,Good,0.27235,520,12712,0.25381,0.2864
119,119,1995,Lower Secondary Level,female,Satisfactory,0.36526,550,12712,0.33938,0.38472
120,120,1995,Lower Secondary Level,female,Poor,0.22501,330,12712,0.2092,0.24506
121,121,1995,Lower Secondary Level,female,Bad,0.08522,110,12712,0.07385,0.09728
122,122,1995,Upper Secondary Level,male,Very good,0.07498,318,12712,0.06918,0.08303
123,123,1995,Upper Secondary Level,male,Good,0.4042,1460,12712,0.38828,0.41783
124,124,1995,Upper Secondary Level,male,Satisfactory,0.35334,1097,12712,0.34002,0.36881
125,125,1995,Upper Secondary Level,male,Poor,0.12931,404,12712,0.11987,0.13942
126,126,1995,Upper Secondary Level,male,Bad,0.03817,103,12712,0.03262,0.04439
127,127,1995,Upper Secondary Level,female,Very good,0.06852,278,12712,0.06225,0.07567
128,128,1995,Upper Secondary Level,female,Good,0.37323,1347,12712,0.3588,0.38789
129,129,1995,Upper Secondary Level,female,Satisfactory,0.34813,1108,12712,0.33274,0.36327
130,130,1995,Upper Secondary Level,female,Poor,0.16471,472,12712,0.15191,0.17537
131,131,1995,Upper Secondary Level,female,Bad,0.04541,121,12712,0.04021,0.05022
132,132,1995,Post-secondary Non-tertiary Level,male,Very good,0.16798,33,12712,0.12827,0.20725
133,133,1995,Post-secondary Non-tertiary Level,male,Good,0.5816,128,12712,0.50381,0.66434
134,134,1995,Post-secondary Non-tertiary Level,male,Satisfactory,0.25042,63,12712,0.20118,0.3049
135,135,1995,Post-secondary Non-tertiary Level,female,Good,0.64735,110,12712,0.54817,0.75399
136,136,1995,Post-secondary Non-tertiary Level,female,Satisfactory,0.35265,61,12712,0.28508,0.42299
137,137,1995,First Stage of Tertiary Education,male,Very good,0.0934,37,12712,0.07288,0.11552
138,138,1995,First Stage of Tertiary Education,male,Good,0.38843,189,12712,0.34715,0.42724
139,139,1995,First Stage of Tertiary Education,male,Satisfactory,0.38226,176,12712,0.3425,0.42017
140,140,1995,First Stage of Tertiary Education,male,Poor,0.13591,59,12712,0.10823,0.15847
141,141,1995,First Stage of Tertiary Education,female,Good,0.46852,127,12712,0.38736,0.53695
142,142,1995,First Stage of Tertiary Education,female,Satisfactory,0.3915,91,12712,0.32475,0.45504
143,143,1995,First Stage of Tertiary Education,female,Poor,0.13998,31,12712,0.12016,0.16018
144,144,1995,Second Stage of Tertiary Education,male,Very good,0.08857,84,12712,0.07676,0.10245
145,145,1995,Second Stage of Tertiary Education,male,Good,0.46229,440,12712,0.43221,0.49114
146,146,1995,Second Stage of Tertiary Education,male,Satisfactory,0.36109,335,12712,0.33561,0.3952
147,147,1995,Second Stage of Tertiary Education,male,Poor,0.08805,74,12712,0.07478,0.10018
148,148,1995,Second Stage of Tertiary Education,female,Very good,0.09561,86,12712,0.07985,0.11257
149,149,1995,Second Stage of Tertiary Education,female,Good,0.43543,350,12712,0.40604,0.47923
150,150,1995,Second Stage of Tertiary Education,female,Satisfactory,0.33871,249,12712,0.30557,0.37155
151,151,1995,Second Stage of Tertiary Education,female,Poor,0.13024,94,12712,0.11161,0.15068
152,152,1996,Pre-primary Level,male,Very good,0.42815,49,12492,0.36067,0.49887
153,153,1996,Pre-primary Level,male,Good,0.57185,63,12492,0.49632,0.68875
154,154,1996,Pre-primary Level,female,Very good,0.41815,47,12492,0.33017,0.50506
155,155,1996,Pre-primary Level,female,Good,0.58185,70,12492,0.50198,0.6521
156,156,1996,Primary Level,male,Good,0.35832,55,12492,0.29614,0.43796
157,157,1996,Primary Level,male,Satisfactory,0.44988,70,12492,0.35259,0.55543
158,158,1996,Primary Level,male,Poor,0.1918,37,12492,0.14252,0.25498
159,159,1996,Primary Level,female,Good,0.38323,94,12492,0.30388,0.46477
160,160,1996,Primary Level,female,Satisfactory,0.39686,102,12492,0.32413,0.47078
161,161,1996,Primary Level,female,Poor,0.21991,60,12492,0.18132,0.26346
162,162,1996,Lower Secondary Level,male,Very good,0.11109,111,12492,0.09418,0.128
163,163,1996,Lower Secondary Level,male,Good,0.35367,334,12492,0.32406,0.38693
164,164,1996,Lower Secondary Level,male,Satisfactory,0.33462,231,12492,0.29784,0.37515
165,165,1996,Lower Secondary Level,male,Poor,0.14024,108,12492,0.1169,0.16368
166,166,1996,Lower Secondary Level,male,Bad,0.06038,37,12492,0.04875,0.07716
167,167,1996,Lower Secondary Level,female,Very good,0.04299,98,12492,0.03669,0.04955
168,168,1996,Lower Secondary Level,female,Good,0.26738,474,12492,0.24997,0.28465
169,169,1996,Lower Secondary Level,female,Satisfactory,0.38541,586,12492,0.36161,0.40976
