"m11126","year","bildungsniveau","bula_h","n","percent","lower_confidence","upper_confidence"
"Sehr gut","1992","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Sehr gut","1992","(noch) kein Abschluss","Hamburg","","","",""
"Sehr gut","1992","(noch) kein Abschluss","Niedersachsen","","","",""
"Sehr gut","1992","(noch) kein Abschluss","Bremen","","","",""
"Sehr gut","1992","(noch) kein Abschluss","Nordrhein-Westfalen","45","0.228141792254087","0.174716721517373","0.2815668629908"
"Sehr gut","1992","(noch) kein Abschluss","Hessen","","","",""
"Sehr gut","1992","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Sehr gut","1992","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Sehr gut","1992","(noch) kein Abschluss","Bayern","","","",""
"Sehr gut","1992","(noch) kein Abschluss","Berlin","","","",""
"Sehr gut","1992","(noch) kein Abschluss","Brandenburg","","","",""
"Sehr gut","1992","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Sehr gut","1992","(noch) kein Abschluss","Sachsen","","","",""
"Sehr gut","1992","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Sehr gut","1992","(noch) kein Abschluss","Thueringen","","","",""
"Sehr gut","1992","Hauptschule","Schleswig-Holstein","","","",""
"Sehr gut","1992","Hauptschule","Hamburg","","","",""
"Sehr gut","1992","Hauptschule","Niedersachsen","54","0.087710143264529","0.0632794489446333","0.112140837584425"
"Sehr gut","1992","Hauptschule","Bremen","","","",""
"Sehr gut","1992","Hauptschule","Nordrhein-Westfalen","196","0.1144880441135","0.097199709255153","0.131776378971847"
"Sehr gut","1992","Hauptschule","Hessen","52","0.0758935540895269","0.0525873954532303","0.0991997127258235"
"Sehr gut","1992","Hauptschule","Rheinland-Pfalz,Saarland","47","0.0857051909197944","0.0593691846668628","0.112041197172726"
"Sehr gut","1992","Hauptschule","Baden-Wuerttemberg","121","0.0841876254378386","0.0670462680907393","0.101328982784938"
"Sehr gut","1992","Hauptschule","Bayern","131","0.114146803136306","0.0935989273275975","0.134694678945015"
"Sehr gut","1992","Hauptschule","Berlin","","","",""
"Sehr gut","1992","Hauptschule","Brandenburg","","","",""
"Sehr gut","1992","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Sehr gut","1992","Hauptschule","Sachsen","","","",""
"Sehr gut","1992","Hauptschule","Sachsen-Anhalt","","","",""
"Sehr gut","1992","Hauptschule","Thueringen","","","",""
"Sehr gut","1992","Realschule","Schleswig-Holstein","","","",""
"Sehr gut","1992","Realschule","Hamburg","","","",""
"Sehr gut","1992","Realschule","Niedersachsen","43","0.16155310566925","0.112697401187129","0.210408810151371"
"Sehr gut","1992","Realschule","Bremen","","","",""
"Sehr gut","1992","Realschule","Nordrhein-Westfalen","90","0.165575441410371","0.131194606409649","0.199956276411094"
"Sehr gut","1992","Realschule","Hessen","","","",""
"Sehr gut","1992","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Sehr gut","1992","Realschule","Baden-Wuerttemberg","62","0.175399811880475","0.129261243612654","0.221538380148297"
"Sehr gut","1992","Realschule","Bayern","57","0.1454761269207","0.106415978658864","0.184536275182536"
"Sehr gut","1992","Realschule","Berlin","","","",""
"Sehr gut","1992","Realschule","Brandenburg","48","0.199491480828311","0.148507088705679","0.250475872950942"
"Sehr gut","1992","Realschule","Mecklenburg-Vorpommern","33","0.195157579112118","0.13393899322559","0.256376164998646"
"Sehr gut","1992","Realschule","Sachsen","82","0.204936131135199","0.165672058029527","0.244200204240872"
"Sehr gut","1992","Realschule","Sachsen-Anhalt","72","0.293240356584983","0.238634377138218","0.347846336031748"
"Sehr gut","1992","Realschule","Thueringen","57","0.230625172718285","0.179324796539639","0.281925548896931"
"Sehr gut","1992","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Sehr gut","1992","(Fach-)Abitur","Hamburg","","","",""
"Sehr gut","1992","(Fach-)Abitur","Niedersachsen","","","",""
"Sehr gut","1992","(Fach-)Abitur","Bremen","","","",""
"Sehr gut","1992","(Fach-)Abitur","Nordrhein-Westfalen","56","0.214495969626535","0.16401647368163","0.26497546557144"
