"year","alter_gr","sex","mean","median","n","lower_confidence","upper_confidence"
"1990","16-34 Jahre alt","maennlich","7.39","8","419","7.12","7.66"
"1990","16-34 Jahre alt","weiblich","7.6","8","560","7.38","7.82"
"1990","35-65 Jahre alt","maennlich","","","","",""
"1990","35-65 Jahre alt","weiblich","","","","",""
"1990","66 und Ã¤lter","maennlich","","","","",""
"1990","66 und Ã¤lter","weiblich","7.16","6.44","5","3.71","10.61"
"1991","16-34 Jahre alt","maennlich","","","","",""
"1991","16-34 Jahre alt","weiblich","","","","",""
"1991","35-65 Jahre alt","maennlich","","","","",""
"1991","35-65 Jahre alt","weiblich","","","","",""
"1991","66 und Ã¤lter","maennlich","","","","",""
"1991","66 und Ã¤lter","weiblich","","","","",""
"1992","16-34 Jahre alt","maennlich","","","","",""
"1992","16-34 Jahre alt","weiblich","","","","",""
"1992","35-65 Jahre alt","maennlich","","","","",""
"1992","35-65 Jahre alt","weiblich","","","","",""
"1992","66 und Ã¤lter","maennlich","","","","",""
"1992","66 und Ã¤lter","weiblich","","","","",""
"1993","16-34 Jahre alt","maennlich","","","","",""
"1993","16-34 Jahre alt","weiblich","","","","",""
"1993","35-65 Jahre alt","maennlich","","","","",""
"1993","35-65 Jahre alt","weiblich","","","","",""
"1993","66 und Ã¤lter","maennlich","","","","",""
"1993","66 und Ã¤lter","weiblich","","","","",""
"1994","16-34 Jahre alt","maennlich","","","","",""
"1994","16-34 Jahre alt","weiblich","","","","",""
"1994","35-65 Jahre alt","maennlich","","","","",""
"1994","35-65 Jahre alt","weiblich","","","","",""
"1994","66 und Ã¤lter","maennlich","","","","",""
"1994","66 und Ã¤lter","weiblich","","","","",""
"1995","16-34 Jahre alt","maennlich","","","","",""
"1995","16-34 Jahre alt","weiblich","","","","",""
"1995","35-65 Jahre alt","maennlich","","","","",""
"1995","35-65 Jahre alt","weiblich","","","","",""
"1995","66 und Ã¤lter","maennlich","","","","",""
"1995","66 und Ã¤lter","weiblich","","","","",""
"1996","16-34 Jahre alt","maennlich","","","","",""
"1996","16-34 Jahre alt","weiblich","","","","",""
"1996","35-65 Jahre alt","maennlich","","","","",""
"1996","35-65 Jahre alt","weiblich","","","","",""
"1996","66 und Ã¤lter","maennlich","","","","",""
"1996","66 und Ã¤lter","weiblich","","","","",""
"1997","16-34 Jahre alt","maennlich","6.35","7","709","6.17","6.53"
"1997","16-34 Jahre alt","weiblich","6.43","7","968","6.27","6.59"
"1997","35-65 Jahre alt","maennlich","6.48","7","907","6.33","6.63"
"1997","35-65 Jahre alt","weiblich","6.38","7","827","6.22","6.54"
"1997","66 und Ã¤lter","maennlich","","","","",""
"1997","66 und Ã¤lter","weiblich","6.16","6","31","5.28","7.04"
"1998","16-34 Jahre alt","maennlich","6.49","7","694","6.31","6.67"
"1998","16-34 Jahre alt","weiblich","","","","",""
"1998","35-65 Jahre alt","maennlich","","","","",""
"1998","35-65 Jahre alt","weiblich","6.62","7","894","6.47","6.77"
"1998","66 und Ã¤lter","maennlich","","","","",""
"1998","66 und Ã¤lter","weiblich","4.82","5","32","3.75","5.89"
"1999","16-34 Jahre alt","maennlich","6.49","7","641","6.3","6.68"
"1999","16-34 Jahre alt","weiblich","6.56","7","947","6.4","6.72"
"1999","35-65 Jahre alt","maennlich","","","","",""
"1999","35-65 Jahre alt","weiblich","6.7","7","920","6.54","6.86"
"1999","66 und Ã¤lter","maennlich","","","","",""
"1999","66 und Ã¤lter","weiblich","5.79","6","39","4.87","6.71"
"2000","16-34 Jahre alt","maennlich","6.58","7","904","6.41","6.75"
"2000","16-34 Jahre alt","weiblich","","","","",""
"2000","35-65 Jahre alt","maennlich","","","","",""
"2000","35-65 Jahre alt","weiblich","","","","",""
"2000","66 und Ã¤lter","maennlich","5.77","7","53","4.73","6.81"
"2000","66 und Ã¤lter","weiblich","4.66","5","65","3.77","5.55"
"2001","16-34 Jahre alt","maennlich","6.39","7","711","6.2","6.58"
"2001","16-34 Jahre alt","weiblich","","","","",""
"2001","35-65 Jahre alt","maennlich","","","","",""
"2001","35-65 Jahre alt","weiblich","","","","",""
"2001","66 und Ã¤lter","maennlich","4.77","5","58","3.85","5.69"
"2001","66 und Ã¤lter","weiblich","4.52","5.03","58","3.56","5.48"
"2002","16-34 Jahre alt","maennlich","6.3","7","591","6.1","6.5"
"2002","16-34 Jahre alt","weiblich","6.62","7","914","6.46","6.78"
"2002","35-65 Jahre alt","maennlich","","","","",""
"2002","35-65 Jahre alt","weiblich","","","","",""
"2002","66 und Ã¤lter","maennlich","4.72","5","43","3.66","5.78"
"2002","66 und Ã¤lter","weiblich","4.95","5","46","3.91","5.99"
"2003","16-34 Jahre alt","maennlich","","","","",""
"2003","16-34 Jahre alt","weiblich","","","","",""
"2003","35-65 Jahre alt","maennlich","","","","",""
"2003","35-65 Jahre alt","weiblich","","","","",""
"2003","66 und Ã¤lter","maennlich","","","","",""
"2003","66 und Ã¤lter","weiblich","","","","",""
"2004","16-34 Jahre alt","maennlich","6.48","7","511","6.26","6.7"
"2004","16-34 Jahre alt","weiblich","6.66","7","837","6.49","6.83"
"2004","35-65 Jahre alt","maennlich","","","","",""
"2004","35-65 Jahre alt","weiblich","","","","",""
"2004","66 und Ã¤lter","maennlich","5.67","6.54","42","4.67","6.67"
"2004","66 und Ã¤lter","weiblich","4.88","6","51","3.88","5.88"
"2005","16-34 Jahre alt","maennlich","6.45","7","483","6.21","6.69"
"2005","16-34 Jahre alt","weiblich","6.39","7","786","6.19","6.59"
