year,regtyp,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1984,-1,,,,,,,,,,,,
1985,Staedtischer Raum,,,,,,,,,,,,
1985,Laendlicher Raum,,,,,,,,,,,,
1986,Staedtischer Raum,,,,,,,,,,,,
1986,Laendlicher Raum,,,,,,,,,,,,
1987,Staedtischer Raum,,,,,,,,,,,,
1987,Laendlicher Raum,,,,,,,,,,,,
1988,Staedtischer Raum,,,,,,,,,,,,
1988,Laendlicher Raum,,,,,,,,,,,,
1989,Staedtischer Raum,,,,,,,,,,,,
1989,Laendlicher Raum,,,,,,,,,,,,
1990,-1,7.770336479873634,7.432617933721911,8.108055026025356,5.509252858358014,8.0,10.0,2.0,10.0,8.0,7.0,8.0,40.0
1990,Staedtischer Raum,7.4305300052691114,7.313078427277186,7.547981583261037,6.0,8.0,10.0,0.0,10.0,8.0,8.0,8.0,486.0
1990,Laendlicher Raum,7.569048835990581,7.484341366602324,7.653756305378838,6.0,8.0,10.0,0.0,10.0,8.0,8.0,8.0,948.0
1991,-1,,,,,,,,,,,,
1991,Staedtischer Raum,,,,,,,,,,,,
1991,Laendlicher Raum,,,,,,,,,,,,
1992,-1,,,,,,,,,,,,
1992,Staedtischer Raum,,,,,,,,,,,,
1992,Laendlicher Raum,,,,,,,,,,,,
1993,Staedtischer Raum,,,,,,,,,,,,
1993,Laendlicher Raum,,,,,,,,,,,,
1994,Staedtischer Raum,,,,,,,,,,,,
1994,Laendlicher Raum,,,,,,,,,,,,
1995,Staedtischer Raum,,,,,,,,,,,,
1995,Laendlicher Raum,,,,,,,,,,,,
1996,Staedtischer Raum,,,,,,,,,,,,
1996,Laendlicher Raum,,,,,,,,,,,,
1997,-1,,,,,,,,,,,,
1997,Staedtischer Raum,6.318975844118229,6.269748495954066,6.368203192282391,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,2264.0
1997,Laendlicher Raum,6.604291769270781,6.537213845628275,6.671369692913287,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1181.0
1998,Staedtischer Raum,6.55766949454975,6.509197334603282,6.606141654496218,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2374.0
1998,Laendlicher Raum,6.655538687163613,6.58843015814545,6.722647216181776,5.0,7.0,9.0,0.0,10.0,7.0,7.0,7.0,1276.0
1999,Staedtischer Raum,6.612159620068762,6.56270627315428,6.661612966983244,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2315.0
1999,Laendlicher Raum,6.495202042260037,6.427040839585997,6.563363244934077,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1286.0
2000,Staedtischer Raum,6.5052124074737305,6.464773685991325,6.545651128956136,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,3887.0
2000,Laendlicher Raum,6.561315653700694,6.502394683860093,6.620236623541295,5.0,7.0,9.0,0.0,10.0,7.0,7.0,7.0,2017.0
2001,Staedtischer Raum,6.413051976231431,6.363602556870974,6.462501395591888,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2862.0
2001,Laendlicher Raum,6.467867341824138,6.398970972433355,6.53676371121492,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1509.0
2002,Staedtischer Raum,6.394628398129869,6.348607815503863,6.440648980755874,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2775.0
2002,Laendlicher Raum,6.457338371304814,6.386829601887946,6.527847140721681,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1317.0
2003,Staedtischer Raum,6.252191078638671,6.220985701476063,6.28339645580128,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,5872.0
2003,Laendlicher Raum,6.333947173499675,6.291922980889324,6.375971366110027,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,3253.0
2004,Staedtischer Raum,6.2876824864420495,6.239217713895881,6.336147258988218,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2611.0
2004,Laendlicher Raum,6.313623187202537,6.241827027449756,6.3854193469553175,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1271.0
2005,Staedtischer Raum,6.176242284431428,6.122090008608045,6.230394560254811,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2456.0
2005,Laendlicher Raum,6.197899772416828,6.1197259184815,6.276073626352156,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1252.0
2006,Staedtischer Raum,6.127491240222063,6.070333601399278,6.184648879044848,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2324.0
2006,Laendlicher Raum,6.247700481039863,6.173492713822539,6.321908248257187,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1268.0
2007,Staedtischer Raum,6.170064152555561,6.112761370065825,6.227366935045297,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2222.0
2007,Laendlicher Raum,6.315461962646886,6.239483570802525,6.391440354491246,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1205.0
2008,Staedtischer Raum,6.618405639647721,6.56053213478042,6.676279144515021,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1845.0
2008,Laendlicher Raum,6.670902942802737,6.593562773905048,6.748243111700426,5.0,7.0,8.0,0.5,10.0,7.0,6.0,7.0,1018.0
2009,Staedtischer Raum,6.603610027800493,6.538759574985157,6.668460480615829,5.0,7.0,9.0,0.0,10.0,7.0,7.0,7.0,1653.0
